[00:06] 开了一扇窗户
[76:30] 我可以试嘛
[76:30] 人也是这样啊
[76:31] 对吧
[76:32] 教你开车
[76:32] 开会了首脑脑的车
[76:34] 让你去开自动脑的车
[76:36] 其实你会很快就会
[76:37] 为什么
[76:38] 你会去尝试啊
[76:39] 尝试不对
[76:39] 跟以前不一样
[76:40] 那么尝试几次之后
[76:42] 就知道原来是这样
[76:43] 其实估计也没人告诉你怎么开
[76:46] 你自己就能学会
[76:47] 嗯
[76:47] 这就是你
[76:48] 学习
[76:49] 反馈
[76:50] 试错
[76:51] 然后再放缓到新的情况上去
[76:53] 因为我前段时间跟一个数据专家聊
[76:55] 我觉得印象还挺深的
[76:57] 他说什么样是好的数据
[76:58] 以前以为就是对的数据是好的数据
[77:00] 后来发现错了
[77:01] 就是有很多
[77:02] 就是他中间出错
[77:04] 然后又纠正的数据是好的数据
[77:06] 这种数据可能更贵
[77:07] 就是他含有这个试错的过程嘛
[77:09] 对
[77:09] 对吧
[77:10] 这些数据里面
[77:11] 其实这个就是我刚才说的一个问题
[77:12] 就是真正的认知这个能力
[77:14] 或者说学习的这个能力
[77:15] 本质是什么
[77:16] 人的这个认知能力
[77:17] 到底是什么
[77:18] 它是从这个正确的数据里边
[77:20] 已有的这个
[77:21] 给他的这种规则性的这种数据里面
[77:23] 学习到的这个知识更有用
[77:25] 机械性的知识记忆下来更有用
[77:26] 还是说在这个过程当中
[77:28] 试错的这个经验对他来说更有用
[77:30] 对吧
[77:31] 你看那个Sartre
[77:32] 就是今年的那个图顶奖
[77:33] 他的理论就是叫
[77:34] Experience Error
[77:37] 就是进入到一个经验时代
[77:39] 经验是既有正确的又有失败的
[77:43] 错误的
[77:44] 你所有的体验
[77:46] 从经验去学习
[77:47] 对
[77:47] 你所有的体验
[77:49] 是你智能的提升的一个必经路径
[77:51] 他也是The Beat Lesson的作者
[77:53] 是的
[77:53] 所以我觉得他说的有道理的
[77:56] 是有道理的
[77:57] 所以现在的学习
[77:58] 大模型的这个学习
[78:01] 越来越强调
[78:02] 预训练之外的
[78:04] Middle和Post-Trend
[78:05] 你看Post-Trend大量的
[78:07] 就是在做这方面的学习
[78:09] 说到这个
[78:10] 我看了唐杰老师前两天的那个
[78:13] 那个微博
[78:13] 他写了一个很长的微博
[78:16] 在12月23号
[78:17] 的时候
[78:18] 他把人工智能当下这个范式和阶段
[78:20] 其实描述的还是挺清晰的
[78:22] 就是说模型扩展
[78:23] 先是从预训练的Scaling
[78:25] 然后到了Middle和Post-Trend的Scaling
[78:28] 然后现在到了算是Agent阶段
[78:30] 他说的是原来的Agent
[78:31] 是通过模型应用来实现
[78:33] 现在模型已经可以直接将Agent的数据
[78:35] 集成到训练过程
[78:36] 增强模型的通用性
[78:38] 所以你们整体看这个Scaling Law
[78:40] 在今天当下这一课
[78:43] 它还在继续吗
[78:43] 现在Scaling和比如说三年前
[78:45] 两年前的Scaling出现什么变化
[78:47] 其实这个事情挺有意思的
[78:49] 他写的这个东西
[78:50] 其实你看我再往前追溯追溯
[78:52] 其实我们之前我们提出来过一个叫
[78:55] L1到L5的
[78:56] 就通用人工智能实现的L1到L5的五个阶梯
[79:00] 预训练是第一个阶段
[79:01] 它解决的就是你从已有的数据里面
[79:03] 学习到这种世界知识
[79:05] 一些常识
[79:06] 对对对
[79:07] 实际死记硬背
[79:08] 你就把它记下来就完了
[79:09] 对吧
[79:10] 第二个是对齐和推理
[79:12] 对齐和推理就是说
[79:12] 你记下这个知识之后
[79:14] 你要会用
[79:15] 正确的用
[79:15] 并且能够把它进行一些组合
[79:17] 在合适的地方去组合
[79:19] 来解答一些实际的问题
[79:20] 这里面的关键是强化学习
[79:22] 对齐和推理还不是
[79:23] 其实它的关键是SFT
[79:25] 第三个阶段就是现在我们说的自学习阶段
[79:29] 它的关键是强化学习
[79:30] 自学习的重点是强化学习
[79:33] 对
[79:33] 它不断的在经验当中
[79:35] 在试错当中去学习
[79:36] 正确的经验
[79:37] 错误的经验对比
[79:38] 然后不断的获取强化的信号
[79:40] 然后我去往正确的方向去走
[79:42] 它不是一个死记硬背的过程
[79:43] 我学习的是一个过程
[79:45] 它是一个过程
[79:46] 然后L4是
[79:47] 这个叫自我认知
[79:49] 因为就还是回到我们说的
[79:51] 张院士画的那个象限图上
[79:54] 你除了你知道
[79:55] 你知道的事情以外
[79:56] 你还得知道你不知道的东西
[79:58] 所以你没有自我认知的边界
[80:00] 你就不知道哪些是我不知道的
[80:02] 哪些是我知道的
[80:04] 再往后L5就是到人类的
[80:07] 类似像人类的意识这种
[80:09] conscious的那些东西
[80:10] 那就更复杂一些
[80:12] 定义还不是那么清晰
[80:13] 但至少我们认为L1到L5
[80:16] 应该是这么个
[80:17] 关键的
[80:17] 过程
[80:17] 所以现在在中间L3这个位置上
[80:19] 所以scanning load发展到L3的时候
[80:22] 你看L1的时候scanning load是什么
[80:24] 就是参数量数据量
[80:25] 对算力对数据对算力报参数
[80:28] 对吧
[80:29] L2scanning load变成了什么
[80:31] 变成了SFT就不说
[80:34] 变成了推理的计算式的叫推理式计算
[80:38] test time scaling
[80:39] 对变成了这个计算量
[80:40] 然后L3变成了一个强化学习的scanning
[80:44] L就成为scanning load的所谓的核心
[80:47] 再往后是什么
[80:48] 你看scanning load它其实也是在不同的时间段
[80:52] 不同的阶段它是不断的在变化的
[80:54] 其实这个变化也很正常
[80:56] 因为你想想scanning load本身它提出来的时候
[80:58] 是一个非常不严谨的一个说法
[81:00] 为什么
[81:01] 它就是说随着参数量的增长
[81:05] 智能水平呈现一个指数级的爆发式的增长
[81:09] 它只是个现象的描述
[81:11] 它并没有一个很科学的依据
[81:13] 你看23年代都相信暴力美学
[81:15] 对
[81:16] 就简单粗暴堆
[81:17] 堆塞吧
[81:17] 堆塞算力
[81:17] 对啊
[81:18] 但是从科学的角度来说
[81:22] 如果你发现了一个现象
[81:25] 对科学家来说最吸引的是什么
[81:27] 吸引大家是什么
[81:28] 是探究这个现象背后的原因到底是啥
[81:31] 我掌握了这个原因的本质
[81:33] 我就能利用好这个事情
[81:35] 而不是从简单的表象上来说
[81:37] 堆参数堆吧
[81:40] 总有一天你会堆到说好像不起作用了
[81:43] 从你们视角什么时候是堆算力不起作用的时候
[81:46] 是哪个时间点
[81:47] 这个倒也没有一个特别明确的时间点
[81:50] 其实是堆到一定程度之后
[81:53] 成本先受不了了
[81:54] 成本受不了了
[81:55] 对
[81:55] 有多贵了
[81:56] 非常贵
[81:57] 那你算你涨价
[81:58] 你也知道23年就开始涨嘛
[82:01] 那涨的多可怕
[82:03] 成本受不了了
[82:04] 成本受不了了
[82:04] 大家就不敢继续这么
[82:06] 那这个时候有两条路
[82:07] 就是第一个是我融更多的钱
[82:09] 我讲更大的故事
[82:10] 第二条路是开始优化
[82:12] 是你们选择哪一条
[82:14] OPPA走的坚决的走到第一条
[82:16] 嗯是吧
[82:17] 然后我们做了也做了第二条
[82:20] 第一条当然要做
[82:21] 你还得去融钱
[82:22] 这个你纯靠自己挣钱
[82:23] 你肯定挣不来那点钱
[82:24] 你肯定第一条你也要做
[82:26] 然后第二条你也得做
[82:28] 所以当时我们做了很多最方面的工作
[82:31] 就你刚才问说我们训练
[82:33] JYM130B花了多少钱
[82:36] 对吧
[82:37] 我们算力我们才花了400万人民币
[82:39] 算上人工什么7788加下去
[82:41] 大概大约1000万人民币
[82:43] 你想想OPPA GPT-3那个年代
[82:47] 大概是200万美元
[82:49] 嗯
[82:50] 14分之一
[82:51] 所以
[82:51] 这是中国团队的优势
[82:53] 这是中国人的优势嘛
[82:54] 大家会去向这个细节抠细节去要要这个效益
[83:00] 要这个收益
[83:00] 对成本
[83:01] 所以叼算法中国团队叼的比较好
[83:03] 去调这个东西
[83:04] 甚至包括后来说的我们说的
[83:06] 能在这个比较便宜的这个叫消费级卡上做牵引模型的推理
[83:12] 这些也是我们先干的
[83:13] 那也很便宜
[83:14] 降低成本
[83:15] 你从100多万的成本
[83:17] 降到只需要二三十万
[83:18] 大家也很happy
[83:20] 嗯
[83:21] 包括现在我们仍然也还在做这个事
[83:23] 嗯
[83:24] 这两天我们不是更新4.7吗
[83:26] 这个模型表现非常好
[83:27] 非常好
[83:28] 但是好并不是因为他把参数量又加了一倍或者什么之类的
[83:32] 没有啊
[83:33] 我们参数量还是只有三万多币
[83:35] 他为什么好呢
[83:37] 好的点就在于说首先第一我的训练效率更高
[83:40] 数据利用率更高
[83:42] 对吧
[83:42] 模型的架构本身就有这个优势
[83:44] 第二
[83:45] 我们其实在模型本身
[83:47] 这个参数量设计结构设计的时候就考虑到未来在推理的时候怎么样控制这个成本
[83:55] 我就可以单击推理
[83:56] 八八卡就够
[83:57] 我不太需要什么16卡
[83:59] 嗯
[84:00] 所以降成本一直是一条主线
[84:02] 对对对
[84:02] 其实一直是一个很重点
[84:04] 嗯
[84:05] 我们一直在做这个事
[84:06] 包括跟很多这个国产行芯片啊什么之类的做适配啊什么
[84:10] 其实也是在找这个算力上这个成本降低的这种办法
[84:14] 刚才说这个skilling的好几个阶段
[84:17] 这个对应到质谱的发展的过程中
[84:19] 你觉得有影响他的一些决策吗
[84:21] 或者是技术判断
[84:22] 这个应该是伴随着整个的研究的过程
[84:25] 所以刚才表达那个意思是说对于scanning law这种就是你现象描述的所谓的现象描述的这种事情
[84:31] 我们并不特别迷信
[84:32] 所以二三年当大家市场上都在说暴力美学的时候
[84:35] 你你们是心里是不屑的
[84:38] 嗯
[84:39] 我们倒没有说特别不屑
[84:41] 只是说在能力范围之内
[84:44] 我们该做的事情肯定会去做
[84:45] 你那个时候我们的模型的
[84:47] 体量那时候还是dance模型
[84:49] 就是单体的球迷模型
[84:51] 一直就是1000亿
[84:54] 一直到24年到GM4的时候才把它扩到2000亿
[84:59] 就我们一直很克制
[85:01] 就没有像市面上很多其他的友商或者是研究团队上来就直接奔着万亿去了
[85:09] 或者打几千亿的模型去了
[85:11] 就我们还是非常克制
[85:12] 那当时会不会觉得自己太慢了
[85:14] 这件事情其实并不取决于这个模型的
[85:17] 这个参数量或者是这个规模上
[85:19] 其实本质上还是你看最后的效果
[85:22] 就是你们有自信一个小更小的模型其实是可以有类似效果或者更好的效果
[85:27] 其实里面很多东西都可以做
[85:28] 很多工作可以做
[85:29] 比如刚才说你刚才说了这个所谓叫好的数据和有价值的数据
[85:34] 这个事情数据工程上它就是有很多的事情可以做
[85:37] 同样的参数量
[85:38] 你用不同的数据去训练出来的效果可能不一样
[85:40] 那我把数据量减小20%
[85:42] 但性能仍然维持
[85:44] 那不挺好的吗
[85:45] 嗯
[85:45] 那我可以用剩下的一个计算量再加20%的别的数据
[85:49] 让它在别的能力下再有提升
[85:51] 这不挺好的吗
[85:52] 然后我加这些数据之后
[85:53] 有可能比如说不同的训练方式或者不同的数据进去之后互相干扰
[85:56] 模型的能力会下降
[85:58] 那我们怎么样让它加进去的时候不下降
[86:00] 就像我们做菜一样
[86:01] 各种佐料佐一点
[86:03] 确实特别像做菜啊
[86:04] 对啊
[86:05] 放进去怎么能让它味道更好啊
[86:07] 不是变得更糟糕
[86:08] 这里面很多的讲究
[86:10] 如果Skinny Law不是一个非常科学的描述
[86:13] 你觉得这个过程更像是什么过程
[86:15] 哎
[86:15] 这是个非常好的问题
[86:16] 其实我也一直在想
[86:18] 可能也没有什么特别准确的答案
[86:21] 我个人对这个事情的认知是说
[86:23] 我们还是希望从科学的角度来说
[86:26] 还是希望不管是从原理还是从工程实践系统的这个工程实践
[86:32] 这个角度来说
[86:33] 去找到说所谓的这个智能和计算之间的本质联系是什么
[86:40] 本质关系是什么
[86:41] 今天解答到什么程度了
[86:43] 今天的认识是什么样的
[86:45] 智能和计算之间
[86:46] 反正我的感受里面是没有什么特别明确答案
[86:49] 至少就是说现在得到一个结论是说
[86:51] 现在的这种计算方式
[86:53] 计算的这种方式其实还不是最完美的
[86:57] 应该还不是最完美
[86:58] 还会有更好的方式
[87:00] 现在不足是什么
[87:01] 消耗太大
[87:02] 计算还是有一些复杂
[87:04] 那其实那个
[87:05] 唐天老师那个微博里面其实也提了一个第一条就说了
[87:08] Transformer不一定是终极答案
[87:11] 很有可能会有更有效或者更这个优美的方式
[87:15] 算法结构来替代
[87:18] 这就是我刚才讲的
[87:19] 就是我们看到了这些事情之后
[87:22] 做了很多的尝试之后发现
[87:23] 其实这个问题真的好像还不是最终答案
[87:27] 所以基于Transformer这个架构
[87:29] 它的效果
[87:30] 你觉得现在已经见顶了吗
[87:31] 我觉得见顶到也还没有
[87:33] 就刚才说的就是能做的事情还太多了
[87:36] 因为这个战线其实很长
[87:37] 就很多是工程优化的
[87:38] 对数据
[87:40] 然后算法
[87:41] 数据算法
[87:42] 微调
[87:43] 你看那个Transformer它最
[87:45] 那个重要的就是attention
[87:47] 就是注意力机制
[87:48] 你看这个attention的这个东西
[87:50] 从23年
[87:52] 从22年开始到现在
[87:53] 魔改史
[87:54] 你看这个报了多少东西出来
[87:57] 我经常会看到一些论文里面讲各种各样的attention的这种变种
[88:01] 还挺有意思的
[88:02] DeepSeek也做了很多
[88:04] 反正做了很多这些事情
[88:06] 我们也做了一些研究的这方面的一些研究的工作
[88:09] 所以它为什么还有这么多的可以报改的空间
[88:13] 其实就是在于它本身
[88:15] 还不是那个最完美的答案
[88:18] 它还比较粗糙
[88:19] 还有很多空间可以去探索
[88:21] 你没有探索下一代的架构吗
[88:23] 当然
[88:23] 不是基因Transformer的
[88:25] 各种可能性我们都有在关注
[88:27] 都有在尝试
[88:28] 那现在在这个架构上下的你的智能见顶了没有
[88:32] 我觉得还没有
[88:34] 就是通过微调
[88:35] 对本来我们今年或者说
[88:38] 对今年上半年或者说去年年底的时候
[88:41] 我们觉得其实挺难的了
[88:43] 但第一个你看过完年以后
[88:45] 年初的时候DeepSeek这个出现
[88:47] 其实又给大家打开一个新的视野
[88:49] 你看还可以再往上提升
[88:51] 对吧
[88:52] 包括推理能力
[88:52] 包括工程优化
[88:54] 还可以往上推提
[88:55] 原来我们讲就MOE可能并不一定是个特别好的
[88:59] 为什么当时觉得不是
[89:00] 我是说之前的很多的这种认知
[89:02] 并不是一个结论
[89:04] 后来就发现其实还是有很多空间可以去做
[89:06] 然后我们也重新打足了精神
[89:08] 开始研究这些事情
[89:10] 开始我们自己的一些尝试
[89:12] 到今年7月份8月份4.5 4.6 4.9
[89:14] 到今年7月份8月份4.5 4.6 4.9 4.9
[89:14] 4.6 4.7的探索
[89:15] 你会发现你看我们也把这条路也走通
[89:19] 我们也加入了自己的一些想法之后
[89:20] 在这个新的架构下
[89:22] MOE的架构下
[89:23] 而我们也探索出来一个别人没探索过的一个空间
[89:27] 一个路径
[89:28] 证明就是中国人那句话叫柳暗花明
[89:31] 就别轻易放弃
[89:32] 所以即使是在Transformer Attention
[89:35] 注意力机制的框架底下
[89:37] 其实还有很多空间可以挖
[89:40] 还有很多事情可以做
[89:41] 现在就过了浅浅挖一挖
[89:43] 就有金矿了
[89:44] 没错
[89:45] 就低垂的果实已经被人摘遍了
[89:47] 剩下的事情并不代表没有果实了
[89:49] 你看我们23年讲的是王辉文王王小川
[89:52] 24年讲的是Kimi Minimax
[89:54] 到了25年
[89:55] Deep Seek成了主要的旋律
[89:57] 就Deep Seek让你们吃惊吗
[89:58] Deep Seek还是对我们影响还是比较大的
[90:01] 冲击很大吗
[90:03] 对其实是不管是从研究层面还是从工程层面
[90:07] 甚至包括市场层面
[90:09] 我们其实都仔仔细细的内部都研讨过这个事情
[90:12] 是反思还是研讨
[90:13] 也算反思
[90:14] 吧
[90:14] 我们反正工科的人都比较的叫理性化
[90:18] 这些都没什么太大差别
[90:20] 几月份讨论的
[90:21] 就2月份
[90:23] 春节一回来我们就在密集的讨论这件事情
[90:26] 确实是给了我们很多的启示和提醒
[90:30] 对也学习到很多东西
[90:31] 你当时讨论的结论是什么
[90:33] 讨论的结论就是说
[90:34] 其实应该更开放式的更打开一些自己的视野
[90:39] 开放式的看待大模型的研究和市场
[90:43] 很多时候
[90:44] 这些因素都搅和在一起
[90:47] 你很难把它理得非常的清楚和分隔的非常的开
[90:50] 所以还是需要各方的协同
[90:55] 也更开放的态度来看待这些事情
[90:57] 然后我们自己的研究方向应该还要更坚定一些
[91:00] 有什么是觉得自己不坚定的
[91:02] 不够坚定的
[91:03] 倒也没有不是说这个意思
[91:05] 就是有一些事情我们会觉得说
[91:09] 比如说我们发JM4 plus的时候
[91:14] 是
[91:14] 200多币的一个模型
[91:15] 我们感觉就做不上去了
[91:18] 好多地方就做不上去了
[91:20] 成本也很高之类的这种事情
[91:23] 然后DPC出来之后
[91:24] 我会提醒大家说
[91:26] 其实你看强化学习这一块
[91:27] 我们还下了力气不够
[91:29] 对吧
[91:30] 然后它的主要的贡献就是
[91:33] 强化学习这一块
[91:34] 有些新的策略和新的方法出现
[91:37] 那是第一个
[91:38] 第二个在工程优化上
[91:40] 其实还可以做得更集中更极致一些
[91:44] 第三个
[91:44] 就是真正的下一个范式的这种探索
[91:49] 我觉得应该可以更大胆一些去想象一下
[91:52] 因为我记得我印象比较深的是
[91:54] DPC当时在技术报告里面提出来是说
[91:57] 他们尝试把SFT跳过去
[91:59] 直接在Base上做强化
[92:02] 也能七七八八
[92:04] 你们选择这条路了没
[92:05] 我们就做了一些尝试
[92:07] 后来得出来的结论是说
[92:09] 其实还暂时没有办法完全把密度圈扔掉
[92:14] 所以可能还是会用一些密度圈这样的一些阶段
[92:19] 这些方法
[92:20] Post-train尤其是强化学习这一块要加强是肯定的
[92:23] 而且后面加强了RL
[92:25] 对后面你看最近4.7
[92:28] 或者前两天他们在Ready的上开了一个MA
[92:33] 然后我看了一下他们当时聊的记录里面还挺有意思的
[92:38] 然后专门他们也介绍了给大家介绍了我们的强化学习的方法
[92:41] 然后专门他们也介绍了给大家介绍了我们的强化学习的方法
[92:44] 那个框架叫SLIME
[92:46] 挺典型的挺有意思的一个研究的成果
[92:49] 算法或者叫工程融合的这样的一套方法
[92:53] 怎么把不同的任务在同样一个框架底下去
[92:56] 不同的强化学习任务
[92:58] 然后在一个框架底下
[92:59] 然后有机的把它整合到一起
[93:00] 一个框架去解决所有的问题
[93:02] 我觉得这也是在那之后在这方面
[93:05] 获得长足进步和研究成果的一个体现
[93:08] 也得益于这些东西基础工作的这种做的更扎实
[93:11] 才会有后面4.5-4.7
[93:14] 一步一个台阶的这种上去
[93:15] 这个我觉得DipSick
[93:16] 可能整个这个行业
[93:17] 大家都带来了很多学习的地方
[93:19] 你们当时在想什么呢
[93:21] 有没有在想
[93:21] 为什么不是我们做的
[93:22] 我觉得这种问题
[93:24] 好像对工科难来说
[93:25] 不是一个必要思考的问题
[93:28] 因为我们比较尊重事实
[93:31] 事实就是说
[93:32] 这个事情不是你做的
[93:33] 那你想这个问题好像
[93:34] 当然对我们后续改进
[93:37] 这个有帮助
[93:39] 对吧
[93:40] 就是人家做对了什么
[93:41] 为什么这个事情我没有做
[93:42] 你想清楚这个原因
[93:44] 下次注意
[93:44] 对吧
[93:45] 就行
[93:46] 而且DipSick非常坚定的开源
[93:49] 它比较彻底的
[93:51] 就是做了一个开源这个事情
[93:53] 你们对这个有什么想法
[93:55] 开源这个事
[93:56] 其实我们也一直在做这个事情
[93:58] 但是因为
[93:59] 你们是最早开源的
[94:00] 对吧
[94:00] 我们刚才也聊到了
[94:01] 对
[94:01] 从23年开始
[94:02] 我们就
[94:03] 22年开始
[94:04] 我们一直在做开源这个事情
[94:05] 包括ChainGM
[94:06] 6B等等
[94:07] 到目前为止
[94:08] 我们已经有将近
[94:09] 六七十个开源项目
[94:11] 这些项目的
[94:12] 这个下载量已经6000多次
[94:17] 整个开源社区里面
[94:18] 还是算是比较知名的
[94:20] 一个开源的系列
[94:21] 这些内容
[94:22] 所以开源一直是我们课程经营里的事情
[94:25] 毕竟从学校里出来
[94:26] 还是觉得回馈大家的研究
[94:28] 或者是这些创新的探索
[94:30] 我觉得是我们必须要做的事
[94:32] 但是作为公司
[94:33] 做开源这个事情
[94:34] 你看美国这些公司就很清楚的感觉到
[94:37] 就是他慢慢放弃这个事情
[94:40] 对
[94:40] 更多的商业化利益去考虑
[94:42] 为什么币源的商业化利益更高
[94:44] 因为他有这个技术上技术的溢价
[94:46] 那前提也是因为
[94:47] 就是说还有一个认知是说
[94:50] 开源和免费之间是不划等号的
[94:54] 是不能直接划等号的
[94:56] 但是在中国这个市场话语体系底下
[94:58] 好像这个是被混在一起的
[95:00] Deep Seek做的很彻底
[95:01] 所以这个事情上又被加强了
[95:04] 大家这个印象
[95:04] 所谓开源就是免费
[95:07] 但实际上本质上在商业化市场里面
[95:09] 你会发现其实这个事还真的不能混合
[95:12] 所以Deep Seek彻底的开源
[95:14] 对于其他人有什么冲击吗
[95:16] 肯定会有些冲击
[95:17] 彻底开源的结果就是说
[95:19] 大家可以基于他的一些
[95:20] 很多的研究的成果和基础去做很多事情
[95:24] 对吧
[95:25] 但其实我是觉得可能大家
[95:27] 能复现他那个结果的也不多
[95:29] 他的开源策略给你们带来什么影响
[95:32] 给我们带来的影响就是说
[95:34] 刚才说的是技术方面的事情
[95:35] 然后另外一方面就在商业化市场上
[95:38] 可能对我们的影响就是说
[95:40] 有很多客户的脑袋
[95:42] 脑子里面他就把开源和免费就画等号了
[95:45] 因为我们带来的影响就是说
[95:47] 你都开源都不要钱了
[95:48] 你为什么还要收我钱呢
[95:50] 他会问这个问题
[95:51] 那怎么办
[95:52] 那只能用时间来证明
[95:54] 就是他们会说
[95:55] 那我原来本来要采购的这个预算
[95:58] 已经批下来了
[95:58] 本来要我们钱
[96:00] 然后说你看这个Deep Seek开源了
[96:03] 好像比你们也不差
[96:04] 甚至可能在某一方面还更好一点
[96:06] 那我是不是可以不用买了
[96:08] 我直接用它就好了
[96:09] 对吧
[96:10] 然后我们会告诉客户说
[96:11] 其实
[96:12] 你不要把开源和免费这件事情画等号
[96:14] 你用开源的东西没问题也OK
[96:17] 但是其实和你真正想要获得的是一个商业化的服务
[96:22] 这件事情本身是不等同的
[96:24] 你不要把这个事混到一起
[96:26] 然后有很多客户就自己去尝试
[96:29] 什么Deep Seek一体机什么之类的
[96:32] 自己去布所谓的满血版
[96:34] 当然有的客户他没有这个能力
[96:36] 他找外面的团队来帮他做这个事
[96:38] 也问到我们这儿
[96:41] 帮我们把这个东西
[96:42] 你部署一下
[96:42] 然后有很多的人其实也做了这方面的尝试
[96:46] 但是我刚才说用时间来证明这个事情
[96:48] 你过了一段时间之后
[96:49] 你会发现大部分人都掉头回来
[96:52] 为什么呢
[96:53] 因为Deep Seek也不提供商业化服务
[96:55] 就算我部署了这个东西
[96:57] 我顶多也就是把他当了解机器人去问一问
[96:59] 我没有办法跟我的这个内部的系统什么之类的去做整合
[97:05] 这个需要很专业的这种服务和人士去做这个事
[97:08] Deep Seek原厂他也不给你提供这个服务
[97:10] 所以你收服了多少客户回来
[97:11] 我觉得是延迟了我们一些客户
[97:13] 这些客户有一些就是有一些客户
[97:16] 他就回来了来找我来做这个事情
[97:19] 你们中间在开源闭源中间有过摇摆吗
[97:21] 为什么先开源后闭源又开源
[97:23] 我觉得基本上没有摇摆过
[97:24] 一直坚持是走开源的
[97:26] 所以我们你可以去查一查
[97:28] 就是我们基本上所有的关键性的模型的更迭
[97:33] 包括技术的更新都有相应的开源版本或者开源项目
[97:38] 但是我们在比较早期的时候
[97:40] 二十三年二十四年的时候
[97:41] 是很明确的把开源和商业化这两件事情是分的比较清楚的
[97:47] 开源是开源
[97:48] 开源一个版本
[97:49] 对对对
[97:49] 然后避免的做商业化
[97:50] 对对对
[97:51] 我们开源其实的目的是把核心技术放出去
[97:53] 让大家能够用得上
[97:54] 能够了解里面的细节是什么
[97:56] 在这基础之上大家去做自己的创新和探索
[98:01] 商业化那个是面向商业化客户的
[98:03] 我们提供的不是说只是开源的这个里面的这个东西
[98:07] 这个这个这个参数文件几十个G对吧
[98:11] 我们提供的是基于这个东西的一系列的产品工具还有服务
[98:14] 因为你的商业化的目的并不是说买个玩具回来摆在家里好看
[98:18] 而是我真的要把它用起来
[98:20] 要转换成我的生产力
[98:21] 转换成我的商业收益客户价值
[98:23] 当大家想通这个商业本身它的核心的锚点是什么的时候
[98:27] 他在然后回来找我
[98:28] 后来真的不少的这些想明白的客户回来找我
[98:32] 既然开源从商业上面有好处
[98:34] 那为什么梁文峰这么彻底的开源
[98:37] 我觉得他想得很明白
[98:38] 我猜大概率他也不想去做
[98:41] 这些2B做服务这些事情
[98:43] 这个市场他也不缺钱
[98:45] 他也没想着要靠这个事情挣太多钱
[98:48] 我觉得这个是首先这个很关键的一个点
[98:51] 第二个确实他也有很执着的这个技术上的这个理想
[98:54] 他也不想去因为商业化这个事情去分分分担一些精力
[98:59] 去做其他的一些事
[99:01] 那集中精力集中资源来做这个技术探索就好了
[99:04] 我猜啊
[99:05] 当然我没有那个荣幸去跟他聊一下这个是不是这个真相
[99:09] 因为朱孝虎说
[99:10] Deep Seek对世界的影响仍然是被低估的
[99:12] 尤其是在开源上
[99:14] 你觉得他说的对吗
[99:15] 我不知道这个未来他会演化成一个什么样的一个事情
[99:19] 当然因为还在持续的往前进嘛
[99:21] 然后不应该低估这件事情
[99:24] 不用太过于高估这件事情
[99:26] 因为开源这个过程当中
[99:28] 其实大家都有很多人在做这个开源相关的一些事情
[99:32] 大家都有自己的这个贡献
[99:33] 其实包括Deep Seek自己本身
[99:35] 他也承认说他有很多其实技术上的这些东西
[99:38] 也是来自开源社区
[99:40] 有很多的开源社区的这些养分
[99:42] 我觉得他想表达的是
[99:43] 如果没有Deep Seek这么彻底的开源的话
[99:45] 可能全球大模型就是被几家商业公司垄断的
[99:49] 这样其实智力是不平成的
[99:50] 尤其是每个公司都不开源
[99:52] 然后Deep Seek带来的大多数中国公司都开源了
[99:54] 就是如果开源这件事情是开启了一个新的局面
[99:58] 就是让这个更多的公司都开源了
[100:00] 对更多公司逼着大家去开源
[100:03] 来做这个开源这件事情
[100:05] 我觉得这个是有一定的道理的
[100:07] 但我觉得即使不是他
[100:09] 也会有别人来做这个事情
[100:10] 就一定会有人开源的
[100:11] 一定会有人来做这件事
[100:13] 开源对技术影响力好
[100:14] 首先他在赢得开发者和社区的情感的认同上会更好一些
[100:22] 当你没有特别显著的商业利益的时候
[100:24] 他还是会是一个很好的选择
[100:26] 是 是 是 所以人很复杂
[100:28] 人很复杂
[100:29] 对 人很复杂
[100:31] 这句话好像蕴含了很多深意
[100:33] 你觉得开闭源可能会对世界的影响
[100:36] 甚至可能是全球
[100:38] 就比如说有的地区
[100:40] 可能用不起美国的模型
[100:41] 然后他就用了中国的模型
[100:42] 你觉得对于就是全球的这个智力分配
[100:44] 会有一些系统性的影响吗
[100:46] 当然开源可能是加速了整个
[100:48] 这个刚才说的那个智力平权的这个过程
[100:50] 包括其实你看老黄
[100:52] 也在讲这个所谓的
[100:54] 叫主权AI这个概念
[100:56] 对吧 他认为这个技术可能没有国界
[100:59] 但是这个最终的应用和人
[101:02] 它是有国界的 对吧
[101:04] 利益是有国界的
[101:05] 所以这个技术肯定不可能只掌握在
[101:08] 非常少数的这个公司或者公司
[101:10] 或者个人手里
[101:11] 所以开源这个事情
[101:12] 包括中国现在的厂商
[101:13] 大家都开源这个事情
[101:14] 其实给世界提供了很多的这种选择
[101:17] 第二个 第三个 甚至更多的选择
[101:19] 但就算没有开源这个事情
[101:21] 我觉得最终的结局
[101:22] 可能也会是美国走它的一条路
[101:24] 商业公司捏的这个顶尖的
[101:27] 这种币源的商业的这个模型
[101:30] 一次来推动资本的这种积累运转
[101:35] 然后全球的其他的玩家
[101:39] 可能都会努力的去寻找
[101:42] 第二 第三 甚至更多的选择
[101:44] 我觉得中国的战略来讲
[101:46] 肯定不会放弃这个路径
[101:48] 所以即使不是开源
