[00:03] Hello 大家好,我是小骏
[00:04] 2026年除了嘉宾访谈
[122:04] 我觉得它一方面
[122:05] 它会有一些
[122:06] 比方说你可能会有增加更多的标注
[122:08] 另外它的问题就是说
[122:10] 它还不是一个3D的信息
[122:12] 它本质上是一个2D的信息
[122:14] 游戏有可能是3D
[122:16] 但是游戏它可能就是说
[122:18] 它有点太cross domain
[122:20] 它可能是一个
[122:21] 跟真实世界太不一样的一个场景
[122:24] 它的物理其实不真实的
[122:26] 对吧
[122:27] 它有一个别的世界观
[122:29] 没错
[122:30] 但是这类数据
[122:31] 其实对于世界模型是有用的
[122:33] 比如说其实很多的世界模型的团队
[122:36] 就用了大量的游戏
[122:38] 就是玩游戏的数据
[122:40] 他们有相应的这些的团队
[122:42] 在买相应的这些游戏的版权
[122:44] 然后用他们的agents在老去打
[122:47] 然后把数据给拿过来
[122:48] 来训练他们的世界模型
[122:49] 但是这件事
[122:51] 怎么说呢
[122:52] 它是有用的
[122:53] 但它的效用性到底多高
[122:55] 没有那么高
[122:56] 从一个
[122:57] 我觉得提供数据的角度来讲
[122:59] 应该追求的是一个
[123:00] 高RI价值的客户的需求
[123:03] 就是说数据金塔我觉得很大
[123:05] 其实在里头
[123:06] 并不需要每一个都去服务
[123:08] 但是可能服务的应该是
[123:09] 最高价值链的东西
[123:10] 那你们内部会有很多的数据
[123:12] 给它不同的定价吗
[123:13] 会有
[123:14] 对
[123:15] 但是这样就是说
[123:16] 这个好难定啊
[123:17] 整体上来讲
[123:18] 其实没有那么的复杂
[123:19] 我们可能整体上来讲
[123:21] 更多的是两类
[123:22] 一类是预训练
[123:24] 对吧
[123:25] 一类是评测的数据
[123:27] 这两个其实是
[123:28] 现在大家最缺乏的数据
[123:30] 因为很多人叫你们
[123:31] 叫data factory嘛
[123:32] 就是数字的工厂
[123:34] 对
[123:35] 你们带我们走进
[123:36] 这个数字的工厂内部
[123:37] 你们的工作流程是什么样
[123:38] 大概人员是怎么样构成的
[123:40] 对
[123:41] 就比如说刚才我们说
[123:42] 数据标注的人
[123:43] 这是一个职业吗
[123:44] 对
[123:45] 我觉得问题很好
[123:46] 首先可能
[123:47] 我们可能更像是一个data engine
[123:50] 或者说我更希望
[123:51] 把它定位成一个data engine
[123:53] 你觉得data factory
[123:54] 是一个旧定义
[123:55] 对
[123:56] data factory
[123:57] 我觉得它是一个有点偏工厂
[123:59] 就是它是一个
[124:00] 流水线
[124:01] 流水线
[124:02] 缺乏相当的技术
[124:03] 缺乏相当的系统
[124:04] 且它不是一个反馈驱动的
[124:06] 它不是一个评测反馈驱动的
[124:08] 我认为data engine
[124:09] 是一个反馈驱动的
[124:10] 一个学习的引擎
[124:12] 那么他们更多是基于一个系统
[124:15] 以工程以系统能力
[124:18] 利用到端测的这个人
[124:20] 去帮助他们去生成的数据
[124:22] 在这样一个情况下
[124:23] 就是说我举一个例子
[124:24] 其实可能大家看到的是
[124:26] 我们生产的数据
[124:27] 但是其实我们的内核
[124:29] 是一个全站
[124:30] 我们首先为了去打造
[124:32] 这个物理足够真实的世界
[124:34] 我们需要用到仿真
[124:36] 这个仿真我们需要去构建
[124:38] 足够真实的物理的世界
[124:40] 以及这些可交互的这些
[124:42] 足够真实的物理的资产
[124:44] 这个其实底层是很难的一件事
[124:46] 打造比方说钢体的这些资产
[124:49] 是比较简单的
[124:50] 但打造非钢体
[124:51] 比方说打造这个线缆
[124:54] 其实我们服的很多工业化的场景
[124:56] 需要线缆插拔的场景
[124:58] 这个是很难的一件事
[125:00] 它需要底层的自研的物理的计算器
[125:04] 是一个非钢体的计算器
[125:06] 以及仿真的资产的code design
[125:12] 就是连条
[125:13] 来真正帮助他们去产生
[125:15] 同时的话
[125:16] 这里头的物理该怎么办
[125:18] 这里头的物理
[125:19] 需要从真实的世界物理来
[125:20] 所以我们其实有一个物理的测量工厂
[125:23] 这个测量的工厂
[125:24] 基于足够自动化的机械臂
[125:28] 等等之类的工具链
[125:29] 来自动化的去
[125:30] 这个世界上的不同的
[125:32] 真实的物理的资产
[125:34] 去做交互
[125:35] 把他们的力学信息拿回来
[125:37] 又把它相对自动化的
[125:39] 去放到这个仿真的资产
[125:41] 和这个世界上去
[125:42] 所以这些都是我们为了去生产一个
[125:45] 一个仿真的足够真实的物理的世界
[125:48] 和可交互的物理的世界
[125:50] 所做出的这个
[125:52] 就是
[125:53] 就所做出的这个系统
[125:55] 在这个基础上
[125:57] 那我刚才提到
[125:58] 就是说有两类
[125:59] 这个仿真的这个数据
[126:01] 一类是一个以人为驱动的
[126:03] 那它的优势就是说
[126:04] 它的这个数据的质量是最高的
[126:06] 它提供的是最好的示范
[126:08] 那它的问题就是
[126:09] 它规模化能力相对欠缺一些
[126:11] 那在这个路径上呢
[126:13] 我们有很
[126:14] 很优质的这些的这个
[126:16] 比方说摇操作的工具链
[126:18] 有点类似于你看到
[126:19] 人在去摇操作一个
[126:20] 真实世界的机器人
[126:21] 我们有人在摇操作
[126:23] 这个仿真世界的机器人
[126:25] 不同形态的机器人
[126:26] 甚至我们自己定义的机器人
[126:28] 它可能跟每个机器人都不一样
[126:29] 但是它是以一个足够
[126:31] 标准化的一个形体
[126:32] 来去采集各种各样的机器人的
[126:35] 本体的数据
[126:36] 示范的数据
[126:37] 来拿回来
[126:39] 同时呢
[126:40] 我们也有
[126:41] 我们也基于这条的路径
[126:42] 去训练出来了
[126:44] 足够好的自动化的这个算法
[126:46] 可以基于这套算法
[126:47] 去自动化的去
[126:48] 在这个房上去做采集
[126:50] 偶尔需要人为的介入
[126:52] 对吧
[126:53] 所以这个是一个更加规模化的一个
[126:54] 这个数据产生的这个
[126:56] 管线
[126:57] 在这两个基础上
[126:58] 再往后就是这个标注
[127:01] 那可能就是说它有更多的
[127:03] 一级的标注
[127:04] 那在这用到了很多大模型的能力
[127:06] 以及最后可能有一个
[127:08] 人在环的一个质检
[127:09] 来真正保证这个数据
[127:11] 它是
[127:12] 在它的质量上是足够高的
[127:14] 对
[127:15] 所以这个可能是一个
[127:16] 我们真正产生数据的一个基础
[127:18] 那当然就是说
[127:19] 刚才我也提到了
[127:21] 评测也是需要被规模化的
[127:23] 所以你可以理解
[127:24] 评测其实也是一条数据管线
[127:26] 那它呢
[127:27] 其实点就是说
[127:29] 它会
[127:30] 其实基于我们
[127:31] 基于人去
[127:32] 就是基于
[127:33] 人去采集的这条的这个链路
[127:36] 这套的这个
[127:37] 端测的这些硬件
[127:39] 以及云上的这些自动化的这些
[127:41] 算法
[127:42] 拿回来这些数据
[127:44] 然后呢再去做real to sim
[127:45] 那可能包括这个
[127:47] 把视频里头的这些物理给重建
[127:50] 把视频里头这些任务
[127:52] 相对自动化的去提取出来
[127:54] 以及这些评价标准提取出来
[127:56] 把这些放入到我们
[127:58] 仿真的这个资产
[128:00] 场景 世界
[128:02] 以及这个任务的定义头去
[128:04] 让它呢更加规模化的
[128:07] 去产生一套
[128:09] 就评测的这套的数据链
[128:11] 来让它去服务我们的客户
[128:13] 你刚刚一直在说
[128:14] 评测数据非常的重要
[128:15] 那你们怎么做的呀
[128:17] 对
[128:18] 我认为评测的数据
[128:19] 它的最大的难点就是
[128:21] 一
[128:22] 它需要很有挑战
[128:24] 二
[128:25] 要很可规模化
[128:27] 就要难又要可规模化
[128:28] 没错
[128:29] 这个是很难的
[128:30] 我举一个例子
[128:31] 可能比方说
[128:32] 很多的机器人公司
[128:34] 他们在做demo
[128:36] 那他们可能比方说
[128:37] 叠衣服
[128:38] 对吧等等
[128:39] 那他们可能更多是在一个
[128:40] 相对固定的一个场景
[128:42] 去做相对单一的任务
[128:44] 但是对于大模型的
[128:46] 泛化能力
[128:47] 可能他们需要就是说
[128:49] 真正的在很大规模的场景
[128:52] 有去可能
[128:53] 千级别至少
[128:54] 这样的场景里头去
[128:55] 可能有很大规模的任务
[128:57] 这个任务可能是一个千
[128:59] 甚至是万
[129:00] 规模这样的一个任务
[129:02] 然后呢
[129:03] 有相对的这些的成功的定义
[129:05] 来帮助他们真正的去评价
[129:08] 那这个时候我觉得
[129:09] 第一就是说
[129:10] 如何去打造这些平行的世界
[129:14] 这些平行的世界的相应的这些物理
[129:17] 这些其实刚才我已经
[129:18] 简单讲过
[129:19] 就是对于仿真
[129:20] 对于这个真实
[129:22] 道访仿真这样一个
[129:23] 一个产线
[129:25] 那比较难的是
[129:26] 它里头的这些任务
[129:28] 以及这些评价标准
[129:30] 这些我们是从真实世界来的
[129:32] 我认为这个是极其关键的一件事
[129:34] 就是说
[129:35] 如果仿真的评价
[129:37] 与真实世界的评价去脱离
[129:39] 那这件事就算可以规模化
[129:42] 它也没有办法真正的产生
[129:44] 实质的价值
[129:45] 另外一个点呢
[129:46] 就是说
[129:47] 可能大家认为
[129:48] 我们是一个以仿真为中心的公司
[129:50] 所以我们只做仿真
[129:51] 其实不是这样
[129:52] 我们还有一套
[129:53] 真实评测的基建
[129:55] 比方说我们有真实的机器人
[129:57] 然后我们有
[129:59] 就真实的这些
[130:01] 就评价的算法
[130:02] 这些场景
[130:03] 他们的目的
[130:04] 不是为了去服务我们的客户
[130:06] 去评价他们的机器人
[130:07] 在真实场景
[130:08] 而他们的目的是为了去
[130:09] 与我们的
[130:10] 仿真的更大规模的这套的
[130:13] 工具链
[130:14] 这套产线
[130:15] 以及这些
[130:16] 评测的难题去对标
[130:18] 比如说
[130:19] 我们用相同的算法
[130:20] 在仿真里头
[130:21] 和在真实里头
[130:22] 我们是否可以看到
[130:23] 一个相关性的对应
[130:24] 这个是很关键的一件事
[130:26] 我觉得只有把这些给做好
[130:28] 才真正的能够把
[130:30] 以仿真为中心的
[130:31] 规模化的
[130:32] 仿真的评测
[130:33] 给做好
[130:34] 你们有多少人
[130:36] 整个团队吗
[130:37] 我们现在可能全职的
[130:39] 更多的是工程技术方向的
[130:41] 就有可能100来个同学
[130:43] 大概是这样
[130:44] 我不太认为
[130:45] AI会自己
[130:46] 为自己完全就生成数据
[130:48] 然后就服务自己
[130:49] 这件事底层逻辑是不通的
[130:50] 因为它就更像是一个
[130:51] 运动机
[130:52] 所以本质上来讲
[130:53] 我觉得一个核心是
[130:55] 一你是否拿到了
[130:56] 足够准确的世界
[130:58] 对吧
[130:59] 以及足够准确的任务
[131:00] 二你需要有人
[131:02] 在这里头的一个经验的示范
[131:04] 这个是一个核心的
[131:06] 能够帮助模型
[131:07] 去提升的一个认知
[131:08] 那当然就是说
[131:09] 我觉得很关键的一个点
[131:11] 就是你如何去放大
[131:12] 这个示范
[131:13] 对吧
[131:14] 如果你是一个
[131:15] 以人为中心的数据公司
[131:18] 那你可能需要的是
[131:20] 计算机
[131:21] 我认为可能需要的是
[131:23] 千万到亿这个量级的人
[131:26] 最终才能把这件事给做成
[131:28] 因为这块需要的量太大了
[131:30] 但是如果你是一个
[131:32] 以仿真为中心
[131:33] 以系统为中心的
[131:34] 那你其实在这有一个放大效应
[131:36] 因为你是通过技术去放大
[131:38] 人产生的这套的经验
[131:41] 那我认为这块可能需要的
[131:42] 这个量会小100倍左右
[131:44] 上次我记得谭杰说
[131:47] Data Factory遇到一个问题
[131:49] 就是你们采取了很多数据
[131:50] 但是比如说给他提供数据了以后
[131:53] 就是像给这种大脑公司提供了数据以后
[131:55] 他也不能告诉你们这个数据好不好
[131:57] 然后最后就会出现扯皮
[131:59] 就是数据公司说
[132:00] 是你们模型没讯号
[132:01] 然后模型公司说
[132:02] 是你们数据采的不行
[132:04] 就是一个扯皮的过程
[132:05] 你怎么看
[132:06] 这个问题怎么办
[132:07] 对我认为这是一个客观存在的问题
[132:09] 但是其实我想举一个例子
[132:11] 就是咱们去看
[132:13] ScaleAI和OpenAI在GPT-2
[132:16] 其实是一样的一个阶段
[132:18] 这个阶段呢
[132:19] 其实就是说
[132:21] 大家其实在共同的找寻
[132:23] 这个数据的这个配方
[132:25] 它其实大方向已经相对比较明确了
[132:28] 比如说仿真
[132:29] 比如说人类数据
[132:30] 比如说仿真的评测
[132:32] 但是它在细节上
[132:34] 可能会有一些区别
[132:35] 我举一个例子
[132:36] 比如说我们就时时在遇到
[132:37] 最早的时候
[132:38] 可能客户给我们的需求是
[132:40] 要完美的数据
[132:41] 后面可能更加希望是负样本
[132:43] 或者就是纠错的数据
[132:45] 另外就是说
[132:46] 可能需要更加分布广的数据
[132:49] 比如说你去拿一个瓶子
[132:51] 可能希望的是
[132:53] 拿瓶子的方式是不一样的
[132:55] 而不是每次都拿同样
[132:57] 类似的一个方向
[132:58] 一个位置
[132:59] 对吧
[133:00] 这些都是一个
[133:01] 我觉得逐步迭代的一个认知
[133:02] 我认为在这儿
[133:03] 其实最关键的就是
[133:04] 跟可能整个业内
[133:06] 最领先的客户
[133:08] 去协作起来
[133:10] 去共生起来
[133:11] 我觉得这个是最关键的一件事
[133:13] 另外呢
[133:14] 其实就是说
[133:15] 我们其实也遇到了一些
[133:17] 就之前可能也会有人去问
[133:19] 就是说
[133:20] 如果一个数据公司
[133:23] 它不是做大脑的
[133:24] 它不是做本体的
[133:26] 那么
[133:27] 它可能认知
[133:28] 对于数据的认知
[133:29] 赶不上一个本体公司
[133:31] 一个大脑公司
[133:33] 对于数据的认知
[133:34] 我觉得
[133:35] 其实从我们实践下来
[133:37] 我认为倒不是这样
[133:38] 为什么呢
[133:39] 就是说
[133:40] 其实
[133:41] 真正这个世界上
[133:43] 能够对数据
[133:44] 尤其是大规模的
[133:46] 预训练级的数据
[133:47] 产生认知的团队
[133:48] 极少
[133:50] 可能也就五个左右
[133:51] 我们可能基本上
[133:52] 跟他们都是一个
[133:54] 合作关系
[133:55] 我认为就是说
[133:56] 在这儿最关键的是
[133:58] 和最核心的客户
[134:00] 产生一个相对共生的一个
[134:02] 协作的一个关系
[134:03] 哪五个
[134:04] 就这块可能就
[134:05] 就这块就可能就
[134:06] 就不太细说
[134:07] 但是就可能你可以想象
[134:08] 就是最大的大模型公司
[134:10] 最大模型公司
[134:11] 那么他们往往都会有
[134:13] 自己的巨深的团队
[134:14] 那在这儿呢
[134:15] 我觉得就是说
[134:16] 很核心的一个点就是
[134:17] 两边是否可以
[134:18] 同步的去迭代
[134:20] 就迭代相互的认知
[134:22] 这是一个很关键的事
[134:23] 其实某种层面上
[134:24] 我们得到很多不同客户
[134:26] 给我们的认知
[134:27] 同时我们也给我们的客户
[134:28] 提供了更多的一个认知
[134:30] 我觉得这是极其需要的
[134:31] 我再举一个例子
[134:33] 就是其实数据金塔这件事
[134:37] 它是需要被验证的
[134:38] 就是数据金塔是一个
[134:40] 是一个概念
[134:41] 但是它到底哪一层的数据
[134:44] 是最有效的
[134:45] 配比是如何的
[134:46] 这个是需要被验证的
[134:47] 我们其实可能和
[134:49] 其中的大概两个公司左右
[134:52] 都在不断的去
[134:54] 演进对于数据金塔的迭代
[134:56] 这个是很关键的一件事
[134:57] 那当然就是说
[134:58] 你要去验证数据金塔
[135:00] 你需要多少张卡
[135:01] 可能得几万张卡
[135:02] 才真正能够有效的
[135:03] 去验证数据金塔
[135:04] 所以我认为
[135:05] 其实在这儿
[135:06] 一些核心的人
[135:07] 这是极其关键的
[135:08] 应该怎么配
[135:09] 怎么配比
[135:10] 我认为就是说
[135:11] 可能就不能说太细
[135:13] 但是就是说
[135:14] 我认为其实就是
[135:15] 越来越偏
[135:16] 本体五官层
[135:17] 这个是
[135:18] 就首先是一定的一件事
[135:20] 另外就是说
[135:21] 我们可能得到
[135:22] 更多的一个认知
[135:23] 就是不只是一个
[135:24] 在预训练阶段
[135:25] 包括就是预训练之后的
[135:26] 后训练
[135:27] 从R阶段
[135:28] 该怎么去做这件事
[135:29] 该怎么去微调
[135:30] 多少利用仿真
[135:32] 多少利用真实
[135:33] 以及后面的评测
[135:35] 该如何去构建
[135:36] 我觉得它是一个
[135:37] 整体的一个体系化的
[135:38] 一个认知
[135:39] 准备数据非常的关键
[135:41] 能不能给大家一些
[135:42] 你们的
[135:43] 关键的一些秘密
[135:44] 分享一下
[135:45] 好
[135:46] 对
[135:47] 我觉得可能就是说
[135:48] 说一些就是
[135:49] 比较偏
[135:50] 反直觉的认知
[135:51] 我觉得还是回到
[135:52] 就是说
[135:53] 这个
[135:54] 什么样的数据
[135:55] 是好的数据
[135:56] 这个点上
[135:57] 其实我觉得它
[135:58] 越来越像人的学习
[135:59] 就是
[136:00] 它越来越不像
[136:01] 最早的自动驾驶
[136:02] 最早的
[136:03] 这个机器视觉
[136:04] 最早自动驾驶
[136:05] 机器视觉
[136:06] 就是
[136:07] 完美的数据
[136:08] 是最好的
[136:09] 它有一个标准答案的
[136:10] 我觉得
[136:11] 现在的数据
[136:12] 可能越来越
[136:13] 没有一个标准答案
[136:14] 那这个时候
[136:15] 能够
[136:16] 从第一性原理上
[136:17] 能够帮助人
[136:18] 去学习的数据
[136:19] 我觉得它可能是
[136:20] 最好的数据
[136:21] 就是它是一个
[136:22] 比方说
[136:23] 让你看到了一些错误
[136:24] 能让你
[136:25] 从错误中
[136:26] 去学习的数据
[136:27] 我觉得这个是一个
[136:28] 很关键
[136:29] 另外就是说
[136:30] 可能人从小的时候
[136:31] 长大
[136:32] 他可能
[136:33] 就是说
[136:34] 你就是看一个老师
[136:35] 就给你讲题
[136:36] 你可能
[136:37] 不见得是最好的效果
[136:38] 可能
[136:39] 你把每一个
[136:40] 同学都给当成
[136:41] 自己的老师
[136:42] 一道题
[136:43] 可能有不同的做法
[136:44] 然后
[136:45] 从
[136:46] 这个
[136:47] 足够的分布中
[136:48] 去得到自己的
[136:49] 这个
[136:50] 结论
[136:51] 可能是更好的
[136:52] 我觉得这些
[136:53] 可能是
[136:54] 我觉得它的
[136:55] secret thought
[136:56] 就是它是
[136:57] 和人的
[136:58] 这个学习
[136:59] 是越来越共通
[137:00] 所以其实
[137:01] 我越来越觉得
[137:02] 我们
[137:03] 可能做的是一个教育公司
[137:04] 对
[137:05] 我认为
[137:06] 中级的数据公司
[137:07] 可能跟教育公司
[137:08] 是长得很像的
[137:09] 那你觉得
[137:10] 教育
[137:11] AI和教育人的
[137:12] 不同是什么
[137:13] 目前来看
[137:14] 我觉得
[137:15] 现在
[137:16] 没有那么智能
[137:17] 对吧
[137:18] 所以其实说
[137:19] 现在其实还是有
[137:20] 不少的是一个
[137:21] 示范
[137:22] 就还是有一些
[137:23] 让它去
[137:24] 伺机应备
[137:25] 或者让它去模仿学习
[137:26] 对吧
[137:27] 但是我认为
[137:28] 就是说
[137:29] 越往后
[137:30] 可能你越需要去挑战它
[137:31] 另外
[137:32] 就是说
[137:33] 就我觉得
[137:34] 在这儿
[137:35] 其实本质来讲
[137:36] 巨声这件事
[137:37] 它还是一个
[137:38] 要与物理世界去
[137:39] 交互的一件事
[137:40] 所以这个教育
[137:41] 可能和咱们的
[137:42] 平常的这种
[137:43] 书本的教育
[137:44] 还是不太一样的
[137:45] 但是有更多的物理的示范
[137:46] 和物理的交互
[137:47] 因为你跟国内外的
[137:48] 各个
[137:49] 不管是大脑的公司
[137:50] 还是机器人
[137:51] 本体的公司
[137:52] 还是大模型的公司
[137:53] 应该都很熟
[137:54] 对
[137:55] 能不能给大家做一个
[137:56] 就是关于
[137:57] 中美机器人团队
[137:58] 是怎么做数据的mapping
[137:59] 没问题
[138:00] 他们都是
[138:01] 他们都是
[138:02] 什么的信仰派
[138:03] 就是因为
[138:04] 我跟他们很熟
[138:05] 所以我可能
[138:06] 不能太细说
[138:07] 我觉得我可以去
[138:08] 相应的去归类
[138:09] 就是说
[138:10] 我觉得有一个
[138:11] 就是大模型派
[138:12] 大模型派
[138:13] 我觉得可能越来越多的
[138:14] 就是大厂的
[138:15] 我觉得他们可能
[138:18] 出发点可能
[138:19] 最早的时候
[138:20] 可能不太一样
[138:21] 但是可能越来越
[138:22] 越来越趋同
[138:23] 越来越趋同
[138:24] 就是说
[138:25] 他们需要的是
[138:27] 这个领样本的
[138:28] 泛化的能力
[138:29] 你说的是大别模型团队
[138:30] 还是哪个团队
[138:31] 大厂的VLA团队
[138:33] 大厂的世界模型团队
[138:35] 我觉得大概是
[138:36] 这两个团队吧
[138:37] 我觉得他们需要的是
[138:38] 这个领样本的
[138:39] 泛化能力
[138:40] 我觉得这个是一个
[138:41] 极其极其
[138:42] 对 基础上能力
[138:43] 我觉得这个是
[138:44] 他们最看重的
[138:45] 倒没有那么看重
[138:46] 本体的复杂度
[138:48] 那他们最关键希望的是
[138:50] 能够用相对
[138:52] 简单的标准化的本体
[138:54] 但是能够去验证
[138:56] 他们规模化的
[138:58] 基础上的能力
[138:59] 我觉得这个是
[139:00] 他们特别相信数据
[139:02] 他们也特别相信
[139:03] 本体无关的数据
[139:04] 相信仿真
[139:05] 相信仿真的评测
[139:06] 相信人类数据
[139:08] 那么
[139:09] 因为这个走的是
[139:10] 大圆模型的逻辑
[139:11] 没错
[139:12] 同时就是说
[139:13] 他们其实在infra上
[139:14] 他们会
[139:15] 更早的去尝试做RL
[139:17] 做大规模的RL
[139:18] 这件事
[139:19] 但是重点可能是在仿真
[139:21] 这个是我们可能看到的
[139:23] 一个核心的
[139:25] 一个大模型
[139:26] 团队的一个趋势
[139:27] 这里我插一嘴
[139:28] 因为正是因为这些大厂
[139:30] 当然它资金很雄厚
[139:32] 它的infra能力也非常的强
[139:35] 但是它同时有大圆模型
[139:36] 也有VLA和世界模型
[139:38] 就是做机器人的这个方向
[139:40] 那它
[139:41] 在当下肯定会把资源倾向
[139:43] 倾斜给
[139:44] 大圆模型的团队
[139:46] 对吧
[139:47] 它不会倾斜给机器人团队吧
[139:49] 所以会不会反而出现在大厂
[139:51] 这个资源
[139:52] 其实在机器人团队
[139:53] 能留到机器人团队的资源
[139:54] 没有想象中那么多
[139:55] 你说这一点很好
[139:56] 但是呢
[139:57] 就是说我觉得这个其实是一个
[139:59] 可能三到六个月前的
[140:01] 真实的现象
[140:03] 或者说其实在今年以前
[140:06] 我觉得看到的情况
[140:07] 其实大厂是基本上没有下场的
[140:10] 比如说OpenAI可能没有下场
[140:12] 对吧
[140:13] 就没有下场
[140:14] 就没有下场seriously
[140:15] 去大规模的去做这件事
[140:16] 对
[140:17] 但是在今年开始了以后
[140:19] 我认为可能核心就是说
[140:21] 大模型这里相对来说
[140:24] 可能趋势相对确定了一些
[140:26] 有一定的手可以腾出来了
[140:29] 然后这些就开始去做到了机器人
[140:31] VLA
[140:33] 对
[140:34] 从你的视角告诉我们
[140:35] 谁变得更激进了
[140:36] 我觉得自己肯定是更激进了
[140:39] 我觉得阿里
[140:41] 我觉得OpenAI
[140:42] 我觉得Dmine也绝对更激进了
[140:45] 对
[140:46] 我觉得英伟达
[140:48] 我觉得也更激进了
[140:49] 这就是五家角逐机器人大脑的团队
[140:52] 我觉得还会有其他
[140:54] 对其实某种层面上
[140:55] 我认为派也应该属于这一类
[140:57] 但它是创业公司
[140:59] 对它是创业公司
[141:00] 但是我认为它可能
[141:01] 咱们去定义它
[141:02] 可能更多偏一个frontier lab
[141:04] 而不是一个机器人公司
[141:05] 对吧
[141:06] 那么我觉得它也算是这一类
[141:08] 就是它在真正的大规模的去训练自己的模型
[141:11] 就这个是一个我觉得大模型对吧
[141:13] 那咱们再去看机器人
[141:15] 我觉得机器人的话
[141:17] 可能最早的时候全都是真实派的
[141:19] 现在我觉得有一些是开始去follow仿真
[141:23] 仿真评测
[141:24] 我觉得这是掉头了
[141:25] 还有一些同时也在follow人类的数据
[141:28] 比如说以generalist为首对吧
[141:32] 同时比方3D
[141:34] 它用它的污秘的甲转
[141:37] 其实也是人类数据的一种
[141:39] 那国内的一些可能也是
[141:41] 有follow人类数据的
[141:43] 所以我觉得就是说
[141:45] 机器人公司其实也在分化
[141:47] 可能我觉得底层是
[141:50] 这个机器人公司是否是一个很大的商业模式
[141:53] 是一个素材
[141:54] 还是说它的商业模式就是去做大脑智能
[141:58] 我觉得它在这会有一定的分化
[142:00] 它的数据的品类上会有一定的分化
[142:03] 做大脑智能好像不能成为商业模式吧
[142:05] 现阶段
[142:06] 我觉得就是说
[142:07] 大脑智能就是说
[142:09] 它去把这个机器人部署到这个真正的场景上去
[142:13] 去执行这个场景的任务
[142:15] 而不是去做一个素材的一个素材厂
[142:17] 我觉得现在可能很多的机器人公司
[142:20] 其实底层做的是一个素材厂
[142:22] 其实我个人比较看好语书
[142:24] 语书其实我觉得它还是一个
[142:26] 更加偏本体的一个模式
[142:27] 如果说咱们去认为
[142:29] 可能这个就是本体无关的数据
[142:33] 导致可能大厂的大模型
[142:35] 真正成为最后的大脑
[142:36] 那我觉得语书的区分度是最鲜明的
[142:39] 它就是坚定的把它的本体做好
[142:43] 所以我倒认为
[142:44] 就是说语书可能后面
[142:46] 它的定位很清晰
[142:47] 它也不和它的
[142:49] 比方说
[142:50] 它也不和大脑公司去竞争
[142:52] 我觉得它们是一个很务实
[142:54] 而且知道自己哪里有优势
[142:56] 知道自己哪里不希望去发展的一个公司
[142:58] 我觉得知道自己的边界
[143:01] 我觉得很关键
[143:02] 那它在这个生态里面
[143:03] 会扮演一个什么角色
[143:04] 这样的本体公司
[143:05] 我觉得它会是一个核心的本体硬件商
[143:09] 可能比如说后面
[143:11] 如果说这些大厂的大脑公司
[143:15] 大厂的大脑团队
[143:16] 它们希望去在场景去落地它们大脑
[143:19] 它们很有可能会高调的去看语书
[143:21] 和语书合作
[143:22] 对吧
[143:23] 因为我觉得语书已经被证明
[143:24] 它是一个足够稳定的
[143:27] 可量产的
[143:28] 对吧
[143:29] 可量产的
[143:30] 除了语书以外你还看好那些机器人公司
[143:32] 我认为智源
[143:33] 其实我觉得商业化走的是很好的
[143:35] 因为我觉得它们可能
[143:36] 从Day1就想得很清楚
[143:38] 对吧
[143:39] 这件事如果说它要去体系化做的话
[143:43] 它就要把上下游完全打通
[143:46] 同时我认为其实巨深可能某种层面上
[143:50] 现在还应该是一个供给驱动的市场
[143:53] 就是你先把这个量给做出来
[143:55] 真正的去驱动整个行业的提升
[143:58] 整个驱动整个供应的链的提升
[144:00] 我觉得在这它的
[144:01] 它是想得很清楚的
[144:02] 我觉得它的量产各方面是做得很好的
[144:05] 你觉得这个行业
[144:06] 当然今天特别早
[144:08] 如果一定要说终局的话
[144:10] 你觉得它会形成一个什么样的形态
[144:12] 机器人大脑会是大全的吗
[144:14] 会是一家垄断的吗
[144:16] 我觉得可能会像现在大模型行业
[144:19] 对吧
[144:20] 大家以前以为OpenAI能够一级垄断
[144:22] 没错
[144:23] 今天看好像不行
[144:24] 没错
[144:25] 对
[144:26] 因为我认为就是说
[144:27] 底层还是数据闭环
[144:28] 对吧
[144:29] 如果说这个数据闭环是掌握在一个本体上
[144:33] 它有规模化自己最大的本体
[144:35] 去多地道场景
[144:36] 拿回来最多的数据
[144:37] 它有训练自己最大的大脑
[144:39] 这件事可能确实会形成一个霸权
[144:41] 我举一个例子
[144:42] 特斯拉就是这样一个霸权
[144:43] 对吧
[144:44] 他们在自动驾驶
[144:45] 我觉得是做的是很好的
[144:46] 当然国内的
[144:47] 我觉得OEM
[144:48] 比如说像理想小鹏
[144:49] 蔚来等等
[144:50] 我觉得做的都很好
[144:52] 当然如果说在这
[144:54] 它如果是一个本体五官的一个数据模式
[144:58] 它必须要和数据商去进行共生的一个演化
[145:02] 这个时候
[145:03] 我觉得可能大模型厂商很难单独做到
[145:07] 形成一个霸权
[145:08] 所以我认为在最后
[145:09] 可能更多的是一个生态系统
[145:11] 这块有最好的大脑公司
[145:13] 有最好的数据公司
[145:15] 有最好的这个机器人的这个本体公司
[145:19] 三者的一个强合作
[145:21] 来真正的让这个场景公司
[145:24] 真正的把这些机器人给落地进去
[145:26] 当然可能会有一些场景公司
[145:28] 自己就是最好的硬件公司
[145:31] 我觉得这是完全可能的
[145:33] 现在看好像美国那边大脑发展的更快
[145:37] 中国这边本体发展的更快
