[00:04] Hello 大家好,我是小骏
[00:06] 春节前后,一款AI Native的产品Elise
[00:10] 引起了小圈层人的关注
[69:13] 更有趣了一些
[69:14] 然后我们把这个
[69:15] 叫做分身综合症
[69:17] 所以这也产生一些
[69:18] 分身文学
[69:19] 有些在这个elis群里面
[69:20] 大家会说
[69:21] 分身冒号
[69:22] 后面怎么怎么样
[69:23] 相当于是一种免责声明
[69:24] 对吧
[69:25] 就是这个分身说的
[69:26] 不是我说的
[69:27] 那句话可能就是一个吐槽
[69:28] 是一个瑞屏
[69:29] 就很好玩
[69:30] 还有一些人
[69:31] 会再去看小红书
[69:32] 下面那些评论
[69:33] 他会觉得
[69:34] 这些都是AI评论
[69:35] 那应该是真人评论
[69:37] 他会觉得这是AI评论
[69:38] 所以很多评论
[69:39] 他觉得不如AI
[69:40] 也是一种幻觉
[69:41] 也是分身综合症的一部分
[69:43] 你这么说
[69:44] 我突然想到一个问题
[69:45] 就是像比如说
[69:47] 以前在互联网时代
[69:48] 你做一个dating app
[69:50] 对于它来说
[69:51] 一个非常重要的共情策
[69:52] 就是要女生多
[69:53] 这样男生才会上来
[69:55] 对
[69:56] 然后互联网时代
[69:57] 做一个社交
[69:58] 职场社交app
[69:59] 就需要上面老板多
[70:00] 这样其他人才会上来
[70:02] 那对于你们这个产品来说
[70:03] 轮起的那波重要的人
[70:05] 你觉得是谁啊
[70:06] 就什么是能够
[70:07] 撬动这个人
[70:08] 让其他人进来的
[70:09] 那波很重要的人
[70:12] 我觉得比如说美女的照片
[70:14] 让更多的人进来
[70:15] 是一种比较低微的东西
[70:18] 因为照片是你一眼就能看到的
[70:21] 过去包括探探的滑动逻辑
[70:22] 也是我只看脸
[70:24] 对吧
[70:25] 这种方法
[70:26] 其实的确会吸引人
[70:27] 短暂的多巴胺的冲动
[70:29] 我觉得它对长流
[70:30] 并没有什么作用
[70:31] 它也不会沉淀下来
[70:32] 什么东西
[70:33] 所以我觉得
[70:34] 在刚开始上来的时候
[70:35] 这里面确实大家说
[70:36] 斑味很重
[70:37] 那确实斑味重
[70:38] 都是一些什么
[70:39] 对AI的一些思考
[70:40] 对一个新闻的什么评论
[70:42] 对一个什么东西
[70:43] 但我觉得也还好
[70:44] 我觉得其实没有问题
[70:45] 就是这些东西
[70:46] 其实是能沉淀下来
[70:48] 你更多的
[70:49] 我们说构建你主体性的东西
[70:51] 你到你的思考
[70:52] 你的认知
[70:53] 我觉得是能沉淀下来
[70:54] 它比那些照片要好
[70:55] 当然依里斯美也有很多人发照片
[70:57] 然后也有很多人
[70:58] 给自己分身设计的目标
[71:00] 就是你要去尽可能
[71:01] 到更多的漂亮女生在下面
[71:03] 去评论
[71:04] 去表达自己的善意
[71:06] 给对方提供情绪价值
[71:07] 从而建立连接
[71:08] 对吧
[71:09] 有很多这样的人
[71:10] 也没有问题
[71:11] 对我觉得它是一个更多元的
[71:12] 它肯定不会是传统的世界上那样
[71:14] 说我一定要进来一帮美女
[71:16] 每天发照片
[71:17] 那个东西没有价值
[71:18] 它也沉淀不下来的东西
[71:20] TikTok做起来
[71:21] 最开始其实也是这个逻辑
[71:23] 你说有很多美女过来跳舞
[71:25] 对吧
[71:26] 当然它肯定是有效应
[71:27] 我并没有否认这个事情的价值吧
[71:29] 嗯
[71:30] 你觉得今天的世界上产品
[71:31] 还值得重新做一遍吗
[71:33] 从互联网时代到AI时代
[71:35] 我觉得非常值得重新做一遍
[71:37] 你会否认
[71:38] 我看见很多年
[71:39] 没有出现新的社交产品了
[71:40] 对啊
[71:41] 我觉得大家已经不想
[71:42] 不想做这个梦了
[71:43] 对
[71:44] 其实也就元宇宙那个时候
[71:45] 出来几个
[71:46] 可能做一些视觉化的东西
[71:47] 看起来好像挺挺挺有意思
[71:49] 但它其实本身
[71:50] 并没有任何底层的范式变化
[71:52] 但是AI这一波
[71:54] 我认为是有
[71:55] 真正底层的范式变化的
[71:56] 就像伊丽丝
[71:57] 我们之后去做它
[71:58] 就是因为看到了
[71:59] 它是一个范式变化级别的
[72:01] 重新重构这个社交网络的
[72:03] 一个新范式
[72:05] 所以我认为
[72:06] 社交是值得被重做的
[72:07] 原因
[72:08] 是因为它需要被AI去驱动
[72:11] 它需要由AI来去负责
[72:13] 做整个网络里面的
[72:16] 节点之间连接的
[72:17] 一个最大的商增的商品
[72:19] AI要负责把那些商品
[72:21] 全部都抹除掉
[72:22] 然后把一个更低伤的世界
[72:24] 留给人类
[72:26] 我觉得这个范式是值得
[72:28] 出一个全新的社交产品
[72:30] 如果微信今天
[72:31] 基于它现有的这个产品
[72:33] 它增加一些AI的属性
[72:35] 比如说它会更多的跟我聊天
[72:37] 然后它来收集
[72:38] 我的用户数据
[72:40] 我觉得它肯定会有更高的信赖度
[72:43] 因为它作为一个长期存在的公司
[72:45] 已经存在那里很长时间了
[72:46] 所以它可能通过一些方式
[72:48] 跟我聊天
[72:49] 让我交出我的contacts更多
[72:51] 然后同时它做一个分身
[72:53] 你觉得你怎么跟它PK呢
[72:54] 我觉得他们的确是有更高的信赖度
[72:56] 有更大的用户基数
[72:57] 对吧
[72:58] 我觉得如果它真的做的话
[72:59] 它当然是有这些优势的
[73:00] 当然它有它的劣势
[73:01] 它的劣势就是
[73:02] 它的整个的底层
[73:03] 它并不是从AI Native
[73:04] 这个方向来构建的
[73:05] 它是一个上个世代的产品
[73:07] 它如果要做这一番改造的话
[73:08] 其实涉及到太多太多的层面
[73:10] 然后本身它又是一个国民级的
[73:12] 这么大的一个产品
[73:13] 我觉得它其实很难
[73:14] 很难说像我们这样
[73:16] 完全从底层
[73:18] 完全AI Native的
[73:19] 去重新打造一个产品
[73:21] 它的负担是非常非常重的
[73:22] 对
[73:23] 所以说
[73:24] 我觉得微信当然有很大的
[73:25] 它的优势来做这件事情
[73:27] 但是它有很多负担
[73:29] 对
[73:30] 而且它的速度
[73:31] 因为它的负担
[73:32] 可能也会变得很慢
[73:33] 对
[73:34] 所以我觉得这是大家的新的机会吧
[73:36] 我觉得其实可能每个时代
[73:37] 也都是这样
[73:38] 对吧
[73:39] 那上一代的一个东西
[73:40] 它有很多的既得利益
[73:42] 它做什么事情
[73:43] 它肯定是更方便的
[73:44] 对吧
[73:45] 但是它又有很大的负担
[73:47] 它又没有从底层去重构
[73:49] 那就会有新的机会
[73:50] 我觉得每个时代的更迭
[73:51] 都会是这样的范式
[73:53] 你刚才说的世界网络
[73:55] 出现了新的范式
[73:56] 你能把这个话题再延展一点
[73:58] 就是这个新的范式
[73:59] 是由哪些要素构成的
[74:01] 什么是这个新的范式呢
[74:03] 它跟过去的范式的不同是什么
[74:06] 我觉得就是我刚才反复在说的
[74:08] 把中间商增的部分
[74:10] 去做工的部分交给AI
[74:12] 让AI去帮你把最无聊
[74:15] 最机械化
[74:16] 最要花你时间的事情去把它干了
[74:18] 就跟你现在AI coding是一样的
[74:20] 对吧
[74:21] 其实人类最核心的是
[74:22] 你的需求是什么
[74:23] 你的架构是什么
[74:24] 你和物理事业的沟通是怎样的
[74:26] 至于那些编码本身的过程
[74:28] 它本来就是机械化
[74:30] 还是无聊的
[74:31] 你就让人AI去帮你干了
[74:32] 对吧
[74:33] 然后你只需要去接管
[74:34] 那些最重要的事情就好了
[74:35] 对吧
[74:36] 那其实对于社交也是一样的
[74:37] 在社交中
[74:38] 你为了做好一个社交
[74:39] 你不得不去做很多非常无效的东西
[74:42] 我如果真的要去小红书
[74:43] 去找我的下一任女友的话
[74:45] 那我得做多少事情
[74:46] 对吧
[74:47] 我小红书我得关注很多女生
[74:49] 我得去判断她是否单身
[74:51] 对吧
[74:52] 我得去不断刷她的内容
[74:53] 我来想OK
[74:54] 我怎么给她打第一句开场白
[74:56] 多半我第一句开场白
[74:57] 可能她也不会理我
[74:58] 对吧
[74:59] 因为你是个nobody
[75:00] 那你是谁啊
[75:01] 她为什么要认识你
[75:02] 所以说传统互联网的效率
[75:04] 是非常非常低的
[75:05] 这个行为
[75:06] 现在的方式就是
[75:07] 让AI来把中间这些事都干了
[75:10] 你只需要去接管那些最重要的事情
[75:13] 嗯
[75:14] 你刚才提到
[75:15] 从现在elis的状态到
[75:18] 你们正式上线
[75:19] 你们还会有很多的迭代
[75:21] 这个中间还有多少路要走
[75:22] 对
[75:23] 你们什么时候会正式上线
[75:25] 应该就是过不了多久吧
[75:27] 应该可能一两个月
[75:29] 我觉得迭代还是一些
[75:30] 我们最核心的这些系统
[75:32] 比如说
[75:33] 就是如果我没有能把你留下来
[75:35] 代表我前面的新手流程是有问题
[75:37] 那这肯定需要要解决
[75:40] 然后我们的这套记忆飞轮
[75:42] 其实有很多to do要去搞
[75:44] 然后那套推荐系统
[75:46] 那推荐系统其实是一个值得去做
[75:49] 好几年的事情
[75:51] 因为它是加入LM之后
[75:52] 很多东西都变了
[75:54] 那也有很多东西要搞
[75:56] 所以其实我们就把这东西搞得更好一点
[75:59] 嗯
[76:00] 记忆系统跟你之前讲的
[76:02] 会有什么不一样吗
[76:03] 你们现在有迭代吗
[76:04] 基本上还是之前EVE那套记忆系统
[76:08] 对这套系统
[76:09] 我们本身当时我们之所以能开这个项目
[76:11] 也是我们认为说这个可以附用
[76:13] 为什么人需要一个AI版本的自己
[76:16] AI function
[76:17] 我觉得可能人很多时候
[76:20] 人的精力是有限的吧
[76:22] 如果一个能完全代表你的人
[76:24] 帮你去面对这个世界
[76:25] 然后帮你去把一些不重要的人去过滤掉
[76:30] 给你更好的连接
[76:31] 我觉得这件事情对你肯定是有益的
[76:33] 比如说你可能
[76:35] 你可能有100个采访对象
[76:37] 但是你其实想验证一下
[76:38] 到底哪个更适合来接受你的采访
[76:41] 或者你更想跟他去采访
[76:43] 那
[76:44] 可能你可以去打造一个这样你的分身
[76:46] 有一个这样的topic
[76:47] 很多人就会过来给你聊
[76:49] 如果聊得很好
[76:50] 那你可能有个判断标准
[76:51] 他会给你一个推送
[76:52] 说这个人值得聊
[76:53] 对吧
[76:54] 我们EDITH面甚至有这样一个功能
[76:56] 只是这个功能目前我们藏的还比较深
[76:58] 就是这个你可以设置一个topic
[77:00] 这个topic是个专门的topic
[77:01] 比如说我现在的topic就是我要去
[77:02] 招一个产品经理
[77:04] 我有自己的判断标准
[77:05] 那可能很多人想加入自然选择
[77:07] 那他就过来先跟我的分身聊
[77:09] 然后100个人聊
[77:11] 可能有10个人能够通过
[77:12] 那他是有个打分体系的
[77:14] 就是如果他命中了我的一些标准
[77:15] 然后他分身就会增加
[77:17] 那他打到100分的时候
[77:18] 就会弹出一个reward
[77:20] 这个reward就是我的微信号
[77:22] 他就能去加我的微信
[77:24] 这是一个完全自然的过程
[77:25] 然后到最后就会有一些
[77:26] 已经被筛选过的人
[77:27] 过来加到我的微信
[77:29] 你觉得未来AI社交里面
[77:31] 有什么变化
[77:32] 有多少成分是AI
[77:33] 多少成分是人
[77:35] 人的成分在里面能占多少
[77:38] 我觉得在隐藏的部分
[77:39] 其实大部分都是AI
[77:41] 就是在做大部分的商检的那一部分
[77:44] 但是在表层上面的
[77:45] 那你看到的都是人类
[77:47] 这是什么意思
[77:48] 就是跟现在的产品形态是不一样的
[77:49] 因为现在产品形态
[77:50] 我觉得大多数看到的是AI
[77:52] 其实你如果不点展开的话
[77:54] 你看不到AI
[77:55] 你看到其实都是人类
[77:56] 都是人类的行为
[77:57] 包括评论包括帖子
[77:58] 都是人类发的
[78:00] AI更多的它应该是
[78:01] 在一些人类的
[78:02] 一些你看不到的地方
[78:04] 去默默地帮你把那个商检做了
[78:08] 快乐可以怎么通过AI来传递
[78:11] 快乐通过AI来传递
[78:12] 其实很容易
[78:13] 比如说你今天
[78:14] 你现在发一个说
[78:16] 我今天刚跟Tristan录完播客
[78:19] 我感觉很开心
[78:20] 非常非常开心
[78:21] Tristan真的很棒
[78:23] 然后呢
[78:24] 可能一个新的帖子被发出来了
[78:26] 说如何评价
[78:28] 在选择创始人Tristan
[78:30] 你的分析可能就会跑过去说
[78:31] 刚刚他录完播客
[78:32] 就真的很开心
[78:33] 这个人真的很有趣
[78:34] 就你去传递了快乐
[78:36] 情感能够被模拟吗
[78:38] 模拟的情感是真的情感吗
[78:40] 我们现在认为它应该是
[78:43] 能够被模拟的
[78:44] 就像之前我们的一个结论是
[78:46] 情商的本质
[78:47] 它可能就是智商
[78:49] 对
[78:50] 所以现在我们认为
[78:51] 它完全应该是能够被模拟的
[78:53] 就一个人类其实
[78:55] 完全是应该能够被建模的
[78:58] 我觉得从Deep Seek那波开始
[79:00] 我们就开始隐隐有这种感觉
[79:02] 因为当时Deep Seek那波
[79:03] 它的文学性非常好
[79:06] 但其实是因为它的智商变高了
[79:08] 它可能在数学方面的更强的能力
[79:10] 导致了它文学方面变得更好
[79:12] 那文学其实是一种
[79:14] 人类会认为那是独有的
[79:16] 更高维的
[79:17] 更感性的东西
[79:18] 但你会发现
[79:19] 它其实本质上它好像是数学
[79:21] 那文学的本质好像本质是数学
[79:24] 我觉得它完全能够被模拟
[79:26] 但是你要说它是否是真的情绪
[79:28] 取决于你如何定义真的情绪
[79:30] 比如说
[79:31] 现在人们的核心的定义应该还是
[79:33] 真的情绪必须来自于一个真的人类
[79:35] 它才是真的情绪
[79:36] 对吧
[79:37] 现在大家定义还是如此
[79:38] 所以
[79:39] 你必须得知道它是个真的人类才行
[79:42] 这是为什么我说AI和AI对聊
[79:43] 或者是很多AI的那种社区
[79:45] 本身它没有意义
[79:46] 因为你根本不care它背后的主体性
[79:49] 比如说我现在发了个东西
[79:51] 如果现在一个莫名其妙的人跑过来
[79:53] 可能是一个南方公园的某一个角色
[79:56] 跑过来跟我去评论一下
[79:57] 我其实根本不care
[79:58] 他评得再妙我都不care
[80:00] 但如果张小俊你的分身过来评
[80:02] 那我就会很开心
[80:04] 因为我知道这个分身从一定程度上
[80:06] 它代表了你
[80:07] 它蕴含了一些你的主体性
[80:09] 那你过来评我就会很开心
[80:11] 所以说你刚刚说
[80:13] 它是否能带来真的情绪
[80:16] 价值
[80:17] 我就觉得你要如何定义真的
[80:19] 你这个产品为什么叫e-list
[80:21] 取名是什么逻辑
[80:22] 为什么你们公司产品都是e开头
[80:24] 对
[80:25] 这个刚好巧了
[80:27] 所以我们今年开年的那个红包的密码
[80:29] 叫e-list
[80:30] 就是一个意义生辉
[80:32] 就是两个e
[80:34] e-list就是e-lism的简写
[80:37] 有个游戏叫极乐disco
[80:39] 就叫e-lism
[80:41] 其实就极乐世界的意思吧
[80:43] 其实它象征的就是我在说的
[80:45] 那个美好的低伤世界
[80:47] 那应该是一个极乐的世界
[80:49] 所有的摩擦
[80:50] 所有的这些伤增
[80:52] 都会被AI去伤减掉
[80:56] 那应该是个非常美好的世界
[80:58] 包括它也代表着一个场
[81:00] 它不像一个人
[81:01] 它更像一个场
[81:02] 比如说之前我们的eve
[81:03] eve更像一个人
[81:04] 但e-list更像一个场
[81:06] 对就是这个名字的由来
[81:07] 两个e都是e是巧合是吧
[81:10] 巧合对
[81:11] eve为什么叫eve呢
[81:12] eve当时更多的是
[81:14] 我们想要去创造归基生命嘛
[81:17] 那eve其实就是夏娃的意思eve
[81:20] eve和e-list后面会有什么关系吗
[81:24] 它们很多的系统是overlapped
[81:27] 比如说记忆啊
[81:28] 比如说推荐系统这些东西
[81:29] 是overlapped
[81:31] 在产品上呢
[81:32] 以后在2C的感知上它们会有连接吗
[81:35] 反正它们一个就是单机的真人对AI
[81:39] 还有一个就是网络效应的一堆真人
[81:43] 带着自己一个分身
[81:45] 我觉得将来应该会有很多关联吧
[81:47] 对
[81:48] 你们这个产品形态上了以后
[81:50] 你觉得有很多人模仿你们吗
[81:52] 我相信应该会有很多
[81:54] 我们也看到了有完全像素级的
[81:57] 全盘照朝我们的产品出现
[81:59] 我也就不点名了吧
[82:01] 我觉得我也可以理解吧
[82:02] 大家应该都能看出这是一个全新的范式
[82:05] 而且它很有可能应该就是AI这个时代的社交网络的一个
[82:11] 最接近于正确答案的一个答案
[82:13] 所以很多人去做这个方向
[82:15] 我觉得我也完全不奇怪
[82:17] 创业公司多还是大公司多
[82:19] 我觉得都有
[82:20] 我说的看到那个像素级全盘照朝的那个是一个创业公司
[82:24] 但是我认为可能性最高的应该还是ChaiGPT
[82:29] 上次咱们聊的时候也聊了嘛
[82:31] 咱们就聊过我对ChaiGPT它去做社交网络的一个设想
[82:35] 其实上次就是因为我在想这个产品的时候想到的
[82:38] 当然我觉得ChaiGPT不是抄我
[82:40] 因为那个时候我就认为它要做
[82:42] 我也一直认为它要做
[82:44] 他们是一定会走向这个点
[82:46] 因为核心在于你有了一个很强的主体性
[82:49] 也就是它的context如果多的时候
[82:51] 它自然能延展出来一个真人带着自己的AI分身的社交网络
[82:55] 它一定能延展出来
[82:57] 如果他们看到A-list的话
[82:58] 他们肯定会更受喜欢
[82:59] 会更快去把这个事情做出来
[83:01] 但我相信不久之后ChaiGPT一定会推出一个社交网络
[83:04] 刚才我在问你的时候说
[83:07] 是谁是拥有context最多的人
[83:10] 我在想可能就是ChaiGPT
[83:12] 是
[83:13] 那应该回答ChaiGPT的
[83:15] 因为我都妥协于了功效
[83:18] 就是当它作为一个工具
[83:20] 它真的能帮到我的时候
[83:22] 我就会妥协我的隐私
[83:24] 其实我跟你一样
[83:25] 就是你说Gemini出来之后
[83:27] 那我也知道Gemini可能比ChaiGPT要好
[83:29] 它的智商什么的
[83:31] 但是我还是会认为ChaiGPT
[83:34] 因为我的context都在呢
[83:36] 什么都问啊
[83:37] 我核心还是讨论产品啊
[83:39] 这些东西
[83:40] 那可能机器玩的也会讨论一下人生什么之类的
[83:43] 也会有
[83:44] 但是之后我都会在A-list上去讨论
[83:46] 因为这里会给我更多的沉淀
[83:48] 且当我说完之后
[83:50] 它有可能给我捞回来好东西
[83:52] 我刚才问你
[83:53] 就是谁是获得context最多的那个产品
[83:55] 我想到的是ChaiGPT
[83:57] 因为它是一个好用的工具
[83:59] 所以我有时候就是会为了好用来妥协我的隐私
[84:04] 而且这个妥协的过程是一步一步的
[84:06] 最开始我也很抵触
[84:07] 不愿意
[84:08] 最重要的信息不告诉他
[84:11] 然后当我在里面获得正反馈的时候
[84:14] 我发现我的底线越来越低
[84:16] 就是当面对ChaiGPT这样的竞争对手的话
[84:19] 你觉得A-list会有什么优势呢
[84:22] 还是那个点
[84:23] 我认为它有巨大的优势
[84:25] 在它优势面前
[84:26] 可能我说的那些优势都不值一提
[84:28] 我觉得它最大的优势肯定就是它的用户数已经有这么多
[84:30] 而且它已经有这么多context
[84:32] 这是最关键的
[84:33] 它的劣势可能也是它的传达
[84:35] 它不够那么底层的来去构建社交网络这些东西
[84:38] 但那些跟它的优势相比我觉得还好
[84:40] 我是觉得ChaiGPT如果来做这件事情
[84:43] 一定会是一个非常颠覆级的产品
[84:45] 那你觉得你跟它的关系是什么呢
[84:47] 我跟它的关系肯定会是一个竞争关系
[84:50] 你这个产品是希望做一个全球的产品
[84:52] 还是一个中国的产品
[84:54] 全球的产品
[84:55] 我们接下来会发全球的版本
[84:57] 那你需要考虑公司注册地是什么这一系列的问题
[85:00] 对
[85:01] 本来我们就是一个境外架构
[85:03] 我们也有美国的公司的
[85:04] 你现在还认可模型及产品这个观念吗
[85:07] 我一直都不认可
[85:09] 23、24年开始都不认可
[85:11] 对
[85:12] 我从那个时候就不认可
[85:13] 因为我觉得当时很多产品
[85:15] 确实都是围绕着模型的滴水果实去做的
[85:19] 比如说AI coding
[85:20] 比如说一些视频生成agent
[85:23] 它核心还是library是底膜的能力
[85:25] 那你可能在上面做了一些你自己的workflow
[85:28] 做了一些agent
[85:29] 但是核心还是底膜
[85:31] 所以那种情况下确实是模型级产品
[85:33] 你如果做个东西
[85:34] 可能也就窗口期你能获得一波用户
[85:37] 但是很快就会better lesson
[85:39] 因为确实更all in one的
[85:41] 一个通用的端到端的一个底膜
[85:44] 一定会覆盖到你
[85:46] 所以我觉得针对这种滴水果实类的产品方向
[85:50] 那确实是模型级产品
[85:52] 但是针对更多的别的方向
[85:55] 就没那么滴水的果实的一些
[85:57] 但是依然它的空间是很大的这些方向
[86:00] 就比如说if比如说elise
[86:02] 我觉得它其实就不是模型级产品
[86:04] 你如果玩了elise你会发现
[86:06] 它很多东西都是被产品在带动的
[86:08] 模型只是在做后起到了智能的那一部分的作用
[86:11] 但它核心是由产品来驱动的
[86:14] 我也相信可能今年会有更多的这样的产品出来吧
[86:17] 你说的产品的部分是指的是什么呀
[86:20] 有没有可能现在大家只是脚手架
[86:22] 当模型能力进一步提升的时候它也会被覆盖掉
[86:25] 就是模型能力再怎么提升它也不能凭空帮你去社交吧
[86:29] 对吧
[86:30] 这件事情本身它跟你模型的智能本身没有关系
[86:33] 它是你如何去设计你产品的交互
[86:36] 你如果去设计这些规则这些协议
[86:40] 你如果去构建这个网络
[86:42] 对吧
[86:43] 就是这些东西它才是这个事情的核心
[86:47] 那AI只是在后面提供那个智能的驱动力而已
[86:52] 所以你们关于社交这件事情
[86:55] 这件事情的产品化做了哪些关键的事情
[86:58] 我觉得我们做的就是刚才聊的这些几个核心的系统
[87:03] 就是一个是LM driven的推荐匹配系统
[87:07] 然后一个就是这个context的飞轮
[87:10] 那还有就是像比如你遇到的问题整个onboarding流程
[87:15] 我如何让你快速地感知到这个context飞轮的这个正向循环
[87:20] 以及一些比较酷的视觉化的东西
[87:23] 我不知道你有没有看你elisman生成的
[87:25] 你的表情包
[87:26] 你的那个Avatar
[87:28] 你可以在elisman找到我
[87:29] 然后给我翻一下你的表情包
[87:30] 关键是我是可以去找到你的Avatar
[87:32] 我看那个形象还蛮像你的
[87:34] 我会看着他时时来跟我互动
[87:36] 他会闭眼
[87:37] 他会动嘴
[87:38] 他说话的时候
[87:39] 嘴型和语音是能够匹配上的
[87:40] 我是能够感受到你的那种活人感和主体性的
[87:43] 然后他又是你的声音
[87:44] 所以我跟他聊天
[87:45] 我其实会很亲切
[87:46] 我心中我也认识你
[87:47] 对吧
[87:48] 所以也做了一些这样的比较酷的东西
[87:51] 然后他共同构成这个产品
[87:53] 你觉得社交网络不是一个地垂
[87:55] 的国式
[87:56] 我觉得不是
[87:57] 我觉得显然不是
[87:58] 我觉得它是需要被构建的
[88:00] 它需要额外的除了底膜之外
[88:02] 去做很多别的东西的
[88:04] 你们现在用哪个底膜
[88:05] 我们都会用
[88:06] 几乎所有底膜我们都会用
[88:08] 当模型公司有它的模型能力
[88:10] 再来做社交产品
[88:12] 会不会更加有优势
[88:14] 我觉得跟它的模型能力没关系
[88:16] 而是跟它有多少用户的content有关系
[88:18] 所以我并没有说Gemini或者Cloud
[88:21] 它很适合做社交网络
[88:22] 我并没有说这句话
[88:23] 对吧
[88:24] 因为Cloud最近增长了两个
[88:25] 也很猛
[88:26] 也有很多用户嘛
[88:27] 对吧
[88:28] 因为它之前没有存储足够多的content
[88:30] 当它也意识到了Cloud最近也推了记忆系统嘛
[88:33] 对吧
[88:34] 它也给了一段prompt
[88:35] 让你去hack
[88:36] 去蒸馏拆GPT你的记忆
[88:38] 那我觉得它也意识到这一点
[88:39] 但是目前这个拥有content最多的一定是拆GPT
[88:43] 所以跟你的智能没有关系
[88:44] 我之前也说过一句话叫
[88:46] 将来智能是平权的
[88:47] 但是content不平权
[88:49] 所以其实真正有价值的事情
[88:51] 还是你积累了多少用户的content
[88:53] 所以你觉得现在全球来看
[88:54] 唯一有优势的
[88:55] 是拆GPT
[88:56] openAI
[88:58] 对
[88:59] 我觉得拆GPT
[89:00] 那当然你说Meta有没有
[89:01] 有
[89:02] Meta当然也有很大的优势
[89:04] 但它就是说
[89:05] 我先有网络
[89:06] 我先有社交
[89:07] 我现在再去让他们去AI native化
[89:10] 然后拆GPT这边是我先有content
[89:15] 然后我再让这些人去社交起来
[89:18] 我觉得是两个路径吧
[89:21] 豆包有没有呢
[89:23] 我觉得豆包如果想有的话
[89:24] 它也是很有的
[89:25] 因为豆包其实就是中国版的拆GPT
[89:28] 我只是觉得它内部的战略
[89:30] 它能不能去往这个方向去走
[89:32] 我觉得目前我看起来
[89:33] 它似乎还没有完全意识到
[89:35] 自己最大价值在哪
[89:36] 你看像硅谷的公司Cursor
[89:38] 当它用户数据跑得非常好之后
[89:40] 它还是要自己去虚模型
[89:42] 因为它发现
[89:43] 如果自己不虚模型的话
[89:44] 它可能在跟Calcode竞争上
[89:47] 竞争不过一个
[89:48] 从基模出发的公司
[89:50] 假设你们的产品做得非常不错
[89:53] 那当模型公司也开始
[89:54] 复用你们的产品形态
[89:56] 你怎么去竞争呢
[89:57] 你们是不是也要面对自己去虚模型呢
[90:00] 我觉得不用
[90:01] 我觉得完全不用自己去虚模型
[90:02] 你像Cursor它自己虚模型的
[90:03] 它so what
[90:04] 现在已经没有人提Cursor了对吧
[90:06] 因为你最后的编程
[90:07] Calcode的核心是它的agent的能力
[90:09] 对吧
[90:10] 那你到最后其实核心落在的
[90:12] 不是你的底膜能力
[90:13] 我用Calcode
[90:14] 然后我去配拆GPT 5.3
[90:16] 或者是Gemini
[90:17] 其实我也能达到很好的效果
[90:19] 那Calcode的agent的能力很强对吧
[90:22] 所以我觉得跟底膜没关系
[90:24] 你看不管是OpenCloud
[90:26] 还是Minus
[90:28] 它们都是通过一个
[90:30] 所谓的壳公司
[90:31] 应用型的公司跑出来了
[90:33] 但最后不久它们都卖给了巨头
[90:36] 卖给了一家有模型的巨头
[90:38] 这是为什么呢
[90:39] 似乎应用公司都没有逃逸出
[90:41] 模型公司的手掌心对吗
[90:44] 对可能它们就是
[90:45] 咱们刚刚聊的那种
[90:46] 比较低水果实类的产品形态吧
[90:49] 因为它就是在大模型的主航道上的
[90:53] 真的确实有可能
[90:54] 被覆盖掉的产品
[90:55] 我觉得它们去加入一个大模型公司
[90:58] 去在它的技术上再去做产品
[91:00] 我觉得也是个非常好的选择
[91:03] 对因为它们确实是主航道上的
[91:05] 那像比如说你说社交网络这种东西
[91:07] 那我觉得肯定不会说
[91:09] 现在有模型公司一定说
[91:11] 我就需要做社交网络
[91:12] 我觉得会不一样吧
[91:14] 为什么模型公司不做社交网络
[91:16] 社交网络看起来这么的有获利
[91:18] 我觉得大家关注的
[91:20] 模型公司的追求还是智能本身吧
[91:22] 还是大家能完成一件事
[91:23] 还是工具
[91:24] 对吧
[91:25] 就这件事情本身
[91:26] 我觉得在它们的思考里肯定第一优先级
[91:29] 到底你怎么去社交
[91:30] 怎么去面对外面的世界
[91:32] 目前看来
[91:33] 我觉得还不是它们主要关心的事
[91:35] 对因为那个确实跟智能也没有关系嘛
[91:37] 对吧
[91:38] 因为作为一个不打追求AGI的模型公司来讲
[91:40] 它关心的应该是核心还是智能
[91:42] 你们的北极星指标是什么
[91:44] 你怎么考核公司
[91:46] 是DAU
[91:47] 如果是一类四个产品的话
[91:48] 就是真人的连接率
[91:49] 真人的连接率
[91:51] 或者是真人行为在这里面的比例
[91:54] 这其实就是我care的那个点对不对
[91:56] 就是我打开这个产品
[91:57] 我要是觉得全部都是AI
[91:59] 我就走了
[92:00] 我要觉得它真人很多
[92:01] 我就留下来了
[92:02] 没错
[92:03] 是
[92:04] 所以我们要让你尽可能看到更多的人类行为在上面
[92:06] 并且
[92:07] 我要让你尽可能多的连接到你想连接的人
[92:11] 这对你们来说是一个很大的挑战吗
[92:13] 肯定是很大的挑战
[92:14] 但是这就是这个产品的全部意义
[92:17] 它的全部意义就在于帮真人更好的连接
[92:21] 你会一上线就放话到一个很大的群体里去吗
[92:24] 还是会先从几个小群体去做
[92:27] 应该还是会先从小群体吧
[92:29] 因为我觉得这个概念本身
[92:31] 它需要整个这个时代
[92:34] 所有人都逐渐的去适应这个概念
[92:36] 就我刚说在AI时代
[92:37] 你唯一重要的事情就是做自己
[92:39] 这个概念也需要大家慢慢接受
[92:41] 然后刚开始我相信应该是
[92:43] 还是相对偏
