[00:06] Hello 大家好,欢迎收听张小俊商业访谈录,我是小俊
[00:10] 这是一档由语言级世界工作室出品的深度访谈节目
[161:12] 你在做一個工具
[161:14] 如果你在做一個通用 agent
[161:16] 你在模擬一個人
[161:17] 所以做垂直 agent
[161:18] 應該是為像 minus 這樣的公司做
[161:20] 為 agent 做還是為人做
[161:21] 啊我剛講這就是兩條路嗎
[161:22] 嗯就是如果你想做一個
[161:25] 給專業人士就剛講的就是
[161:27] 你如果想做一個剪輯 agent
[161:28] 且為
[161:29] 現有的剪輯師去做的話
[161:30] 那你做的非常垂非常專
[161:32] 這是給人用的
[161:32] 嗯但是如果你想做一個
[161:34] 為非剪輯師
[161:35] 但有剪輯需求的人做的產品
[161:37] 那你可以考慮做一個非常簡單易用的界面
[161:39] 同時也暴露出足夠多的 api
[161:41] 然後我們一起把這個生態給這個
[161:43] 給做好對不起 api 或 mgp
[161:45] 哈哈你說你堅信純血派 agent
[161:48] 什麼叫純血派 agent
[161:50] 對就是 agent 這個詞的定義
[161:52] 其實這是一個很含糊的一個事
[161:54] 我覺得大部分時候
[161:55] 大家會把兩個概念混在一起談
[161:57] 一個叫做 agentic
[161:59] 一個叫做 agent
[162:00] 這方面
[162:00] thorpey 有一個 blog 寫的比較清晰
[162:02] 就說很多人說 agent 要追求一個穩定性的話
[162:06] 那你可能更多的是
[162:07] 在一個 workflow 的方式去做 agent
[162:09] 但在我們眼中這個不叫 agent
[162:10] 這個就是 workflow
[162:12] 而我們認為什麼叫純血的 agent
[162:13] 就說他其實沒有人為家的約束
[162:16] 而是說完成一個任務的所有的過程和方式
[162:20] 是由智能本身決定的
[162:21] 這個我覺得他的天花板會非常非常的高
[162:24] 當然你跟現在此刻來對比的話
[162:26] 可能 agentic workflow 的可復現性
[162:28] 會好
[162:29] 一些
[162:29] 但是我覺得這是一個可以解決的問題
[162:32] 所以我們非常堅信就是要做純血的
[162:35] 由智能主導的 agent
[162:36] 而不是以規則主導的 agentic workflow
[162:39] 這才是更符合我們剛才講的
[162:41] the bitter lesson 的這一個
[162:42] 一個事
[162:42] 用通用的方法
[162:44] 投入更大的算力去解決問題
[162:45] 而不是加入更多的人為的知識
[162:48] 這在你的實際工作中有做過這樣的類似選擇嗎
[162:50] 有的有的有的
[162:51] 這是我們每天都要討論的一個事
[162:53] 就是可能比如捨棄過什麼
[162:55] 其實捨棄的東西非常多
[162:56] 我舉一個比較簡單的例子就是說
[162:59] 你要讓一個 agent 做數據可視化工作對吧
[163:03] 那麼比較簡單的比如產品驅動的
[163:06] 純產品驅動造法應該說
[163:07] 好
[163:07] 那我要保證所有語言下的數據可視化的效果非常非常好
[163:11] 你不能因為有不同的這個語言而產生
[163:13] 比如有這個字體亂碼這些問題
[163:14] 那之後他可能把這個寫成一個叫
[163:17] 你叫做 agent sub agent as tool
[163:18] 或者說你寫很多的單獨的 prompt
[163:20] 就說當你要這個比如說數據可視化
[163:22] 你應該注意什麼什麼什麼東西
[163:24] 寫一大堆的這個 guardrail
[163:26] 你每增加一條約束
[163:27] 其實你都在減小
[163:28] 模型的 diversity
[163:30] 減少模型的一個
[163:32] 一個多樣性
[163:33] 嗯那這是我們的做法是什麼呢
[163:34] 其實就剛才講的
[163:35] 我們只不過是加入了一條查看
[163:38] 圖片的這個能力
[163:39] 而這樣的話我們期望的是什麼
[163:41] 是智能能夠通過自己查看這張圖
[163:44] 自己發現說哦
[163:45] 我原來有
[163:46] 字體這個字體選擇的錯誤
[163:47] 導致中文渲染失敗
[163:48] 而去修改這張圖
[163:50] 這樣我其實解決的不是一個問題
[163:51] 比如說他還能檢查到哦
[163:53] 不行我這個畫的這個圖表
[163:55] 他其實有兩個元素重疊了
[163:56] 那其實能夠去修復他
[163:58] 然後你應該能變成一個從
[164:00] 就是我就打壓子那種
[164:02] 就是在在堵塑的漏洞
[164:03] 變成一種你在讓智能的泛化性
[164:06] 在幫你解決更多
[164:07] 你還未發現的一個問題
[164:08] 嗯所以我覺得
[164:09] 這是純血派agent的一個思維方式
[164:11] 當然你做這種直接去修補這個事
[164:13] 永遠很有吸引力的
[164:14] 而且這更符合傳統軟件工程
[164:16] 和產品經理的直覺
[164:17] 那這時候就是我要站出來的
[164:19] 他的職責就是攔住所有人
[164:22] 哈哈不要這麼幹
[164:23] 哈哈你還說市場上關於agent的做法
[164:25] 都是錯的呀展開講講啊
[164:27] 沒有沒有沒有都是錯的
[164:28] 剛才我講的一點就是很多人
[164:31] 過於執著於讓agent模仿
[164:33] 就是人類的分工這件事
[164:34] 我是非常不認同這一點
[164:37] 對我就說就是不要把人
[164:38] 因為生而為人的限制搬給agent
[164:41] 你應該站在模型的角度去思考問題
[164:43] 或者說我們在做產品的時候
[164:44] 經常說一句話
[164:45] 就是如果你真的是在做一agent
[164:47] 你同時在做兩個產品
[164:49] 一個是給人用的
[164:50] 一個是給agent用的
[164:51] 而這兩個東西的思維模式是不一樣的
[164:53] 但你就需要一個很好的一個技術架構
[164:55] 把兩者融合在一起
[164:57] 給agent用會是什麼樣的
[164:58] 對不起給模型用的
[165:00] 給模型用的會是什麼樣的
[165:01] 就這麼說吧
[165:02] 就是模型其實它的思維模式
[165:04] 跟人是不一樣的
[165:05] 或者說它根本就不是人
[165:08] 而人的話
[165:08] 你是因為你有一些先天的訓練
[165:11] 所以說我是一個設計師
[165:12] 我更懂什麼
[165:13] 我是一個程序員我更懂什麼
[165:14] 但講真大家用的模型
[165:16] 現在其實都是一個通用的LM
[165:19] 那這塊其實這個假設就是錯的對吧
[165:21] 那其實你應該做的事情
[165:22] 是減少他犯糊塗的概率
[165:25] 而這塊的話你的做法不應該是說
[165:26] 我賦予你一個人格
[165:27] 你怎麼怎麼怎麼樣
[165:28] 而你要是通過一些context engineering的技巧
[165:31] 比如說可約束解碼
[165:33] action space的設計這些技術
[165:34] 來讓他更好的去完成他自己分內的事
[165:37] 但又不讓他喪失全能性
[165:39] 這我說的可能有一點空泛
[165:41] 但是可以參考我之前發的各種文章
[165:44] 所以把agent的人格化是一種人的自戀
[165:47] 對是
[165:48] 這也是The beta lesson裡面說的
[165:50] 是嗎
[165:51] The beta lesson裡有這句話
[165:52] 好的我給大家去讀一下這個
[165:53] 那我太同意了
[165:55] 你們的組織有發生過變化嗎
[165:57] MineNets出來之後
[165:58] 有的
[165:58] 而且我覺得這個其實不僅不該說叫變化
[166:01] 就是我們也在探索一種新的可能性
[166:04] 因為其實在此之前也沒有所謂真正的那種
[166:06] 就是純粹的agent公司
[166:09] 然後我們覺得現在我們結構的話
[166:11] 可能有幾個比較特色的點可以分享一下
[166:13] 就是比如我們現在還是大部分都是研發
[166:16] 但是團隊的話
[166:16] 會比以前的這種軟件開發會更奇怪一點
[166:19] 當然你傳統的就比如說移動端前端都在
[166:21] 然後後端商業化這些都有
[166:23] 但是我們會有兩個很好玩的團隊
[166:25] 一個團隊叫做sandbox team
[166:27] 其實就是負責這個虛擬化
[166:28] 跟這個運行環境的團隊
[166:30] 他們要維護的是一套給agent使用的操作系統
[166:33] 這剛才講的就是負責給agent做產品的一行人
[166:36] 然後另外還有一個我們就叫做agent team
[166:38] agent team由這個就是所謂的這個agent工程師
[166:41] 他可能負責的就是說整體架構的開發
[166:44] 然後還有一部分是evaluation
[166:45] 就是評估團隊
[166:46] 還有就是一個很小的research team
[166:48] 這三部分人共同組成了agent team
[166:50] 這個大概有這個十幾二十個人
[166:52] 我覺得這個就是agent team
[166:53] sandbox team可能是傳統意義上來說
[166:55] 可能會被融入比較廣義的後端研發
[166:58] 當中
[166:58] 但我們還發現他其實比較不一樣
[167:01] 因為他在做的這個事情不是面向人的
[167:03] 是面向模型的一個工作
[167:06] 他們的工作主要會包括那些我們意想不到的
[167:08] 意想不到的我覺得
[167:11] 對我來說當然都是意想得到的事情
[167:14] 但我覺得有幾點吧
[167:15] 就是好像sandbox團隊在做的事情
[167:19] 更像是在教一個不會用電腦的人
[167:24] 如何更好的用電腦
[167:26] 對
[167:27] 而這個agent team
[167:28] 在做的事情其實是說如何設計一套
[167:32] 穩健但統一的架構
[167:34] 讓我們能夠持續的跟上模型的進步
[167:37] 這個其實是很有意思的一個話題
[167:39] 就是因為模型進步的速度真的非常快
[167:41] 可能如果你考慮到不同廠家都在迭代
[167:43] 那基本是一個以周圍更新的一個變化
[167:46] 那agent team
[167:46] 他主要的工作既然是agent的框架
[167:49] 那我們如何去保證能跟上的
[167:50] 所以我們自己有一套比較好玩的方法論
[167:52] 我們叫做弱到強的衡量
[167:54] 這什麼意思呢
[167:55] 就是你其實整個agent中
[167:57] 你有兩個外部變量
[167:59] 對不起
[167:59] 不要外部變量
[168:00] 就是你有兩個重要的變量影響你的質量
[168:02] 一個是模型
[168:03] 一個是agent框架
[168:04] 那這塊你要做消融對比
[168:05] 就ablation study
[168:06] 那這塊做法是什麼呢
[168:07] 因為模型的未來的變化
[168:10] 我們要保證每一次模型迭代
[168:11] 我們的框架能夠受益最多
[168:14] 那我們做法就是說
[168:15] 我們先把一個當前版本的agent框架進行鎖死
[168:18] 然後呢
[168:18] 選一個同源的模型家族
[168:20] 比如說同樣你都選擇gemini或者選擇cloud
[168:23] 你拿他的弱版本跟他強版本進行對比
[168:25] 跑同樣的benchmark
[168:26] 然後你不斷調整
[168:27] 你的agent框架
[168:28] 來讓他之間的delta最大
[168:30] 這樣的話我們能夠希望就是說
[168:31] 當下一代模型變強的時候
[168:33] 我的獲得的增幅是最大的
[168:35] 這塊就是我們的agent team
[168:36] 跟eval team要經常關注的一點
[168:37] 嗯
[168:38] 文化有變化嗎
[168:40] 文化的話我覺得有一些
[168:41] 就是可能從monica那款產品呢
[168:43] 它是一個非常大而全的一個產品
[168:45] 當然就是manic很全
[168:47] 但它做法不是說在單點擊破
[168:49] 之前可能更多是覺得用戶有需求
[168:51] 我就要去做
[168:52] 我的做法是用一個最快的路徑
[168:55] 點到點最短的一條路去實現
[168:57] 嗯
[168:57] ,其實我們會有非常非常多的考慮
[169:00] 就是說你這樣一條路你是能走通
[169:02] 但你有沒有跟別的原子能力產生網絡效應
[169:05] 所以現在我們做每一個新功能前
[169:07] 都會非常非常的慎重
[169:09] 而是要保證說每新增的一個單點的能力
[169:12] 又不是一個單點
[169:13] 這就怕說得好繞
[169:14] 就是每增加的一些能力
[169:15] 都能讓系統整體獲得一個收益
[169:17] 嗯
[169:17] 所以是一個非常的節制的一個狀態
[169:19] 這跟以前心態很不同
[169:21] 你們放棄過什麼feature沒有
[169:23] 放棄的feature我覺得非常多
[169:24] 比如說像很多語音相關的東西
[169:27] 相關的事我們其實都放棄了
[169:28] 為什麼
[169:29] 語音輸入我當然覺得很有用
[169:31] 嗯
[169:31] 但是比如說這種語音的輸出
[169:32] 或者主動就是調用一些東西
[169:34] 我們覺得首先這類東西
[169:36] 不一定要由我們第一方來全部做完
[169:38] 因為我們跟大家不是競爭的關係
[169:41] 比如說我自己
[169:42] 我會直接讓Manas連接我的Granulog
[169:44] 和Notion我去使用
[169:45] 這沒有問題
[169:46] 然後還有一些功能
[169:47] 就比如說像生圖跟生視頻
[169:49] 雖然我們有這個功能
[169:49] 但我們沒有非常非常的大力的去優化它
[169:52] 嗯
[169:52] 因為我覺得這個東西是一定會做得很好的
[169:54] 一個基建上的上面的事情
[169:56] 我們沒有特別多
[169:57] 差異性的事
[169:58] 我們沒必要非常深入的去做
[169:59] 嗯
[169:59] 然後更多的這些事情
[170:01] 其實我們都是以一種非常開放的心態去做
[170:03] 就是如果這個通用agent
[170:05] 靠自己的泛化能力就能解決的話
[170:07] 那我們沒必要去專門去做這件事
[170:09] 因為我們很可能投入不夠
[170:11] 卻給用戶做了一個次選
[170:13] 這個是不好的
[170:14] 因為別忘了我們用戶是最高價值
[170:16] 有最高要求的用戶
[170:17] 他們值得最好
[170:18] 為什麼你一直在強調
[170:20] 你們跟所有人都不是競爭關係
[170:22] 因為我覺得這是事實
[170:23] 這就是我們做海外市場之後
[170:25] 發現的很好玩的一點就是
[170:27] 他們可能因為之前SaaS領域做的實在是太成熟了
[170:30] 嗯
[170:30] 所以就是不同服務之間的互聯互通
[170:33] 即使一個技術層面的事
[170:34] 其實也是一個
[170:35] 你可以想涉及到branding的一個概念
[170:37] 就比如我們經常會跟比如像Notion
[170:39] 跟Microsoft還有別的這些創意公司
[170:41] 我們一起做聯合的一個發佈
[170:43] 因為很多時候都是一個
[170:44] 當我有一個能力你有一個能力的時候
[170:46] 當這條邊連通的時候
[170:47] 它產生的價值是非常非常大的
[170:49] 而且Nanus作為一個通用agent
[170:50] 我們一次甚至能串接多個服務
[170:52] 像我們剛才講到的
[170:53] 我自己的使用場景是Notion Granola和Ashby
[170:56] 三個服務之間
[170:57] Nanus把他們都串在了一起
[170:58] 所以我覺得與其跟每一個競爭
[171:00] 你去做一個比不過別人的東西
[171:02] 你為什麼不讓大家一起去做呢
[171:04] 這個我覺得就是我們獲得了很大的一個
[171:07] 從Monica學到的經驗
[171:08] 就是如果你要做很多單獨的feature
[171:10] 做起來一時爽
[171:12] 但是你要維護它並保證功能是
[171:14] 長期有競爭力的是很累很累的
[171:16] 那可能會導致你的團隊無限膨脹
[171:18] 所以這是一個不好的一個事情
[171:19] 應該去充分利用這種別人做好的東西
[171:21] 並產生一個synergy
[171:22] 而不是去跟別人直接去硬碰硬
[171:24] 你過去這大半年做的
[171:26] 最重要幾個技術
[171:27] 決策是什麼
[171:28] 你作為熟悉科學家
[171:29] 我覺得有幾個
[171:31] 第一個就是
[171:32] 我們沒有盲目的去追reasoning這條路
[171:36] 就是剛才講到的就是其實
[171:38] 你按現在有普素意義上的reasoning model
[171:40] 你會導致insertion following
[171:42] 跟這個total hallucination的增加
[171:44] 所以這個是我們當時做的比較重要一點
[171:46] 我們用了一個比較另類的方法
[171:47] 就有一個單獨的planning stage
[171:49] 來做的這個事
[171:50] 然後還有一個比較大的一個點是
[171:53] 我們對於MCP的決策是非常保守的
[171:56] 這個其實MCP出來之後
[171:57] 整體業界都非常的high
[171:59] 然後很多人就開始去接
[172:00] 但實際上我們當時覺得
[172:01] 這個會嚴重污染你的action space
[172:03] 而且會導致你的這個緩存命中率
[172:05] 就是因為你每次你去動態發現工具
[172:07] 和這個
[172:08] 和卸載工具的時候
[172:09] 都會導致你這個緩存命中率下降
[172:11] 而緩存命中率下降
[172:12] 會嚴重影響你的成本
[172:13] 所以當時我們也是花了一些精力
[172:15] 我們去研究了一套
[172:16] 就是不在原生action space內的MCP調用方法
[172:19] 這個後來當然也被anthropic寫成了博客
[172:23] 然後還有一些像
[172:25] 我們其實整體對context engineering
[172:27] 非常多的工作
[172:28] 而且這個我基本全都給共享出來了
[172:30] 像比如說對於文件系統的使用
[172:32] 什麼這些東西
[172:33] 對 我覺得就是一些連續的
[172:35] 技術方面的決策吧
[172:36] 我覺得沒有哪一個是最重要的一點
[172:40] 因為我覺得做agent其實跟
[172:42] 訓模型很像
[172:42] 就是你
[172:45] 其實更重要的是做對一千件小事
[172:46] 而不是做對三個大事
[172:50] 你有後悔的決策
[172:52] 肯定也有
[172:53] 比如說
[172:54] 但我覺得後悔的可能都是更細微的一些事
[172:57] 就因為我們調整的非常快
[172:58] 所以很難形成真正後悔的東西
[173:01] 對模型就是在模型決策上
[173:02] 你有什麼後悔的決策沒有
[173:04] 在用模型還是訓模型
[173:06] 訓模型
[173:07] 是有一些
[173:08] 比如說一開始有點太盲信小模型
[173:11] 其實參數量還是很重要
[173:14] 還會盲信小模型
[173:16] 對 因為當時其實有一點
[173:17] 是這樣的一個假設就是說
[173:20] 對 待會可以換一個方法來回答這個
[173:21] 我先說完這個吧
[173:22] 就是當時的想法是agent其實能更高頻的與外界進行
[173:27] 數據和環境的反饋的獲取
[173:29] 我們當時想是不是有一種可能性
[173:31] 就是小模型跟大模型裡頭
[173:34] 一部分參數量都用在了參數化的記憶或者知識
[173:37] 對agent來說是不是參數化知識沒有那麼重要
[173:40] 而如果你想模型有足夠強的工具使用能力的話
[173:42] 知識是可以動態彌補的
[173:44] 但後來發現
[173:45] 怎麼說實驗結果是不是的
[173:46] 但我們在反思為什麼也許是這樣子
[173:48] 你很難去完全分離什麼是知識
[173:51] 什麼是記憶
[173:52] 哪些是泛化能力
[173:53] 哪些是參數化的背板
[173:55] 後來發現這是不現實
[173:57] 所以大參數量還是有用的
[173:59] 我聽過一種說法就是說
[174:00] 他們覺得minus只有你一個是研究員
[174:03] 或者說你的研究工作是獨立於所有人的
[174:05] 他們覺得這種研究員的配置和管理方式
[174:08] 或者組織方式跟不上現在全球frontier lab的競爭
[174:12] 我覺得這個問題首先它的一個
[174:14] 基礎假設是錯的
[174:15] 不只我一個人
[174:16] 我們是正常招research的
[174:18] 另外一點就是說
[174:18] 我覺得首先有一點是
[174:19] 跟上所有frontier lab這件事
[174:21] 是不成立的
[174:22] 就是我們的目標不是說要跟上所有frontier lab
[174:25] 在模型方面的工作
[174:26] 我剛才一直在
[174:27] 想到一點就是說
[174:27] 我們跟至少現階段
[174:29] 跟所有frontier lab還是一個共建的關係
[174:31] 或者用一個更公義的角度來說
[174:33] 是我們成功的把模型訓練這件事外包了出去
[174:35] 那麼這樣其實是用戶給我們的錢
[174:38] 同時服務了用戶
[174:39] 且讓我們有影響力
[174:40] 讓別人幫我們去模型
[174:41] 那我們內部research團隊更關注的
[174:43] 其實是一些非共識性的東西
[174:45] 包括其實很多context engineering方面的工作
[174:48] 是要做大量實驗的
[174:49] 這些東西不是一個
[174:50] 怎麼說就是純靠工程能解決的事
[174:52] 你前段時間在做online learning
[174:53] 這個有沒有什麼可以分享的
[174:55] 是的
[174:55] 就是首先online learning
[174:56] 首先online learning這個詞
[174:57] 它現在的解讀有狹義和廣義的
[175:00] 就是現在狹義上的online learning
[175:02] 大家可能會比較關注說
[175:03] 到底能不能通過持續的改變參數
[175:05] 而獲得一些改變
[175:07] 這是一個嚴格上的定義
[175:09] 但實際上online learning
[175:11] 我發現現在大家把三件事混在了一起
[175:13] 第一種可能就剛才講的
[175:14] 這是狹義的online learning
[175:15] 第二種應該是mass personalization
[175:17] 就是大規模個性化
[175:18] 第三種其實不是online的learning
[175:21] 而是更像我上一代創業做Magic的時候
[175:23] 我們做那個應該叫continuous learning
[175:25] 或者叫lifelong learning
[175:26] 這三件事解決問題是不一樣的
[175:28] 比如說你如果要做這個mass personalization
[175:30] 就是大規模的個性化的話
[175:32] 其實你並不一定
[175:33] 非要用一個參數化的方式去做
[175:34] 比如說你可以像我們剛才講的那種
[175:36] 基於用戶的協同的一些行為的模式
[175:38] 來比如說甚至你以prompt的形式
[175:40] 去動態注入一些東西
[175:42] 通過in context learning的方式
[175:43] 讓模型的行為發生改變
[175:44] 這樣其實更高效的
[175:45] 因為如果你被每個用戶
[175:47] 即使你比如很小
[175:47] 像那個multi-law解決方案
[175:49] 其實你也讓每個用戶
[175:50] 有一個不可複用的參數在那裡頭
[175:53] 那麼你的推理效率可能會變得更低
[175:55] 所以我看也有一些解決方案
[175:56] 像什麼eslora
[175:57] 什麼那個punica是吧
[175:58] 還是什麼東西
[175:59] 我有點記不清了
[176:00] 比較老的幾個工作
[176:01] 他們號稱能夠解決batch size這個問題
[176:03] 但實際上你的推理效率
[176:04] 其實還是降低了的
[176:05] 因為很多時候你需要規模效應
[176:07] 才能降低成本和降低latency
[176:09] 所以我認為就是mass personalization
[176:11] 就是大規模個性化
[176:12] 你不一定要以online learning
[176:13] 或者以參數化的形式去完成
[176:15] 這是第一點
[176:15] 第二點就是說到底是要持續學習
[176:19] 還是說在線學習
[176:20] 這個我覺得是一個非常大的一個區別
[176:22] 這個更多是看你的目標是什麼
[176:24] 如果你要建模
[176:25] 我的任務是一個
[176:27] 理想分布隨著時間而改變的情況
[176:29] 那你是要做持續學習的
[176:30] 比如說我很難想像哪些領域
[176:32] 可能像金融市場也許是這樣的
[176:34] 就是說今天的正確答案
[176:35] 不一定是明天的正確答案
[176:37] 那我覺得你作為一個
[176:38] 作為一個真正online的learning
[176:39] 是很有價值的
[176:40] 但實際上你看現在一些
[176:42] 所謂的online learning的practice
[176:43] 其實我覺得他只能稱為一個
[176:45] on policy的持續學習
[176:47] 像比如說
[176:48] 舉例有一些coding agent的公司
[176:51] 他們在說我能通過持續在線
[176:53] 去收集用戶的一些接受率和rejection
[176:55] 接受和拒絕率
[176:56] 來優化一個比如說type補全的準確率
[176:59] 但你看這一個任務
[177:00] 其實並不會因為時間的改變
[177:01] 而影響他的理想分布
[177:03] 那這樣的話我覺得你其實只是一個
[177:05] on policy的數據收集
[177:06] 並週期性的在優化你的模型
[177:08] 這個更像我們之前
[177:09] 就之前做Maggie時候做的這個事情
[177:11] 但你會發現
[177:12] 如果你的任務本身
[177:13] 不具備這種動態性的
[177:14] 其實你很快會讓這個benchmark去
[177:17] 你去sort rate它
[177:17] 你會打透這個benchmark
[177:19] 所以它不是一個
[177:20] 有持續提升空間的一個事情
[177:21] 對所以我覺得
[177:22] 這個東西還需要去持續去看吧
[177:24] 我沒有看到一個
[177:25] 非常值得我們在agent領域
[177:27] 立即下注的的應用
[177:28] 你覺得agentic模型應該怎麼審
[177:30] 你覺得給這些模型廠商有什麼建議
[177:32] 對我覺得剛才已經提了幾個了
[177:33] 第一個就是與其充分的去
[177:36] 無限的去擴展context window
[177:38] 不如讓模型學會這個compaction awareness
[177:40] 就剛才講的就是讓模型意識到
[177:42] 自己的上下文可能會被壓縮
[177:44] 並做出更好的一個選擇
[177:45] 更好地了解文件系統
[177:46] 該如何去outflow跟retrieve
[177:48] 這是第一點
[177:49] 第二點就是剛才講的
[177:50] 是關於這個reasoning的優化的目標
[177:52] 不要以這個比如說
[177:54] 這種純
[177:55] 鋼中之腦的形式去做
[177:56] 你應該去考慮到如何
[177:58] 更好地去結合這個observation
[177:59] 或者有個詞叫tir
[178:01] 叫true integrated reasoning
[178:02] 就是有工具集成的推理
[178:04] 這個是一個非常重要的一個方向
[178:06] 他跟這種完全靠這個rl vr
[178:08] 去解這個競賽編程和數學
[178:10] 是完全不一樣的一個思路
[178:12] 第三點其實可能跟agent的攻框有關
[178:14] 就是在chatbot場景下
[178:16] 永遠是用戶跟模型交替執行
[178:18] 這樣的話就是用戶跟agent
[178:20] 一定是你等我我等你
[178:21] 你等我我等你
[178:22] 而manus其實剛出來的時候有一個
[178:24] 讓大家都覺得
[178:24] 是非常新奇的一個體驗
[178:25] 就是說agent在持續工作的過程中
[178:28] 用戶可以隨時插嘴
[178:29] 要不是改變目標
[178:30] 要不是補充信息
[178:31] 甚至是去終結他
[178:32] 這個其實很多模型
[178:33] 還沒有完全掌握這樣的一個
[178:35] 一個交互的一個模式
[178:36] 他可能跟用戶的是
[178:37] 處於一個異步的一個一個空間中
[178:39] 對這也是我覺得非常值得去做的
[178:41] 第三第四點
[178:42] 就是我覺得模型應該更關注一些
[178:45] error resonance
[178:46] 就是說對於錯誤的處理和恢復能力
[178:49] 對這個東西我知道在agent
[178:50] agent coding領域其實已經有了一些
[178:52] 更多的關注吧
[178:53] 因為其實
[178:54] 如果你把
[178:54] agent部署在真實環境中
[178:56] 就是錯誤其實是一個常態
[178:57] 因為可能來自於比如環境的報錯
[178:59] 比如說系統一定會有問題
[179:00] 資源受限
[179:01] 或者你寫的一個代碼會報錯
[179:03] 但實際上有很多是非代碼性的錯誤
[179:06] 就比如說你在做一個slides
[179:07] 或者在做一個
[179:08] 提到的這個文件處理的過程中
[179:10] 你一定會遇見很多
[179:11] 意料之外的事情發生
[179:12] 而你發現有一些模型
[179:14] 他可能要么會放棄掉
[179:15] 要么他可能會甚至
[179:16] 陷入一種類似於死循環那個狀態
[179:18] 但最好的模型應該是
[179:19] 他永遠能找到一條別的路去嘗試
[179:22] 這個是需要專門去訓練的一個事
[179:24] 目前我比較想強調的就是這幾點
[179:26] 你的微信為什麼一直叫微信小助手
[179:28] 我覺得就是一個娛樂精神
[179:30] 而且很早的時候就叫了這個名字
[179:31] 當然就想看一看就是
[179:32] 有哪些跟微信官方很像
[179:34] 但是卻仍然能被使用的ID
[179:36] 最早想叫文件傳輸助手
[179:38] 但是意料之中都不能用
[179:39] 然後後來當時因為微博的那個官方號
[179:41] 叫微博小秘書
[179:42] 所以我就試試叫微信小秘書
[179:44] 然後後來騰訊也果然禁止別人
[179:46] 再叫這個名了
[179:47] 然後那我覺得很好我就保留了嘛
[179:49] 這次創業跟你之前兩次
[179:50] 有什麼不一樣的地方
[179:51] 我覺得
[179:52] 首先現在創業的成本
[179:54] 比以前還是要高不少的
[179:55] 高多少指光感見
[179:57] 因為之前剛才講到
[179:58] 就是你如果做移動互聯網的話
[179:59] 其實你的邊際成本很低
[180:01] 但現在的話
[180:01] 其實上來就是挺重資產的一個投入
[180:04] 比如從messi上線第一天起
[180:05] 那基本就是幾十萬美金
[180:06] 幾十萬美金在收
[180:07] 對所以這是第一點
[180:08] 然後第二點就是
[180:09] 我覺得這是一次讓我們充分的
[180:12] 參與全球競爭的一次創業
[180:15] 然後我們甚至經常內部開玩笑說就是
[180:17] 有一種從CBA打到了NBA的感覺
[180:20] 然後確實就感覺可能我們之前
[180:21] 哪怕在做Monica的階段
[180:23] 經常會覺得好像我們做的還不錯了
[180:25] 然後到現在的話
[180:26] 雖然我們就是說
[180:27] Messi現在可能已經100 million AR了
[180:29] 但是如果你在橫向看同樣的這些
[180:32] 各行各業的頭部選手的話
[180:34] 我們好像就不算什麼
[180:35] 就可能這就是一個NBA的平均水平
[180:37] 所以就覺得還是在學習中
[180:39] 過去一年對RAD有什麼新的認識嗎
[180:42] 對RAD的新的認識對小宏啊
[180:44] 我覺得是比較符合預期的
[180:46] 就剛才講到就是情緒依然很穩定
[180:49] 但我覺得可能更多了解就是我覺得
[180:50] 即使像他這樣就是
[180:53] 可能比我經驗更豐富的連續創業者
[180:56] 其實在很多時候還是
[180:58] 依然會有很多人性的這個脆弱
[181:01] 對就比如說我們經常講
[181:03] 好像我們不在意或者怎麼樣
[181:04] 但其實有時候聽到一些東西
[181:06] 大家心裡還是覺得挺尖銳的
[181:08] 然後小宏可能
[181:10] 比我沒有我那麼沒心沒肺
[181:12] 對就他很多時候還是比較容易受到這些事影響
[181:15] 他會不開心對吧
[181:16] 他會不開心甚至就是就很著急嘛
[181:19] 我覺得
[181:20] 我們在一起的好處
[181:21] 我們可以這個互相分擔一下痛苦
[181:24] 雖然小宏經常說一句話就是說
[181:26] 接下來一段時間我可能很抑鬱
[181:27] 你們不用幫我
[181:28] 但是誰會真的就放他不管的嘛對吧
[181:31] 他反而情緒不穩定是吧
[181:33] 不是不穩定嘛
[181:34] 就是他的情緒是穩定的
[181:35] 但他很容易就是低落
[181:37] 他不會那種就很很很很忽然
[181:39] 怎麼樣他沒有那個我剛講那個
[181:40] 就藝術家那個問題
[181:42] 對但他也是比較容易受傷的一個
[181:44] 更感性一點
[181:45] 對是
[181:46] 其他團隊其他幾個成員呢
[181:48] 我覺得你們之前之前是什麼樣的
[181:50] 關係啊
[181:51] 我覺得是這樣就是
[181:53] 大家其實在共同的話題上討論的能非常多
[181:56] 因為剛講的就是每個人其實都有很綜合的經驗
[181:59] 嗯但實際上現在的話
[182:00] 大家因為數月有專攻嘛
[182:02] 比如跟濤哥的合作就會非常有意思
[182:04] 就是濤哥其實真的現在是我們覺得是他出差勝體
[182:08] 就是經常要去這個全世界各地去參加一些
[182:10] 比如跟合作夥伴的活動啊這些東西
[182:12] 所以濤哥更多是給我們帶活一些比較
[182:15] 新的方向性的內容
[182:16] 我覺得這其實可能是做 cpu 這個角色的最高境界
[182:19] 嗯就是他其實
[182:20] 是不僅是一個對內的產品的指導
[182:23] 嗯更多的其實是一個對
[182:26] 對整體行業有產品洞察的輸出
[182:29] 並帶回了來自交叉的觀點
[182:31] 嗯來帶回交叉觀點回到給我們
