[00:01] Hello 大家好 我是小骏
[00:15] 今天我们来到了美国硅谷
[197:29] 就是 a i for math 能带来很多的东西
[197:32] 他能够带来你非常的 smart
[197:34] 他也能带来你非常的 right
[197:36] 也就是说他
[197:37] 带来一个超人类的一个表现
[197:39] 也就是我们可以看到
[197:40] 甚至像 open ai 他们能够做的
[197:42] a i for math 也做的很好
[197:44] 但是另外一个很重要的是他能够给你 grounding
[197:47] 他能保证你的百分之百正确
[197:49] 所以在这两个象限上在往上推
[197:51] 然后我觉得 a i for math 是我们公司的这个 dna
[197:55] 或者 math 我们是我们的公司的 dna
[197:57] 验证是第一个市场
[197:58] 可能未来会有一个市场是 a i for science
[198:01] 所有就是科学他们需要的这个理论 finding
[198:03] 可能未来还会有一个市场是最实话就是呃
[198:06] 对对对
[198:07] 实话哦
[198:07] optimization 就是某种程度上
[198:10] 我们经常讲一个词叫就是
[198:12] diminishing return
[198:13] 就是说我花了很多的力气
[198:14] 我最后就只有那么一点的收益
[198:16] 所以不知道
[198:17] 但这个世界其实很多程度上并是是
[198:19] diminishing return 的反面
[198:21] 是这种沉默性付出沉默性
[198:24] 沉默性付出成本的反面
[198:26] 是你最后花的你花了很多很多的力气
[198:29] 你能够带来非常大的
[198:30] 最后那一个 mile 会有非常大的一个收益
[198:32] 某种程度上比如说能够去把所有的 edge case
[198:36] 边缘性
[198:37] 都都覆盖的搜索引擎
[198:39] 比如说像 google
[198:40] 他他就会赢得这个搜索的这个市场
[198:42] 然后比如说像呃呃我们这个呃一些文艺工作者们
[198:47] 他们能够就是好和非常好的这个区别是天差地别的
[198:51] 所以在某种程度上
[198:52] 我觉得呃像像像验证一个这种边缘情况很
[198:56] 很耗费很多的钱和人力
[198:59] 很多这些资源和这种比如说最最直话
[199:02] 我需要目前大家花了很多的的的工业界的资源
[199:06] 去探索
[199:07] 这个小数点后1000位是什么
[199:08] 比起小数点后第三位是什么
[199:10] 虽然在一些其他的情境下
[199:11] 小数点第三位比小数点第1000位要有要有意义
[199:15] 但某种程度上我们继续要呃我们是需要
[199:18] 继续要这个密点
[199:19] 又需要这个奥莱尔数学
[199:20] 我觉得给了这样一种一种dna
[199:23] 问好奇啊嗯
[199:24] 你们公司就是有数学家的公司和你那个竞争对手
[199:28] 他不要数学家的对他dna 区别会是什么
[199:31] 我觉得我们公司既要数学家
[199:33] 我们还要一个他们不要的
[199:35] 就我们我们要很多就是代码生成的
[199:37] 人
[199:37] 就我们有很多就是编译器代码生成的这些同学
[199:40] 我们其实我们相信多元产生智能
[199:42] 其实其实有有两句话是呃我多元产生
[199:45] 多元产生智能就两句话我比较相信
[199:48] 一个就是降维打击
[199:49] 另一个是多元智能
[199:51] 就是呃我们觉得就是
[199:53] 这是为什么我们比如说你刚才说
[199:55] a for math的意义是什么
[199:56] a for math
[199:57] 他其实在探索推理的一些非常难的问题
[200:00] 他某种程度上能够呃与其说是泛化
[200:02] 不如说是比如说你现在有
[200:04] 你有一个吹脸一照的
[200:06] 这个
[200:07] 这个这个呃自负串的这个这个爬虫爬虫的数据
[200:11] 然后你很明显很难就是
[200:14] 你你你你你你你基本上通过就是呃
[200:18] pattern就是就是这个规律的这个找寻
[200:21] 能够做很多的事情了
[200:23] 你很难撞墙你很难碰壁
[200:24] 但如果在数学这一个就是目前令data非常少的一个情况下
[200:28] 你动不动就能够遇到一些就是拦路虎
[200:31] 所以你你你hit这些roadblock是更快的
[200:34] 所以呃某种程度上我觉得我们做一个
[200:36] 更难的事情希望能够垂直下来给其他的一些领域
[200:40] 就是某种程度上能够去去去去去降维打击
[200:44] 呃我讲这件事情的原因是比如说我们现在action pro
[200:48] 能够生成一个二十页的一个数学证明
[200:50] 对吗
[200:51] 但我然后我可以非常快的去验证一个
[200:54] 目前在芯片验证领域是一个比较复杂的一个一个puzzle
[200:57] 因为那一些需要的是一些比较可能说高中数学家
[201:01] 高中数学学生或者初中数学学生会的每一句法分类讨论
[201:05] 而不是什么
[201:06] like
[201:07] 呃
[201:08] 我想想啊
[201:09] 不是什么numerical
[201:11] 呃numerical like
[201:12] semi group
[201:13] 对然后呃
[201:15] 这是这是这是我的一个想法
[201:17] 嗯嗯
[201:19] 哦我刚才说三个不好意思我我说我说忘了一个就是三个这三
[201:23] 三三个背景的人他们连连连合起来其实能有很多想法
[201:27] 比如说ai和这个就是有这种compiler背景的人
[201:31] 他们可以用一些方法去做很多的synthetic data generation
[201:35] 去做这个
[201:36] 呃合成呃不是合成不叫合成数据就是拿ai去生成这个linda data而不是靠人去去打这个
[201:43] 令因为你想就是我去找一个数据提供家比如说macor touring这一些
[201:48] 做这个数据商他们可能就整个平台二十五个专家然后可能练台打的不怎么样
[201:53] 那我
[201:54] 这个东西是没有办法去大规模的去做的
[201:56] 所以我必须要拿ai去做那怎么样拿去去做需要代码生成我可以用fusing我可以用repair
[202:01] 我可以用就是failure categorize我可以有很多很多的方式是这一些人能够给我们的不同的事情
[202:06] 这个视角ai和数学这里当然也有很多我可以想就是呃正向推理反向推理就是forward and backward
[202:12] conjecturing我可以去想很多一个数学家如何去呃有点像当时就是早期奇类的expert system
[202:18] 所有这些东西可以连在一起
[202:21] 我觉得我们是一个idea rich的一个公司就我们有很多很多很好的想法嗯让我们人不够去执行它
[202:26] 我说我们现在在我们我们十二月份的时候当时can加入他第十五号员工现在已经三十人了
[202:33] 嗯
[202:35] 竞争对手多少人了
[202:36] 不知道好像五十到七十五吧还是比我们大好的对怎么理解数学是现实世界的沙盒
[202:44] 数学是现实世界的沙盒因为你既有验证的这个信号又能够有更规律性的描述更结构性的数据
[202:55] 某种程度上我我比如说我们要在生活里咱们俩现在来想的猜想
[203:01] 然后咱们俩再把这个猜想证明我好像只能想到一个数学猜想
[203:06] 和数学证明不然的话我们可以说猜想一些
[203:09] 生物的东西然后来一个实验室去做一些动物实验
[203:13] 这个任何与现实世界更有关的这一些
[203:16] 验证的过程其实可能会比数学的这一个比较简简简简明的这个沙盒要要困难和复杂的多也就是我为什么非常就是
[203:26] respect我的一些朋友们他们在做就是ai for科学的公司比如说periodic labs连feeder他们在做然后原来是叫future好现在叫edison
[203:36] 这个savre这个就是我们mit的这个校友他们在做就是一个一个一个ai scientist
[203:43] 很多很多人在做各种各样的这一些这一些尝试但是就是如果你想要很快的一个
[203:50] 验证然后你又希望又能计算也有逻辑我觉得数学和代码是好的选项
[203:56] 对
[203:57] ai for science和ai for math它不是一个overlap的赛道对吗不太是我们我们能ai for science他们其实很多在比的是这个
[204:06] iteration circle这个有多快因为你想如果他们出现了white lab出现了实验室
[204:12] 这个我我我身边很多朋友有不同不同各种各样的实验室我的这个
[204:17] 直到这个lila这个lila science这个公司jeff他们还有george church在的那个公司他们有什么robot实验室机器人实验室这个听起来非常的
[204:26] 对非常的非常的非常的自动化但是他们所需要做的前期的
[204:31] 投入是很多的连feeder他们最近这个实验室又搞起来又有其他的一些
[204:36] 人是像major michelle lee他们都有很多的这些他们是一个赛道我们某种程度上如果他们有
[204:42] 想要我们解决的一些理论上的一些一些问题我们希望能够帮他们解决但我们
[204:48] 某种程度上只停留在一个人的数字世界我们不走到他们这个实际世界去
[204:54] 但是你可以帮助ai for science对
[204:56] 你也可以帮助大学模型就是其实你们是一个拐杖是一个工具对对我们我们觉得
[205:02] 也不能算是拐我们是拐杖和工具比如说我们可以去验证
[205:06] 他们生成的代码来帮他们减少幻觉这个蛮重要的我们可以去我希望的一个世界是
[205:13] 每一个就是你物理学家他们都有能够找到他们的理论物理学家就是我我他们都能够每一个每一个神经
[205:22] 神经科学就是做一些真正是动物实验的的人都能够找到他们的
[205:27] 一拉费这些理论的这些计算神经科学学家而这些这些过去数学家们他们停留在比如说自己的学术
[205:36] 圈子里面他们可能去很很少的一些合作他们很少去与这些这些应用科学家进行合作
[205:43] 我觉得未来就是希望能够action的ai数学家能够去帮这些ai for science的这一些
[205:50] 科学的这一些探索去解决一些理论上的问题
[205:54] 然后他们可以去进在实际的生活中去做去做验证
[205:59] 你刚才说了很多ai for math他的验证能作为验证的手段对那他能有一天像一个
[206:06] 那你走形式化证明你就有验证如果你不走形式化证明就没有验证你们现在走的是形式化我们走形式化
[206:12] 嗯那如果不走形式化证明他通往的是哪里呢不走形式化证明他可能是我觉得可以去尝试
[206:25] 我觉得就是
[206:27] 他可以尝试尝试一些怎么样做通用的推理吧我觉得ai for math有可能有一天像一个天才型的数学家一样提出
[206:34] 非常好的问题有非常好的直觉他能成为那个
[206:37] 创造的
[206:38] 的人吗
[206:39] 这就是这个最最难做的这个部分但是我觉得可能我们和那个竞争对手的一个区别是我们打算做这件事他们不太打算
[206:47] 对他们好像直接要落地了对他们落地成什么就是就是他们
[206:52] 打算直接做这些商业的这个东西他们觉得imu金牌可能就是就是这个终局了就是可以
[206:59] 我们还是希望我们真的能希望把猜想做出来嗯这个我觉得我们目前有很多的一些试验和探索然后也碰了碰了不少
[207:08] 碰了一鼻子灰
[207:09] 对但我觉得这个是什么一鼻子就是就是有做不出来的情况比如说就失败了你这个失败到底是
[207:15] 当时我记得这个失败
[207:16] 发生的时候我们的这个证明家这个还做的不太好所以我们分不清到底是哪一块出了出了问题
[207:23] 有很多的这些想法都可以去做但是我觉得我们要做这个猜想之前希望能够把我刚才说的这个核心科技二也就是
[207:32] 把这个转化能够做好这个auto formalization把这个自然语言道令这个转化我们希望能做好
[207:38] 我们觉得能做好这个的话能够有更大的既是一个能拿更多数据的手段又本身能够对证明做做一个很好的一个一个帮助
[207:48] 然后我们才会去做这个猜想嗯当然当然我们现在可能也在做一点但是就没有完全的run bump
[207:54] 没有说整个公司打猜想嗯对猜想其实什么数学最有魅力的地方是吗猜想其实是就比如我作为一个数学的
[208:03] 一个一个学者我我是很难
[208:06] 我很难去提一个好的
[208:08] 猜想然后比如说给到比如说假设说现在有一个reading course有一个本科的一个大一的同学希望能
[208:15] 拿一道题对吧作为一个reading course最终的一个我觉得我很难给到这样一个题就我觉得需要猜想所需要的数学能力是是蛮难的所以我们特别
[208:24] 高兴就是can能够加入我们其实他是他是非常他是猜想家他他他是高产的猜想家他和拉玛姆金的关系是什么
[208:33] 我听说的故事是这样的就是首先故事一就是他的父亲
[208:38] 是当时一群要就是筹钱众筹给拉玛努金修这个在印度修这个雕像的数学家之一他的父亲是一个非常
[208:49] 非常非常出名的著著名的一个一个接触的一个数数学家也是做数论然后
[208:55] 当时是印度政府说是要给这个拉玛努金立一个雕像但最终没有实现于是这个拉玛努金的一双这个女士他就给这个拉玛努金的合作者世界各地数学家写信
[209:07] 于是他们就是
[209:08] 一起去做了然后他还回了信就是建成这个雕像之后
[209:12] 所以can的办公室里现在还有一个他父亲给他的这个这个留下来的就是拉玛努金
[209:19] 的一双写的这一封信然后另外的故事二就是当can他是一个
[209:24] 我印象中当他是一个本科生他好像是在芝加哥大学他当时就是有很多的社团活动然后可能课业呢也没有特别
[209:33] 占住占据他所有的时间所以他的记点也不是特别好
[209:37] 然后他好像高中也没有毕业反正就是
[209:41] 是吗对反正就他就是一个非常叛逆的一个少年然后他的父亲就是拿拉玛努金的故事勉励他就任何时候开始也不算晚你不需要像
[209:51] 你的这些已经上了多少数学课的同学一样你才能够做数学你完全可以自己现在去去追赶上来于是他进入了他的这个数学博士项目之后就
[210:02] 开始非常非常努力然后就是做了很多非常好的数论研究
[210:07] 对看的父亲也是前不久今年年头去年年底去世了所以也是非常值得纪念的一个一个数学数学态度之一
[210:18] 他的他的兄弟们都非常的都非常的就是他来自一个数学家他他来自他的他的两个兄弟一个是著名的
[210:28] 小提琴还是中提琴某个提琴提琴家另外一个原来是密歇根大学的校长
[210:35] 对他和拉玛努金都被认为
[210:37] 是那种直觉型的数学家对不对
[210:40] 我觉得就是拉玛努金是更更尖锐的直觉型解题型
[210:46] 然后而看我觉得他是擅长他提出猜想的方式是连接很多不同的视角
[210:54] 他是一个发散性思维的他不是那种
[210:57] 嘿这就是一个公式这个东西一定是对的哦那那是拉玛努金哦
[211:02] 对我所以我在想如果ai做的是验证的这个事情是形式化
[211:08] 那
[211:09] 他其实训练的是一个更能验证的人
[211:13] 而像拉玛努金这样的天才他能够被ai训练出来了他会不会是两种类型这是一个很好的问题大家说拉玛努金
[211:21] 为什么就是三手ai也就是当时这个transformerpaperattentionisallyouallyouneed你需要的只是注意力这个
[211:29] 这个注意力机制这一篇文章的这个作者叫啊是他有一个公司叫三手三手是做
[211:36] pre-training
[211:37] 他们先训练了一个模型就叫拉玛努金人家说拉玛努金的那种浑然天成那种直觉其实是有可能是预训练的产物
[211:45] 所以我们现在明明并没有做预训预训练我们现在主要做的是后训练我们有一天可能会做中训练
[211:52] 但我们可能很确实你说的对就是拉玛努金并不一定是一个能够通过后训练诞生的一个一个一个一个数学家他是怎么预训练的
[212:02] 他就是我不知道他不是他好像是有很多他的这个宗教仪式然后他
[212:07] 原来是会计然后他在喜欢电电影里面反正是拍他有时候祈祷的时候能够看到一些
[212:15] 数学的这个其实我觉得对对对这个这个感觉没有办法
[212:20] 就不是说我们能够后训练一个AI能够做做到这样的但是但是拉玛努金到了这个剑桥之后他
[212:27] 接触了就是证明他知道如何写证明了然后他就使得他的这个数学的这个影响有有更指数级的爆炸他有更多的
[212:36] 他想到的直觉他可以进行证明然后变成了新的直觉
[212:42] 我们可以训练这个AI去证明所以说还是会对这个东西有帮助的
[212:47] 小野肯是后训练中训练还是预训练的常我
[212:52] 他有说我知道这个不知道我肯定不是预训练的常
[212:57] 而且你看他的预训练好像不只是数学
[213:02] 对我们现在大家的预训练也都是什么都有
[213:06] 目前其实预训练我觉得能够去
[213:08] 往下去就是做的能做很多东西我觉得预训练有大量的可以基于数据能够去走的研究方向但是只是
[213:17] 某种程度上也也没有大家没有在做比如说你觉得有哪些可能的
[213:24] 我觉得就是在就是你这个就是其实就是一些数据的一些被
[213:28] 我知道的就是怎么做的可能涉及一些其他公司的一些这个这个这个秘密所以可能不太能讲但我们也没有去很深的去想先训练的事
[213:38] 比如我做预训练对吧我们不做也不做我们我们没目前没有做的打算为什么你不做预训练
[213:45] 太费钱
[213:46] 然后我们也觉得大部分的令的这个东西可以从后训练甚至是我们会做一些我可能会做一些没吹你
[213:54] 有一些人可能就把中训练化到这个预训练一样了
[213:57] 对嗯其实我们确实是认同说是有一些基本的这个能力是需要通过预训练中训练来来来来来来来提出的
[214:07] 我能理解你们是一个创业公司你们要做的是afmat那那些大厂
[214:12] open爱deepmoney包括deepsick对呃自己他们为什么要做我听说的就是比如说gmini就花了非常非常多的
[214:21] 的的想法在这个预训练在预训练上面然后他们的这个甚至说他们的
[214:29] 甚至说有些有些公司会希望从领的他里面去把希望能够买领的他去做一些一些预训练
[214:36] 嗯就我们现在
[214:37] 在这些形式化的数据甚至可以更多的在预训练他们要去做什么呢他们为什么要做
[214:44] 他们他们是要做一个垂直的专家还是要做一个他们可能他们就是agi啊嗯他们是general的就afmat是一部分
[214:52] afmat并不是每个公司有些公司没有对
[214:55] 对目前我觉得比如说open爱走的是informal这一个他其实是kevin vile他的个人的科学雄心啊就是要做
[215:03] 科学发现然后我好像就是
[215:07] deep mind里面有几个队伍同时在竞争做ai for math有一个formal的队伍有一个informal的队伍
[215:15] xai5不太确定有然后
[215:18] anthropic我觉得他们有但是呃只是作为
[215:24] 只是作为帮助他们提高推推理推理效效果的就是说他比如说
[215:30] 我有一道题吧一道数学题他先把它informal变成formal然后在令里面验证完之后再回来提升他的推理分数
[215:38] 但是并没有把这个作为一个一个专注点其实我觉得作为至于一个
[215:43] 如果我是这些就是玩家之一的话并不一定会去做我们现在做的这件事情的原因是我一样的人才的这种这种
[215:52] 高密度人才的队伍我可以把他们再继续在代码生成或者说在一些更红海的一些目前竞争咬的比较紧的
[216:01] 的领域去去去去去做的更深去把他们的护城河住起来然后完全可以就是
[216:07] 和我们或者是我们竞争对手这一些做的还可以的这些创业公司去进行啊去去去成为去去合作
[216:16] 然后这有点像比如说open ai他们就是会在在搜索这一块会call x啊或者是call parallel这些搜索做的比较好的公司嗯嗯
[216:25] 所以你们这个行业现在目前是蓝海
[216:28] 并不是蓝海我觉得这个东西是嗯比较难嗯嗯比较难不太像蓝海其实也大比如说就像是
[216:37] 人的foundation model一般比如说派和skill的两家然后
[216:42] 我觉得现在就是创业上就是我们和我们竞争对手两家
[216:45] 就是估值也差不多总共容的也差不多一个新一点一个就是
[216:50] 比我们两年前差不多是这样的一个状态嗯对你来说挑战是什么呀
[216:56] 执行的速度我们执行的速度与学习的速度我们现在
[217:00] 会有一个对我个人来说我执行的越多我学习时间越少这是一个非常痛苦的一个过程就是你
[217:07] 以前可能说我每一天有多少的时间能够用来阅读我现在可能少了这些时间但我又有又有那么多的事情需要执行
[217:15] 所以某种程度上这是一个
[217:18] 挣扎然后这个挣扎容易就是会
[217:22] 我相信就是我们其他的一些
[217:24] 很好的科技人才他们有类似的research和engineering ratio的一些挣扎
[217:29] 就是一些trade off我们希望能够执行速度很快我们也希望探索商业模式的这一些从一个技术的角度去探索
[217:36] 从技术和好奇心的角度
[217:37] 去探索商业模式
[217:39] 但同时我们要做的这些事情确实是
[217:41] 挺多然后也也也困难还挺大的所以我们就是担心这个速度我这是我觉得最大的一个
[217:48] 苦恼因为我们现在是
[217:50] 我们现在是
[217:52] 7个月成立7个月的一家公司
[217:54] 我觉得期待也由于这个a轮吧可能也期待比较大我们还是希望能够
[218:00] 还是能够做长期主义的事情我们有点怕说是一个是怕执行的不够快另外一个是怕
[218:06] 由于要执行的快导致焦虑导致这些就是方向上出一些战略错误
[218:12] 对对你来说实现a for math的终点更重要还是说成为一个更成功的商业公司更重要
[218:18] 我觉得作为一个就是方队来说你对你的这个员工和早期团队团队你负有责任
[218:23] 所以这不是一个某种程度上我觉得这不是一个
[218:28] 这不是一个纯科学项目就是我们必须要成为一个一个一个一个能比较长的一个一个一个
[218:36] 企业一个公司但与此同时我觉得这个公司的dna就是登月其实我我非常温爽对我非常喜欢温社他们这个名字天哪这个名字简直是太好了
[218:46] 这是这个公司的dna如果我们就是太去逐利商业化的话我们会其实是一个平衡
[218:53] 然后我们可以看一下我们竞争国对手的公司他们公司的起源其实是因为
[218:58] robin hood的这个
[219:00] 方德人ceo他可能现在还全职在robin hood他可能希望有另外的一个让他感到比较
[219:06] 有激情的生活有有热情的这样的一个项目所以他们可能在早期的时候更讲这种科学雄心
[219:14] 我们认为是我们认为是科学雄心然后但是我们我觉得理想的
[219:19] 现实主义者和现实的理想主义者两种都是不错的不错的不错的这个这个这个落点但是不能是太远就不能是对
[219:29] 有一天你们公司如果创业失败了你觉得可能会是什么样的是因为什么
[219:36] 我觉得这个事情
[219:40] 其实挺有意思的就这个事情它的结果一定是极好或极坏
[219:45] 就这个公司其实没有一个在中间的一个一个可能性当然我是登月成功了要么登月失败对就是登月成功登月失败某种程度上为什么说像spacex呢要么火箭发上去了要么火箭坠毁了
[219:57] 可能只火箭要坠毁几次才发上去可能每次都差那么一点
[220:00] 就其实这是为什么我觉得就是像伊隆马斯克他他作为一个就是
[220:05] 企业家
[220:06] 尤其你看他早期的时候还是一个非常锐意进取的一个值得学习的这样的一个企业家的一个一个模式
[220:14] 比如说好几次就是平死对吗他的公司也只能两个留一个但是就是他很坚定的说boss永远是与与熊掌都要见得
[220:23] 这样比如ray dalio在principal里面也是这样我自己也是这样的一个一个认同
[220:28] 我觉得这个公司是一个binary outcome然后我觉得如果我们是失败了或者我们很成功
[220:35] 其实都是有可能发生的事情对嗯
[220:40] 如果失败了你去干嘛
[220:42] 这是一个非常好的问题我我自己有我自己有一些个人的雄心对我
[220:49] 看吧当数学家
[220:52] 我觉得我可能会去希望看一看我觉得我那一年的神经科学的学习的一个心得就是我们基本不理解人脑
[221:01] 我们完全不理解人脑我可能会希望做一些跟人脑相关的事情
[221:06] 不不是跟人脑就是跟跟神经科学相关的事情可能是动物呢就是我可能会
[221:11] 我可能会希望看一下这些嗯我觉得就是brain and machine interface的这个vision目前的implementation都不太足够
[221:20] 就是人机交互的这个目前的选项我觉得太太不理想嗯
[221:27] 你今天怎么看待硅谷这些模型公司的竞争啊不管是这些大的模型公司还是这些new了
[221:33] 我我前几天还在跟一个就是呃我的一个x的朋友在讲就是
[221:40] 其实为什么说呃
[221:43] 为什么说我最后不想去做一个呃就是金融或者说是一个量化交易员呢你会出现一个问题就是你的
[221:53] 你的你的英语书是一个短期内能够决定的一件事情
[221:59] 我觉得这个事情是就像peter till讲的就是弄了哇这个
[222:03] 比较激进垄断导致创新竞争导致平庸
[222:08] 这种竞争会导致平庸会导致没有一些长有一些很有长远想法的人他就要自己出来做做牛来
[222:16] 这就这其实这new life的产生就是因为好奇心与创造力是我们人类的基本需求
[222:24] 这就是因为可能说是在一些呃前沿的一些呃大的公司里面无法去做这一些满足他的burning passion的事情
[222:34] 然后我觉得可能是一个很有意思的点就是刚才说到这个好奇心为什么是人类的基本需求可以我们可以假设一件事情就是
[222:43] action pro非常的成功啊或者说是我们竞争对手的这个他们的非常成功反正就我们中有一个有一方非常成功然后
[222:52] 所有的数学题你给我一个千禧年问题
[222:56] 我这个ai就把它全部解决了这个时候还会有数学家吗这是一个这是一个非常值得去思考的一件事情
[223:03] 我答案就一定会有就是你给我一个100万行令代码的一个我一定要去看里面是怎么做出来的
[223:12] 你你不让我去看我都会去看这就是人类的这个好奇心的体验体现由于这个证明最后被产生的方式
[223:19] 这些去看懂了他的数学家们又会有新的猜想新的想法这就是整个这个发明发现的这一个这一个循环其实就是
[223:29] 就是然后就是ai做了可能ai做了这个发现让数学家更好的发现
[223:34] 然后然后这种好奇心和这种探索的这种愿望意念是一个我觉得人类无法被压制住的一件事情所以说不管是现在是
[223:46] 100米脸1亿美元的大包也无法去压制住这一些青年研究者的这个这个好奇心所以他们就会
[223:54] 去做出来我们看到做出来多么多么有意思的东西比如说stephanel armand他们做了这个diffusion model更快更好的这个推理模型
[224:03] 我们可以看到就是
[224:06] 比如说就periodic我们第一次把这些顶尖的这些ai人才就是去在一个就是现实世界他们要做这个material science这是一个非常有意思的一个
[224:16] 一个一个方向他们不怕这些messy的这些data然后他们其实
[224:22] 就是然后比如说我们看到有recursive他要做ai与这个这个硬件之间的这个ai提升硬件硬件提升ai
[224:30] 这是非常有意思的一些方向我觉得
[224:33] 这其实是
[224:33] 是一个这背后是一个基本作用力这个基本作用力就是人类的好奇心
[224:38] 然后我觉得可能最有意思的点就是有些人说现在是一个泡沫吗还是说现在是登月就是
[224:45] 你有一些公司他成了他就登月了然后有一些公司登月了人家真的试了很努力大家真的是每一天996一块去朝那个梦想努力结果没成那就是泡沫
[224:57] 其实我觉得就是我特别希望的一个一个环境有点像我我也知道说有一些好的学府的一个环境
[225:01] 有点像我我也知道说有一些好的学府的一个环境
[225:03] 一个环境就是不怕失败
[225:05] MIT有一门课
[225:06] 就是learning to fail
[225:07] 你如何更好的失败
[225:09] 就是当然这个
[225:10] 每一个这种登月项目的失败
[225:12] 它都会在资本市场上
[225:14] 会掀起涟漪对吗
[225:15] 我们会从这个就是私有市场
[225:17] 一直到这个公开的市场
[225:19] 会有连锁的反应
[225:21] 你有可能说
[225:22] 这是非常不负责任的
[225:23] 就是为什么这个一些
[225:25] 可能说pension fund
[225:26] 一些大家的退休资金
[225:28] 最终通过好几层的投资
[225:29] 到了这个私有市场
[225:31] 去给这一些有想法的研究者
[225:33] 去满足他们的好奇心呢
[225:35] 这是一个
[225:36] 这是一个很
[225:36] 我觉得很公平的一个问题
[225:38] 但是就是如果说
[225:40] 这一些好的有想法的研究者
[225:42] 不是由于他们自己的这种虚荣心
[225:44] 或者说是我自己要战山为王
[225:47] 不是由于ego而驱动的
[225:49] 而是由于使命而驱动的
[225:51] 所以导致他们不是碎片化的
[225:53] 好几个
[225:54] 比如同样的一个问题吧
[225:55] 就是八个尝试
[225:56] 他们真的就是在一块了
[225:58] 他们从不同的背景
[225:59] 不同的技能
[226:00] 不同的这种
[226:01] 不同的对于这同一个理想
[226:03] 的解读聚起来了
[226:05] 去朝这个东西
[226:06] 我觉得这就是一个比较
[226:08] 比较legit的
[226:09] 比较靠谱的一个尝试
[226:11] 我能理解
[226:12] 这一波的Neo Lab
[226:14] 他们都有different的信仰
[226:16] 对
[226:16] 也有不一样的bats
[226:17] 对
[226:18] 那当有一天他需要跟这些
[226:21] 大的frontier lab竞争的时候
[226:23] 怎么应对这个竞争呢
[226:24] 刚才我们说了你们
[226:26] AI format之间的竞争对吧
[226:28] 对
[226:28] 那当你要遇到open AI
[226:30] 你的竞争内容是deep mind的时候
[226:32] 你怎么竞争
[226:33] 对
[226:33] ,我觉得这是一个非常好的问题
[226:36] 我觉得首先第一个就是会有一些结构性的问题
[226:40] 会导致如果说他们需要一个单位的创新
[226:44] 是需要有多少单位的资源的
[226:46] 而这个比例的话
[226:47] 在一个早期的创业公司是非常高效率的
[226:50] 这是第一点
[226:52] 我觉得我们公司就是在做的一些事情
[226:54] 我觉得可能在另外的一个环境会更难的去达成
[226:57] 也就是为什么许多人从脸书来到了我们这个公司的原因
[227:01] 然后这是一个点
[227:03] 然后第二个点就是其实吧
[227:05] 你作为一个underdog这个黑马
[227:08] 你好像除了这个效率之外
[227:10] 还有这个人才这个之外
[227:13] 人才是人才密度
[227:14] 因为毕竟他们会有更多的人才
[227:16] 你没有什么资源能够和这一些大的这些玩家抗衡
[227:21] 但同时这更有意思的一件事情上是
[227:24] open AI曾经也是对着Google的那一匹黑马
[227:28] 他也是那个就是在Google要把Illia就是最后counter offer抢走的时候
[227:32] 焦头烂额
[227:33] 不知道怎么办的
[227:34] 也是那个曾经一度发不出工资的这样的一个小玩家
[227:38] 所以这其实是一个很有意思的一个点
[227:41] 就是我觉得历史的钟摆来回摆动
[227:43] 他就是大家螺旋上升
[227:47] 但是又有很local的这种扰动
[227:50] 某种程度上是有there is always a way
[227:53] 就这个东西我没有办法证明there is always a way
[227:57] 就是你得信
[227:59] 对然后信的可能就是喜欢加入早期创业公司的这一批人
[228:03] 比如说Humans End这个公司最近融了很大的
[228:06] 他们的这个co-founder是Google的第七号员工
[228:10] 他到了现在的这样的一个人生阶段
[228:13] 仍然认为好奇心是他就是所拥有的最珍贵的东西
[228:20] 值得他倾家荡产
[228:24] 你这么说我能理解很多包括我去跟赛宁聊
[228:29] 他们其实有different than
[228:30] 他们甚至是一个anti硅谷的收集的一波人物
[228:32] 他们甚至是一个anti硅谷的收集的一波人物
[228:33] 他们甚至是一个anti硅谷的收集的一波人物
[228:34] 他们甚至是一个anti硅谷的收集的一波人物
[228:39] 对其实是我是这样想的
[228:42] 就是可以就是就是在一段在所有的这些就是local的扰动之后
[228:44] 就是可以就是就是在一段在所有的这些就是local的扰动之后
[228:50] 你看到的整个的这个宏观的这个局面是什么样的
[228:52] 你看到的整个的这个宏观的这个局面是什么样的
[228:55] 一个竞争的结果就是能力在飞速的上涨
[228:57] 一个竞争的结果就是能力在飞速的上涨
[228:59] 另外的一个结果就是
[229:00] 另外的一个结果就是
[229:01] 另外的一个结果就是
[229:04] 好的且快速
[229:07] 不只是好的
[229:07] 好的且能快速验证
[229:09] 是好的的东西
[229:11] 被就是被做到
[229:13] 最scale up的一个状态
[229:14] 但是完全有一些
[229:16] 可能可以时间长一点的东西
[229:18] 没有被实现
[229:19] 这是一个机会成本
[229:20] 对
[229:21] 但所以说竞争
[229:22] 它也不能说不好
[229:23] 它就是确实
[229:23] 它这个让我们
[229:24] 人类在这个AI的这个进步
[229:27] 在非常短的时间内
[229:28] 达到了一个
[229:29] 一个非常高的
[229:30] 一个进步速度
[229:32] 你刚才会说到
[229:34] 你的自己的自我奖励机制
[229:36] 从团队里面获取这种能量
[229:39] 变成了从事情中获得能量
[229:41] 现在呢你是从事情中
[229:43] 还是从团队中
[229:43] 现在我是从事情中
[229:45] 现在我是从事情中
[229:49] 然后但是我觉得团队
