[00:03] Kimi和DeepSick
[103:27] 就觉得这个就是在拼凑在一起
[103:30] 但是我觉得从硬件暴力美学来看呢
[103:34] 这个
[103:35] 我觉得也无可厚非吧
[103:37] 只要他够快
[103:38] 速度够啊
[103:39] 速度够快
[103:40] performance够好
[103:42] 那我觉得他就是美的
[103:43] OK
[103:44] 所以这个是一个是硬件的暴力美学
[103:47] 另外一个是极简的优雅算法
[103:49] 他们两个的一个
[103:50] 这是他们两个这次在这次工作上提前的不同
[103:54] 对对对
[103:55] 除了这个技术哲学
[103:57] 嗯
[103:58] 他们在优化目标上是一致的吗
[104:02] 哦
[104:03] 我觉得他们的优化目标都是一致的
[104:05] 他们都想
[104:06] 我觉得他们应该都想
[104:07] 就是没有人不想
[104:09] 嗯
[104:10] 一个算法既在pre-finning的阶段
[104:13] 又在de-coding的阶段
[104:15] 他们都高效吧
[104:17] 大家肯定都想就是
[104:19] 在不同的阶段就是
[104:21] 越快越好吧
[104:24] 嗯这这一趟我结束了
[104:27] 嗯好呀
[104:28] 那我们就是
[104:30] 简单的带大家过完了
[104:33] 就是本周
[104:35] 新出的两个
[104:37] 这种动态
[104:39] 稀疏注意力的一个工作
[104:41] 然后接下来我们可能
[104:43] 来聚焦一些这种
[104:47] hybrid的一个架构
[104:50] hybrid的架构呢
[104:51] 比方说
[104:53] minimax01
[104:54] 它就是
[104:56] 最近一个很大的
[105:00] 把它下载下来吧
[105:04] 就它是一个
[105:07] 第一次就是能
[105:09] 嗯
[105:10] 这个
[105:12] 一个非常大的一个这种
[105:15] 模型
[105:16] 然后他们说是有这种
[105:18] gpt4o
[105:19] 嗯的这种
[105:21] performance的
[105:23] 那什么是hybrid架构呢
[105:26] hybrid架构就是
[105:28] 让我们
[105:29] 点到下面
[105:30] 这是
[105:31] minimax的一个架构图
[105:34] 它这里有一个
[105:35] 嗯注意到我们这里有一个
[105:37] m乘以
[105:38] 就说明它是会有多层的
[105:41] 这个
[105:42] 线性注意力的这个layer
[105:44] 在这个case呢
[105:46] 他们用的是
[105:47] lightning attention
[105:49] 然后这个m呢
[105:55] 他们取的这个值是
[105:57] 7
[105:58] 也就是说
[106:00] 他们
[106:01] 首先他们会有
[106:02] 7层的这个
[106:04] 线性注意力
[106:05] 然后
[106:06] 再会有一层的这个
[106:08] 呃
[106:09] so much attention
[106:10] 这样再来就8层了嘛
[106:12] 而他们总共有80层
[106:15] 那这样的话呢就是
[106:17] 他们会把这个整体的
[106:19] 这个
[106:20] 嗯他们会把这个呃
[106:22] 这个模具把它重复10遍
[106:24] 对就是
[106:25] 先7层你两个tension
[106:27] 再一层so much attention
[106:29] 再7层线性的tension
[106:31] 就这么一次重复下去
[106:35] 他这个注意力机制
[106:36] 首先跟我们前面讲的那两个
[106:38] 都是完全不一样的
[106:39] 这个是你的专业对吧
[106:41] 嗯对因为这个东西
[106:43] 我我因为我比较
[106:45] 嗯我主要就是在做一些
[106:47] 线性注意力的一个东西
[106:49] 前面的话就是
[106:51] 客串来讲一下
[106:53] 嗯是发色弹神
[106:55] 就之前我也呃
[106:57] 也是跟大家一样就是
[106:59] 从零开始
[107:01] 学习这种是发色弹神
[107:03] 然后精读了一下嗯
[107:05] 嗯就是给大家分享一下我的体会
[107:07] 然后这边的话就应该是
[107:09] 我的主场范围了
[107:11] 我的力量弹神这边
[107:13] 还是特别熟的
[107:15] 力量弹神的话
[107:17] 他
[107:19] 我这可能把我的slides
[107:21] 放出来
[107:23] 会啊更加容易讲
[107:25] 因为这边的这个
[107:27] lotation
[107:29] 有一点点混乱
[107:31] 所以这可能换成我的slides
[107:33] 就是我
[107:35] 之前这里这个主页
[107:37] 这里有一个open的slides
[107:39] 然后大家可以看
[107:42] 然后什么是
[107:44] 线性注意力呢
[107:46] 之前我们这个
[107:48] 啊他也叫送卖手探生
[107:50] 因为就是这个地方他有一个
[107:52] softmax的一个operator
[107:54] 线性注意力的话呢
[107:56] 就是把这个
[107:58] softmax的这个操作
[108:00] 把它去掉
[108:02] 非常非常简单
[108:04] 然后我们可以看到这个
[108:06] 这个influence
[108:08] 我们把它
[108:10] 嗯提过来嗯这是
[108:12] influence
[108:14] 这个turn是
[108:16] attention的score他是
[108:18] 一个标量
[108:20] 然后我们把标量移到后面
[108:22] 然后再把这两个顺序掉一下
[108:24] 因为这两个掉一下
[108:26] 他这个结果是相同的
[108:28] 最后啊我们
[108:30] 发现这些都是一些线性的操作
[108:32] 然后我们用这个
[108:34] 线性操作的一个结合率
[108:36] 把它
[108:38] 结合成这个样子
[108:40] 然后我们发现
[108:44] 这个地方呢他其实
[108:46] 是一个
[108:48] 就是他们之间外界的一个
[108:50] 累加
[108:52] 然后他是一个恒定大小的
[108:54] 一个
[108:56] 矩阵他是一个低乘以低的
[108:58] 一个矩阵
[109:00] 如果我们把这个矩阵
[109:02] 看成一个Rn的一个
[109:04] hidden state
[109:06] 那么嗯这个
[109:08] linear tension他这个整体的过程呢
[109:10] 他就是一个
[109:12] 嗯
[109:14] 一个linear recurrence
[109:16] 的一个过程
[109:18] 然后他这个linear recurrence是
[109:20] 就是一个累加的一个过程
[109:22] 他每次把这个
[109:24] 当前时刻
[109:26] 他的这个kv
[109:28] 他的这个alt product
[109:30] 把他加到这个
[109:32] hidden memory里面来
[109:34] 然后他这个地方
[109:36] 是有一个
[109:38] 嗯我们经常会
[109:42] 提到在力量探测里面经常会提到一个
[109:44] 词叫做
[109:46] matches by hidden state
[109:48] 因为这个hidden state他的这个
[109:50] 他是他的大小是一个d
[109:52] 的一个矩阵
[109:54] 所以我们管他叫他叫成一个
[109:56] matches by的一个hidden state
[109:58] 这个东西呢是用来
[110:00] 区别于那些传统的Rn
[110:02] 比方说像stm
[110:04] 他用到的东西呢
[110:06] 就是一个
[110:08] 向量的一个hidden state
[110:10] 他们一般
[110:12] 他们那个hidden state就是一个
[110:14] 一位的向量他那个容量
[110:16] 嗯就大概是
[110:18] 低位这个样子
[110:20] 然后在粘量探测的话呢他
[110:22] 基本上是实现了一个
[110:24] 嗯增维的一个过程
[110:26] 就从那个低位变成了一个
[110:28] 低沉低位
[110:30] 我可以看出这个hidden state size
[110:32] 是非常非常
[110:35] 大的就是跟
[110:37] 之前的这种传统的Rn来说
[110:39] 是非常非常大的
[110:41] 然后他大完之后呢
[110:43] 他有一个好处就是说
[110:45] linear tension呢他是完全
[110:47] 依赖于
[110:49] 就像不只是linear tension
[110:51] 更多的是那些
[110:53] 所谓的这种Rn的话呢
[110:55] 他是只
[110:57] 依赖于这一个hidden state
[110:59] 来将所有的
[111:01] 历史信息来做一个
[111:03] encoding的
[111:07] 那也就是说这个hidden state
[111:09] 他的大小就是
[111:11] 直接跟这个Rn
[111:13] 他这个模型
[111:15] 他的记忆的容量
[111:17] 是成相关的
[111:19] 那也就
[111:21] 难怪这种linear tension
[111:23] 他会比之前那种
[111:25] 传统的Rn
[111:27] 他的表现要好
[111:29] 因为他有一个state expansion的一个过程
[111:31] state expansion
[111:33] 他其实也是
[111:35] Mamba这个大家
[111:37] 熟能相的工作
[111:39] 他反复强调的一个
[111:41] 东西
[111:45] 然后我在这里
[111:47] 想强调一下
[111:49] linear tension他有着
[111:51] 最硬件高效的
[111:53] 一个state expansion
[111:55] 扩充容量
[111:57] 的一个操作
[111:59] 因为这里是一个altar product
[112:01] 他是最硬件高效的
[112:03] 我们前面
[112:05] 在第一个part我们讲到了
[112:07] 硬件高效的native sparse tension
[112:09] 然后在linear tension里面
[112:11] 我们又一次
[112:13] 讲到了硬件高效
[112:15] 这足以证明就是其实
[112:17] 在这个年代呢
[112:19] 就是设计算法就是最好还是
[112:21] 能让他
[112:23] 怎么硬件高效怎么来
[112:28] 然后像Mamba2的话呢他为了
[112:30] 解决Mamba1
[112:32] 他硬件不高效的一个
[112:34] 一个问题
[112:36] 他就把他进行了一些
[112:38] 改写然后我们后面
[112:40] 可以看到他这个改写呢就把他改的
[112:42] 非常像
[112:44] 那个
[112:46] linear tension
[112:48] 我们大概稍微马上就会
[112:50] 讲到然后这个地方呢
[112:54] 我们讲一下这个他
[112:56] 为什么就是很难训练
[113:00] 就是linear tension训练的
[113:02] 一些困难性在哪里
[113:04] 像这个地方呢就是如果我们
[113:06] 做这种
[113:08] self-attention这种
[113:10] 类似的这种训练的话呢
[113:12] 我们可以看到他还是
[113:14] 跟整体长度是
[113:16] 成平方关系的
[113:18] 那么我们在很长的sequence
[113:20] 下面呢这个架构
[113:22] 是没有什么训练上面是没有什么好处的
[113:26] 然后在循环的上面呢
[113:28] 我们可以看到
[113:32] 如果我们用循环来做的话呢
[113:34] 这个首先他第一步他是循环
[113:36] 算的话呢他就是没有那种
[113:38] 定型度嘛他就会
[113:40] 很慢就像传统的
[113:42] STM一样
[113:44] 第二个一点的话呢就是说这个
[113:46] 操作里面他是没有任何
[113:48] 矩阵
[113:50] 乘法的这个
[113:52] 操作在里面的
[113:54] 我们这里是一个外积
[113:56] 然后这个地方呢是一个矩阵
[113:58] 向量的一个乘法
[114:00] 来做一个
[114:02] memory readout
[114:07] 这也是前面我们在
[114:09] lative sparse attention也讲到了
[114:11] 就是讲到他是
[114:13] 用一些很
[114:15] 很暴力的方式
[114:17] 来凑一些矩阵乘法
[114:19] 然后这些原则
[114:21] 都是相通的
[114:23] 然后在静心追念的话呢
[114:25] 我们也想凑矩阵乘法
[114:27] 但是在循环形式呢
[114:29] 我们测不出来怎么办呢
[114:31] 那我们就
[114:33] 想办法就是我们把一个
[114:35] chunk来进行一个打包
[114:37] 把chunk size
[114:39] 这个dimension就凑成
[114:41] 他的那个矩阵乘法的
[114:43] 一部分
[114:45] 就是一部分的一个dimension
[114:47] 就是这些操作就大家可能听起来
[114:49] 有点耳熟了就像
[114:51] 之前lative sparse attention
[114:53] 他就是强行把
[114:55] high的那个维度把他
[114:57] 拉进来凑了一个矩阵乘法
[114:59] 就大家如果
[115:01] 关心就是
[115:03] 设计乘法的时候关心硬件的话呢就是很多时候
[115:05] 大家都在想怎么去凑
[115:07] 这个矩阵乘法
[115:09] 就比方说
[115:11] 有一篇工作叫做
[115:13] flash fft
[115:15] 他这个工作呢
[115:17] 他就是fft
[115:19] 快速复利变换
[115:21] 是一个非常经典的一个算法
[115:23] 但是呢他在
[115:25] 当前的hardware上面呢
[115:27] 他不是非常非常的快
[115:29] 因为他没有这种
[115:31] 矩阵乘法的这种
[115:33] 效果
[115:35] 没有矩阵乘法的这个
[115:37] operation这一点呢就跟那个
[115:39] lative attention他的这个
[115:41] 循环形式很像
[115:43] 然后在这篇文章里面呢
[115:45] 他就是为了在硬件
[115:47] 上面进行加速
[115:49] 他就是这样一个
[115:51] 算法他就是
[115:55] 能把这个fft写成
[115:57] 一个等价的一个
[115:59] 矩阵乘法的一个表达的形式
[116:01] 从而能够利用
[116:03] tensor core来
[116:05] 进行一个
[116:07] 加速我们可以看到这种
[116:09] 加速就是非常非常大的
[116:11] 在硬件上面
[116:13] 然后感觉在短期上面来看呢
[116:15] 就是我们还是要尽可能的把
[116:17] 像我之前提到就是尽可能的
[116:19] 把一些算法写成矩阵乘法
[116:21] 这样的话呢
[116:23] 你就能直接看到这个
[116:25] 效果就是立竿见影
[116:27] 你可以直接在当前的硬件
[116:29] 下面进行优化
[116:31] 你就不需要等到比方说
[116:33] 未来某些架构
[116:35] 未来比方说未来有一些什么
[116:37] 量子计算机啊blah blah的一些硬件
[116:39] 这个的话就
[116:41] 我不知道要等到什么时候
[116:43] 那为什么不直接
[116:45] 把它去
[116:47] 恶纳一下当前的这些
[116:49] 架构呢硬件呢
[116:51] 然后我前面也提到
[116:53] 就是因为很多这种
[116:55] principle它都是
[116:57] 对于不同的硬件
[116:59] 它都是相通的
[117:01] 比方说写成矩阵乘法
[117:03] 比方说那些
[117:05] 就是把它做一些blockwise
[117:07] 的一些操作
[117:09] 这些都是很相通的
[117:11] 然后回到我们这里
[117:13] 然后像Natalie
[117:15] 像前面
[117:17] 找一下
[117:19] 刚刚那个文章
[117:27] 在哪里来着
[117:31] 在这里
[117:34] 像这个的话呢
[117:36] 它也是提到了一个这个
[117:38] trunkwise的一个算法
[117:40] 用来做这种
[117:42] 高效的
[117:44] 训练
[117:46] 对它们应该是有一个
[117:48] trunkwise算法的
[117:50] 然后这种
[117:52] trunkwise算法呢
[117:54] 其实就是
[117:56] 我不去算
[117:58] 整体的这个
[118:00] 就是我不是像循环一样
[118:02] 每一个token
[118:04] 这么来算这个opera的
[118:06] 我是直接就是
[118:08] 把这个
[118:10] 序列
[118:12] 先分成若干个trunk
[118:14] 就有点像
[118:16] native sparse attention
[118:18] 或者quest
[118:20] 它们也是把序列等分
[118:22] 然后我们
[118:24] 就是对这个
[118:26] 每一个trunk
[118:28] 它只算一个last hidden state
[118:30] 然后算opera
[118:32] 的时候我们就可以
[118:34] 结合这两种算法
[118:36] 再算
[118:38] 就是历史的
[118:40] 这种context
[118:42] 的贡献度的时候
[118:44] 我们可以用循环模式
[118:46] 然后对于
[118:48] 后的这个trunk里面的这些
[118:50] 贡献度来说呢
[118:52] 我们就可以用到这个并行模式
[118:57] 然后需要强调一点的话呢
[118:59] 就是说这个trunkwise form
[119:01] 它可以
[119:03] 把它
[119:05] 就是当你这个trunksize
[119:07] 设成一些其他值的时候
[119:09] 它可以还原出这个recurring
[119:11] 和这个
[119:13] self attention
[119:15] 那个
[119:17] 并行模式的那个form
[119:19] 然后trunkwise form它是一种
[119:21] 数学上等价的一种
[119:23] 变换
[119:25] 它不是一种approximation
[119:27] 然后
[119:29] 这里简单讲一下这个trunkwise algorithm
[119:31] 我在其他平台
[119:33] 应该也是有介绍过的
[119:35] 但是这里我们再来回顾一下
[119:37] 在trunkwise
[119:39] 的话呢它就是
[119:41] 我们这里有两个灰色的这个
[119:43] hidden state
[119:45] 它就代表它这个地方直接被跳过了
[119:47] 我们不算中间的
[119:49] 我们直接跳到这个最后一个
[119:51] hidden state
[119:53] 然后我们就是把这三个token
[119:55] 把它就把这个token里面的token
[119:57] 打包来一次性
[119:59] 算出这个中间的这个
[120:01] hidden state update
[120:03] 因为我们前面说到这个
[120:05] autoprogram它的这个
[120:07] 相加是可以写成
[120:09] 一个矩阵乘法的形式的
[120:11] 所以我们这里可以
[120:13] 写成一个矩阵乘法
[120:15] 然后在
[120:17] autoprogram computation
[120:19] 之前我们要用这个
[120:21] query去attend
[120:23] 这个hidden state
[120:25] 来算出output
[120:27] 然后对于整个trunk来说呢
[120:29] 我们发现它所有的query
[120:31] 它都要去attend
[120:33] 同一个memory
[120:35] 这会有点
[120:37] 像那种batchify的一个操作了嘛
[120:39] 因为这个就有点像那个weight matrix
[120:41] 然后这是三个训练
[120:43] example
[120:45] 有点像batchify的一个操作
[120:47] 这也是正因为此
[120:49] 这个
[120:51] c这个维度
[120:53] trunk dimension的维度
[120:55] 就有点像那个batch dimension
[120:57] 然后在这里我们就可以抽一个矩阵乘法出来
[120:59] 然后我们就可以来
[121:01] 算出这种
[121:03] 历史context
[121:05] 对整体的一个贡献度
[121:09] 因为我们再回顾一下
[121:11] 这个
[121:13] 这个hidden state它其实是
[121:15] 已经
[121:17] encode它在这个位置
[121:19] 之前所有的
[121:21] 历史信息
[121:23] 这个循环分直接把这个
[121:25] 整体的历史都考虑进去
[121:27] 这也是为什么这个trunkwise分
[121:29] 它是一个exact分
[121:31] 就是因为有这个东西来
[121:33] 把整体的信息都考虑进去了
[121:35] 其次呢
[121:37] 我们有一个这个
[121:39] local trunk的一个分
[121:41] 我们就是类似于一个
[121:43] local trunk的一个attention
[121:45] 然后我们把这个output
[121:47] 就是直接算出来
[121:52] 这样的话我们也是一些矩阵乘法的
[121:54] 一些操作在里面
[121:56] 然后
[122:01] 它整体的复杂度呢
[122:03] 它是一个这样子
[122:05] D是high dimension
[122:07] L是for sequence
[122:09] 然后C的话呢
[122:11] 是trunk size
[122:13] 一般这个trunk size呢
[122:15] 我们就是设到比较中间的一个量
[122:17] 这样的话呢
[122:19] 它不随着这个L
[122:21] 增大
[122:23] 所以结果呢就是说
[122:25] 我们整体的训练复杂度是
[122:27] sub quadratic的
[122:29] 平方关系的
[122:31] 这也就是
[122:33] 有可能我们可以把力量attention
[122:35] 用在非常非常长的一个预训练上面
[122:39] 比方说
[122:41] 比方说一个很好的一个应用场景
[122:43] 就是比方说像
[122:45] video generation
[122:47] 它可以被frame成
[122:49] 一个序列建模的一个问题
[122:51] 然后它
[122:53] 然后它
[122:55] 比方说你几分钟的一个video
[122:57] 它的那个序列长度其实是非常非常大的
[122:59] 可以很轻松的来到一个百万级别
[123:01] 可以很轻松的来到一个百万级别
[123:03] 所以用这种sub quadratic model
[123:05] 来做这种video modeling
[123:07] 可能就会有一些新鲜的优势在里面
[123:09] 可能就会有一些新鲜的优势在里面
[123:11] 可能就会有一些新鲜的优势在里面
[123:13] 然后这个trunk size的算法呢
[123:15] 它其实是非常general的
[123:17] 它其实是非常general的
[123:19] 它可以跟这种力量attention为decay
[123:21] 它可以跟这种力量attention为decay
[123:23] 或者甚至说力量attention为delta rule
[123:25] delta rule的话呢
[123:27] 也是一个很有意思的东西
[123:29] 也是一个很有意思的东西
[123:31] 它跟最近非常火的
[123:33] 比方说test and training
[123:35] 然后和那个谷歌新出的那个叫做
[123:37] 然后和那个谷歌新出的那个叫做
[123:39] 也是有很多很多关联的
[123:41] 也是有很多很多关联的
[123:45] 最近这些线性注意力的
[123:47] 这种现代的线性注意力模型
[123:49] 比方说member2
[123:51] GLA
[123:53] 然后这个lightening attention
[123:55] 其实也是minimax用到的那个模型
[123:57] 其实也是minimax用到的那个模型
[123:59] 就是mstm
[124:01] 这个就是
[124:03] 那个mstm作者团队
[124:05] 那个mstm作者团队
[124:07] 他们有一篇工作叫做xstm
[124:09] 他们有一篇工作叫做xstm
[124:11] 然后在这个工作里面呢
[124:13] 这个作者呢就是那个
[124:15] lstm的那个
[124:17] 一座
[124:19] 然后就是他们
[124:21] 就是lstm的那个一座
[124:23] 就是打造出了一个
[124:25] 现代的一个可以变形的版本
[124:27] 然后他那个mstm
[124:29] 这个线性注意力
[124:31] 然后有了窗外风之后呢
[124:35] 我们其实还要做一些IO的优化嘛
[124:37] 我们其实还要做一些IO的优化嘛
[124:39] 就有点像flash attention
[124:41] 但这里我们就不提了
[124:43] 我们有一个开源库
[124:45] 就是在这库里面呢
[124:49] 我们就是写了很多很多这种
[124:51] 硬件高效的一些
[124:53] 硬件高效的一些
[124:55] 的实现
[124:57] 然后我们这里就支持了
[124:59] 非常非常多的model
[125:04] 然后大家如果对
[125:06] 这个简单做一个广告
[125:08] 就大家如果
[125:10] 想训这些现代的这些
[125:12] 你俩谈什么的话呢
[125:14] 就欢迎来用我们的库
[125:16] 然后我们提供客服服
[125:18] 就是遇到问题就尽管
[125:20] 尽管问我们
[125:22] 就包解决一切问题
[125:24] 然后后面的话
[125:28] 嗯
[125:30] 可以在github
[125:32] issue去
[125:34] 然后对
[125:36] 我们一般都回的比较快
[125:38] 然后像
[125:40] 之前的话呢
[125:42] 就linear tension
[125:44] 他其实有个问题就是说
[125:46] 他的那个performance
[125:48] 就是language modeling performance太差了
[125:50] 然后导致于大家都有一个印象
[125:52] 就是linear tension
[125:54] 他不work
[125:56] 但是实际上呢
[125:58] 他从前两年开始到现在
[126:00] 就是那个进展是非常非常快的
[126:02] 就大家对linear tension的那个印象
[126:04] 可能还停留在
[126:06] 比方说四五年前
[126:08] 那个时候linear tension
[126:10] 他的那个performance确实差
[126:12] 但现在呢大家这个performance就已经上来了
[126:14] 对
[126:16] 就大家可能要update一下自己的一些
[126:18] prior的一些knowledge了
[126:20] 他主要的一些提升呢
[126:22] 就是加很简单
[126:24] 就加decay
[126:26] 像rightlight呢
[126:28] 就是嗯
[126:30] 这也是一个非常
[126:32] 比较经典的一个work
[126:34] 他也是出自于
[126:36] 出自于
[126:38] MSI
[126:40] 他们做出来的一篇
[126:42] 工作
[126:44] 在当时也是挺火的
[126:46] 然后像linear tension就是
[126:48] 前面我们也讲到了
[126:50] 像minimax01
[126:52] 他们用到的就是这个模型
[126:54] 然后这个地方呢
[126:57] 就是这个遗忘率
[126:59] 他每个位置他都是相同的
[127:01] 这样会有一个问题
[127:03] 就是说他没有
[127:05] 各个位置他的那种可以选择的性
[127:07] 像
[127:09] Mamba他里面也强调了那个selectivity
[127:11] 像LSTM
[127:13] 里面其实也强调了selectivity
[127:15] 在我看来就是
[127:17] 那个Mamba的那个selectivity呢
[127:19] 其实就是
[127:21] 就是LSTM
[127:23] 那个getting mechanism的一个
[127:25] 新糊装旧旧
[127:27] 他们本质ideal是一样的
[127:29] 只不过在
[127:31] 在这个新时代又
[127:33] 重新被挖出来
[127:35] 发光发热了
[127:39] 像Mamba tool呢他其实就是可以写成
[127:41] 这个形式
[127:43] 然后他跟之前的这个
[127:45] 就是把这个Gamma
[127:47] 把它变成了一个
[127:49] data dependent的一个dk
[127:51] 每个位置他可以
[127:53] 自己算自己的这个dk
[127:56] 然后这下我们提到了有三种
[127:58] 线性助力的一个
[128:00] 形式
[128:02] 然后这个同样呢也可以
[128:04] 对这个linear tension with
[128:06] dk也可以把它
[128:08] apply
[128:10] 这里剪一个简单的
[128:12] 就是说
[128:14] 这里我们有一个Gamma t
[128:16] 然后之前的话呢
[128:18] 我们这个地方是一个Quadro mask
[128:20] 但是在这个地方呢
[128:22] 我们需要去encode
[128:24] 在这两个位置之间
[128:26] 他们的这个cumulative
[128:28] 到他们这个dk
[128:30] 这个ten他们的累成
[128:32] 然后这两者的
[128:36] 等价性能其实
[128:38] 在Mamba tool这篇paper里面呢
[128:40] 他们管这个叫做State Space Duality
[128:42] 他们是从
[128:44] 另外的一些比方说
[128:46] 矩阵分解的一个角度
[128:48] motivator的
[128:50] 他们有一种叫做
[128:52] semi-separable的一个矩阵
[128:54] 然后他们是从
[128:56] 那个矩阵的角度出发的
[128:58] 但其实他们这两个是
[129:00] 等价的
[129:02] 这里我想就是对
[129:04] 大家可能会看Mamba tool
[129:06] 可能他们那个数学太多了
[129:08] 会比较难理解
[129:10] 但是从这种linear tension的角度
[129:12] 出发的话呢其实这些东西都是
[129:14] 我觉得是更加好理解的
[129:16] 然后他们
[129:18] 这个也有一些trunkwise风
[129:20] 对然后
[129:22] 这个trunkwise风呢
[129:24] 它其实就跟Mamba tool的那个
[129:26] 他们的一个block decomposition的一个
[129:28] trunkwise的一个训练的方法
[129:30] 其实也是等价的
[129:32] 所以从这些角度
[129:34] 我们来看呢就是Mamba tool
[129:36] 它完全可以说是一个
[129:38] linear tension的一个model
[129:40] 只不过呢它有一个data dependent的一个dk
[129:42] 对
[129:44] 然后我们回来回到
[129:46] 嗯
[129:48] 回到
[129:50] 回到哪里来了
[129:55] 回到这一篇
[129:57] 就是它也有一个trunkwise的一个
[129:59] 风
[130:01] 然后有一个
[130:03] trunkwise IO高效的一个
[130:05] 训法
[130:11] 然后后面他们有一个scanning
[130:13] 他们发现这种
[130:15] hybrid架构
[130:17] 它是要
[130:19] 它这个scanning的一个behavior
[130:21] 是要比softmax attention
[130:23] 要好的
[130:27] 我觉得这也是
[130:29] 挺容易
[130:31] 想到的因为很多时候
[130:33] 大家都可以看到有一些
[130:35] attention和rn结合
[130:37] 然后能够
[130:39] 能够利用它们各自的好处
[130:41] 所以它们
[130:43] 我觉得attention和
[130:45] 对它softmax attention
[130:47] 和这种rn它的那个好处
[130:49] 是比较complementary的
[130:51] 像rn的话呢它有一个
[130:53] fixed hidden state size
[130:55] 这样的话呢就强迫
[130:57] 这个模型去
[130:59] 学出一些
[131:01] 可以压缩的一些pattern
[131:03] 因为它只有fixed amount of
[131:05] 这个hidden state size
[131:07] 所以它必须要学会
[131:09] 这个压缩的过程
[131:11] 然后学习压缩的过程呢
[131:13] 可能就会跟压缩级
[131:15] 智能这个concept会有一些
[131:17] 联系
[131:19] 反观softmax attention
[131:21] 的话呢它其实它是
[131:23] 没有那种压缩的概念
[131:25] 因为它会把所有的kvcache
[131:27] 都把它保存下来
[131:29] 但是
[131:31] 保存下来之后呢它
[131:33] 能够起到一个非常好的
[131:35] 一个就是一个
[131:37] 来做检索的一个地方
[131:39] 像rn它经常
[131:41] 被诟病的一点就是说
[131:43] 它不能够很好地来做
[131:45] 检索类的task
[131:47] 比方说做retrieval
[131:49] 因为这个也很容易理解
[131:51] 就是rn它只有一个
[131:53] 固定大小的一个state
[131:55] 那它总不可能来
[131:57] 记住所有的历史信息吧
[131:59] 要不然物理学就不成立了
[132:01] 然后attention的话呢
[132:06] 就非常有利于来
[132:08] 做这种retrieval的task
[132:10] 因为它反正就自己
[132:12] 就有那种所有历史信息的
[132:14] kvcache嘛
[132:16] 然后经常会有一些
[132:18] 比较形象的比喻就比方说
[132:20] attention呢它有点像翻书
[132:22] 然后rn呢
[132:24] 它有点像那种人的大佬
[132:26] 因为人的大佬那个老容量
[132:28] 也是固定的嘛
[132:30] 然后人在需要的时候
[132:32] 会去翻书
[132:34] 但是一般的时候呢
[132:36] 就其实就是靠着这个
[132:38] fixed size的这些老容量
[132:40] 就其实已经够用了
[132:48] 然后下面的话呢
[132:50] 都是一些performance的对比
[132:52] 然后我们可以看到
[132:54] 就是纯力量attention呢
[132:56] 在这一些
[132:58] 就是比方说
[133:00] retrieval比较强的一些
[133:02] task
[133:04] 比方说这个是needle in a haystack
[133:06] 对
[133:08] 它这个就是非常
[133:10] 考验一个模型的一个
[133:12] 那个
[133:14] retrieval的一个能力
[133:16] 这种task呢就是
[133:18] 力量attention的短板了
[133:20] 但是
[133:22] 如果把这个
[133:24] attention和rn
[133:26] 结合起来
[133:28] 那它可能反而会更好
[133:30] 因为值得一提的是
[133:32] 这些hybrid架构呢
[133:34] 它一般rn的话呢
[133:36] 它可以用来提供一个
[133:38] position的一个encoding的
[133:40] 一个作用
[133:42] 所以在这些hybrid架构呢
[133:44] 很多它都不使用position encoding的
[133:46] 它就干脆就是用一个rn来
[133:48] 因为rn它自带一个
[133:50] 位置信息嘛
[133:52] 它是一个可学的一个位置信息
[133:54] 所以rn它可以用来充当这个position encoding
[133:56] 然后这样的话呢
[133:58] 就不存在rop
[134:00] 它会遇到的一些比方说
[134:02] 在外推的问题了
[134:04] 所以可能
[134:06] 可能在外推到
[134:08] 之外来做这种检索问题的时候
[134:10] 这种hybrid架构
[134:12] 可能会有一些优势
[134:16] 像这个speed的话呢
[134:18] 我们可以看到这个summitattention
[134:20] 就在8k下面之后
[134:22] 就这个它会越来越慢
[134:24] 然后像hybrid的话呢
[134:26] 它虽然也会变慢
[134:28] 因为它还是有一些attention层嘛
[134:30] 但是呢
[134:32] 因为它的attention层比较少
[134:34] 像minimass01呢
[134:36] 它是每7层
[134:38] linearattention
[134:40] 它才会有一层summitattention
[134:42] 那这样的话呢
[134:44] 其实它是
[134:46] 就是它linearattention
[134:48] 它就是做了很多那种
[134:50] 工作了
[134:52] 然后summitattention的话呢
[134:54] 它就只有很少的
[134:56] 就是跟原来相比的话呢
[134:58] 它的那个计算量会减少很多
[135:00] 然后这篇model就是
[135:06] 在各种各样的benchmark上
[135:08] 来证明
[135:10] 那种hybrid的架构的这种有效性
[135:12] 对然后它也是
[135:16] 我觉得这篇工作
[135:18] 它就是
[135:20] 它非常惊艳的一点
[135:22] 就是说它是第一次
[135:24] 把这个那辆hybrid架构
[135:26] 把它scale up到
[135:28] 这个尺寸的
[135:30] 然后能让它有
[135:32] gpt4这个level的一个performance
[135:34] 所以大家还是
[135:36] 挺惊艳的
[135:42] 然后它
[135:44] 它能scale up到这么大
[135:46] 它当然也离不开这种
[135:48] 硬件上面的这种优化
[135:50] 就比方说像之前我提到了
[135:52] 那个tronquist的算法
[135:54] 就如果这个时间
[135:56] 搁在三四年前
[135:58] 没有这个算法的时候呢
[136:00] 大家想scale up这个linearattention
[136:02] 也不行
