[00:03] Hello 大家好,我是小骏
[00:04] 2026年,大模型战争全面升级,揭开了第二幕
[164:53] 我哪怕有压力
[164:54] 我当下立马就是
[164:57] 可能快的话一两个小时就过了
[165:00] 慢的话一天就过了
[165:01] 我睡觉第二天一定就过了
[165:03] 所以我缓解压力的方式非常快
[165:06] 但是这也基于一个前提是
[165:08] 你第二天会有一些新的有想象力
[165:11] 有上线的事情给它冲掉
[165:13] 你立马就忘掉
[165:14] 如果它还是在那个context里应该就忘不了
[165:16] 这次模型发出去之后跟你有什么想象不一样的吗
[165:20] 有什么得到什么新的反馈
[165:22] 我觉得这一次就是我觉得所有的事情都在我意料之内
[165:25] 我也不是说这一次
[165:27] 我觉得每一次都在我的意料之内
[165:29] 是因为我先看到这个模型的能力
[165:31] 所以我能预料到这个模型发不出去过后
[165:34] 别人会是什么样的一个感知的状态
[165:36] 所以反而我是对任何发布是有点脱敏的
[165:42] 对
[165:43] 然后我也能预想到它最火的一种状态是什么
[165:47] 或者说最炸的一种状态是什么
[165:49] 这些我都能预想到
[165:50] 所以它完全在我预料之内
[165:52] 我也没有有多兴奋或多怎么样
[165:55] 我只是觉得OK
[165:56] 我们认为这个模型达到了水平和能力
[165:59] 被大家感知到了
[166:01] 这就是我这一次发布的感觉
[166:03] 所以我在发布前一两天我就知道
[166:07] 大概是这样的状态
[166:08] 如果没有被感知到的证明我们哪做错了
[166:11] 就是我们自己内部的评判标准出了问题
[166:15] 所以其实我当时觉得我们发布前的评判标准
[166:20] 我认为是没有问题的
[166:21] 外部对这个模型的评价
[166:24] 包括它在什么框架里面
[166:26] 在哪边好用
[166:27] 它目前达到什么模型一个对标的水平
[166:29] 基本上都跟我们内部的评估是一样的
[166:32] 所以大家是正确的评估了它的
[166:34] 我反而是在发布的前几天就在开想
[166:37] OK我们下部要干什么
[166:39] 我早已经进入下一阶段
[166:41] 所以这一阶段状态我都就没太care了
[166:44] 那你们为什么3月11号的时候
[166:46] 是先上线了两个神秘模型
[166:50] 就是因为PosterTrain在训练过程当中
[166:55] 我们拉了中间的几个协谋者出来看了一下
[166:58] 然后发现到某一个阶段发现它就非常好用了
[167:01] 然后我们就觉得应该让大家去体验一下它
[167:05] 然后以及匿名的阶段大家的评价会更公正
[167:09] 这确实是一个很好的方式
[167:12] 所以就直接上了OpenRouter匿名上
[167:14] 看大家对它的评价跟我们是不一样
[167:16] 然后当然也有一些比如说
[167:19] 我们当时没有意识到的问题就是
[167:22] 那个模型的长文
[167:24] 我们当时训并没有训很久
[167:26] 所以它确实不好
[167:27] 然后所以我们在后面
[167:29] 匿名发布到正式发布的那一周时间去
[167:32] 着重去优化一下它的长文的体验
[167:34] 这个是我们从匿名期间接触到外部评价
[167:38] 对我们来说最有价值的一个提升
[167:40] 然后除此之外就是
[167:43] 我们在匿名期间去验证的
[167:45] 我们内部的评估是没有问题的
[167:47] 然后我们只需要按照我们自己的这条评估体系
[167:50] 再接着做后续scanning上的事情就行了
[167:54] 你们团队的benchmark是什么
[167:55] 怎么驱动
[167:56] 我觉得做好大模型本身就是benchmark
[167:58] 但是这个好是我们自己来定义的
[168:00] 这个怎么让公司同意呢
[168:02] 就跟公司的关系应该怎么处理啊
[168:04] 哪种同意就行了嘛
[168:06] 我觉得它是一个非常好
[168:08] 非常有战略眼光的老板
[168:12] 天使投资人
[168:13] anyway
[168:14] 后面还有很多标签
[168:15] 就没有要求
[168:17] 就在这个事情上
[168:18] 如果一开始我加入小米之前
[168:20] 就在这个事情上是高度同意的
[168:22] 所以后面你不需要有过多的解释了
[168:24] 就做就行了
[168:26] 按照我们的判断和直觉做就好了
[168:30] 然后做了
[168:31] 老板就说做的好
[168:33] 刚才我们聊了很多都是
[168:35] 就是关于你们VR家族的这个模型
[168:38] 我下面想跟你一起来想一想
[168:41] 就是我们过去三年整个模型的进展
[168:44] 你会把它分成那几个阶段
[168:46] 从22年底就是trash比打响的这个大模型的战争
[168:50] 然后每一年的关键的变化是什么
[168:52] 我们是怎么走到今天呢
[168:53] 在你的眼里呢
[168:54] 在你的眼中
[168:55] 我觉得trash比是第一个就是
[168:58] 发挥模型在一个
[169:02] 我猜测应该就是一个4K的
[169:05] 预训练的场景一边的
[169:07] 模型的智能水平
[169:09] 其实预训练的长度或说
[169:12] 最终这个context的长度确实很关键的
[169:15] 所以其实trash比只是让大家感受到
[169:18] OK我在一个4K的context里边预训练
[169:20] 训练完过后
[169:21] 然后我通过简单跟他对话
[169:23] 这个对话的轮数是一轮两轮甚至多轮的情况下
[169:26] 他在一个
[169:27] 其实那会儿的context是跟你的对话轮次高度相关的
[169:31] 对一轮两轮一轮两轮两轮
[169:33] 然后你可以在后续轮去纠正前续轮的很多问题
[169:36] 模型也可以在后续轮去澄清自己前面犯了很多错误
[169:39] 这其实是trash比当时给人的冲击
[169:41] 就是你感觉他在对话上达到一个内容的智能水平
[169:44] 然后但这些所有东西发生
[169:46] 可能就是在一个很短的上下文发生的
[169:48] 然后他只是在这个很短的上下文去把模型
[169:51] 在超大规模预训练上发挥出来
[169:53] 就像迅的那种loss相当最低的智能水平给激发出来了
[169:58] 但所有激发的一个前提都是要靠有一个很能让人感知到智能水平的这样一套交互
[170:09] 恰到就是一个很好的交互
[170:11] 对
[170:12] 否则你不知道这个模型已经这么强了
[170:14] 对
[170:15] 所以恰到是一个很好的交互
[170:16] 这是二二年恰到GPD发生的事情
[170:19] 对
[170:20] 然后二三年的话
[170:22] 其实
[170:23] 在一个顶尖的必然模型做到的时候
[170:25] 它的下一年就是
[170:27] OK开源前怎么去追上这个顶尖必然模型
[170:30] 所以二三年你看就是NAMA Q1
[170:33] 包括DeepSeek
[170:35] 包括就是这些开源团队
[170:39] 对
[170:40] 就是在准备去首先借助NAMA披露的
[170:44] 怎么去做好大规模预训练的方式
[170:48] 其实就是怎么去做好数据
[170:50] 怎么去那会结构都是未知的
[170:52] 就是那会你哪怕训一个7B的结构
[170:56] 那么这个Transformer结构的是怎么样的
[170:59] 是Pre-Normal Post-Normal
[171:01] 然后这个细节是怎么样的
[171:03] 然后你的Heading Size多大
[171:05] 这些超参那会完全是不透明的
[171:08] 但是NAMA告诉你OK你这么训
[171:10] 能训成功
[171:11] 它给你开了个头
[171:12] 那么借助这个头
[171:13] 所以Q1OK借助NAMA的一个架构
[171:17] 然后做更好的预训练数据
[171:20] 做更大规模的预训练的方式
[171:21] OK就是Q1系列就起来了
[171:25] 然后但是Q1做的很好
[171:27] 是它和开发者生态做了全尺寸的模型的训练
[171:31] 然后也训了一些多模型也做得非常的顶尖
[171:35] 然后这是对社区非常有利于激发
[171:38] 后面社区做一些微调
[171:40] 还有像有一些微调的框架
[171:42] 诞生的一些必要的先决条件
[171:45] 然后DeepSeeker在同期了
[171:47] 虽然也是尝试再去复刻NAMA
[171:49] 但是
[171:51] 但是可能更在乎的是去看到NAMA这一代架构有什么问题
[171:57] 而不是去着急去scanning
[172:00] 它更在乎说OKNAMA这一代架构
[172:03] 比如说当下NAMA还是用GQA
[172:06] 那么GQA在更大的模型里边
[172:11] 尤其是在一些受限的GPU上
[172:20] 对
[172:21] 有短板GPU上去训练的时候
[172:23] 它会存在什么样的问题
[172:24] 我们scanning会遇到什么样的问题
[172:26] OK 我觉得可能要设计到一些新的结构来解决这个问题
[172:29] 所以这是DeepSeeker V2和V3系列阶段
[172:32] 就是想去提出一些新的价格
[172:35] 不管是MOE for高效训练
[172:37] MMA for更低的推力成本
[172:40] 对 然后这个时候诞生的事情
[172:42] 所以DeepSeeker那段时间可能会更注重说
[172:45] OK 我去做更好的研究
[172:47] 来在更差的芯片上去做scanning
[172:50] 这个事
[172:52] NAMA的缺陷是什么
[172:54] 它就是个dense
[172:55] 然后你要真要去给它scanning的话
[172:57] 你会比如说
[173:00] 比如说现在没有人去训一个几百币的dense
[173:03] 开远见好 我说开远见
[173:05] 因为训几百币的dense
[173:06] 虽然NAMA搞过
[173:07] 你也能看到结论
[173:08] 但那个结论不一定是说这个结构的问题
[173:10] 就是它太贵了
[173:12] 你去训它也很贵
[173:14] 然后你去推它也很贵
[173:16] 没有人会去扮演一个又笨又贵的模型
[173:19] 所以你MOE for更高效的训练
[173:23] 然后更高效的推理
[173:24] 然后像MOE for更低的推理成本的
[173:29] 这些模型的架构就会诞生
[173:32] 所以这是同阶段
[173:34] 可能QNN跟DeepSeeker在走两个路径
[173:36] QNN是在纯scanning
[173:38] DeepSeeker是考虑的是创新的基础上在scanning
[173:43] 哪个是正确的
[173:45] 没有什么
[173:48] 我觉得正确或错误吧
[173:50] 因为他们两个人的
[173:51] 一个是为了拿到最强的模型
[173:55] 在有限算力之中也想拿到最强的模型
[173:57] 因为毕竟DeepSeeker的算力可能只有QNN的非常少
[174:01] 几分之一
[174:02] 但QNN想的是
[174:03] 我怎么去促进整个生态更好的发展
[174:06] 所以两个都是对的
[174:07] 没有说谁是对的或错的
[174:10] 这形成中国的两个开源势力
[174:12] 对的
[174:13] 一个开源势力是在做研究上做到绝对的高度
[174:16] 然后一个开源势力是在
[174:17] 真的生态和生态价值上
[174:21] 我觉得做到一个高度
[174:22] 生态价值本身也是个价值
[174:24] 如果没有这么多的好的开源模型
[174:27] 那么非常多好的研究工作
[174:29] 就像DeepSeeker R1
[174:31] 前序的很多研究其实都是在QNN的模型上去做的
[174:34] 所以他们是彼此促进的
[174:37] 对于社区都是有价值的
[174:39] 然后当然DeepSeeker有更多的
[174:41] 另外一方面价值是
[174:42] 它有一个全新的结构
[174:44] 带来对于训练成本的一个
[174:46] 一个冲击
[174:47] 或者说以及对后续推理成本的一个冲击
[174:50] 导致很多云推理芯片吧
[174:57] 我觉得算是推理芯片
[174:58] 有了更多的更准确的判断
[175:02] OK下一代芯片我应该怎么去构造
[175:04] 怎么去设计
[175:05] 对
[175:06] 我觉得这是一个对整个AG&T层来说
[175:10] 是一个非常好的一个事情
[175:11] 对
[175:12] 然后这是可能23年24年发生的事情
[175:15] 嗯
[175:16] 然后24年可能唯一发生的一个事情
[175:18] 在所有人意料之外是O1跟R1
[175:21] 其实O1跟R1其实在
[175:23] 我觉得它在DeepSeeker的内部
[175:25] 也算是一次栖息
[175:27] 可以这么说
[175:28] 栖息
[175:29] 对也可以这么说
[175:30] 对
[175:31] 就是它也诞生的也非常的偶然
[175:34] 诞生也蛮偶然的
[175:35] 我认为它其实就是
[175:38] 说当预训练范式
[175:41] 变到后训练的时候
[175:43] 然后对于组织和团队
[175:45] 以及创新的要求是不一样的时候
[175:47] 那么整个团队应该怎么再去
[175:49] 重组织的一个问题
[175:50] 对
[175:51] 我是在这个事情上得到的最大感知是这个
[175:54] 对
[175:55] 是团队
[175:56] 我觉得团队是起首要要素
[175:59] 按照传统的观念方式说
[176:01] 我现在要对后训练加大投入
[176:03] 好算力我投了
[176:04] 那投人
[176:05] 那我从外面挖一个人来
[176:06] 或者是我从
[176:08] 就是我新组建一个团队
[176:10] 这个是错误的方式吗
[176:12] 就得看这个团队本身
[176:14] 他可能会觉得后训练的人就做后训练
[176:16] 我是觉得这样不是很有理由创新吧
[176:19] 就是最主要就是
[176:22] 就是你能想到很多
[176:25] 点上他会做的不好
[176:27] 就比如说我刚刚说的
[176:29] 后训练的数据的多样性上
[176:31] 如果只是做后训练的人
[176:33] 天然就缺乏这个事业
[176:35] 然后还有就是
[176:38] 很多
[176:40] 其实我觉得最主要原因是
[176:42] 这个很多团队呢
[176:44] 因为他对
[176:45] 作业训练和后训练人的
[176:46] 那个人物画像很刻板
[176:48] 反正我们不是按照
[176:49] 这种很刻板的方式来去
[176:51] 去招人组织人的
[176:53] 所以他很刻板的问题就是
[176:55] 他天然也导致作业训练人
[176:56] 做不了后训练
[176:58] 或许是这样子
[176:59] 总之我也没太去了解
[177:00] 这里边深深的原因
[177:01] 我只是当我去了解的时候
[177:02] 我就觉得啊怎么那么奇怪
[177:04] 就是老是这么疑惑
[177:06] 那我也不管你为什么这么奇怪了
[177:08] 反正我就觉得那样不太对
[177:10] 然后就我就不这么做就OK就行了
[177:12] 所以我们外界看到的就是
[177:14] 可能是R1
[177:16] 但是你在内部感知到的是
[177:18] 在这个模型开始训之前的
[177:20] 对团队的调整
[177:22] 和组织
[177:23] 其实就是大家认不认可这个事儿
[177:25] 然后以及我们要以什么样的方式
[177:27] 来做这个事儿
[177:28] 我觉得我是在R1的过程中
[177:30] 是有非常大的体验的
[177:32] 但最终的那个结果
[177:34] 就我能预知到的时候
[177:35] 就我走的时候
[177:36] R1还已经做到一个Light的水平
[177:38] 然后Cologram Mass
[177:39] 已经做到了非常接近于
[177:41] 那个O1
[177:43] O1小的那一版的水平
[177:47] 然后那时候我已经预示到的是
[177:50] 我觉得Cologram Mass上
[177:52] 这个Resonance肯定能走通
[177:54] 而且即将可能AME会从
[177:56] 那时候只有三四十分刷到
[177:58] 我认为七八十分可能都非常有可能
[178:00] 但后边现在已经刷到一百分了
[178:02] 但我没有预示到的事情是
[178:04] 它其实是一个范式的转变
[178:06] 就Resonance它其实是可以通过
[178:08] Cologram Mass这个高泛化的场景
[178:10] 能放到通用以外
[178:11] 这个其实O1也没有走通
[178:12] 这个是我没有预料到的事情
[178:15] 所以也是因为这样的一个背景的因素
[178:19] 导致我后面在看一些新的东西的时候
[178:22] 哪怕它是一副一个很垂的场景去做
[178:24] 像Cologram
[178:25] 尤其是Cologram这样的场景去做
[178:26] 我会先思考它是不是真的能泛化
[178:28] 是不是我把它想小了
[178:30] 对
[178:31] 然后
[178:32] 这是一个可能
[178:35] 我自己沉淀下来的一套skill
[178:38] 然后
[178:39] 然后这是二四年
[178:42] 二五年
[178:43] 可能二五年我觉得很薄润的一个事情是
[178:45] 它处在一个很交错的一年
[178:49] 这个交错的一年就是
[178:50] 你可以选择在Chart的这套范式下
[178:52] 把Resonance给做到极致
[178:54] 继续去把Sweep Bench
[178:57] 把Navcode Bench
[179:00] 这些偏Code的Benchmark
[179:02] 就是思考很久给出一个答案
[179:04] 然后把这种AME
[179:10] 你可以在这个范式上选择进行
[179:12] 继续深耕
[179:13] 你也可以选择
[179:14] 我忽去掉
[179:15] 我就不管这些
[179:16] 对
[179:17] 我不管这一套范式
[179:18] 然后我就去想下
[179:20] 我可能在这套范式上
[179:22] 能够做到六七十分就OK了
[179:24] 其实AME做了六七十分
[179:26] 就表示这个链路你已经走通了
[179:28] 但是你是不是可以
[179:30] 就可能比较聪明的团队
[179:31] 我觉得二五年年终
[179:33] 就会全面拥抱
[179:34] 去服新的一定的架构去做事情
[179:37] 而这是你的选择
[179:38] MeMath是已经转过来了
[179:40] MeMath我觉得算是转了最早的
[179:42] MeMath是国内转了最早的
[179:44] 对
[179:45] 应该是
[179:46] 我觉得比Kimi还早
[179:47] 但这样一种新的范式下
[179:49] 它其实对整个团队的这个
[179:52] 敏捷性要求又很高
[179:54] 你要快速去迭代
[179:55] 基于一个技术快速迭代
[179:56] 所以你看从模型的发版速度上
[179:58] 你也看
[179:59] 能看出来哪些公司
[180:00] 它拥抱的速度够快
[180:01] 对
[180:02] 然后
[180:04] 可能有些公司就没有跟上
[180:06] 就是还是在原来的范式下去
[180:08] 继续深耕
[180:09] 没有跟上
[180:10] 然后哪怕你去做了一些这种
[180:12] BronzeComp思维Bench这些
[180:15] 还有就是TerminalBench
[180:16] 这种
[180:17] 这种
[180:18] 这种
[180:19] 带所谓的Agent的这种Benchmarker
[180:22] 它便也在这些Benchmarker提升的很深
[180:24] 但它并不代表
[180:25] 这个模型它真的能实际可用
[180:28] 就BronzeComp比如说它就是一个
[180:30] 非常离谱的一个评价指标
[180:31] 就在这上面
[180:32] 迅的模型它
[180:34] 我感觉只能在这种数据上测
[180:38] 你换种方式
[180:39] 哪怕也是做信息检索的方式
[180:42] 你最终它能力还是发挥不出去
[180:46] 就很奇怪
[180:47] 就是这一套整个数据
[180:49] 它举向整个框架也非常的specific
[180:54] 所以就是这半年如果说在做Agent的人
[180:57] 大部分是在走到这个歧途上
[180:59] 我觉得它算是歧途
[181:01] 我们也走了一小阵阵
[181:03] Flash第一代的时候并没有想做Agent
[181:06] 其实就是想做很好的Chart
[181:08] 但我觉得一个原因是因为
[181:10] 我们确实要先打好Chart的技术
[181:11] 就是
[181:12] 就像我说的
[181:13] 你Chart至少要做到七八十分
[181:15] 对
[181:16] 然后把整个历程给走完
[181:19] 你才能够说
[181:21] 你的PosterTree数据的基建
[181:23] 你的InfoR基建
[181:25] 你现有的人
[181:26] 尤其是我们招的全都是
[181:27] 没有做过大摩西的人
[181:29] 他有个历练
[181:30] 他必须要有个成长的经历
[181:32] 否则他一上来就做新的东西
[181:33] 怎么好做呢
[181:34] 对
[181:35] 就是我那会做Flash的时候
[181:37] 我纯粹是一种
[181:38] OK我们做过的事情
[181:39] 再让一群没有经验的人再做一遍
[181:41] 但我更在乎是这群人
[181:43] 在做这样一群新的事情的时候
[181:45] 他们自身在进化
[181:48] 然后他们这个进化
[181:49] 就对我们后边去做新的事情
[181:52] 非常有价值
[181:53] 因为我极少在中间给
[181:55] 非常强的Supervising
[181:57] 除非我发现你要掉头了
[181:59] 对
[182:00] 否则你给太细节的这种监督信号
[182:03] 就告诉他这个事应该怎么做的一个缺陷
[182:05] 就是你会让团队的大部分人去
[182:10] 去失去原创能力
[182:13] 这是我认为应该去尽量避免的事情
[182:17] 什么叫做你们团队都没有大元模型背景的人
[182:20] 就是我们大部分招人
[182:21] 之前都没有做过一个大模型
[182:23] 他们刚毕业
[182:26] 比如说在学校做了一些基础的研究
[182:29] 然后比如说之前甚至不是做大模型的
[182:32] 那是做什么的
[182:33] 做工程的呀
[182:34] 然后做开发的呀这些都有
[182:37] 一点训练背景都不需要
[182:39] 有大概三分之一到四分之一人
[182:43] 稍微有一点点训练经验
[182:45] 但是可能都只是训过比如说7B 14B
[182:50] 类似于这样的规模模型
[182:52] 我觉得他根据大模型能完全
[182:54] 那些经验也不太能服用
[182:57] 那需要你有很强的训练的实践的经验吗
[183:03] 他对你的经验要求高吗
[183:05] 他对一二三四步应该做什么要求高吗
[183:09] 他对你的经验要求会高一些
[183:11] 但是我后面发现
[183:15] 你不要告诉他一二三四步要做什么
[183:17] 然后就推大家一起
[183:19] 我们一起来重新做一半这个事
[183:21] 然后大家就会往前走
[183:23] 然后这个组织等会儿聊
[183:25] 我们先把这个聊完
[183:27] 你刚才回顾了从20年底到现在的整个
[183:30] 就是技术发展历程以及各个公司
[183:32] 做了什么关键的事情
[183:34] 所以现在大模型的竞争
[183:36] 从之前的Chats过渡到了Agent
[183:39] 对吗
[183:40] 这算是这个模型竞争的第二幕
[183:44] 第二场战役
[183:46] 就是所有人都开始在同一个起跑线上
[183:48] 那预言模型应该是
[183:49] 可能避怨模型我觉得早
[183:52] 比如说可奥德应该是两年前就在这个路径上了
[183:56] 只是我们没有意识到他是最正确的路径而已
[183:59] 对
[184:00] 或说大部分没有意识到
[184:02] 很多人我觉得是在去年意识到了
[184:04] 对 去年意识到
[184:05] 但是都没有在做正确的事情
[184:07] 在我来看
[184:08] 那什么是正确的事情
[184:09] 正确的事情就是你要在一套非常复杂的Agent的框架
[184:14] 或多样的Agent的框架上
[184:16] 然后去端到端的完成更高复杂度的任务
[184:19] 并且以此为目标作为你的后训练的范式
[184:24] 对
[184:25] 而不是在一个很局限的场景里边
[184:29] 针对一个这个场景定制的
[184:32] 这套很简洁的架构里边去做
[184:37] 另外一个比恰得更复杂度高一点点的任务
[184:42] 然后它的模型的输入输出还是一堆Token
[184:48] 然后你的模型的out范式
[184:50] 可能还是我刚刚说的以推理Route为中心
[184:54] 但其实Agent的已经不是了
[184:56] 你觉得MiniMax是在这个转变是比较快的
[184:59] 我感觉到我觉得它是比较快的
[185:01] 因为他们用一个Sphere模型做到目前的这样的一个Agent能力
[185:06] 我觉得是蛮惊艳的
[185:08] 就是他们的后训练的敏捷程度是非常惊艳的
[185:11] 但是你说Agent的这个第二幕
[185:15] 所谓的入场圈是一体的基础模型
[185:19] 那MiniMax没有这么大的模型呀
[185:22] 对 所以我觉得它并没有说真正意义上
[185:25] 已经对标CloudOps 4.6了
[185:28] 就我把入场定义为你要做到对标到CloudOps 4.6的水平
[185:33] 它需要一体的基础做
[185:35] 与此同时它需要敏捷性
[185:40] 对 它已经具备这个事情了
[185:42] 它具备的是后者
[185:44] 所以现在中国公司还没有同时具备两者 对吗
[185:47] 对 看一看DeepThink吧
[185:54] 刚才我们顺了一下就是从二年底然后到现在每年的模型变化
[186:00] 你觉得到今天
[186:02] 你能不能评价一下中美两边这些厂商
[186:05] 他们各自到了一个什么样的位置
[186:07] 现在大家Bet有什么不一样吗
[186:10] 大家可能一个共识都是认为Azure路径是正确的
[186:14] 我觉得这算是当下的一个共识
[186:17] 就是Agent的这条路的路径也会更清晰
[186:22] 至少在过去的三个月以内
[186:25] 我觉得Agent的路是变得更清晰了
[186:28] 所以在路径更清晰的情况下
[186:32] 国内的大模型团队
[186:34] 我觉得会更就会经历到一个加速追赶的一个状态
[186:39] 因为现在大家在Printtrain上的代差
[186:44] 我觉得是非常是基本没有的
[186:46] 或说非常接近
[186:47] 或说国内的大模型团队在Printtrain上
[186:50] 结构上是有优势的
[186:52] 甚至一度我认为Cloud可能在过去很长一段时间
[186:58] 做的很多Context Engineering
[187:00] 我们都误以为它是因为模型结构
[187:03] 不是很先进
[187:05] 然后为了成本而做了一些妥协的设计
[187:09] 但现在回过头来看
[187:11] 可能是有点想得太局限了
[187:13] 然后现在可能你能看到
[187:15] 所谓的这些Context
[187:17] 不管它最开始的东西是什么
[187:19] 但最终目前的这样的一个状态
[187:22] 是它所谓的Context的管理
[187:25] 以及搭配的整个Skateboard
[187:28] 或者Agent的架构
[187:30] 其实是为了
[187:33] 配合模型发挥更强大的
[187:36] 整体的任务的完成度而设计的
[187:40] 所以我觉得
[187:41] 当大家看到这样一个范式
[187:43] 一个转变了过后
[187:44] 所以又有一个基座
[187:47] 并没有发生代差的这样一个情况下
[187:50] 那么大家其实就很all in的
[187:52] 要去做好Agent的PosterTree
[187:55] 或者说更具体的说
[187:56] 其实就在Agent上怎么去做好
[187:59] R的Skating
[188:00] 其实这个非常清晰和准确的
[188:03] 方向
[188:04] 但具体的路径
[188:05] 研究路径是需要探索的
[188:07] 但是至少要做的事情
[188:09] 就跟二三连
[188:12] 要去追平PrintTrain的差距一样
[188:15] 我认为是非常清晰的
[188:17] 你什么时候意识到Coding可以放画
[188:19] Coding的放画性那么强
[188:21] 我觉得一开始就会
[188:22] 就是不管是在PrintTrain范式
[188:23] 还是PosterTree的范式
[188:25] 就二三连哪怕最开始
[188:27] 我从量化回到大模型的赛道的时候
[188:31] 就会对
[188:33] Coding的放画性
[188:34] 会抱有非常高的期待
[188:37] 但是这种期待它是
[188:40] 转变成说OK
[188:42] 我先要好好的去做好Coding的预训链数据
[188:46] 然后再去Skinning算力看一下
[188:50] 它到底在Coding Benchmark上
[188:52] 会不会很好
[188:54] 再看看Coding Benchmark提升了以后
[188:56] 其他的泛推理类的
[188:58] 像BBH 桌浮这种Benchmark
[189:00] 会不会变得更好
[189:01] 就开始是这样
[189:02] 其实它是一般的
[189:03] 它是步步去实验验证的
[189:06] 这样一个探索的路径
[189:08] 然后到R1那块又一次验证了
[189:12] 因为Coding和Math都有非常好的
[189:14] Verified指标
[189:16] 所以又一次验证
[189:17] 然后到Agent这个范式
[189:18] Coding又因为它有很好的Environment
[189:23] 并且Coding可以天然做很长程的任务
[189:28] 比如软件开发就是一个非常长程的任务
[189:30] 你做一个非常复杂项目工程
[189:32] 很长程的任务
[189:33] 所以它又很适合Agent这个范式
[189:36] 所以它基本上在每个范式上
[189:38] 它都戳中了那个点
[189:42] 你都可以在Coding上去
[189:44] 至少在研究上你可以是自闭环的
[189:46] 并且在自闭环的路径上做出来的东西
[189:50] 它是很容易去Scan到
[189:52] 其他的更广领域的通用数据上
[189:55] 其实Coding本身就已经挺通用了
[189:57] 然后它还很容易
[189:59] 因为它本身是自然语言
[190:01] 所以它很容易Scan
[190:03] 所以做客这个事
[190:05] 我觉得至少在这三个范式转变的时候
[190:08] 它都是一个非常优雅的路径
[190:12] 而RL Scaling现在探索到哪一步了
[190:15] 你们有什么探索的初步结果没有
[190:17] 暂时还不是很方便分享
[190:19] 我觉得等我们有一个
[190:21] 至少我觉得在RL Scaling上的算力
[190:24] 跟预训练的算力
[190:25] 达到一个同一个水位的时候
[190:27] 我觉得我们会给大家分享
[190:29] 你觉得今天的竞争变得更激烈了
[190:31] 还是变得更平缓了
[190:33] 相对于23年
[190:35] 竞争的维度变多了吗
[190:37] 竞争的维度变多了
[190:39] 但是其实应该说竞争的维度和速度都变多了
[190:44] 速度变得非常快
[190:46] 可能你做预训练
[190:48] 你不可能一个月出一个模型
[190:50] 但你做后训练
[190:51] 你确实可以一个月出一个模型
[190:53] 然后还有就是
[190:56] 其实Agent这个事儿
[190:59] 它除了看Agent的架构
[191:01] 本身也看你对整个推理测的结构
[191:07] 或者说甚至硬件芯片
[191:09] 你是怎么去认知它的
[191:11] 我觉得它会影响到
[191:13] 有一些最基本的决策
[191:15] 比如说10兆的Contest什么时候做
[191:18] 要不要怎么去Scanning1兆的Contest
[191:23] 其实它也涉及到
[191:24] 比如说你在预训练
[191:26] 如果阶段就去Scanning
[191:27] 那么你后边而对应的PostalTrain
[191:30] 在1兆上去做PostalTrain
[191:32] 跟在256K上去做PostalTrain
[191:35] 它的算力差距是好几倍的差距
[191:38] 所以你是不是有足够多的算力差距
[191:40] 去Support你去做这个事情
[191:42] 对 所以以及你最终的场景
[191:46] 以及这个框架本身的能力
[191:48] 是不是支持你能在10兆上的能力
[191:51] 给发挥出来
[191:52] 或1兆上的能力发挥出来
[191:54] 它其实是有一个更长的决策链路
[191:56] 它从原来PrintTrain
[191:58] 只需要对PrintTrain本身的架构
[192:00] 做决策到需要你对快速的
[192:04] 接下来一段时间Agent框架演变
[192:07] 推理芯片的整个市场
[192:10] 我觉得算是供需的一个预估
[192:14] 因为芯片它受制于制造的工艺
[192:21] 制造的储备
[192:25] 它瓶颈就在那
[192:26] 然后以及你要不要尽早去规划
[192:29] 去做更广的
[192:31] 不是佛代印芯片的模型结构
[192:33] 都是需要提前去做好规划的事情
[192:37] 这个说的是大模型的公司维度
[192:39] 那你觉得对创业公司呢
[192:41] 当然你没有创业
[192:42] 你觉得今天创业公司机会变多了吗
[192:44] 站在2026年
[192:46] 还是更绝望了
[192:50] 坦白讲我不是很了解除了
[192:52] 七座大模型以外的创业公司
[192:54] 所以而且
[192:56] 但是我能看到的是
[193:01] 至少它对创业公司的团队的规模要求会越来越小
[193:06] 就是可能不需要有一个非常大的公司
[193:10] 就几个人
[193:12] 甚至一个人都可以成为一个公司
[193:14] 它大概
[193:15] 就只要你学会充分借助agent来
[193:19] 去让它变成你的
[193:21] 就我之前老看到
[193:23] 有人说openclose上
[193:25] 我一个人养很多个员工
[193:27] 我自己也去做过这种multi agent的尝试
[193:30] 虽然当下目前来看是不那么现实的
[193:33] 或者说我觉得有点噱头
[193:35] 但是我觉得它很快会变成一个现实
[193:38] 在今年内
[193:39] 会
[193:40] multi agent
[193:41] 对对multi agent
[193:42] 现在没有突破的地方是什么呀
[193:44] 现在差哪里了
[193:46] 每个环节都差一点
[193:47] 就比如说
[193:48] 你需要有个足够便宜的模型
[193:50] 因为你最终算的是
[193:52] 它适度的比我招一个真正的员工更便宜
[193:55] 对要是不那么便宜好用
[193:57] 我为什么要用你呢
[193:58] 对
[193:59] 还是要有一个更低价的一个模型
[194:02] 不可能说
[194:03] 你烧个cloudops一天花一千多token
[194:06] 结果来个员工创造价值
[194:08] 可能一千
[194:09] 对就这个意思嘛
[194:10] 然后第二个就是
[194:13] 第二个就是我觉得现在的multi agent的架构
[194:16] 并没有那么
[194:19] 我觉得还有空间
[194:20] 反正对
