[00:00] 就是蒋曾国藩从20多岁是一个儒家清流
[140:39] 是的
[140:39] 我觉得这个里面其实这个
[140:42] 还蛮直接的就是
[140:43] 我们必须要考虑的一件事是
[140:46] 到最终我们落地的时候
[140:48] 我端测的算力其实是有限的
[140:52] 我不可能把一个
[140:54] 几十币
[140:55] 的一个
[140:56] 一个推理模型
[140:58] 甚至是上百币的一个推理模型
[141:00] 放在我的端测
[141:01] 这是不可能的这个一定是在服务器上的
[141:04] 我端测里面是什么
[141:05] 端测里面就是一个完成动作的模型
[141:07] 那如果我把这个端测的就是所谓完成动作的这个VLA模型也放在这个
[141:12] 云上
[141:13] 它最大的问题是啥
[141:15] 就是这个延时啊
[141:16] 大概是解决不好的
[141:18] 所以执行动作的模型一定是要在端测
[141:21] 而且很多时候你会发现其实我们并不需要那个VLM的那个推理部分
[141:26] 假设我的很多
[141:27] 就是工商业的这个
[141:29] 工作场景里面啊
[141:30] 很多工商业工作场景就二三十个动作
[141:32] 那我就去二三十个动作
[141:34] 直接调用这个VLA的这个语言接口其实也就够了
[141:38] 真正什么时候用VLM
[141:40] 还是
[141:41] 就是说我们要进入
[141:42] 更通用的场景
[141:43] 更幻化性的任务比如说家里
[141:45] 这个VLM才是一个最最重要的
[141:48] 不可或缺的一个组成部分
[141:49] 所以这是为什么我们要把它拆开
[141:51] 那还是围绕着
[141:52] 我们要真正的产生价值
[141:54] 产生商业价值
[141:54] 去考虑
[141:55] 对于星海图来说你觉得它的肢体更重要
[141:58] 就是硬件整机更重要还是
[142:01] 脑子更重要
[142:01] 一定是大脑
[142:02] 一定是模型更重要
[142:04] 但是
[142:04] 我们为了做好模型
[142:06] 我的整机
[142:07] 一定也要好
[142:08] 所以这是他们之间的逻辑
[142:09] 就是你觉得整机能采用数
[142:10] 能有数据变换
[142:12] 然后为了智能
[142:13] 也就是说我们
[142:16] 那你们相对于这些大公司来说做一个机器人大脑的优势是什么
[142:21] 作为一个创业模型
[142:22] 其实
[142:22] 我觉得应该这么去想就是
[142:25] 做一个大公司相比于我们有什么优势
[142:28] 因为在
[142:29] 很多时候
[142:30] 其实我觉得我们这儿全是优势
[142:32] 你看谭杰Google谭杰就跟我说
[142:35] 他觉得他在Google的DMI的那个大圆模型上
[142:39] 在这个基础上面去做VLA就有很大的优势
[142:42] 他需要一个就是更聪明的大脑然后VLA其实是这个
[142:45] 基础模型的延伸
[142:47] 但是
[142:48] 你们没有这样一个基础模型
[142:50] 一个庞大基础模型
[142:51] 首先那我们要盘一盘就是说
[142:54] 为了把这事做成的成功要素有哪些
[142:57] 然后以及去看这些成功要素到底是在
[143:00] 大公司里面分布的多
[143:02] 还是在我们这样的公司里面分布的多
[143:04] 这个决定我们刚才说的这个所谓的优势这个问题
[143:08] 我们首先定义目标
[143:10] 我们的目标是把VLA这个模型
[143:12] 做好就是
[143:13] 能够让一个机器人在
[143:14] 物理空间当中
[143:16] 能够这个真正的去解决问题
[143:18] 做各种各样的操作
[143:19] 这是我们的目标
[143:20] 那么我们为了去做好这个
[143:23] 这个VLA模型我需要什么
[143:24] 我需要数据
[143:25] 这个数据不是互联网数据
[143:27] 而是真实世界里面的
[143:30] 机器人也好
[143:31] 人也好
[143:33] 去操作这些物体的数据
[143:35] 这是数据层面
[143:37] 第二
[143:38] 我需要一个好的算法
[143:40] 这个好的算法今天本身
[143:42] 有一部分
[143:43] 承接自
[143:44] 这个传统的这个VLM
[143:46] 在这个领域
[143:47] 包括Transformer这套架构包括Diffusion这套架构
[143:51] 也有一部分上代创新
[143:53] 上代研究
[143:54] 这部分是大家其实
[143:55] 都没有的
[143:56] 前面一部分是大家都有的
[143:58] 后面一部分大家都没有的
[144:00] 然后
[144:01] 这个第3部分是什么
[144:03] 是算力
[144:05] 算力的目标其实是这个基础设施的能力和资金
[144:10] 然后是人才
[144:12] 是人才
[144:12] 大厂是什么呢就是说这个基础设施算力人才这肯定都特别好
[144:17] 然后最缺的是数据
[144:20] 然后呢
[144:21] 这个所以其实像
[144:23] 包括像
[144:23] 这个这个这个
[144:24] 美国的很多公司吧其实我们跟谭老师交流也很多
[144:28] 他们就是很着急的
[144:30] 就没数据
[144:31] 赶紧搞数据
[144:32] 其实就是说在搞数据的这件事上面
[144:35] 中国的公司
[144:36] 系统性的
[144:37] 要比美国的公司更有优势
[144:39] 然后中国的
[144:41] 创业公司
[144:42] 因为
[144:43] 在整机和硬件方面
[144:46] 都是很多公司都是亲力亲为自己去做的
[144:48] 所以相比于大厂
[144:50] 速度更快
[144:51] 因为大厂里边要做这件事
[144:53] 他要获取数据要么买
[144:54] 要么买数据
[144:55] 要么自己采数据
[144:56] 但是你会发现买来的数据
[144:59] 一般都有这样那样的问题
[145:00] 除非这供应商特别优质
[145:02] 但这供应商优质的前提是什么
[145:04] 这供应商优质的前提是他自己得懂模型
[145:08] 才能把好的数据搞出来
[145:10] 这里边你看这个悖论就
[145:11] 就就就来啦
[145:12] 这个矛盾点就来了
[145:13] 你如果不懂模型
[145:14] 你是没法定义好的数据体系的
[145:17] 你就天天光在那
[145:18] 那个乱七八糟的采吧
[145:20] 你采完数据全都是垃圾数据
[145:22] 没什么用
[145:23] 必须得有懂基础模型的公司定义这套数据体系和数据的治理体系
[145:28] 然后
[145:29] 再把它交给一个
[145:30] 或多个运营团队
[145:32] 完成数据采集
[145:33] 做质量验收
[145:34] 然后
[145:35] 你才能进入到训练这个阶段
[145:38] 所以你看他是这样的一个
[145:40] 一个流程
[145:41] 同时这个数据还得是在
[145:43] 跟你的整机
[145:44] 有一定这个结合性
[145:45] 因为最后
[145:46] 我后续练肯定还是基于这个
[145:47] 整机的这个数据做后续练
[145:49] 然后才能去交付出去
[145:51] 所以你会发现
[145:52] 有整机有硬件能力
[145:53] 有基础模型的
[145:55] know how
[145:56] 是我们去把
[145:57] 数据的这套东西给做好
[145:59] 的一个很重要的前提条件
[146:02] 所以这就是
[146:03] 我们这样的一个创业公司
[146:05] 或者是有整机能力的
[146:07] 创业公司
[146:08] 相比于没有整机能力的
[146:11] 这个
[146:11] 其他公司我觉得一个优势的一个地方
[146:14] 你们是不是也想卖数据给他们
[146:16] 我觉得数据不是我们的业务
[146:18] 但是呢我们
[146:20] 我们乐于分享
[146:21] 我们乐于分享
[146:23] 这就是为什么我们去年
[146:24] 8月份
[146:25] 我们就开始拆卷数据
[146:26] 拆卷数据完之后呢
[146:28] 很多这个我们的客户
[146:31] 其实就找来说能不能从我们这
[146:33] 搞些数据
[146:34] 那其实很多时候我们都是无偿
[146:36] 或者是稍微收一点点小费用
[146:39] 那都是很小的
[146:40] 就叫
[146:41] 交付给了这个
[146:42] 这个他们
[146:42] 去使用
[146:43] 所以我们是乐于分享
[146:44] 是不是能这么理解你们其实想走特斯拉的路线
[146:49] 如果对标到增价式行业的话
[146:53] 我觉得在比如说我们说特斯拉的这个增价式路线是整车
[146:58] 加上这个
[147:00] 数据采集加上端到端的这个模型的这个智能
[147:03] 我是这条路选了那我觉得
[147:05] 我们是的我们要自己做我们的整机
[147:07] 我们要完成数据的采集
[147:09] 然后呢数据的这条体系
[147:11] 基于这套东西我们要去做
[147:12] 好的技术模型
[147:14] 不同的是什么
[147:16] 不同的是
[147:17] 特斯拉做的是汽车嘛
[147:19] 它有一个明确的行业
[147:20] 对它本身汽车本身是有需求的
[147:23] 汽车本身能卖出去
[147:24] 然后机器人本身卖不出去
[147:26] 对这个我觉得是挑战
[147:28] 那你看好像比如说理想小鹏这种车企来做机器人吗
[147:32] 他们有他们的优势
[147:33] 我觉得他们有他们的优势
[147:35] 我们有我们的优势
[147:36] 我觉得企业
[147:37] 之间去竞争这件事的无非就是说刚才咱们讲到的
[147:41] 顶层的看的话我觉得是三个要素
[147:43] 就是
[147:44] 人才或者组织
[147:46] 然后资金
[147:47] 资源
[147:48] 然后呢就是业务协同
[147:50] 往往呢我觉得
[147:52] 大厂或者说有一些优势业务的这些企业做一个新业务的时候
[147:57] 它对于完全的一个初创公司来讲
[148:01] 最大的优势不来自于
[148:03] 人才和资金
[148:04] 而在于已经存在的业务的业务协同
[148:07] 这个我觉得是最要命的
[148:10] 比如说说
[148:11] 做那个
[148:13] 做语言模型
[148:14] 那天然的
[148:15] 这个字节
[148:16] 有整个飞书
[148:18] 和抖音的这些流量
[148:20] 他做这个就在需求侧直接就有协同
[148:22] 所以对于做语言模型来说他就是一个
[148:25] 一个降维的一个问题
[148:26] 很大的劣势
[148:28] 那么
[148:29] 对于自动驾驶来说
[148:31] 纯粹是做一个自动驾驶软件的供应商
[148:34] 那直接就会面临来自于比如说车厂他要直接去做
[148:38] 车厂自己做自动驾驶
[148:39] 的一个
[148:41] 车厂自己做自动驾驶他直接掌握数据
[148:43] 直接把握用户需求
[148:44] 只要他能够投入足够多
[148:46] 资金
[148:47] 然后把好的人才队伍建立起来
[148:48] 其实他做这件事优势也很大
[148:50] 所以这个就是我们刚才说的业务协同这块
[148:53] 我觉得是
[148:54] 创业公司面对大公司
[148:56] 的时候真正的压力
[148:57] 所在
[148:58] 如果没了这件事
[148:59] 其实军人智能是没有的
[149:01] 因为你发现需求侧
[149:02] 千行万业那么多也谈不上什么业务协同
[149:06] 大家都可以找到自己的客户
[149:07] 然后供给侧
[149:08] 全都是新供给
[149:09] 汽车的领部件
[149:11] 并不到
[149:11] 这个机器人上大家都得从零开始研发
[149:14] 然后自动驾驶的这些数据
[149:16] 道路数据其实对于解决操作的问题
[149:19] 用处也不是特别大
[149:20] 所以这就不存在刚才我们讲的这个所谓的业务协同
[149:24] 那就回到了
[149:26] 人才组织
[149:27] 和资金资源
[149:28] 这两个维度的竞争了
[149:30] 从这个维度去讲的话
[149:33] 大家各自有各自的优势
[149:36] 你有把萌萌他的量产文化怎么贯彻到新海图
[149:40] 嗯
[149:41] 首先呢我觉得
[149:43] 我觉得我想做一个小小的修正
[149:45] 就是我觉得
[149:46] 不是量产文化
[149:47] 而是为客户创造价值
[149:49] 这件事到底有多重要
[149:51] 我觉得我看到很多公司就是他不把
[149:55] 把为客户创造价值
[149:56] 以客户为中心或者客户第一
[149:58] 这样的
[149:59] 理念作为公司存在的
[150:02] 最重要的原因
[150:04] 这个文化和价值观的缺失其实会导致
[150:07] 很多很多的问题
[150:09] 就是量产这件事其实
[150:11] 我觉得
[150:13] 可能有点有点就是这个
[150:15] 这个定义稍微有点狭义
[150:16] 所以我想把它定义为就是为客户创造价值
[150:18] 用技术
[150:19] 为客户创造价值
[150:21] 的这样一个文化
[150:22] 我觉得是非常重要的
[150:23] 我们也其实是从
[150:25] Day1开始
[150:26] 我们就特别
[150:27] 致力于去做这件事
[150:29] 这就是为什么我们在
[150:30] 发现了
[150:31] 这个直接去做生产力场景
[150:33] 不太可能的时候
[150:34] 我们及时调整
[150:35] 要做开发者市场
[150:37] 我们给开发者市场
[150:39] 的客户
[150:39] 提供价值
[150:40] 也是价值
[150:42] 而且事实上
[150:43] 就是说能够跟客户建立起来
[150:45] 无论什么样的客户
[150:46] 只要他的这个
[150:48] 需求是真实的
[150:49] 他的付费是OK的
[150:51] 那么我们做的这个单位的这个经济模型是
[150:55] 是正常的
[150:57] 那只要是在这样的模式驱动之下的形成的这个
[151:00] 供给和
[151:01] 需求之间的这个关联
[151:02] 对于这个组织来说又特别的好
[151:04] 因为可以培养整个这个组织的
[151:07] 一个为
[151:08] 这个Day2的客户价值做
[151:10] 务实创新的
[151:11] 这样的一种文化氛围
[151:13] 不然的话很容易我们这样的就是
[151:15] 技术
[151:16] 出身的
[151:17] 这个
[151:18] 创业团队
[151:19] 就容易进入到一个大型实验室
[151:21] 大型研究院
[151:22] 这种状态
[151:23] 那样的话我就背离了我们做公司的初衷了
[151:26] 最近许华者要离职
[151:28] 是的
[151:30] 他跟这种
[151:31] 一个是research驱动的文化和一个是
[151:34] 你叫他实践也好你叫他
[151:37] 量产也好驱动文化
[151:39] 是这种两种
[151:40] 相关的分歧吗
[151:42] 我觉得
[151:43] 首先
[151:44] 我还是想肯定一下华者
[151:45] 华者是一个
[151:46] 就是非常有影响力的
[151:48] 一个科学家
[151:49] 他在很多前沿问题上面的理解
[151:52] 算盘问题上理解也很到位
[151:54] 但是呢就是说
[151:56] 我觉得确实是
[151:57] 存在一些就是说
[151:59] 我们到底
[152:00] 是要去做一个务实创新
[152:02] bayout客户价值
[152:04] 一步一步来
[152:05] 这样的还是说可能我们
[152:07] 就是要更多的去做一些
[152:09] 超前的创新
[152:10] 之间我们是要有一个balance
[152:12] 然后呢
[152:13] 华者的其实我们最后决定还是
[152:16] 这个支持华者去
[152:17] 这个创业其实我们
[152:19] 华者的第一轮
[152:20] 工资我们也会投资啊现在也会投资
[152:23] 那么更多的还是出于一个
[152:25] 华者想去做
[152:26] 这个2C方面的
[152:28] 家庭应用
[152:30] 方面的这个探索
[152:31] 那么在这个角度呢
[152:33] 虽然未来不排除我们也会去做
[152:35] 那我们愿意去
[152:36] 以一个新的方式去支持他
[152:38] 把这件事做好
[152:39] 我觉得这个在当下来看
[152:41] 对于大家来说都是更好的选择
[152:43] 你们所相信东西在当下这一刻的分歧是什么
[152:48] 我觉得
[152:49] 其实谈不上
[152:51] 特别多的这个分歧
[152:54] 我觉得还是就是说
[152:56] 公司发展到其实刚才我
[152:59] 从开始就提到了
[153:00] 就是说公司有这个
[153:01] 合伙人的这个机制
[153:03] 那么从
[153:04] 最早我天威赵航我们
[153:08] 我们三个
[153:09] 我们创办了这个公司之后
[153:11] 那么
[153:12] 公司到现在为止引入了多位的这个合伙人
[153:16] 那我觉得公司在不同的发展阶段
[153:18] 需要不同类型的人为公司去
[153:21] 持续的去创造价值当然我们也特别
[153:24] 愿意去分享公司的价值
[153:25] 然后去把
[153:26] 大家做成一个
[153:28] 特别好的团队
[153:29] 在这个过程当中呢
[153:30] 我觉得这个
[153:32] 这个
[153:33] 这个我们本质上还是占公文化
[153:35] 实实求实的占公文化
[153:37] 那么我们会特别鼓励
[153:39] 有结果的同学
[153:41] 就是去用更多的公司资源
[153:44] 做更大的事
[153:45] 同时呢我们也会实实求是的去做一些调整
[153:48] 所以我觉得
[153:49] 我们
[153:50] 以新的方式支持华喆去做
[153:52] 他的这个
[153:53] 创业
[153:54] 我觉得也是过去这段时间大家
[153:57] 实实求是的
[153:58] 根据结果
[153:59] 然后大家共同的做出一个选择
[154:01] 因为华喆主要是做算法
[154:03] 这是不是意味着现阶段来说对于机器人公司算法创新并不重要
[154:07] 不是
[154:08] 首先我们公司的算法
[154:09] 算法创新能力非常强
[154:10] 赵航在
[154:12] 这方面的这个能力我觉得也是有无共图的
[154:16] 那么
[154:17] 但是我们想强调的是什么呢就是说
[154:20] 算法的创新他不能独立于存在
[154:23] 独立于整个公司的基础设施去存在
[154:26] 我们还是要
[154:27] 看整个的居民智能价值链条
[154:29] 这价值链条是什么
[154:31] 是整机
[154:32] 供应链
[154:33] 数据
[154:34] 然后呢这个
[154:35] 这个AI的infra
[154:36] 然后是算法
[154:37] 然后结合了这个算法之后产生的模型
[154:40] 然后是分销
[154:41] 然后是我们的终端
[154:43] 是我们的客户价值
[154:45] 在整个这个链条里面你会发现
[154:47] 这个
[154:48] 我们如果用一个
[154:50] 关键指标去衡量的话就是看各个要素
[154:53] 的
[154:54] 传播周期
[154:55] 你会发现整机供应链的传播周期是12到18个月
[154:59] 终端和这个渠道的传播周期是正常的因为你需要线下的跟
[155:03] 客户建立起来关系
[155:05] 传播周期指的是什么
[155:06] 传播周期指的是
[155:07] 当我的
[155:08] 比如说一家公司有了这个东西
[155:10] 我
[155:11] 需要多长时间也有这个东西
[155:13] 或者我有了一个东西我的友商学我他需要多长时间才能学明白
[155:18] 学会
[155:18] 完全掌握这事
[155:21] 整机供应链12到18个月一个新产品的研发
[155:23] 就是需要这么长的时间
[155:25] 然后呢
[155:26] 这个客户渠道的这个建立
[155:28] 6个月起步
[155:29] 大客户时间不长
[155:31] 那么这个数据体系
[155:33] 是在刚才我们说的整机的这个基础上
[155:36] 再加6到12个月
[155:37] 因为你要基于你的整机体系去构建你的数据的这个套闭环体系
[155:42] 然后你会发现
[155:43] 在当下这个时间点
[155:45] 就是算法的传播周期相对是较短的
[155:48] 因为现在大家都讲开源
[155:49] 然后呢至少论文都是有的
[155:52] 对于第一梯队的有非常好的
[155:54] 这个算法和工程师团队的算法工程师和
[155:58] 这个工程师团队的
[156:00] 这样的一个公司来说
[156:01] 算法传播周期是2到3个月
[156:04] 所以他竞争壁垒最少
[156:05] 是的
[156:06] 是的
[156:07] 投入大但是壁垒小
[156:09] 对他在创新上面投入非常大
[156:11] 但是他在
[156:13] 防止被抄袭这件事上
[156:15] 的壁垒很小
[156:16] 所以在创业公司只要发落大场就好了
[156:19] 我觉得是说我们要学会用更聪明的方法
[156:23] 更有RI的方式
[156:25] 去做创新
[156:26] 所以你看我们公司有一个价值观叫务实创新
[156:29] 我们不是说不做创新
[156:30] 创新前面先要务实
[156:32] 对先要务实
[156:32] 这个还是创业公司生存
[156:34] 先生存
[156:35] 然后呢就我觉得就是说
[156:37] 理想主义
[156:38] 是对的我也觉得我是个理想主义的人
[156:40] 但是理想主义不能变成空想
[156:43] 理想主义
[156:44] 能够实现的基础
[156:46] 是我们每天都要去算
[156:48] RI
[156:49] 然后去算一件事对于我们的长期战略的价值贡献
[156:53] 和我们短期收益的价值贡献
[156:55] 到底有多少
[156:56] 这就是我们的总体轨道
[156:57] 但是我们一定要有这样一套逻辑去算
[157:00] 你刚才也提到在Momenta
[157:02] 邵青离开了Momenta
[157:04] 之于
[157:05] 曹旭东的影响
[157:06] 你觉得华哲离开
[157:09] 星海图至于你的影响
[157:10] 这两者是一样的吗
[157:14] 首先我不好
[157:15] 谈就是旭东当时在这件事上他的真实感受
[157:19] 或者真实的判断是什么
[157:21] 但至少就是说我觉得对于星海图来说这是一个
[157:25] 这个长期来看绝对利好的一件事
[157:28] 然后
[157:29] 因为我觉得还是就是说
[157:31] 我特别在公司里面强调的就是价值观
[157:33] 价值观是指导我们整个组织
[157:37] 成长
[157:38] 然后发展
[157:39] 的最内核那个东西
[157:41] 而价值观的底层是什么价值观底层是第一
[157:45] 面对取舍的时候
[157:47] 我们怎么选择
[157:48] 到底选什么不选什么
[157:51] 然后面对利益分配的问题的时候
[157:53] 我们分给谁不分给谁的问题
[157:55] 所以在这些问题上我觉得我们
[157:58] 绝对是要坚持我们的
[158:00] 价值观和我们的长期战略的
[158:03] 不会被短期的利益影响
[158:05] 这是一个艰难的选择吗
[158:07] 取舍
[158:08] 取舍我觉得
[158:09] 我觉得在任何时候
[158:12] 都不容易吧
[158:13] 都不容易
[158:14] 你想了多久
[158:15] 其实这件事settle down
[158:18] 其实蛮久了
[158:19] 去年8月份我们内部基本上就完成调整
[158:22] 赵航统一管理我们的基础活性团队
[158:25] 也正是在赵航统一管理之后
[158:28] 取得了很多进展
[158:29] 今年1月份我们全球首个的
[158:32] 开箱机用的G-LINK Plus
[158:34] 赵航代理团队拿出的结果
[158:36] 那么
[158:37] 8月份那个时候呢我们基本上就是达成了一个
[158:41] 一致
[158:43] 就是说这个整个基础模型赵航带领
[158:45] 华者
[158:46] 去探索
[158:47] 2C的
[158:48] 应用方向的
[158:49] 一些可能性然后呢
[158:52] 公司愿意去支持他做任何愿意的这个探索
[158:55] 同时
[158:56] 支持他
[158:57] 去这个这个在合适时机
[158:59] 去投资他
[159:00] 去这个创业
[159:02] 理解
[159:03] 我们刚才其实说了很多不管是大脑
[159:06] 也包括算法
[159:07] 然后也包括
[159:08] 整机
[159:10] 也包括数据
[159:11] 那你觉得你的技术vision是什么
[159:13] 你最终希望星海图变成一家什么样的公司呢
[159:15] 我知道你有很多路径你有很多的方法你有很多的拆解
[159:18] 你有很多的ROI
[159:19] 听起来都很现实
[159:21] 那你的技术vision是什么
[159:23] 我觉得如果单说技术的vision的话
[159:26] 这个是我们可能每次我跟投资人去讲的时候我的第一页
[159:31] 的PPT
[159:32] 就是我们希望
[159:34] 给这个世界带来的
[159:36] 巨神智能带来的核心体验
[159:37] 是
[159:38] 我们要像
[159:39] 能够让
[159:41] 培训机器人像培训一个员工一样
[159:43] 培训一个人一样
[159:44] 通过几次的示范
[159:46] 然后再通过几次的自我演练
[159:48] 这个机器人就可以在那个场景里面
[159:51] 稳定的自主的
[159:52] 完成任务
[159:53] 我觉得这个是我们要最终
[159:54] 实现的这么一个
[159:56] 一个体验
[159:57] 一个愿景
[159:57] 那么为了支撑这样的
[159:59] 体验和愿景
[160:00] 我们在产品上面
[160:02] 我们是三个产品的一个组合
[160:04] 基础模型加后训练工具
[160:06] 加整机
[160:07] 是这样一个组合
[160:09] 给我们的客户带来
[160:10] 这个使用这个
[160:12] 机器人员工
[160:13] 可能像
[160:14] 用一个这个人类员工一样的体验
[160:17] 未来其实会
[160:18] 更好
[160:19] 机器人员工的生产力
[160:21] 会显著增加我们整个人类社会的这个幸福感
[160:25] 这个世界会因为有星海图有什么不一样呢
[160:28] 因为有星海图这家公司有什么不同呢
[160:31] 就是你们和另外一家机器人公司不同是什么
[160:33] 我觉得未来还有很多可能性
[160:36] 但迄今为止
[160:37] 我觉得我们已经给这个世界带来了一些不同
[160:40] 就是我们已经服务了
[160:42] 至少150多个
[160:43] 全球的开发者客户
[160:45] 他们在用我们的整机产品
[160:47] 数据产品
[160:48] 和基础模型产品
[160:49] 在做他们想做的
[160:51] 这个生产力场景的这个应用
[160:53] 那么我希望我们的产品能够进入到
[160:56] 不仅仅是开发者
[160:57] 当中而是进入到真正的使用者
[161:00] 进入到开发这个生产力场景当中去
[161:03] 能够给大家提升生产力
[161:05] 带来更多幸福感
[161:06] 所以我觉得这是从今年往后看
[161:07] 我们要给这个世界带来的不同
[161:09] 为什么我觉得在机器人行业里面好像没有看到那种特别有
[161:13] 测测浪漫主义的人
[161:16] 很有可能是机器人这件事本身就不浪漫
[161:19] 为什么呀
[161:19] 因为这个事
[161:21] 这是我的疑惑
[161:21] 我觉得确实是
[161:23] 机器人这个事
[161:25] 链条非常长
[161:26] 周期也很长
[161:28] 相比于
[161:29] 语言模型
[161:30] AI应用类的创业
[161:32] 我觉得很大的不同就是它的链条的长度不一样
[161:35] 如果我去做AI应用或者是
[161:37] 或者是单元模型
[161:38] 不用操心供应链的事
[161:40] 不用操心数据的事
[161:42] 我可能也不用跟
[161:44] 特别多的这个线下的客户打交道
[161:46] 然后呢我就安安心心的做好我的模型研发
[161:50] 然后呢
[161:51] 我做好我的社媒的
[161:52] 上面的这个病毒传播
[161:54] 就好了
[161:55] 这种事本身就会让
[161:57] 这个团队
[161:58] 有更多的这种浪漫的可能性
[162:00] 而我们天然的就去
[162:02] 就要去图里
[162:03] 要去图里面做很多东西
[162:05] 图里面
[162:06] 对吧我们就没法
[162:07] 做浪漫
[162:08] 就要务实
[162:09] 你在公司做的非常
[162:12] 激进或者是务实的一件事情非常
[162:15] 极端的有什么
[162:18] 我觉得我
[162:19] 可能没有什么极端的这个
[162:21] 这个选择吧
[162:23] 我工作的时候我们还是步步为营
[162:25] 就是步步为营
[162:26] 步步为营
[162:27] 就是首先我对长期的战略非常的坚持
[162:31] 就刚才我们讲的我们要做整机要做预训练模型
[162:35] 要做后训练工具
[162:36] 然后提供这样的体验出来这个我非常坚持
[162:38] 然后呢
[162:39] 我们要从底层去构建我们的供应链体系这个我也很坚持
[162:43] 但是呢我
[162:44] 并不会就是说
[162:45] 在一个时间段内
[162:47] 把所有的事同步展开
[162:49] 因为那样的话我实际上拿不到好的结果
[162:50] 所以我们的策略一般还是步步为营
[162:53] 所以这是为什么我们
[162:55] 24年我的重心就是整机和供应链
[162:57] 对
[162:57] 25年我们就是数据之能
[162:59] 25年我们就要开始做
[163:01] 我很好奇啊
[163:02] 怎么能识别一个机器人公司在画笔呢
[163:07] 我觉得我觉得这个东西
[163:09] 无法在一个瞬间去
[163:10] 完成识别
[163:11] 需要一个周期
[163:12] 所以就是要去看
[163:15] 这个团队
[163:16] 可能
[163:17] 一年前两年前说的
[163:18] 跟他这一年做的
[163:20] 以及跟他一年之后做到的
[163:22] 去做一个对比
[163:24] 现在有谁啊
[163:27] 看起来
[163:28] 画饼的嘛你是说
[163:29] 哎呀我其实觉得就是大部分我觉得投资人还是
[163:33] 很会观察和选择这个群体
[163:36] 基本上经过投资人选择的
[163:38] 这些公司
[163:40] 我是事实啊我觉得
[163:41] 还都是
[163:42] 那个经过了时间的验证
[163:44] 然后拿到了一些结果至少在某一方面拿到一些结果
[163:48] 的公司
[163:49] 你们在画饼吗
[163:51] 必要的画饼肯定是要做的
[163:53] 因为我觉得是这样
[163:56] 其实这个世界是靠相信
[163:59] 去驱动的
[164:01] 很多时候
[164:02] 不是说我已经拿到了这个结果了而是
[164:05] 大家我们的公司的员工
[164:07] 投资人
[164:08] 供应商客户相信我们
[164:10] 能够把这件事去做到
[164:12] 那你说我要让别人去相信的时候
[164:15] 就是这个我肯定要要去说未来我们要会去做什么事
[164:18] 所以如果我们把
[164:20] 描述未来会发生什么这件事定义为画饼的话那肯定我们天天画饼
[164:24] 但是呢我们要努力的非常非常努力的
[164:28] 去把我们每一个
[164:29] 对未来的描述都变成现实
[164:31] 这个就不是那个意义上的画饼
[164:33] 你们最近的融资是不是即将close还是已经close
[164:37] 你们讲一下这一轮融资的过程
[164:40] 还有其他的资金来源
[164:42] 这轮融资的过程其实我
[164:44] 自己参与的参与度是历史上所有轮次最少
[164:48] 主要是靠天琪
[164:49] 他这个太厉害了
[164:50] 这比我的融资能力强多了
[164:52] 我现在主要是这个画饼
[164:53] 他需要我这个什么的时候我去
[164:56] 讲一下
[164:57] 所以具体的这个融资过程呢我觉得
[164:59] 这个有一些这个波折
[165:02] 因为我们也很坦然的就是说
[165:04] 这个我们跟华哲的这些
[165:06] 这个问题肯定会造成一些
[165:08] 大家的理解也好不理解也好
[165:10] 需要一些的这个
[165:11] 这个解释
[165:12] 但是呢科幻的结果是非常好的
[165:15] 我们这轮呢有
[165:17] 很好的产业背景的
[165:20] 产业背景的包括吉利 包括北汽
[165:22] 还包括很多这个
[165:24] 大的PE阶段的和一二级Crossover
[165:27] 包括振兴 金鼎等等
[165:30] 更关键的是我们
[165:31] 有六家老股东
[165:33] 都这个ProRata
[165:35] 而且还有可能是三家还是四家
[165:37] Super
[165:38] 就是超额
[165:39] 包括
[165:40] 包括凯辉
[165:41] 包括基石资本
[165:43] 包括这个这个香盒
[165:45] 等等
[165:45] 我觉得就是大家的这种
[165:47] 选择
[165:48] 其实是
[165:49] 这个已经充分的认可了我们公司过去
[165:53] 取得的一些成果
[165:55] 以及对于未来的一个展望
[165:57] 你们估值相比两年前
[166:00] 增长多少
[166:02] 我想想两年前是24年的现在24年的1月份
[166:08] 增长30倍
[166:09] 30倍
[166:10] 好像是30来倍吧
[166:12] 1月份那时候我就刚24年1月份
[166:14] 刚录完
[166:15] 第一轮吧
[166:16] 3亿嘛3亿左右吧
[166:18] 现在的话我们就是100亿
[166:21] 估值在
[166:23] 两年时间
[166:24] 迅速的膨胀这么多你觉得组织会遇到问题吗
[166:29] 其实
[166:31] 我觉得
[166:32] 组织会有问题的原因不是因为估值上涨了
[166:37] 而是因为组织本身变复杂变庞大了这个会有问题
[166:40] 除非就是说这个
[166:42] 大神团队
[166:43] 因为
[166:44] 估值上涨
[166:44] 自我膨胀了
[166:45] 那个肯定会引发很本质的问题
[166:47] 但我觉得我们是没有
[166:48] 我们今天的状态
[166:50] 我觉得要比两年之前
[166:52] 清醒的多
[166:53] 更务实了更清醒了
[166:54] 对于未来要做什么事更明白了
[166:57] 那么在这个基础之上我们去看
[166:59] 组织的话
[167:00] 我们首先组织比
[167:02] 两年前也扩大了得有个
[167:06] 20来倍吧
[167:07] 今天大概那个时候也就十几个人
[167:09] 现在有200来人
[167:10] 200多人
[167:11] 那么
