[00:02] 我觉得是可能是有史以来
[71:23] 当年挖了可能AI当年最头部的人才
[71:28] 算是挖了AI最头部的人才的组织之一吧
[71:32] 包括今天的大模型公司里很多也都是你们的人
[71:35] 对吧
[71:36] 你觉得聪明人太多的组织来说会带来什么
[71:40] 对第一点
[71:41] 我觉得当年我们可能是最高的都没有质疑
[71:43] 因为我们最早的40人里面
[71:44] 其实有一堆的这个OI的金牌
[71:48] 包括IPHO金牌数学金牌
[71:51] 这个我觉得主要还是要感谢文斌
[71:53] 就是我的连创
[71:54] 就是因为文斌当年是心血精彩国家队总教练嘛
[71:57] 所以他还是做成了一个很优秀的HR
[72:00] 对这个
[72:02] 我觉得第一点我的体会是有
[72:04] 第一聪明的同学也得分两类聪明
[72:08] 有些聪明同学是能够做teamwork
[72:10] 能做团队协同的
[72:11] 还有一类可能是自己很强但比较难团队协同的
[72:15] 其实早期我们也遇到过这样两类同学
[72:17] 我觉得第一还是既要很聪明
[72:19] 但是真正能够团队协同
[72:22] 且我认为还是要有些使命感的
[72:25] 因为否则聪明的人其实有很多选择
[72:29] 就是长期能坚持的聪明人才是比较重要的
[72:34] 这是第一点
[72:36] 长期能坚持的聪明人多吗
[72:40] 我觉得我们是汇集了一批这样的人
[72:43] 这是挺难的
[72:44] 因为这里其实是面对很多诱惑嘛
[72:46] 聪明也是一样
[72:47] 你能干点啥都可以的
[72:49] 我记得之前看过一部电影叫《惊天眼不眠》
[72:52] 就讲这个
[72:54] 这个最优秀的这些什么做火箭的工程师去做金融
[72:58] 这是很多很多很多这样的例子
[73:00] 就是聪明会让你有很多捷径
[73:03] 所以很难没有什么理由
[73:05] 所以你有一些使命要去完成
[73:06] 否则你为什么不走那个捷径呢
[73:08] 所以我觉得这个
[73:09] 而且我觉得聪明还有一个点
[73:11] 就是聪明人其实往往不能用笨办法长期做
[73:14] 其实往往做事的正确的方式是用笨办法
[73:17] 其实笨办法是用更加
[73:20] 就是一个常态化的方式
[73:22] 很扎实的去做一件事情
[73:25] 聪明人很多时候想一些快捷的方式
[73:28] 或者捷径来做
[73:29] 这其实往往容易走错
[73:32] 所以聪明人第一要长期坚持
[73:34] 第二要用正确的笨办法来做
[73:37] 其实都挺难的
[73:39] 所以其实聪明我觉得没有那么重要
[73:42] 所以就是你们当时容纳聪明人最多的一个组织
[73:45] 最后觉得聪明人没有那么重要
[73:48] 我觉得没有那么重要的点就是
[73:50] 我认为聪明人也不是稀缺品
[73:53] 至少我觉得我们这个圈子里
[73:55] 我觉得也有很多技术能力都很强的同学
[73:58] 所以我觉得还是要技术很好
[74:00] 同时要有实名感
[74:02] 同时还要有些智慧
[74:03] 就是有些东西
[74:05] 所谓的智慧是他的一些价值观选择
[74:07] 比如他愿意去做一件更长期的事情
[74:10] 愿意享受这个复利效应
[74:12] 就是愿意真的去长期积累在一个领域里
[74:14] 而不是寻求很短期的变现
[74:16] 同时我觉得他还能够
[74:18] 能够有一些正确的方法论
[74:21] 这些都挺重要的
[74:23] 那你们现在招聘的时候
[74:25] 对于他的聪明的要求还高吗
[74:29] 你会更看重哪些品质呢
[74:31] 我觉得不同岗位不一样
[74:33] 就是如果你做研发的话
[74:35] 确实你是有他的门槛的
[74:37] 但其他的岗位我觉得
[74:39] 比如做一个销售工作
[74:40] 我觉得当然聪明也很好
[74:42] 但他可能更多其实是
[74:43] 如何能够有目标实名必达
[74:45] 能够服务好客户等等
[74:47] 我觉得每个岗位都有他的人才画像
[74:50] 我觉得适合是最重要的
[74:52] 太多聪明的人在一起会成为一个问题吗
[74:55] 会成为问题
[74:56] 但这我认为也是下一代科技公司需要解决的问题
[75:00] 因为下一代科技公司就是人才密度要超级高
[75:03] 怎么能让聪明在一起
[75:05] 能够形成非常好的化学反应
[75:08] 能够真正做出很伟大的事情
[75:10] 这就是需要下一代的组织要解决的问题
[75:13] 接越这样组织是要容纳很多智力高的人
[75:16] 对吧
[75:17] 你觉得应该怎么搭建这个组织
[75:19] 首先一个组织搭建其实就是两点
[75:23] 第一点是选人
[75:24] 就是刚刚讲到
[75:25] 原来我们可能会对技术很好
[75:27] 我们就都会把他招进来
[75:29] 现在我认为我们在选择过程中
[75:31] 还是做非常强的筛选
[75:32] 嗯
[75:33] 如果技术很好
[75:34] 但他很难去跟别人去协同
[75:36] 或者自己的依靠特别大
[75:38] 我们去依靠就是自我非常以自我为中心吧
[75:44] 就是这样的同学我们是不要的
[75:46] 就是这样他很难真的跟别人去协同
[75:48] 因为最终欠都是这些大科研项目
[75:51] 所以最终一定是大家一起要一起来做的
[75:54] 一定要依靠很小
[75:55] 所以这个是在选人阶段
[75:57] 第二个我觉得就是在机制上
[75:59] 在组织这些人在做一件事的时候
[76:02] 你如何能够形成一个比较高效的机制
[76:05] 这个做不同事有不一样
[76:07] 就比如刚刚讲的
[76:08] 比如说怎么把这些不同类型的聪明人
[76:11] 比如说其实做模型大家都知道三要素
[76:13] 怎么把数据的同学
[76:15] 算法同学和系统同学能够融合在一起
[76:18] 以及我觉得还有一个趋势
[76:20] 其实变得就对人才本身的培养都会更综合
[76:23] 就我们现在比如会很有意的把算法和系统的同学
[76:26] 会让他们更交叉一些
[76:28] 因为很多系统同学技术能也很强
[76:30] 让他们要更深度的去接触算法
[76:32] 而算法同学很多时候工程的东西他们自己也要去碰
[76:35] 不能只关注在这个写paper和科研的部分
[76:39] 所以这个我自己感觉也是为什么一定会有
[76:43] AI native的科技新的科技巨头诞生
[76:46] 就是这是也是一个不太一样的组织吧
[76:49] 你觉得这个组织形式跟互联网公司可能也还是不一样的
[76:53] 你觉得因为组织形式诞生有可能会有产生新的巨头
[76:57] 我觉得本质每一代企业都是一个
[76:59] 那个阶段最领先的组织最先进的组织
[77:02] 然后它形成这样一个组织能力
[77:04] 适配那个时候的技术和商业
[77:06] 它自然而然就脱颖而出了
[77:08] 所以其实最终把商业拨开去看组织形态
[77:12] 其实每一代的组织形态是完全不一样的
[77:15] 其实这也是最
[77:16] 其实我自己感觉之前讲创新者的窘境
[77:19] 就是说想新公司跟老公司的挑战
[77:21] 其实我认为可能不简单看业务
[77:24] 而是看组织
[77:25] 就是他如果他老的组织是可以适配这个新业务
[77:27] 他一定可以做得很好
[77:28] 但如果这个里面对他组织本身有非常大的调整
[77:32] 那这家公司大概也很难去适应
[77:34] 因为其实这个领域越优秀的公司
[77:37] 一定是把他原来的组织能力去固化得非常好的
[77:41] 所以要能打碎再重建是非常非常难的
[77:43] 你现在直观感觉AI的组织形态
[77:46] 和过去的不同会是什么样的
[77:49] 第一它就人才密度极高
[77:51] 第二个就是整个的大团队协同性要求很好
[77:55] 大团队
[77:56] 对
[77:57] 需要人少吗
[77:58] 人多人少有关系吗
[77:59] 人可能比原来少
[78:00] 但坦诚讲你的人也会比原来少
[78:02] 人会越来越大
[78:03] 比如原来一个互联网的头部公司
[78:05] 可能是一个3万人到10万人的
[78:08] 我觉得你未来是真的做到AI头部的公司
[78:10] 可能也得一两万人
[78:12] 但是可能是一两万人才密度极高的一两万人
[78:15] 那这怎么来去构建
[78:16] 它整个发展方法是不一样的
[78:18] 现在有看到好的雏形没有
[78:21] 你觉得应该bottom up还是
[78:22] 对我觉得这两个肯定是两者结合的
[78:24] 就是我自己感觉其实就是说传统的
[78:29] 比如说从制造业到ICT这个领域
[78:31] 我觉得总体是
[78:32] top-down的
[78:33] 然后互联网公司整体是bottom up的
[78:35] 我感觉AI的体系可能需要
[78:38] 这两者之间要做一个融合
[78:41] 因为AI刚才讲的
[78:42] 任何一个大的项目
[78:43] 其实它是一个mutual project
[78:46] 所以它其实消耗的资源很大
[78:48] 所以它也不仅仅是一个
[78:49] 能够很多bottom up的东西
[78:51] 所以它还是要集中力量来做
[78:53] 但同时它的组织文化和人才的容纳度
[78:56] 又要是能够有很好的bottom up的这种活力的
[79:00] 你会觉得自己是一个
[79:01] 那种非常聪明的人吗
[79:03] 你有走过聪明的捷径
[79:05] 和走过聪明的曲折吗
[79:08] 我觉得我不是最聪明的那一类人
[79:10] 因为就是身边这些是一直从学习角度
[79:13] 我觉得都还看过非常非常多聪明的人
[79:15] 就聪明的人是很显然的
[79:18] 对吧
[79:19] 就是我觉得还是有这一帮人
[79:22] 是非常智力上非常超群的
[79:24] 我觉得我是中等偏上的类型
[79:26] 然后我是曾经
[79:30] 一直想走捷径
[79:32] 但是这每次走捷径都不是很顺利
[79:34] 最后还是以一个比较常规化的路径
[79:37] 走到了自己想走的地方
[79:38] 所以后来慢慢其实就不太走捷径
[79:40] 就是还是觉得
[79:41] 可能也认知到自己的擅长的类型
[79:44] 还是一个比较
[79:45] 我觉得稳扎稳打的一套打法
[79:48] 然后能够比较去坚韧的去往前走
[79:51] 可能更适合我
[79:52] 尝试走过什么捷径
[79:54] 对比如我其实在原来的竞赛角度
[79:57] 其实我原来是做物理竞赛的
[79:59] 其实我觉得竞赛物理竞赛
[80:01] 我自己感觉其实应该会拿了很好的名次
[80:04] 但是我每次都是在最后一次考试的时候
[80:06] 就特别紧张
[80:07] 然后最后还都是通过高考类型的
[80:10] 这样的体系来
[80:12] 我的高考和中考
[80:13] 都一般都考得非常好
[80:15] 其实我核心想享受的是说
[80:19] 通过竞赛不用去高考
[80:21] 或不用去中考
[80:22] 然后能够有那样一个捷径的这种爽感和优越感
[80:26] 但都没有享受过
[80:28] 所以
[80:29] 对所以我就总体讲
[80:31] 基本上就是每个人类型其实有不一样
[80:33] 对就是有些是你应得的
[80:34] 有些你可能
[80:35] 就是人都想得到自己不想
[80:37] 不该得到的东西
[80:38] 所以最终你慢慢就会比较坦然
[80:41] 知道你能够做到什么
[80:42] 能够得到什么
[80:43] 对
[80:44] 当时想上市是不是也是想走捷径
[80:47] 那倒没有
[80:49] 那个时候其实当时还是一个竞争驱动下的一个
[80:52] 资本上想要去反超的一个手段吧
[80:55] 当时竞争对手拿了一笔很大的钱
[80:57] 对
[80:58] 嗯
[80:59] 就是想超过他
[81:00] 对
[81:01] 我觉得可能也是为了因为在那个阶段
[81:03] 其实你需要吸引最好的人才
[81:05] 然后包括其实徒步上也很明显
[81:07] 所以确实商业化的竞争就是
[81:09] 大家都在争夺那个第一名的这样一个角色
[81:12] 今天就是这样
[81:13] 今天还是这样应该说
[81:14] 对对always是这样
[81:16] 对
[81:17] 就很有意思
[81:18] 因为过去10年其实你可能看到的竞争对手
[81:22] 就是我们知道那几家可能上汤
[81:25] 一图等等
[81:27] 就是你们所谓的AI
[81:28] 1.0的四小龙
[81:30] 但是今天看好像AI四小龙都没有长得很大
[81:34] 也都没有长得很理想
[81:35] 嗯
[81:36] 你怎么看
[81:38] 我觉得是那个时代吧
[81:40] 那个时代其实没有什么AI
[81:42] 真正AI那些功能成长起来
[81:44] 嗯
[81:45] 前几天跟梁耀峰聊的时候
[81:48] 他说他AI1.0时代唯一赚钱的公司是换方
[81:51] 嗯
[81:52] 我觉得这个
[81:53] 唯一啊
[81:54] 对
[81:55] 对这个yes and no对吧
[81:56] 就是
[81:57] 换方那件事是比较简单的
[81:59] 就相对在那个商业化边向是比较简单
[82:01] 比较直接
[82:02] 对所以我觉得这个换方很厉害
[82:05] 选择这样一个赛道
[82:06] 我觉得这是一个战略上的一个正确的选择
[82:08] 啊
[82:09] 那我们这些人选择了一些更加
[82:11] 真正市场化商业的这些东西
[82:13] 确实路径比较长
[82:14] 但是再选一次
[82:15] 我觉得可能还是会坚持这些选择
[82:17] 我觉得其实四小龙其实各自都有做的不错
[82:20] 你想这个上汤跟云童都顺利上市
[82:23] 一图其实我觉得当年在安庞女士产品跟客户口味
[82:26] 做的都很好的
[82:27] 都还是很厉害的啊
[82:29] 但是就是那个阶段
[82:30] 其实就没有谁特别脱颖而出
[82:33] 就是其实我有次跟许丽在聊
[82:36] 其实挺有意思
[82:37] 就是说你内部当你说
[82:38] 你在批评内部的事业部说
[82:40] 你这个事业部怎么投入的不赚钱
[82:42] 那他那一般事业部会说
[82:44] 那你只要在行业找到一个
[82:45] 我这个行业赚钱的
[82:46] 那我们就有标杆
[82:47] 我们就发现也都不赚钱
[82:49] 对吧就是
[82:50] 哦
[82:51] 这个是一个
[82:52] 我觉得是一个大的科技变革的早期
[82:54] 孕育的世界当中
[82:56] 其实可能是煎熬的那一个阶段吧
[82:59] 因为AI本质上是降低了技术门槛
[83:02] AI其实特别是深度学习
[83:04] 其实是让AI变得更加普惠
[83:06] 所以坦诚讲就是AI本身就是一个
[83:09] 当你的壁垒在降低的情况下
[83:11] 资源投入很大的情况下
[83:12] 如果你们有非常好的商业模式
[83:14] 商业飞轮
[83:15] 你会一定会陷入这样的一个
[83:17] 这个境地
[83:18] 就大家因为过度的资本投入
[83:20] 然后打的价格很低
[83:22] 你在商业的这个循环上
[83:24] 很难产生正向利润
[83:26] 这时候你就会更寻求在资本市场去
[83:28] 获得一些资金的注入
[83:30] 然后能够活得更久
[83:31] 这其实是
[83:32] 不能说是一种健康的竞争模式
[83:34] 但是不得不
[83:35] 就是这是一个大环境
[83:37] 就在商业的战场上
[83:38] 你可能你很难选择以什么方式战斗
[83:40] 但你必须得选择就是活到最后
[83:43] 这个我觉得
[83:44] 也是得去不得不做出一些选择
[83:47] 会不会觉得运气不好
[83:49] 你看商汤就上市了
[83:50] 商汤其实因为它上市做对了一些事情
[83:54] 然后
[83:55] 我
[83:56] 我自己其实一直在问我自己一个问题
[83:58] 就是说
[83:59] 如果其实就像你刚才讲的
[84:00] 第一就是如果历史上
[84:02] 能够一些大的决策
[84:03] 如果重新做一次到底有哪些
[84:05] 以及如果比如说
[84:06] 想把我现在的境地和角色
[84:09] 去跟任何一个公司和角色去互换
[84:12] 有没有这样的公司
[84:13] 我的答案是没有
[84:14] 没有
[84:15] 对
[84:16] 我觉得我还是很
[84:17] 你不想做自己的跳动CEO
[84:19] 我不想
[84:20] 为什么呀
[84:21] 我也管不好
[84:22] 对我也对那个没兴趣
[84:24] 我觉得那个
[84:25] 每个人有自己的价值感
[84:26] 有自己的体系
[84:27] 我觉得我认为我们做这件事情虽然很难
[84:29] 但如果真的五年后实际上能做成
[84:31] 我觉得是
[84:32] 是一个会成为一家非常伟大的公司
[84:35] 其实我认为也能让所有参与其中的这个团队
[84:38] 能很有成就感
[84:39] 所以每一代
[84:41] 每一代创业都有它自己的使命
[84:43] 就是我们不用去去去幻想
[84:46] 说想成为上一代企业里面最优秀的这些人
[84:49] 我觉得第一也成为不了
[84:50] 第二我觉得可能成为了
[84:52] 也未必是我们想要的东西
[84:54] 我觉得每个人都有自己的路要走
[84:55] 每个人都有自己的路要走
[84:58] 其实当年很多矿石的人都参与了新的这个大模型的战争
[85:02] 就是所谓的2.0
[85:04] 你看他们就离开矿石
[85:05] 你是一种什么样的感受
[85:07] 肯定尝试挽留过吧
[85:09] 有
[85:10] 另一方面我觉得其实
[85:11] 我其实还挺高兴的
[85:13] 我之前跟一个平米的一位老矿石同学聊一聊
[85:17] 我觉得我觉得他的
[85:19] 平米一半连窗都是矿石的对吧
[85:22] 对
[85:23] 我觉得其中有一个同学
[85:24] 我觉得他其实成长得蛮好的
[85:26] 我自己感觉就是让我
[85:28] 我一直在说
[85:29] 其实让我两件事情是会让我非常
[85:32] 感到有很强的成就感和幸福感
[85:34] 就一个当然是把AI建设能做成
[85:37] 第二个我觉得是看到
[85:39] 我认为一些非常聪明且价值观正确的同学
[85:42] 他自身能获得很好的成长
[85:45] 但我相信就是在
[85:47] 我们去构建这个体系
[85:48] 不管是牵连还是接约
[85:49] 我认为还是一个非常好的土壤
[85:51] 能让过去其实已经证明
[85:53] 未来我觉得可能能有更大的证明
[85:55] 在这里能让最优秀的人汇集
[85:57] 也让他们能有很好的成长
[85:58] 当然有些同学比如真的在一个阶段性出去
[86:01] 我觉得能在新的平台有很长时间
[86:03] 我觉得也很高兴
[86:04] 但这块我没有特别大的依购
[86:06] 同时我们其实有非常非常多
[86:08] 原来的同学有回流回来
[86:10] 就是因为原来老矿石
[86:12] 其实有两个核心价值观
[86:14] 叫技术信仰和价值务实
[86:16] 我这也算是我个人的价值观
[86:19] 就首先我觉得这帮人
[86:21] 大家可以说是拿着锤子找钉子
[86:23] 但是因为技术本身是他们的原点
[86:25] 所以你也不能去质疑他们说
[86:27] 因为总是要有人对技术很热爱很偏执
[86:30] 这群极客是有他自己的人生的使命的
[86:33] 所以他们本身就是技术驱动的
[86:35] 所以真正有技术信仰的公司是非常非常少的
[86:37] 我们这个体系一定是有很有技术信仰的
[86:40] 第二我觉得价值务实
[86:41] 就是我们我还是很喜欢
[86:44] 原来OPPO 微博包括原来步步高铁
[86:47] 讲本分这个词是很有力量
[86:49] 就是在价值角度是要很务实很扎实
[86:53] 不管是给你客户提供的价值
[86:55] 给你供应商提供的价值
[86:57] 甚至给团队提供的价值
[86:59] 都应该是很扎实
[87:00] 就这样可能才能够持续变成一家
[87:02] 还是能够口碑比较好的公司
[87:05] 有技术信仰的反面会是什么
[87:08] 技术投机吧
[87:10] 技术投机
[87:12] 这两类人好识别吗
[87:15] 挺好识别
[87:17] 怎么看
[87:18] 我就看他看一个人能不能做冷板的吧
[87:20] 就其实做AI创业
[87:22] 做AI创业跟做科研挺像
[87:25] 科研
[87:26] 我刚去读博的时候
[87:28] 当时我老板就跟我讲
[87:30] 其实有两类PhD
[87:32] 一类PhD你会发现
[87:33] 很多中国学生是这样的
[87:35] 就是他可能去了之后
[87:36] 第一年开始就发论文
[87:37] 都发了很好的论文
[87:39] 可能发了三到四篇
[87:40] 马上三到四年就能够毕业了
[87:42] 而你看发现有很多
[87:44] 国外的这些PhD
[87:45] 他其实前面三年其实是不发论文的
[87:48] 他其实往往可能在找一个大的赛道
[87:50] 或者一个
[87:51] 我们在学术上只要找一个大坑
[87:53] 这个坑是说你未来可以持续在里面
[87:55] 可能去有持续的这种研发产出的
[87:58] 然后他其实可能更像一个
[88:00] 指数型曲线
[88:01] 到第三年第四年开始连续发
[88:03] 两到三篇非常高质量的论文
[88:05] 这就可能很多是人生的选择吧
[88:08] 就是有些人会做一些
[88:10] 简单的很快速的选择
[88:12] 有些人可能做一些难的
[88:13] 但是长期更有价值的选择
[88:15] 其实这样的风格是
[88:17] 贯穿一个人的一生
[88:19] 所以你如果看他过去做科研
[88:21] 选学校 选专业
[88:23] 包括在早期的工作的
[88:25] 包选的这些工作的内容
[88:27] 我觉得都可以看出来
[88:28] 就是每个人不一样
[88:29] 但我觉得可能可以看看他
[88:30] 他做选择的方式
[88:32] 就挺显然的
[88:33] 如果一个同学
[88:35] 你会他的简历上
[88:36] 其实有特别多的光环
[88:38] 就是很多很多这些东西
[88:40] 包括可能比如说在
[88:42] 我是不太喜欢
[88:44] 就是特别跳跃的同学
[88:46] 比如在职场上
[88:47] 你会发现他在每一段时间都很短
[88:49] 虽然看上去好像都履历比较光线
[88:51] 往往这些同学
[88:52] 我是觉得长期看
[88:54] 未必那么有竞争力的
[88:56] 你觉得这一代AI和上一代AI
[88:58] 有什么不同吗
[88:59] 本质不同的这些AI公司
[89:00] 我觉得第一点确实
[89:02] 这个从旧教授说
[89:03] 小模型到大模型
[89:04] 所以这里面
[89:05] 就是skill up之后
[89:06] 很多逻辑都不一样
[89:07] 所以技术同学的要求也不一样
[89:09] 比如这一代其实
[89:10] 对于工程能力的要求
[89:11] 就非常非常高
[89:12] 因为你即使是一个
[89:13] 做上班的同学
[89:14] 你也得能够
[89:15] 能够有很强的动手能力
[89:16] 把工程做得非常好
[89:18] 那第二点我觉得
[89:19] 我认为主题是从2B到2C
[89:21] 上一代本质是2B的
[89:23] 因为技术的撬动力
[89:24] 和通用性不够
[89:25] 这一代我觉得本质是2C的
[89:27] 所以我觉得这两个
[89:28] 可能已经足够大了
[89:29] 本质差别
[89:31] 那对于这些AI
[89:32] 大模型的几小支呢
[89:34] 他们跟你觉得AI 1.0的四小龙
[89:36] 有什么不一样吗
[89:37] 有很多没有本质差别
[89:40] 朱孝虎老说大模型的
[89:42] 这几家公司
[89:43] 可能连AI四小龙都不如
[89:45] 你怎么看他这句话
[89:46] 你看了肯定跟其他人
[89:47] 看的感受是不一样的
[89:49] 对因为不认识朱孝虎
[89:51] 老师就第一
[89:52] 我觉得他说这话
[89:53] 也不是为了抬四小龙
[89:55] 而是为了打压现在新的
[89:57] 所以我觉得AI这件事
[89:59] 其实大家还是怎么讲
[90:02] 就是说是一件很难的事
[90:04] 当然这里我觉得
[90:05] 从两方面看第一
[90:06] 他这里面也实现了很多
[90:08] 这些所谓原来技术同学
[90:09] 或者老师教授的
[90:11] 个人的价值实现对吧
[90:14] 然后但同时
[90:15] 我觉得这件事情
[90:16] 从本质还是一件
[90:17] 很有意义的事
[90:18] 对人类的发展
[90:19] 对社会都很有价值
[90:21] 所以我觉得这些人
[90:22] 反正都在努力探索
[90:24] 所以我觉得其实
[90:27] 四小龙也好
[90:28] 六小虎也好
[90:29] 我觉得都最后还是看在
[90:31] 比如说未来三到五年之后
[90:33] 能不能真正出现AI时代的BAT
[90:36] 就真正能不能出现几个
[90:37] 收入跟商业化
[90:39] 真的能够成为平台体公司的
[90:40] 一些机会
[90:41] 现在so far都还没有实现
[90:43] 先跟一个投资人聊
[90:44] 说过去十年
[90:45] 最优秀的两家AI公司
[90:47] 是字捷和特斯拉
[90:49] 从某种角度来说
[90:50] 我是非常同意这个观点的
[90:51] 但谈讲这两家公司
[90:52] 起步的时候
[90:53] 都不是一家AI公司
[90:54] 但他们对AI非常了解
[90:55] 然后也非常善于应用AI
[90:57] 但是在AI时代
[90:58] 可能还会有新的一波
[91:00] 更加AI原生的公司
[91:02] 这个我觉得
[91:03] 虽然孕育的时间挺长的
[91:05] 但是这个时代终究会到来
[91:07] 这是你想达到的目标吗
[91:10] 我觉得可能是我们
[91:12] 我们这一群人想达到的目标
[91:14] 我觉得不管谁实现
[91:16] 我觉得都会是好的
[91:18] 如果要实现这个目标的话
[91:19] 是因为
[91:20] 是用节约去实现
[91:21] 还是用潜力去实现
[91:22] 我觉得节约和潜力是一体的
[91:24] 他们俩会形成非常好的联动
[91:26] 你觉得在
[91:27] 就是现在这个创业
[91:28] 怎么不重蹈
[91:30] 当年矿石的一些走过的弯路
[91:33] 不重蹈它的覆辙
[91:35] 我觉得最终其实就是
[91:37] 事业是由人决定的
[91:39] 所以我觉得如果
[91:40] 比如说我包括这个创始团队
[91:43] 大家不能完成本质的成长
[91:45] 最后路径肯定还是类似
[91:47] 就是如果人不能成长
[91:48] 事是会被重复的
[91:50] 人是一个本质
[91:52] 然后第二点我自己感觉就是
[91:56] 很多东西原来我们其实
[91:58] 其实很多大家学习比较好的同学
[92:00] 可能觉得很多是能一次性做对
[92:02] 但在商业角度
[92:03] 我觉得还是有很多经验
[92:04] 其实是很反人性的
[92:06] 比如在商业角度
[92:07] 我之前其实提过一个观点
[92:08] 就是其实有的时候慢就是快
[92:10] 就是其实历史上也证明
[92:12] 就是这些其实是反直觉的
[92:16] 那包括我觉得很多
[92:19] 很多从组织和战场认知
[92:21] 我觉得在经过这十几年的积累
[92:23] 我觉得还是有价值的
[92:25] 所以我觉得首先要做到一点
[92:27] 不要犯一个
[92:28] 从一个错误犯两遍
[92:29] 这个我觉得就已经
[92:31] 可能能够回避很多的问题
[92:34] 然后第二点
[92:35] 我觉得内心还是要比较坚定吧
[92:38] 就是还是要把自己的路走好
[92:41] 因为AI的竞争
[92:42] 确实非常的综合和立体
[92:45] 就是AI这个领域几乎是所有
[92:47] 所有这个
[92:49] 可能懂技术的不懂技术的
[92:52] 大公司小公司都想做的事情
[92:54] 在这个赛道里
[92:55] 我觉得刚刚讲到
[92:56] 还是要找到这个想做
[92:58] 能做可做三者的交集
[93:00] 且要等到那个交集
[93:01] 因为这样的交集
[93:02] 不是每个时间都有的
[93:05] 所以我觉得能够用更平和的心态
[93:07] 来应对这样
[93:08] 这场可能最快速的战斗
[93:10] 可能是一个蛮关键的一个因素
[93:12] 如果今天要是你做战略取舍
[93:14] 你能取舍吗
[93:15] 我们已经做战略取舍
[93:17] 舍了啥
[93:19] 我们这么聚焦
[93:21] 就是聚焦做AI终端这件事情
[93:23] 但终端还是比较多吗
[93:25] 我们就是车和未来偏手持
[93:28] 和穿戴式的这两个领域吧
[93:30] 大脑是不能舍的对吧
[93:31] 对
[93:32] 大脑和躯体有能舍的吗
[93:34] 我觉得大脑肯定是不能舍的
[93:36] 最主要的还是大脑
[93:37] 但我觉得这里面还是存在
[93:38] 叫做最小闭环的问题
[93:40] 其实之前大家做产品叫MVP
[93:44] 就是叫最小的集合
[93:46] 商业也存在最小集合
[93:48] 所以我认为大脑加上
[93:50] 我们现在领的车
[93:51] 加上创新的AI终端这个硬件
[93:53] 就这个要素
[93:54] 我觉得已经是最小集了
[93:56] 因为你经历过很多战场
[93:58] 有安防的有手机的有车的等等
[94:01] 你发现你自己更擅长打什么样的战
[94:04] 什么样的战更容易打赢
[94:06] 我觉得还是要技术和产品占比高的
[94:09] 我觉得我自己其实还是
[94:11] 对事更感兴趣
[94:13] 就是跟人相关的事情
[94:15] 可能没有那么擅长
[94:17] 所以可能还是希望它技术产品的占比会高一些
[94:20] 你看最近伊利尔说
[94:22] 我马上要进入研究时代
[94:24] 你对接下来的技术发展会有什么预判吗
[94:28] 我总体感觉其实这个技术路线图已经在这里
[94:31] 但是里面很多关键细节可能还没有实现
[94:34] 比如说从学习范式角度
[94:36] 从模仿到强化学习
[94:38] 现在的强化学习的后半段
[94:40] 到后面不管怎么定义
[94:41] 比如叫自主学习也好
[94:43] 我觉得这大的三个学习范式基本上就是这样
[94:45] 然后往下看
[94:46] 比如说我们的记忆的这套
[94:48] 这是一条线
[94:49] 记忆整个系统怎么去搭建
[94:51] 长东短
[94:53] 这些记忆怎么来实现
[94:54] 这也是一个非常重要的内核
[94:56] 然后以及
[94:57] 真正刚才讲的
[94:58] 从语言走向动模态
[95:01] 走向时间模型
[95:02] 这个也是一个很确定性的一条主线
[95:05] 总体我觉得就是学习范式
[95:07] 记忆
[95:08] 然后真正从模型
[95:10] 从数字世界走向物理世界
[95:12] 这三件事情
[95:13] 我觉得我认为都会在未来五年左右
[95:15] 都能够
[95:16] 去比较好的被解决
[95:18] 当然这些要素都解决完之后
[95:19] 我觉得至少现在定义的AGI
[95:21] 应该大概就能实现
[95:23] 所以我觉得路径是比较明确的
[95:25] 我是没有很同意
[95:27] 这个所谓research相关的事情
[95:29] 就是说我们现在这个skin law里面
[95:31] 其实缺乏几个关键模块
[95:33] 所以需要学习更多的科研
[95:35] 包括比如说transformer的下一代是什么
[95:37] 但是我觉得总体它还是一个
[95:40] 大系统工程的
[95:41] 为主导的体系
[95:43] 中间其实需要有很多研发来驱动
[95:45] 嗯
[95:46] 你怎么看世界模型
[95:48] 你觉得这个有多远
[95:50] 世界模型跟整个的产业落地很相关
[95:54] 比如现在在车这个领域里
[95:55] 世界模型就是一个确定性的事情
[95:57] 特斯拉已经初步实现了
[95:59] 那国内我觉得
[96:00] 比如像千里我们也很有信心
[96:01] 比如在未来一年时间
[96:02] 可以把这个领域的世界模型
[96:04] 去构建出来
[96:06] 但其他的更general的一些世界模型
[96:08] 其实它需要跟场景是相相关的
[96:11] 因为它跟数据相关
[96:12] 因为世界模型的数据不天然存在
[96:14] 所以这里面其实都
[96:15] 会需要有数据
[96:17] 有场景
[96:18] 和有应用
[96:19] 这三者要形成一个循环
[96:21] 才能形成好的世界模型
[96:23] 嗯
[96:24] 它还是要在一个领域内
[96:26] 不能完全放话
[96:27] 对
[96:28] 嗯
[96:29] 你觉得未来三到五年
[96:30] 大模型公司胜负手是什么
[96:32] 这个星辰怎么让自己
[96:34] 能够在第一梯队
[96:36] 胜负手我觉得就是两点
[96:38] 第一点就是技术上能够咬得住
[96:40] 就是真正能够
[96:41] 世界顶级模型
[96:44] 它的研发能力组织能力
