[00:02] 就在京都在鸭川边上
[138:24] 把文本填进去
[138:25] 那个模板是不能动的
[138:26] 它就是准是只是改里面的字
[138:29] 它就很明显一个问题就是
[138:31] 你这个内容不是我想表达的内容
[138:33] 它为了能够把
[138:35] 因为要为了要适配那个模板
[138:37] 我不管在说什么
[138:38] 它都得想办法塞到那个模板里去
[138:40] 你明显感觉到它那个设计出来的东西
[138:43] 不是跟着我的表达的
[138:45] 它是要把我的表达塞进去
[138:47] 所以当时
[138:49] 我就没法用
[138:50] 我说实话完全没法用
[138:52] 然后
[138:54] 因为我的场景是真的要给人讲的
[138:56] 我说出去给人家讲的
[138:57] 不是那种能应付差事的场景
[138:59] 然后另外一派就是
[139:01] 用前端代码来写
[139:03] UEP这样的产品
[139:05] 包括Mannus
[139:06] 我也试过
[139:07] 也是用前端代码写的
[139:09] 写的这个PPT
[139:11] 怎么说呢就是
[139:13] 我用它生成的那个PPT
[139:15] 我自己下载下来
[139:16] 我自己下载下来再改
[139:18] 那个费劲的程度
[139:20] 比我自己从头做一个还难
[139:24] 在那个时间点
[139:25] 说实话是非常不可用
[139:27] 当然过去几个月
[139:30] 还是有些进步的
[139:31] 大家都有些进步
[139:33] 当然另外一就是
[139:34] 在年底的时候
[139:36] 等于是
[139:37] Banana的技术方案出来了
[139:40] 就走了第三条路
[139:41] 就是我直接用图给你生成PPT
[139:43] 可用度确实很高
[139:46] 但比如说
[139:48] 还说说我自己那个场景
[139:50] 我自己做PPT的话
[139:51] 我还是没法用这个方法
[139:53] OK
[139:54] 因为很简单
[139:55] 就是我做的PPT
[139:57] 是偏商业表达的
[139:59] 我当时是做一个这种
[140:01] 相当于一个分享
[140:02] 我要分享一个
[140:03] 我怎么看这一些
[140:05] 某些反正AI产品设计的
[140:07] 一些原则吧
[140:11] 第一个问题就是
[140:13] 我要表达的东西很复杂
[140:15] 比如说
[140:17] 如果我用Banana这种东西
[140:18] 生成出来之后
[140:19] 它图非常漂亮
[140:20] 图文并茂
[140:21] 设计的好像很漂亮
[140:22] 但大量的信息就省略掉了
[140:25] 每页上面的字也摆不了太多
[140:28] 第二个问题就是
[140:29] 一眼就是人家做的
[140:31] 我不知道你有没有关注过
[140:33] Banana的一些PPT
[140:35] 反正你一眼就知道
[140:36] 这是Banana做的PPT
[140:37] 特别明显
[140:38] 我怎么能拿一个这个东西
[140:39] 出去给人家看
[140:40] 就太应付差事了
[140:43] 或者你也很难想象
[140:44] 比如说我在一个公司里
[140:45] 老板让我汇报
[140:46] 我拿一个这个东西给老板看
[140:48] 老板立马把我开除了
[140:50] 我觉得也不能解决这个问题
[140:53] 所以直到今天
[140:55] 我觉得还没有一个
[140:56] 真正成为所谓单向门的产品
[140:58] 单向门的意思就是
[140:59] 我用了这个产品
[141:00] 我做出来这个东西
[141:02] 我在这个上面
[141:03] 就能做出来这个东西
[141:04] 我完全不需要再拿
[141:06] PowerPoint或者什么Google Slides
[141:08] 二次加工
[141:09] 我就真的可以用
[141:10] 你们哪些功能
[141:11] 让它成为一个单向门的产品呢
[141:13] 其实你看
[141:16] 我在前面也交流过
[141:19] 就是我觉得AI产品设计
[141:20] 和传统的产品设计
[141:22] 有一个很重要的变化
[141:23] 就是从流程
[141:24] 或者确定性的体验设计
[141:26] 变成了一个面向context
[141:28] 面向不确定性的设计
[141:31] 所以如果要回答这个问题
[141:34] 第一个问题就是
[141:35] 都是效果
[141:36] 还是效果
[141:37] 你到底怎么设计这个context
[141:41] 你这个里面的
[141:42] agent调用有什么区别
[141:46] 其实大家很多人的做法
[141:48] 基本上是用Cloud Code agent
[141:51] 加skill的这套范式
[141:53] 只不过skill自己配了配
[141:54] 不一样的skill
[141:55] 我们是自演的agent框架
[141:57] 我们用自演人框架
[141:59] 所以最终你还是为效果服务
[142:01] 我们做这个项目
[142:03] 花了很多的功夫
[142:05] 这一开始
[142:06] 其实我们是面向过场做的
[142:08] 我们很快就做了个交互
[142:10] 就是怎么去做
[142:11] 一个APP的交互
[142:13] 叫人跟agent协作更好
[142:15] 对
[142:16] 反正我们先面向交互
[142:17] 先我们所想象的用户要怎么用
[142:19] 先把交互都做出来了
[142:20] 然后都开发完了
[142:22] 你会发现效果特别差
[142:23] 我们很多预想的东西
[142:24] 它就是效果不好
[142:26] 然后我们
[142:29] 我厌特别神
[142:30] 然后大家开了个会
[142:31] 然后研究了半天
[142:32] 最后我们换了个模式
[142:34] OK
[142:35] 我们先不管产品交互长啥样
[142:37] 我们就先去打磨
[142:38] 最小生成单元部分
[142:40] 那个部分
[142:41] 花了很多功夫
[142:42] 其实是多工种协同
[142:45] 就包括设计在里面
[142:46] 要定义什么是美的
[142:48] 然后技术要提供很多
[142:51] 怎么才能让它不要溢出
[142:52] 然后怎么布局才是合理的
[142:54] 怎么去设计这个容器
[142:56] 然后提供了很多知识
[143:00] 注入到这个环节
[143:01] 所以最后大家就是调这个效果
[143:04] 等这个效果调得非常明白了
[143:05] 你就知道
[143:06] 用户在进入这个环节之前
[143:08] 你必须得把什么context给我
[143:10] 不然我就达不到这个效果
[143:12] 然后你再去设计
[143:13] 我要一个什么流程
[143:14] 你一定要按照什么步骤
[143:15] 把这边都给我
[143:17] 所以我觉得
[143:19] 如果想要做这个事
[143:20] 我们现在做的做法其实特别简单
[143:22] 就是效果优先
[143:24] 我自己能够用到说
[143:26] 我自己做了一些PPT
[143:28] 我是真的一点没在用二次编辑
[143:30] 我拿出去讲
[143:32] 别人完全没意识到
[143:33] 这是个AI做的PPT
[143:35] 比如说我今年下半年的时候
[143:39] 因为参加百度世界大会
[143:41] 也是股东
[143:43] 所以让我去分享
[143:44] 当时我讲的是星联的事情
[143:46] 然后PPT它其实百度是提供了一个
[143:49] 它自己的大会的模板的
[143:51] 然后在前提之下
[143:53] 我把模板做成一个我们自定义的模板
[143:56] 然后在基础上用AI去做
[143:58] 做完之后
[143:59] 我在那讲完之后
[144:00] 没人知道那个是AI做的
[144:02] 确实没人知道
[144:04] 所以我觉得一切还是效果
[144:06] 这就是
[144:07] 这个其实我自己
[144:08] 可能做产品的哲学
[144:09] 跟很多今天AI做产品的哲学不太一样
[144:12] 今天的AI产品哲学是一定要快
[144:15] 然后demo先行
[144:18] 然后idea先行
[144:19] 看起来很fancy
[144:21] 要成为某某领域第一
[144:23] 对
[144:24] the first
[144:25] 对
[144:26] the first
[144:27] 但因为这不一定是个对的哲学
[144:30] 但因为我自己可能已经形成一定的惯性了
[144:33] 比如我在妙鸦是怎么赢的
[144:35] 不是因为我是the first
[144:36] 我真不是the first
[144:38] 但我是第一个迈过了那条线的人
[144:41] 就是我想特别深的是
[144:43] 我在做妙鸦
[144:44] 我还没有火之前
[144:45] 有一个做投资小伙伴
[144:47] 就在优酷的楼下来约我
[144:49] 就说OK
[144:50] 这个AI今年火了
[144:52] 帮我这个谈一谈
[144:54] 对AI怎么看什么
[144:55] 当时我就跟他说过一句话
[144:56] 我说我觉得90分等于0分
[144:59] 就是你必须到100分
[145:01] 什么叫90分呢
[145:02] 就是人一眼就看出来这是AI
[145:04] 然后其实没有办法真的在
[145:07] 实际流程当中去达到使用的水平
[145:11] 你即使达到了90分
[145:12] 你还是0分
[145:13] 或者说你的成本
[145:14] 其实AI可以带来巨低的成本
[145:16] 就是成本可以肯定是大幅降低了
[145:20] 但你每越过那条线之前
[145:23] 你即使成本再低
[145:24] 价值仍然非常受限
[145:26] 因为你真正能用
[145:28] 咱比如说AI生徒这个事
[145:30] 你真正能用AI生徒去交差的地儿
[145:33] 还是很有限
[145:35] 但你一旦越过那条线
[145:38] 就像当时妙鸦一旦越过那条线
[145:40] 没有人看出来这是AI做的图
[145:42] 跟你去海马体拍出来的图
[145:44] 完全是一个水平
[145:45] 当时很多用户去对比
[145:46] 他自己在海马体真的拍过
[145:49] 拿妙鸦做了一个同样风格的
[145:51] 很多人都觉得妙鸦做的更好看
[145:52] 更像它
[145:53] 因为海马体也是会给你精修的
[145:56] 很多时候修的都面目全非了
[145:58] 你都认不出来了
[145:59] 你都真的迈过那条线之后
[146:01] 用户觉得这个跟海马体完全是一样的
[146:03] 这个时候你的成本的巨大有限
[146:05] 就显现出来了
[146:07] 所以我现在做PPT还是这个道理
[146:10] 我觉得今天没有人已经迈过那条线了
[146:12] 你为什么选择PPT这么功能性的一个方向
[146:15] 你看你选妙鸦的时候
[146:16] 其实它是一个跟人的照片有关系
[146:18] 它是有天然的传播性的
[146:20] 它更能成为一个现代的产品
[146:22] 你现在选一个这么功能性的方向呢
[146:24] 首先我觉得有第一个原因
[146:27] 第一个原因是
[146:28] 是不是要追求现象级这个问题
[146:31] 坦白说妙鸦它肯定是现象级
[146:34] 对吧
[146:35] 但你回过头去看
[146:38] 很成功的大股
[146:39] 就是真的做到非常成功的公司
[146:41] 其实没有几个是Day1现象级起来的
[146:44] 很少
[146:46] 我今天去想这个问题的时候
[146:49] 现象级你肯定会带来一些好处
[146:51] 或者说你如果是在大厂
[146:53] 打工
[146:54] 你做了个现象级的产品
[146:55] 那肯定是很棒的
[146:56] 但你如果是在真的自己做一个创业
[147:01] 是不是该追求绝对现象级
[147:04] 那你极端情况下
[147:05] 你想另外一个例子
[147:06] 可鲁里
[147:07] 对吧
[147:08] 今年非常有争议的一个议题
[147:11] 甚至说营销先行
[147:13] 病毒是传播
[147:15] 视频也病毒是传播
[147:17] 话题也病毒是传播
[147:18] 然后呢
[147:19] 今天大家都忘了
[147:20] 都不知道它是干嘛的
[147:21] 我到现在都不知道可鲁里是干嘛的
[147:24] 对
[147:25] 就是
[147:26] 我可能本身就不是
[147:28] 现在不是特别追求病毒是传播
[147:31] 这是我的第一个点
[147:33] 那你对货客在今天
[147:35] 和成本高的情况下
[147:37] 我觉得它是容易爆发式货客
[147:39] 这个不好吗
[147:41] 爆发式货客和持续的稳定的
[147:45] 然后指数级的稳定增长式的货客
[147:48] 我觉得肯定是后者更好
[147:50] 因为比如妙鸦
[147:52] 它当时面临一个很现实的问题
[147:54] 它冲上最高点之后
[147:55] 一定是会回落的
[147:56] 它是不可能一直保持在这么高的高点的
[148:02] 因为我们当时确实
[148:03] 你想我们短短三个月之内
[148:06] 就已经做到了大几百万的付费用户
[148:08] 大几百万的付费用户
[148:10] 中国愿意付费去拍写真的人有多少
[148:14] 可能我们都已经覆盖了非常多了
[148:16] 我们三个月的用户量
[148:18] 就已经大于了海马体全年的客户量
[148:21] 对
[148:22] 然后你这个增长是不可持续的
[148:24] 不可持续的
[148:26] 所以我今天会觉得
[148:27] 如果你这个东西是有
[148:31] 更扎实的
[148:32] 用户会稳定去用的
[148:35] 然后你第一个人用完之后
[148:36] 他就真的会持续用的
[148:39] 然后他会告诉第二个人
[148:40] 第二个人还会持续用的
[148:42] 接下来的增长的爆发力没有那么强
[148:44] 但是就为什么
[148:45] 我特别想执着于单向门产品
[148:47] 你心里很踏实
[148:49] 就你获得了一个用户
[148:50] 你就不会再轻易丢掉它
[148:53] 然后我觉得今天大量的AI产品
[148:54] 都面临这个问题
[148:55] 你获得了一个用户
[148:56] 你特别容易丢掉它
[148:58] 对 特别容易丢掉它
[149:00] 你们准备上线哪些国家
[149:02] 我们目前是肯定是不区分
[149:04] 什么国家的海外正常去上的
[149:06] 因为PPT它是一个非常global的
[149:10] 或者非常非常普世的需求
[149:12] 当然我们肯定不会只做PPT
[149:15] 这些显而易见的
[149:16] 最终肯定是会走向
[149:18] 更多能力的这种办公的
[149:20] agent的方向
[149:21] 这大家基本上都是
[149:22] 都在这一个产品里吗
[149:23] 一个产品里
[149:24] 叫什么呀
[149:25] 叫Docky
[149:26] 我们这个产品叫Docky
[149:27] 你看minus它是最早
[149:29] 它是先做
[149:30] 一个通用agent
[149:31] 它画了一个大的框
[149:33] 让用户去选
[149:34] 我用什么样的方向
[149:35] 然后它可能慢慢的
[149:36] 有一些些的收敛
[149:37] 你们为什么先选择
[149:38] 一个锤类的方向
[149:40] 然后再去找其他方向
[149:41] 好像是一个从窄往大里做的
[149:44] 这种感觉对吧
[149:45] 对 是的
[149:46] 首先minus做这个事
[149:48] 是没有任何问题的
[149:49] 因为它是一个理念的先行者
[149:51] 它定义了一个范式
[149:53] 大家原来从来
[149:54] 没见过这种东西
[149:55] 然后它其实在推出
[149:57] 这个产品的时候
[149:58] 自己也做了一些
[149:59] 官方的这个tutorial的那种内容
[150:01] 就是你可以用这个做出这样
[150:03] 做出那样的
[150:04] 它相当于也假定了一些use case
[150:06] 它肯定也是自己内部测试的时候
[150:07] 有一些use case的
[150:09] 但因为它是理念先行
[150:11] 就是说大家很多人
[150:12] 来用这个东西的时候
[150:13] 是要感受到科技最前沿的一个
[150:16] 带来的那种范式变化
[150:18] 所以它不做限制
[150:20] 是非常正常的
[150:21] 它可以去观察
[150:23] 用户到底怎么用
[150:25] 对
[150:26] 然后再反过来收敛
[150:27] 那今天我来做这件事
[150:29] 我们就是一个非常后发
[150:31] 高度红海的事
[150:34] 对
[150:35] 所以这个时候你再去跟大家说
[150:38] 就包括
[150:39] 甚至都不说它是不是非常红海
[150:41] 哪怕今天不是特别红海的一个赛道
[150:44] 我觉得都不能再采用那个方法了
[150:46] 因为timing已经变了
[150:48] 整个周期变了
[150:50] 就是一个技术
[150:51] 大家经常有一本书
[150:52] 叫龙卷旋风
[150:55] 好像是就是讲技术的四个周期
[150:58] 从这个极客期到长线期到实用期
[151:02] 到这个落后人员的卷入期
[151:04] 这是一定是这么一个四个周期
[151:06] 我的一个感觉是
[151:08] 今天这个整个到了26年
[151:09] 特别是到了26年
[151:11] 它一定是进入第三个周期的
[151:13] 这也是为什么the firstxxx这种营销方式
[151:16] 越来越不好用的根本原因
[151:19] 为什么是第三个
[151:20] 就是已经大家开始回答的
[151:22] 关键问题是
[151:23] 你到底有什么用
[151:24] 你到底能不能解决问题
[151:26] 因为今天你及时讲
[151:28] 你the firstxxx再大的词
[151:30] 大家麻了
[151:31] 说实话真的麻了
[151:32] 词越来越大
[151:33] 现在基本都得OS级了
[151:35] 就是你OS以下的词
[151:36] 大家都懒得听了
[151:37] 对吧
[151:38] 但OS也没有用
[151:39] 就大家没有人会传播这个东西了
[151:42] 大家我一开始我就提过
[151:44] 对吧
[151:45] 这当然也是我从别的朋友那里听过来的一个理论
[151:47] 我就特别喜欢这个理论
[151:48] 我经常提这个理论
[151:49] 就是与我有关
[151:51] 对我有用
[151:52] 喜闻乐见
[151:54] AI今天已经过了喜闻乐见这个阶段了
[151:58] 就大家已经
[152:00] 就没有办
[152:01] 不会再因为喜闻乐见这个事去传播了
[152:03] 除非是你比如the firstxxx发了v4
[152:06] 对吧
[152:07] 然后又把美国人吊打了一顿
[152:08] 那大家传播的原因也不是因为v4
[152:10] 对吧
[152:11] 也其实背后有很大的是
[152:12] 就是这种国家竞争的
[152:14] 这种国家叙事
[152:17] anyway
[152:18] 就是我觉得今天
[152:20] 哪怕我们做的不是红海赛道
[152:23] 我也不太倾向于
[152:25] 再用理念先行
[152:27] 长线先行的方式去做了
[152:29] 因为你杀不出来了
[152:30] 就我们要承认就是我们是个后发者
[152:32] 我们很晚才进入这个赛道
[152:34] 你就不能再用这个竞争方法了
[152:36] 然后其次是你应该看
[152:38] 就是我反正我个人的观点是
[152:40] 这个timing已经变了
[152:41] 也许没变
[152:42] 但我的判断是已经变了
[152:44] 所以这个时候你与其要回答
[152:46] 我什么能干
[152:47] 或者叫
[152:48] 我是非常新的一个模式
[152:50] 那我们最后选的是
[152:51] 我们就干一个很简单的事情
[152:53] 这个事很多人都能干
[152:54] 但我干的比别人好
[152:56] 那我的判断是
[152:58] 在这个时间点
[152:59] 如果你真的能够非常清楚的告诉大家
[153:01] 为什么我比别人好
[153:03] 它的传播效率真的未必比
[153:05] 或者我干了一个什么不一样的事情
[153:09] 更差了
[153:10] 所以最核心的原因是
[153:15] 因为我觉得这个传播周期变了
[153:17] 以及我们的切入时间点是不一样的
[153:20] 我们团队内其实就是
[153:23] 我觉得我喜欢
[153:25] 把事讲得非常的明白
[153:28] 实在面对现实接受现实
[153:30] 在现实技术上就讨论做不做这个事
[153:33] 有一个很现实的问题就是
[153:36] agent这个词
[153:39] 在今天这个时间点
[153:40] 都不能称之为一个时髦过词
[153:42] 甚至很多人都反agent
[153:44] 很多人听到agent都反
[153:45] 我都跟一些从业者都聊过
[153:47] 听到这个又是agent了
[153:49] 这是做agent的
[153:50] 听到都觉得很low
[153:51] 大家好像都是跟风在做agent的
[153:53] 所以这个时间点
[153:54] 你在用
[153:56] 开放性的
[153:57] 理念性的
[153:58] 传播性的
[153:59] 任何去讲这个故事
[154:00] 我觉得都很难讲透了
[154:02] 所以我们就选择
[154:03] OK
[154:04] 我就要在一个很具体的事情上
[154:07] 我真的做出单向门
[154:08] 而且我自己有信心
[154:09] 我真的我自己用
[154:10] 用出了单向门
[154:12] 然后把这个单向门推给大家
[154:14] 说到产品做到哪一刻
[154:15] 你觉得这个产品是可以发的了
[154:17] 就是我拿它做出来的东西
[154:20] 然后去给大家讲
[154:22] 没有人觉得这是AI做出来的东西
[154:25] 而且大家都觉得做的特别好
[154:27] 它比人做的好吗
[154:29] 反正比我自己做的好太多了
[154:31] 就是我今天拿我自己产品做出来的PPT
[154:34] 远远超过我自己拿power important
[154:36] 我不管花多少时间
[154:38] 我不管花多少时间
[154:40] 我都做不出那个效果
[154:41] 它是更好看
[154:43] 外观更好
[154:44] 还是逻辑更好
[154:45] 还是更深刻
[154:46] 是哪一方面的更好
[154:48] 我觉得
[154:49] 就说PPT这个事
[154:51] 你说做PPT这个事
[154:52] 其实基本上就是三件事
[154:54] 第一件事是你要构建内容
[154:56] 我到底要讲啥
[154:58] 第二件事是我怎么把这个内容组织好
[155:00] 多少页每页讲什么
[155:02] 这个里面逻辑是啥
[155:03] 每页内的东西又是什么逻辑
[155:06] 第三个问题是怎么把它摆上去很好看
[155:12] 我觉得每个人的能力点都不太一样
[155:14] 我自己相对比较擅长的是
[155:17] 构建内容到梳理逻辑
[155:19] 我过去是比较擅长这个事的
[155:21] 但我可以明确的感觉到AI比我还好
[155:24] 还更擅长这些事
[155:25] 就当我跟他去讲
[155:27] OK我大概想说这么个事
[155:30] 有这么几个维度
[155:31] 我觉得AI能够把这个理的逻辑
[155:35] 理的清楚的程度
[155:36] 以及甚至从中提炼出一些金句的精彩度
[155:40] 远远超过我
[155:42] 这是第一个能力
[155:43] 所以他已经超出了我的表达能力
[155:47] 第二个能力就是
[155:48] 我要把这东西摆上去
[155:49] 还摆得很好看
[155:50] 这个本来就原来是我不擅长的
[155:52] 我原来的工作理由就是
[155:53] 我肯定要找模板
[155:55] 打开WPS
[155:56] 在里面找我觉得比较漂亮的模板
[155:58] 但是问题在于那个模板
[156:00] 我跟那个模板
[156:02] 比如我这页想讲的东西
[156:03] 跟那个模板的接
[156:04] 比如一共里面含了15页20页
[156:07] 如果我找不到任何一个
[156:09] 跟我想表达的事一模一样
[156:11] 我就不会改了
[156:13] 因为我一点都不会设计
[156:14] 我真的一点都不会设计
[156:16] 我稍微一动它
[156:17] 它就不好看了
[156:19] 对
[156:20] 但是今天AI完全可以做到
[156:22] 你随便
[156:23] 你随便讲
[156:24] 你的逻辑怎么设计都可以
[156:27] 但是我就能把你这个逻辑摆得最好看
[156:30] 完全可以做了
[156:32] 反正我自己拿我自己东西做出来的
[156:35] 反正我也可以给你看我们的例子
[156:38] 我觉得这真不是我能做出来的样子
[156:41] 你们做的工作是context engineering
[156:44] 对
[156:45] 本质上我觉得大家今天做的都是这个工作
[156:46] 你是基于什么模型
[156:48] 其实我们三个模型都在用
[156:50] 国外的是吧
[156:51] 对
[156:52] 对
[156:54] 我觉得大家都觉得过去一年
[156:56] 国内模型和海外模型的差距越来越小
[157:00] 但说实话我的感觉是相反的
[157:03] 就是在23年24年的时候
[157:07] 大家很多人还拿国内的模型挑一挑
[157:10] 然后或者是比如训一训
[157:12] 然后再去做一些事情
[157:14] 因为它有成本上的优势
[157:16] 我觉得今天就无脑选择那几个模型
[157:22] 因为其实我觉得可能不是说绝对意义上的差距在拉大
[157:28] 而是那几个模型率先迈过了一些非常关键的可用点
[157:32] 你比如说可能一开始在23年24年的时候
[157:35] 我们的模型随便刷60分
[157:37] 他们的模型75分
[157:39] 差15分
[157:40] 今天可能我们已经追到80分了
[157:43] 它90分
[157:44] 就差10分了
[157:45] 差的比原来少了
[157:47] 但是可能90分前面可能随便说85分或者是88分
[157:51] 是一个特别关键的那个畸变点
[157:55] 然后那个畸变点你一旦没迈过去
[157:58] 即使你跟它差距好像就比如跑分拉近了
[158:01] 但其实没有意义
[158:03] 就是这个畸变点迈过去了
[158:05] 我就能用它干这个事
[158:06] 它没迈过去
[158:07] 我就不能拿它干这个事
[158:09] 我觉得最简单的一个
[158:10] 今天所有做agent的公司
[158:12] 没有哪个公司能够不依赖于Cloud的模型
[158:16] 没有一个能够不依赖于Cloud的模型
[158:19] 是啊
[158:20] 那Cloud反过来做你这个事
[158:22] 它也能付给你
[158:23] 是的
[158:24] 这就是
[158:27] 就是说回竞争这个问题
[158:29] 就是
[158:30] Inance有没有可能就是看到了这一点
[158:32] 所以决定了出售呢
[158:34] 我觉得有可能
[158:37] 我自己在看待这个事的时候
[158:39] 我自己是这么看的
[158:40] 因为其实你看
[158:43] 我们想做这个事
[158:45] 面临的竞争有很多类型
[158:47] 对吧
[158:48] 包括了一堆初创公司
[158:50] 比我们跑得更快更早的
[158:52] 对吧
[158:53] 然后包括大模型公司
[158:57] 这个XGBT也好
[158:58] 或者Cloud也好
[158:59] 对吧
[159:00] 甚至包括传统的
[159:02] 你的传统竞品
[159:03] 对吧
[159:04] 你Office也好
[159:05] Canva也好
[159:06] 等等这些对吧
[159:07] Adobe也好
[159:08] Adobe系列也好
[159:09] 坦白说
[159:10] 我觉得里面最大的一个竞争问题
[159:12] 肯定大家
[159:13] 或者说大家考虑的最多的是来自Cloud
[159:15] 或者这个模型层公司的竞争压力嘛
[159:19] 我对这个事的判断是有这么几点
[159:21] 第一点
[159:23] 如果我是模型层的公司
[159:27] 我作为认识一定是朝着
[159:29] 自动化这个角度去做
[159:31] 自动化这个角度去做
[159:35] 这个想象力看起来大一些
[159:38] 大太多了
[159:39] 就是因为它确实可以突破
[159:42] 人的限制
[159:45] 它的定价也会突破一个工具的限制
[159:48] 对
[159:49] 因为它其实是相当于
[159:50] 完全进行社会生产力替代
[159:52] 它的第一步进行社会生产力替代之后
[159:54] 第二步一定是超越生产力
[159:56] 对吧
[159:57] 就是本来你比如人类
[159:58] 加在一起能够生产的价值
[159:59] 假如10万亿美金
[160:00] 随便说
[160:01] 它只要能做到这10万亿美金的替换
[160:03] 它一定能做到100万亿美金
[160:05] 因为它是非常容易scale的
[160:08] 就是聪明的人
[160:09] 聪明的脑子是很难scale的
[160:11] 但它一旦能够突破那个基点
[160:13] 它scale起来是无限的
[160:15] 对吧
[160:16] 然后包括大家现在开始讨论ASI
[160:19] 对吧
[160:20] 包括科学发现等等这些
[160:23] 如果我是大明星公司
[160:26] 我绝对不会去卷
[160:27] 怎么提高现在人类的能力这件事情
[160:30] 它很人本主义
[160:34] 我觉得
[160:37] 如果我是大明星公司
[160:39] 我都不会这么选择
[160:41] 但反过来
[160:42] 我作为一个应用公司
[160:44] 我可以去做人本主义的事情
[160:46] 甚至也许这就是个阶段性的生意
[160:48] 极端情况下
[160:50] 就是20年之后
[160:51] 或者10年之后
[160:52] 甚至可能5年之后
[160:53] 人就是没有办法再参与社会生产了
[160:56] 这不是没有可能发生
[160:58] 但我的之所以会选这个也有这个原因
[161:01] 是我觉得如果真的这一天发生了
[161:03] 大家都没发社会生产了
[161:05] 我们还讨论创业讨论商业
[161:07] 这就没什么意义
[161:08] 你先只能假定它不发生
[161:11] 你假定它不会发生
[161:13] 如果它真的发生
[161:14] 我觉得今天我们都不该干
[161:16] 这里面的任何一件事情
[161:18] 然后
[161:19] 甚至我自己也不喜欢这样的事情
[161:21] 如果我是为这件事添砖添柴的人
[161:24] 我不是很开心
[161:26] 我觉得把人扔到车底下
[161:29] 这个真的是一件很好的事情
[161:31] 我印象特别深
[161:32] 这个有点年代感的
[161:34] 我不知道你听不听过广告语
[161:36] 诺基亚当年的广告语
[161:38] 科技以人为本
[161:40] 听过
[161:41] 我觉得这个思路都没人提了
[161:44] 在提腾讯的科技向善
[161:46] 对 科技向善
[161:47] 其实是一个大的意思
[161:48] 对吧
[161:49] 就是今天大模型的指向性
[161:52] 包括比如说马斯克整体的努力的方向
[161:57] 他努力的方向就是把人格掘出去
[162:00] 因为这个说的有点太宏大了
[162:02] 但确实我觉得这竞争当中
[162:04] 我的第一个判断点是
[162:06] 我们在选的确实是一个故事更小的事情
[162:09] 这个故事真的没有那么性感
[162:11] 不是一个无限的事情
[162:13] 它还是一个让一部分人做到自己本来做不到的事情
[162:17] 他为这个做不到的能力
[162:18] 去买单
[162:20] 它是个有限价值
[162:22] 坦白说它是个有限价值
[162:24] 但我觉得也足够了
[162:26] 而且我自己也做过喜欢
[162:28] 这是第一个竞争的角度
[162:29] 第二个角度是
[162:30] 如果你真的想要深入一个事情
[162:32] 就深入某一个任务
[162:33] 因为Cloud其实它现在整个就是agent加skill这套
[162:37] 就Cloud code agent加skill这套
[162:39] 我觉得非常通用
[162:41] 确实非常通用
[162:42] 大量的任务都会得到解决
[162:45] 且随着模型能力的变强
[162:47] skill越变越好
[162:49] 它是很自然的在所有任务里都平均的往上抬升的
[162:53] 但你如果真的回到一个非常具体的任务上
[162:57] 你还是能找到很多点
[162:59] 你不去好好做
[163:00] 甚至跟模型都没有太大的关系
[163:02] 甚至跟模型都没有太大的关系
[163:04] 一些工程上的问题
[163:05] 纯工程的问题
[163:07] 你去做了就是比不做好很多
[163:10] 那这种情况下
[163:12] 大模型公司愿不愿意
[163:14] 我就举个特别简单的例子
[163:15] 你把一个HTML代码
[163:17] 的网页
[163:18] 真的转成一个PPTX的一个文件
[163:23] 怎么样能尽可能保真
[163:25] 这个就很难
[163:26] 你说大模型公司会干这种事吗
[163:28] 我觉得它永远不会干这种事
[163:30] 所以
[163:31] 我自己的想法是
[163:34] 在很具体的任务上
[163:36] 做出至少目前
[163:39] 领先完全通用解法的单向门的体验
[163:43] 再加上一些在这个任务上
[163:45] 和别人都不一样
[163:47] 或者说在通用里很难解的
[163:49] 甚至是纯工程的事情
[163:51] 你把它解好
[163:53] 我觉得就至少阶段性的
[163:55] 你可以做一款好产品
[163:57] 然后剩下的就是你
[164:00] 你永远无法回答那个天分了
[164:02] 对吧
[164:03] 你用的都是大模型公司的能力
[164:06] 还要我要补充一点
[164:09] 至少在今天
[164:11] 不同模型之间
[164:13] 它的长板确实还是不太一样
[164:15] 比如说今天大模型公司
[164:16] 虽然说所有的公司都离不开Cloud
[164:18] 但我们今天不是所有任务都用Cloud
[164:21] 哪类任务用
[164:23] 所有的to call类的
[164:25] 都是要用Cloud的
[164:27] 今天
[164:28] 反正这行里真的深入去做的人都知道
[164:30] to call的准确率
[164:32] Cloud是断档领先
[164:34] 但你比如说你去前端真正去画东西
[164:38] 真正要去把这个画出来
[164:40] 大家现在都基本上在换Gemini
[164:43] 因为Gemini的前端审美
[164:45] 也就是好很多
[164:47] 所以我们现在有些地方还得用GBT
[164:50] 它在有些地方的表现会比这俩都好
[164:53] 所以这是我觉得模型公司
[164:56] 这个事另外一个比较恶心的地方
[164:57] 它总不能够自己去混合这么多模型
[165:00] 或者至少不会这么倾向
[165:03] 但你就是在面临一个非常困难的竞争
[165:07] 这个确实是很现实的问题
[165:09] 确实很现实的问题
[165:11] 我自己出来的前两年里其实
[165:15] 很有意义想要找到能不能找一个人少一点的桌
[165:20] 对
[165:21] 你比如说选新闻
[165:23] 我也提到很重要的一个原因就是这个
[165:25] 我非常清楚大厂一定没法卷这个事
[165:28] 它卷不了
