[00:04] 我应该是公司第一个离职的人
[162:54] 我们来讲说Recipe
[162:56] 那这个对创作者的重建是个大问题
[162:59] 我认为因为创作Recipe的人是极少数
[163:03] 而且又有多少Recipe呢
[163:05] 当机器一旦学习了以后
[163:06] 它就不再需要这个人了
[163:08] 就是你所谓的艺术家
[163:10] 这件事情
[163:13] 只能说我们从逻辑推演
[163:15] 它会发生成这样
[163:17] 但是第一
[163:19] 这个过程是
[163:21] 可能是会很漫长的
[163:23] 然后第二
[163:25] 这个过程它也是
[163:27] 其实不可避免的
[163:29] 就像
[163:31] 这还挺难想象的
[163:33] 就像之前大家在互联网上
[163:36] 去展示自己的各种各样的内容
[163:40] 去写帖子
[163:41] 然后去
[163:43] 把大家自己认为有价值的东西
[163:46] 这个共享出来
[163:48] 其实可能也没有想到有一天
[163:51] 会因为这些数据
[163:53] 产生一个智能的系统
[163:56] 来去替代掉自己的工作
[163:58] 是一样的
[164:00] 最典型的就是代码
[164:05] 我想一想
[164:06] 那比如说我要去买一个东西
[164:09] 它给我生成什么呢
[164:10] 它怎么给我生成一个商品呢
[164:13] 它可以直接连接到产线
[164:17] 这件事情
[164:18] 我相信应该有团队已经在做了
[164:21] 就是只不过它不是去做
[164:23] 非常general的这种商品的生产
[164:26] 而是直接可以
[164:28] 就是它的整个产线
[164:31] 是可以跟前面的需求是对上的
[164:34] 所以在市场关系上
[164:35] 你觉得首先干掉的是中间商
[164:38] 当然
[164:39] 中间商任何时候都应该被干掉
[164:42] 所以移动互联网
[164:43] 互联网时代成长最大的
[164:45] 应该都是中间商了
[164:47] 这是技术决定的
[164:49] 中间商它当然
[164:52] 它当然是有历史发展的
[164:55] 特定阶段的重要贡献和价值的
[164:58] 但是今天的技术
[165:01] 就是又有了新的变化
[165:03] 而且我们刚才讲说
[165:05] 这个权力的这种过渡
[165:07] 它一定是不可逆的
[165:09] 它一定是越来越朝消费端去做转移
[165:12] 就像即使在互联网时代
[165:14] 也会出现像拼多多这样
[165:16] 因为它在消费端
[165:18] 它给了消费者更多的权力
[165:20] 所以它能够做得更好的例子
[165:23] 一个很俗的词
[165:25] 叫创作平权
[165:27] 创作平权我们其实把它进一步
[165:29] 去做一个延伸
[165:31] 就是让它更具象化
[165:33] 是什么呢
[165:34] 是创作可以变成表达
[165:38] 什么意思呢
[165:40] 我们去想不同的这种信息模态
[165:43] 比如说
[165:44] 语言是每个人都可以去使用的
[165:47] 我跟你说话
[165:48] 这件事情是最低门槛的
[165:51] 只要我不是有病
[165:53] 我不是诗语
[165:55] 我就一定能够用语言
[165:57] 去表达
[165:58] 然后再往下一步
[165:59] 文字
[166:00] 文字可能对于咱们国家来说
[166:03] 就已经基本消灭文盲
[166:05] 但其实从全世界的人口范围来去看的话
[166:09] 应该是有70%的人是能够读写的
[166:13] 其实还有很多人
[166:15] 他是没有办法去写字的
[166:17] 它的门槛其实就高了起来
[166:20] 然后再往下一步一步
[166:22] 图片的表达
[166:23] 它的人就会变得更少
[166:25] 你要用图片
[166:26] 你要用图像去表达自己
[166:28] 当然有相机之后
[166:31] 这个事情就变得相对容易一些
[166:33] 但是我刚才讲了
[166:34] 它是一个物理世界
[166:35] 你可以把物理世界
[166:37] 变成图片来去做表达
[166:38] 理念世界依然是很难的
[166:41] 你想象中的画面
[166:43] 你要想去用图像去表达它
[166:45] 今天可能稍微比文字要更难一些
[166:48] 声音音乐
[166:50] 对更难
[166:51] 视频至少是现在我们能够看到的
[166:54] 可能最难的一种
[166:56] 一种形态
[166:57] 你要用视频去作为你的一种表达方式
[167:01] 它是非常难的
[167:03] 为什么这件事情有意义
[167:06] 第一
[167:07] 它的发展趋势就应该是这样的
[167:10] 为什么
[167:11] 因为这种表达方式
[167:13] 我们已经能够看到
[167:15] 它的发展趋势
[167:17] 就是我能够去传递的信息量
[167:20] 越来越高
[167:22] 对吧
[167:23] 视频它的信息量就是会更高的
[167:26] 所以它一定会朝这个方向去发展
[167:29] 第二就是当从创作变成表达之后
[167:33] 它一定会出现新的产品形态和商业模式
[167:37] 比如
[167:39] 如果文字
[167:41] 你要把它
[167:42] 就是你要去创作这个文字的话
[167:45] 或者说就是你要
[167:48] 这个文字它只能通过创作去产生的时候
[167:51] 就是什么
[167:52] 怎么古代要用笔墨纸验
[167:55] 还得会会写字
[167:57] 你才能够去创造出一个文字的信息
[168:00] 那那个时候
[168:02] 书就是非常非常珍贵的一种东西
[168:05] 对
[168:06] 那到今天来说的话
[168:09] 就是它变成一种表达方式
[168:12] 就会有微信
[168:14] 你可以用文字
[168:15] 随时随地很低成本的去表达自己
[168:19] 所以它就会有它就会有微信
[168:21] 你很难想象说
[168:22] 如果产生文字的信息
[168:24] 是需要用一种创作的方式
[168:26] 就是才能得到这个文字的话
[168:28] 它不会有微信这样的东西
[168:30] 那对于其他模态来说也是一样
[168:34] 对
[168:35] 所有的模态就是它的这个
[168:38] 信息量信息密度越高
[168:42] 然后它成为表达的这个难度也就越大
[168:46] 但是当它能够成为表达的时候
[168:49] 它产生的这个价值也会更大
[168:53] 对
[168:54] 所以这个其实是
[168:56] 这个其实是我们今天去在工具端
[168:59] 去做产品的一个初心
[169:02] 就是让视频也能在有一天
[169:06] 从一种创作
[169:08] 变成让人们能够去做表达的这种方式
[169:13] 比如
[169:15] 就是原本这个情侣之间
[169:20] 是去写情书的对吧
[169:23] 是去写情书的
[169:25] 然后我们很多时候可以在网上看到说
[169:28] 很用心的这个新郎
[169:31] 给新娘在这个结婚的这个典礼上去
[169:34] 做了一个我们历程的
[169:36] 就是我们俩从相识到这个
[169:39] 这个结婚中间所有历程的视频
[169:42] 大家会觉得好棒
[169:44] 这个新郎用心了
[169:45] 这就是这个模态的价值
[169:48] 对
[169:49] 但是现在它还是一种创作
[169:51] 未来它应该变成一种
[169:55] 更低门槛
[169:56] 每个人随时随刻都能去做的表达
[170:00] 对
[170:01] 所以这个是我们现在这个阶段
[170:03] 我觉得至少可以做很长一段时间的
[170:06] 一个目标
[170:07] 就是让视频这件事情
[170:09] 从创作能够变成表达
[170:12] 那在这个过程中
[170:14] 因为整个这个工具
[170:16] 它的能力会越变越好
[170:19] 那也意味着说至少在当前的
[170:22] 这套经济逻辑下
[170:25] 那使用工具的人
[170:27] 他应该拥有比其他人
[170:30] 更好的收益
[170:31] 更高的效率
[170:33] 现在AI产品应该怎么做
[170:35] 你觉得
[170:40] 我觉得你这个词是不是有点等同于说
[170:44] 到底什么是AI Native
[170:49] 我们觉得其实现在的产品都挺AI Native的
[170:52] 因为大家都是有了AI之后才开始做的产品
[170:55] 只是说
[170:57] 不同的路径
[170:59] 然后不同的形态
[171:01] 什么意思呢
[171:03] 比如说现在我们能够看到的产品形态
[171:08] 聚合
[171:09] 能力的聚合
[171:10] 一定是一类
[171:11] 就是大模型厂商就不说了
[171:13] 就大模型厂商
[171:14] 他天然就是模型级产品
[171:16] 从模型的能力直接
[171:18] 增加一个产品的外壳
[171:20] 它就变成了一个好的产品
[171:23] 那我们还会看到
[171:24] 比如说能力的聚合
[171:26] 在语言模型的时代就会有
[171:28] 比如说POE
[171:30] 它今天依然还在A16Z Top50的产品的榜单里面
[171:35] 对
[171:36] 在其他模型它也会有这样的产品
[171:38] 因为聚合它天然就是有价值的
[171:41] 然后再往下会有什么
[171:43] 会有比聚合
[171:44] 比如更进一步
[171:46] 我不光是聚合的能力
[171:49] 我还拥有一些编辑的能力
[171:53] 我给用户提供的价值更多了
[171:55] 我不光能用到各种各样的服务
[171:58] 我还可以把这些服务的内容
[172:00] 能够去做进一步的加工和处理
[172:02] 就更往前走了一步
[172:04] 当然也都是有价值的
[172:08] 比如说再往下
[172:10] 可能我们刚才讲到
[172:12] agent也好
[172:13] workflow也好
[172:14] 它其实比
[172:16] 简单的编辑处理
[172:18] 又更近了一步
[172:20] 它把智能体
[172:22] 所谓AI worker
[172:24] 引入到了这个系统里面
[172:26] 它进一步的去提效
[172:28] 对
[172:29] 所以这些产品形态
[172:31] 它都是有价值的
[172:33] 我们今天其实能够看到
[172:35] 每一个产品形态
[172:36] 它都有做的AR
[172:37] 做的很好的
[172:38] 因为它们都确实产生了价值
[172:41] 我们只不过是
[172:44] 用一种和大家平行的方式
[172:47] 去思考这个产品的形态
[172:50] 刚才我说
[172:51] 我们要从DSL
[172:52] 要从一个语言的设计出发
[172:54] 这就会做的比较笨重
[172:58] 比较慢一些
[172:59] 但是这个可能只是
[173:01] 它更适合我们这个团队的基因
[173:03] 和我们对这个产品的理解
[173:05] 所以我觉得并不存在说
[173:08] 我们觉得应该怎么去做产品
[173:11] 我们是这么去做产品的
[173:13] 但是我们也看到
[173:14] 有其他去做产品的方式
[173:16] 我们认为不同的这种
[173:18] 做产品的方式
[173:19] 其实大家都有自己的价值
[173:21] 也都有做的非常好的产品
[173:24] 你觉得AI Native产品的北极星指标
[173:26] 应该是什么样
[173:27] 它应该衡量的是什么样
[173:32] 这个我觉得也只能
[173:33] 从我们自己的角度出发
[173:35] MyDeal的角度对吧
[173:38] 是的
[173:39] 或者是从我们未来去
[173:41] 做所有产品的这个指标出发
[173:43] 我觉得
[173:45] 就是首先做产品
[173:47] 它有商业价值
[173:48] 这件事情是毫无疑问的
[173:49] 去做一个公司
[173:50] 去做一个组织
[173:51] 它自己是一个产品工作室
[173:53] 它一定要去产生商业价值
[173:54] 我觉得这个是一个最basical的一个标准
[173:59] 但是在这之上
[174:01] 我们其实会想用说整个系统
[174:06] 它的智慧程度来去衡量这件事情
[174:09] 对
[174:10] 这个其实听上去
[174:12] 就是有点奇怪
[174:14] 我们一个做应用的公司
[174:15] 有什么智慧对吧
[174:17] 对
[174:18] 但我们不这么去认为
[174:21] 就是什么意思
[174:22] 就是说
[174:23] 我们来说
[174:24] 会有一个生产系统
[174:25] 会有一个system2
[174:27] 这就意味着说
[174:30] 这套系统它是有自动生产能力的
[174:35] 它自动的生产能力
[174:37] 一定是有一个评价的标准的
[174:40] 就是你能做出60分的内容
[174:42] 还是能做出70分的内容
[174:44] 这个东西其实是可以判断的
[174:47] 它不光是一个
[174:49] 比如说对内容指标的主观判断
[174:51] 它也可以来自于
[174:52] 比如说用户在这个平台上面去产生的
[174:59] 比如说导出率
[175:03] 然后比如说
[175:05] 一个人他会付很多钱
[175:08] 对
[175:09] 所以我觉得至少会有一个阶段
[175:12] 是判断生产生产端的产品
[175:16] 和之前的SaaS产品要有一个不一样的地方
[175:19] 在于说
[175:20] 你能够让
[175:21] 特定的就是少数的这个用户
[175:24] 去产生海量的营收
[175:27] 是比你用海量的用户去产生相同的营收
[175:33] 是要更好的
[175:34] 对
[175:35] 就是用少量的用户产生
[175:37] 我用三个用户产生
[175:40] 100万的这个营收
[175:42] 和用10万的用户去产生100万的营收
[175:45] 你说是对你们公司来说对吧
[175:47] 对我们会更看重前者
[175:49] 为什么呀
[175:50] 因为刚才就是已经提到了
[175:52] 就是我们认为
[175:54] 生产系统它的价值是去scale最强的人
[176:01] 对
[176:02] 因为更强的人
[176:04] 他也会让系统变得更强
[176:08] 对
[176:09] 对依然这是一个很明刻的
[176:12] 很明刻的一个说法
[176:14] 而且我相信
[176:15] 而且我相信
[176:17] 对这个可能
[176:19] 可能大部分人不会这么想
[176:21] 这是现在的工具产品都把价格抬高的原因吗
[176:27] 我觉得是这样
[176:28] 不是因为token贵是吧
[176:30] 算力贵
[176:31] 当然模型就是更贵的那个价格背后对呢
[176:34] 一定是更好的模型
[176:35] 更完善的这个system2
[176:38] 这是一定的
[176:40] 对
[176:41] 但是从刚才讲的
[176:42] 就是你要让整个系统变得更好的这个角度来说
[176:46] 那一定是更强的人
[176:47] 他对你的价值更大
[176:49] 嗯
[176:50] 但这绝不代表说我们不去做AR
[176:53] 对不代表说我们不会去做收入
[176:56] 因为只要你产品是真正能够帮用户去解决问题的
[177:02] 你的定价合理
[177:03] 那就是收入它是一件
[177:06] 它是一个水到渠成的事情
[177:08] 对
[177:09] 就是你去提高整个系统的智慧程度
[177:12] 它也会
[177:13] 它就天然就会影响说你未来能够产生收入的这个上限
[177:17] 你怎么衡量智慧程度
[177:19] 就刚才说的就是你能够做出来的内容
[177:23] 就是它应该是在
[177:25] 它应该是能够去对它有一个质量的评分的
[177:29] 嗯
[177:30] 你今天能够去做出60分的内容
[177:31] 明天能够去做出70分的内容
[177:33] 它就在它就在提高
[177:34] 嗯
[177:35] 然后相同比如说相同的输入的情况下
[177:37] 对吧
[177:38] 然后另外其实还有一个
[177:40] 还有一个分母
[177:43] 就前面其实也也有提到
[177:45] 就其实其实
[177:46] 你要做到相同质量的内容
[177:49] 如果你消耗的token越少
[177:52] 其实你就更智能
[177:54] 嗯
[177:55] 为什么因为
[177:56] 我们去想象说
[177:58] 我们想说去拿人去做类比啊
[178:01] 去一道很复杂的数学题
[178:04] 一个人
[178:06] 他看了一遍题直接就给说正确答案
[178:09] 然后另外一个人
[178:11] 他需要
[178:12] 就是
[178:13] 把整个过程演算出来
[178:15] 可能中间还做错了一遍
[178:17] 他说哎
[178:18] 这个这个方法错了
[178:19] 回头重新去算一遍
[178:20] 然后最后得到了一个相同的答案
[178:23] 嗯
[178:24] 如果说每次这两个人
[178:25] 他们都能用各自的方式
[178:27] 去把这个问题做对
[178:29] 嗯
[178:30] 我们一般会认为前面的人
[178:31] 可能更聪明一些
[178:33] 对
[178:34] 对
[178:35] 所以
[178:36] 对其实就是这个道理啊
[178:38] 关于AI native时代的组织
[178:40] 你有什么思考吗
[178:42] 就其实还是那个点
[178:46] 我觉得
[178:47] 没有什么native
[178:49] 就是
[178:50] 大家都是有了AI之后才出来做的公司
[178:54] 肯定都是native的
[178:56] 嗯
[178:57] 对那我们
[178:58] 我们对这件事情
[179:00] 就我们自己的这个工作过程中
[179:02] 其实是有一些
[179:05] 可能比较有意思的
[179:07] 有意思的这个观点啊
[179:08] 就是
[179:09] 就我们前面提到了
[179:11] 产品的这个智慧程度
[179:12] 就这个系统的智慧程度
[179:14] 这个智慧程度
[179:16] 它其实有一个能启动的要素的
[179:19] 这个能启动的要素
[179:20] 其实就是这个组织自己
[179:22] 嗯
[179:23] 什么意思呢
[179:24] 就是你的产品的智慧程度
[179:26] 或者说它的这个能力
[179:28] 等同于你的组织
[179:31] 在这件事情上的智慧程度
[179:34] 再乘一种转化率
[179:36] 为什么会有一个转化率
[179:38] 嗯
[179:39] 因为
[179:40] 这也是
[179:41] 这是一个组织问题的原因
[179:42] 就是
[179:43] 这个转化率肯定是越高越好
[179:45] 对吧
[179:46] 嗯
[179:47] 对
[179:48] 怎么能够去提高这个转化率呢
[179:50] 嗯
[179:51] 我们的
[179:52] 我们的想法
[179:53] 其实就跟刚才产品工作室这件事情是
[179:56] 是连接上的
[179:57] 就是
[179:58] 它必须是一种
[180:00] 主动自驱的一种方式
[180:03] 就什么意思
[180:04] 就是
[180:05] 我们会把这个公司视为一种环境
[180:09] 去
[180:10] 建立这个组织
[180:12] 其实就是去搭建了一个环境
[180:14] 嗯
[180:15] 这个跟
[180:16] 这个跟上次那个
[180:17] 执领
[180:18] 跟你讲说要用
[180:19] 要用强化的方式
[180:21] 去
[180:22] 对
[180:23] 去管理组织很像
[180:25] 嗯
[180:26] 对很像我那天看到之后也是
[180:27] 嗯
[180:28] 就是
[180:29] 就是还
[180:30] 还蛮有意思的
[180:31] 周星宇跟他说的
[180:32] 哎
[180:33] 我我就能猜到就是周星宇说的
[180:35] 哦
[180:36] 对
[180:37] 对
[180:38] 就是我们其实也是在构建一套环境
[180:40] 啊
[180:41] 这个环境里面的每一个员工
[180:42] 嗯
[180:44] 我们把它视为一个智能体
[180:46] 就是一个人是一个智能体
[180:47] 啊
[180:48] 为什么
[180:49] 为什么说在这个组织里
[180:50] 它是一个智能体
[180:51] 可能大家都听过
[180:52] 一个词叫异化
[180:53] 就是人工作
[180:54] 就
[180:55] 就马克思主义的一个基本概念
[180:56] 对吧
[180:57] 就是
[180:58] 就是资本会把人异化
[180:59] 嗯
[181:00] 那什么是异化
[181:01] 异化
[181:02] 异化的一种直观表现
[181:03] 就是
[181:04] 意义的缺失
[181:05] 或者叫意义的虚无感
[181:06] 就是很多人
[181:07] 他的工作
[181:08] 就在大厂里面
[181:09] 在大厂里面
[181:10] 就是
[181:15] 就在大厂里面
[181:16] 大家都会很苦恼的一个原因是
[181:17] 这件事情
[181:18] 它并不是我想做的
[181:19] 所以当有一天
[181:20] 你去追问这件事情的意义的时候
[181:21] 你一层一层往回去追问
[181:22] 我为什么要去做这件事
[181:23] 你会发现
[181:24] 那个意义是缺失的
[181:25] 它是虚无的
[181:26] 对
[181:27] 所以人在这样的状态下
[181:28] 它是被异化成为了
[181:29] 就是比如说是公司的营收
[181:30] 或者是
[181:31] 呃
[181:33] 组织
[181:34] 或者是老板的某一个kpi
[181:35] 对
[181:36] 所以人在这样的状态下
[181:37] 他是被异化成为了
[181:38] 就是比如说是公司的营收
[181:39] 或者是
[181:40] 呃
[181:41] 组织
[181:42] 或者是
[181:43] 呃
[181:44] 组织
[181:45] 或者是老板的某一个kpi
[181:46] 呃
[181:47] 就是被异化成了
[181:48] 这样的一个一个一个工具
[181:50] 嗯
[181:51] 工具人对吧
[181:52] 对
[181:53] 那去搭建环境的意思
[181:55] 我们
[181:56] 就刚才讲说人
[181:57] 回归到
[181:58] 人本身
[181:59] 或者是一个智能体是说
[182:00] 这件事情的意义
[182:02] 它应该是由自己去决定的
[182:05] 嗯
[182:06] 就什么意思呢
[182:07] 是说
[182:08] 每一个
[182:09] 每一个人的reward
[182:11] function
[182:12] 它不是公司来去指令的
[182:15] 嗯
[182:16] 其实是大家进入这个组织的时候
[182:19] 就带着某一个目标
[182:21] 或者是它在这个组织工作过程中
[182:23] 产生了某一个目标
[182:25] 嗯
[182:26] 那这个环境它要做的事情是能够
[182:29] 去找到说这些rewardfunction
[182:31] 和组织的那个目标
[182:33] 能够去契合起来的一种方式
[182:36] 嗯
[182:37] 对
[182:38] 所以
[182:39] 这个就是提高那个转化率的
[182:42] 转化率的这个关键
[182:44] 就是每一个人在这个组织里面
[182:47] 是会
[182:48] 主动的
[182:50] 就是有
[182:51] 有自己认同的这个目标
[182:53] 嗯
[182:54] 来去做这件事情
[182:55] 比如说去做
[182:57] Medium这个产品的这个同事
[183:00] 那如果它对于视频这件事情
[183:02] 本身是缺乏热爱的
[183:04] 那这个转化率就一定是低的
[183:08] 对
[183:09] 呃
[183:10] 就这个其实比较好理解哦
[183:12] 嗯
[183:13] 就是因为人是有主观能动性的嘛
[183:15] 如果他是自己
[183:16] 对这件事情感兴趣
[183:18] 那么其实工作对他来讲
[183:20] 可能就不是一个
[183:21] 呃
[183:22] 不是一个负担
[183:23] 啊
[183:24] 就就依然是那个产销者的逻辑
[183:26] 就生产的过程中
[183:27] 他是在消费
[183:28] 嗯
[183:29] 要回到劳动最光荣
[183:30] 嗯
[183:31] 啊
[183:32] 对
[183:33] 比如我们挺多同事
[183:34] 他们在十一期间是
[183:36] 是
[183:37] 是没有
[183:38] 没有完全休假了
[183:40] 他们一直在一直在做开发
[183:42] 其实
[183:43] 给加班费吗
[183:44] 其实公司并
[183:45] 其实公司并没有这个
[183:48] 并没有这个加班的
[183:50] 加班的
[183:51] 要求
[183:52] 这个这个安排
[183:53] 而且我们是remote办公
[183:54] 其实你加不加班
[183:55] 可能也没有人知道
[183:57] 只是说最后看到这个十一期间
[183:59] 大家都在提交代码
[184:00] 最后都被合进去了
[184:02] 对有人提交
[184:03] 还有人在合
[184:04] 呃
[184:05] 对
[184:06] 所以这可能就是
[184:07] 就是刚才说的
[184:08] 每个人他有自己的这个remote function
[184:10] 呃
[184:11] 的一种具象
[184:12] 啊
[184:13] 因为其实
[184:14] 我发现有的人对remote function非常简单
[184:16] 就他不想这个公司死掉
[184:18] 哈哈
[184:19] 对
[184:20] 所以他要做的事情就是尽可能让这个公司能活下去
[184:23] 嗯
[184:24] 为什么ai实在需要一个
[184:26] 就让个人
[184:27] 个体感受更好的组织呢
[184:30] 你回到前面
[184:32] 就是我们去讲
[184:34] 就是生产系统的这套逻辑啊
[184:36] 嗯
[184:37] 呃
[184:38] 就因为你需要去scale
[184:40] 最强的人
[184:41] 就这个组织也是一样
[184:43] 应该去找到最适合的人
[184:45] 比如说
[184:46] 代码能力
[184:47] 那未来的代码一定会越来越多是
[184:51] 呃
[184:52] 是由模型生成出来的
[184:53] 嗯
[184:54] 它的准确率会越来越高
[184:55] 它的这个数量会越来越多
[184:56] 呃
[184:57] 那
[184:58] 这是一个它的技术在更全的
[185:01] 更全的一个工程师
[185:03] 它能够去产生的代码的数量
[185:06] 就一定是比一个技术在
[185:09] 就比如说它只会某一种预演
[185:11] 或者说只会某一个方向的研发
[185:13] 啊
[185:14] 它能够带来的产能就会更大
[185:16] 嗯
[185:17] 对
[185:18] 那这些就是这一类人
[185:21] 这一类人它天然就是
[185:24] 它天然就是这种主动
[185:26] 主动性和自居性很强的
[185:28] 嗯
[185:29] 对这类人
[185:30] 他很难用传统的方式去做
[185:33] 去做管理
[185:34] 对
[185:35] 所以
[185:36] 对
[185:37] 所以一定一定要用刚才的这种方式去做管理
[185:38] 其实要用刚才的这种方式去
[185:40] 呃
[185:41] 我马上要把管理的问题在招聘的时候解决掉
[185:45] 嗯
[185:46] 对
[185:47] 就是前面
[185:48] 嗯
[185:49] 我们现在多少人啊
[185:50] 我们现在30个人
[185:51] 嗯
[185:52] 哦
[185:53] 增长了
[185:54] 你们是全员都可以不来公司是吗
[185:57] 是的
[185:58] 嗯
[185:59] 那你平时你们办公室有人吗
[186:00] 我们
[186:01] 呃
[186:02] 就是我们每周会有一天大家在线下去办公
[186:05] 但这个其实是大家主动要求的
[186:07] 啊
[186:08] 嗯
[186:09] 你无所谓
[186:10] 我无所谓
[186:11] 哦
[186:12] 那你平时来公司吗
[186:13] 我会来公司
[186:15] 那你看没有人你不难受吗
[186:18] 不难受
[186:19] 呵呵
[186:20] 对这这其实嗯
[186:22] 你觉得这样创造力强吗
[186:24] 我觉得至少从结果上面来说
[186:28] 到今天为止
[186:30] 他的组织的产能
[186:33] 是是超是超出我的预期的
[186:36] 怎么看呢
[186:37] 不是
[186:38] 就是从大家的这个工作的产出的数量
[186:42] 还有质量来去做判断
[186:43] 那你在招聘阶段你会注重这个人的什么呢
[186:46] 自驱力
[186:47] 呃
[186:48] 几个点吧
[186:49] 啊
[186:50] 一个点是
[186:51] 就自驱力包括主动性这件事情
[186:54] 他是有
[186:55] 他其实有这个
[186:57] 啊
[186:58] 很具象的
[186:59] 你能够去能够判断的这个依据的
[187:01] 嗯
[187:02] 就比如说自驱力强的人主动性强的人
[187:04] 他一定会building public
[187:06] 嗯
[187:07] 他会写自己的开源项目
[187:09] 啊
[187:10] 然后他会分享自己的这个认知
[187:13] 哦
[187:14] 对然后他会做很多工作之外的这些
[187:17] 这些这些项目他会发出来
[187:19] 哦
[187:20] 对
[187:21] 呃
[187:22] 然后另外一件事情是对某一件事情的热爱
[187:25] 嗯
[187:26] 对
[187:27] 这就刚才讲的就是必须得有自己的一个reward function
[187:31] 啊
[187:32] 就你的reward function不应该是不工作对吧
[187:34] 嗯
[187:35] 对
[187:36] 嗯
[187:37] 而是劳动最光荣
[187:38] 对
[187:39] 就是你有你有
[187:41] 其实每个人他都能找到自己最感兴趣的一件事
[187:45] 有的人他的最感兴趣的事情其实就是
[187:47] 就是休息啊
[187:48] 就是躺着对吧
[187:49] 就是有直播的人他就是直播睡觉对吧
[187:52] 嗯
[187:53] 这这没有问题
[187:54] 那只是说我们要去一起做一件事情要
[187:57] 呃
[187:58] 要去做一个产品
[188:00] 那你的那个热爱的事情能和
[188:03] 我们想去做这个事情
[188:05] 他是能够找到
[188:07] 就每个人他有一个向量的话
[188:09] 他那个投影是能够投下来的
[188:11] 嗯
[188:12] 就是他有更多的投影是在我们的这条线上
[188:14] 嗯
[188:15] 你不能是反着对吧
[188:16] 你就反着这投下来就不对了
[188:18] 对你也不能是这个垂直垂直的话投下也不对
[188:22] 啊
[188:23] 他一定是得在我们要去做的这件事情上有一个比较好的一个投影
[188:27] 对
[188:28] 呃
[188:29] 其实主要就是这两点啊
[188:31] skill最强的人
[188:35] 为什么AI时代支持这些人呢
[188:36] 为什么AI时代支持这种
[188:38] 所谓的高人才密度的小团队
[188:41] 嗯
[188:43] 就是因为有各种生产能力
[188:46] 因为对因为
[188:48] 生产能力本质上就是劳动力
[188:51] 所以未来会有越来越多的劳动力
[188:53] 它是以token的形式存在的
[188:55] 你们有什么样独特的管理文化吗
[188:59] 我们其实管理很轻
[189:01] 但是
[189:02] 因为我们remote嘛
[189:04] 呃
[189:05] 在一段时间内
[189:07] 或者说可能未来长期也会面临一个问题
[189:10] 就是就是remote
[189:12] 它会天然带天天然带来
[189:15] 这种孤独感
[189:17] 然后包括
[189:19] 呃信任的问题
[189:21] 为什么
[189:23] 因为
[189:25] 你大部分的时间就是自己一个人在工作
[189:28] 哦
[189:29] 对
[189:30] 呃以及说因为人和人之间不能
[189:34] 呃就是很很快很及时的去面对面的这种问题啊
[189:37] 因为因为人面对面沟通的话
[189:39] 你的这种语气对吧
[189:41] 然后你的这个肢体的动作
[189:43] 它都是有contact
[189:44] 它都是能传递信息的
[189:46] 嗯
[189:47] 但是如果是一个纯线上
[189:49] 并且是
[189:50] 呃这种离离线的这种交互方式
[189:52] 比如说文档或者是留言的这种方式
[189:55] 它就会让人产生对其他人的
[189:58] 呃这种不信任
[189:59] 比如这件事情
[190:01] 你是不是在敷衍我
[190:02] 你是不是就是没做
[190:04] 嗯嗯啊
[190:05] 对这是这是很自然的
[190:07] 那你没有因为这个而停止remote吗
[190:10] 没有啊没有
[190:11] 为什么呢
[190:12] 因为因为这件事情它是
[190:15] 它是可以有解法的
[190:16] 就像你线下办公会有线下办公的问题
[190:20] 你为什么不让大家来线下
[190:22] 如果大家都在北京的话
[190:24] 你比如说
[190:25] 首先我们的人并不是都在北京
[190:27] 啊我们在哪里都有人
[190:29] 我们在很多地方都有人
[190:31] 嗯
[190:32] 对
[190:33] 呃
[190:34] 并且remote这件事情
[190:37] 它其实是从前面我们去说的这个工作是
[190:40] 它推演出来的
[190:41] 就是如果我们要用
[190:43] 要去
[190:44] 就是要去做这些比较
[190:47] 探索性比较创
[190:48] 呃比较比较有有创作性的这种事情啊
[190:51] 创造性的这种事情
[190:52] 那你一定需要
[190:54] 刚才说的那种类型的人
[190:56] 那刚才那种类型的人
[190:58] 如果他有热情
[191:00] 他有主动和自驱力
[191:02] 那你就不需要
[191:04] 就是一定要让大家每天
[191:06] 到某一个地方一定要在那待着
[191:09] 你一定要去看到他的这种
[191:11] 这种工作产出
[191:13] 嗯
[191:14] 因为因为做班制
[191:16] 做班制其实是从
[191:19] 工业革命的工厂起源的
[191:22] 农业时代没有做班制
[191:25] 我想什么时候去
[191:27] 去田里面去
[191:28] 去做农活都可以
[191:30] 但是还是要依据每天的时间
[191:33] 但他
[191:34] 呃
[191:35] 但他有足够多的灵活性
[191:37] OK
[191:38] 那就是
[191:39] 就是
[191:40] 因为有产线
[191:43] 所以才需要有做班
[191:45] 因为那件事情是人在现场的时候
[191:47] 他要付出体力才能完成这个工作
[191:50] 嗯
[191:51] 但今天
[191:52] 就大家都是
[191:53] 更多都是脑力劳动
[191:55] 而且你的信息的传递
[191:57] 尤其是疫情之后对吧
[191:59] 就是这件事情也有非常
[192:01] 非常多好的这些工具去解决了
[192:03] 所以呃
[192:04] 就是我们认为应该
[192:06] 就是用这种方式来去适配
[192:08] 我们刚才说找到了这些人
[192:10] 嗯
[192:11] 你至少可以节省每天
[192:12] 在路上的时间对吧
[192:14] 啊
[192:15] 呃
[192:16] 然后
[192:17] 对然后
[192:18] 呃
[192:19] 另外另外另外一点是说
[192:21] 另外一点是说
[192:23] 当用这种方式
