[00:03] 我思考所有的人类的经济史的时候
[77:27] 因为时间前可能
[77:28] 对技术
[77:30] 技术是重要
[77:31] 但时间前技术更多的是
[77:33] 你能不能把这个产品撑起来
[77:34] 现在的技术不光你要把产品撑起来
[77:36] 你还得有模型的视角
[77:39] 你怎么去个模型公司
[77:40] 你要不要自己弄模型
[77:41] 有一堆这样更前沿的视角
[77:44] 对创始人创业团队的要求变了吗
[77:47] 创业的人变少了吗
[77:50] 我觉得对创始团队的基础的人方面的要求
[77:54] 可能这个变化到
[77:56] 到没有那么显著
[77:59] 我觉得创业人
[78:01] 我觉得这个没统计过
[78:02] 但是我在想
[78:04] 一个简单相对简单的数字化的时代肯定要比
[78:09] 这个
[78:10] 已经充分数字化
[78:12] 然后要智能化的时代创业的人
[78:14] 我的直觉上来说
[78:16] 应该是会要少一点才对
[78:17] 对但是呢
[78:19] 但是另外一个
[78:20] 反向的这个观点可能是说因为有大外星的这个存在
[78:24] 有很多
[78:25] 可能这个Time很小的
[78:27] 就这个市场很小的这种锤类的公司
[78:30] 因为它可以上来就盈利
[78:31] 所以说现在可能会更接近于一个
[78:34] 百花齐放的时代
[78:35] 对从这个角度其实更好
[78:37] 所以它其实也就是不同
[78:39] 那投资人对于这些创业者会有上来就盈利的要求吗
[78:43] 那肯定没有
[78:44] 那这个从来
[78:45] 从来都没有
[78:46] 所以早期投资人更重要还是看一个比较长远的这个场景
[78:49] 在AI时代红杉的投资策略有系统性的发展调整和变化没有
[78:54] 我们其实一直是
[78:56] 比较坚持
[78:57] 投小投早投科技嘛
[78:59] 就说我们从很早就开始
[79:01] 从18年我们几乎就是
[79:02] 这个状态
[79:03] 甚至我们为内部考核作为
[79:05] 刚才我这个开篇说到的
[79:07] 作为第一个机构投资人的这个比例
[79:09] 就我们是非常
[79:10] 你想刚好是百分之多少
[79:12] 那越多越好
[79:14] 但我们现在可能能达到这个半数以上
[79:16] 我觉得在我们总盘里半数以上
[79:18] 我觉得还是
[79:18] 一个比较骄傲的成绩吧
[79:20] 所以也希望大家这个
[79:21] 创业就直接来找我们
[79:23] 不用等到B轮以后
[79:24] 你们现在创业者审美发生变化了吗
[79:31] 审美其实我人本质上是没变化
[79:33] 但是你要一定要说变化因为
[79:35] 因为AI时代是前所未有的
[79:38] 强调技术
[79:39] 对吧就是在
[79:40] 在上两个时代
[79:41] 就是可能这个Founder发表多少这个
[79:44] Paper有多少的这个引用数
[79:47] 这个是可以看但它可能
[79:48] 主要反映Founder有多牛
[79:50] 但在这个时代似乎
[79:52] 它变成了这个
[79:53] 特别是在技术导向的工作
[79:54] 公司里面
[79:55] 还变成了一个非常重要非常重要的一个点
[79:57] 对
[79:58] 那这个就是跟这个时代有关
[80:00] 技术与产品同向发展
[80:03] 红杉基本上把中国大模型公司
[80:06] 好像基本上都投了对吧
[80:08] 用赛道覆盖式的打法
[80:10] 你们这几家公司是怎么进去的
[80:12] 为什么每家基本上都投了
[80:13] 这是什么策略
[80:15] 其实我觉得我们并不是一个
[80:17] 用这个赛道覆盖性的这个打法
[80:19] 我们肯定还是case by case看
[80:21] 每个公司的亮点和值得记录的这个
[80:24] 这个方式
[80:25] 每家其实不太一样
[80:26] 我们并不是
[80:27] 好像一下子把这个赛道都覆盖了
[80:30] 比如你举例像
[80:32] 像这个
[80:33] KME
[80:33] KME实际上
[80:35] 一定从跟我们原来另外的
[80:37] 也是我在
[80:38] 这个负责另外的一个portfolio相关
[80:40] 循环制等
[80:41] 对它是从在循环里面再一步步
[80:43] 一步步出来的
[80:45] 然后另外另外比如说你像
[80:47] 这个min max
[80:48] min max实际上是我们在
[80:50] GBT爆发之前
[80:52] 我们就已经在看的公司
[80:54] 就在
[80:54] 它并不属于
[80:55] 这个在这个GBT
[80:57] 之后
[80:58] 这个GBT
[80:59] 这个爆发之后
[81:00] 然后我们再去找的
[81:01] 这个也不是
[81:02] 然后比如你像
[81:03] 智普也是我们很早
[81:05] 就就接触的这个
[81:07] 这个公司
[81:07] 然后像这个
[81:09] 其他的一些公司其实我们总体上也是这样
[81:11] 其他我们就是case by case看它的亮点
[81:14] 所以其实我倒
[81:15] 不认为我们是好像看见了一个
[81:17] 热点一下子
[81:18] 利用我们资金优势去站在这个赛道
[81:20] 其实我觉得并不是
[81:22] 它可能是上一个时代的延续是吗
[81:23] 上一个时代的
[81:25] 对其实就有点像
[81:27] 就有点像怎么说呢
[81:28] 自然界没有飞跃
[81:29] 我们的工作也没有飞跃
[81:31] 也不是说这个爆发了
[81:33] 我们就是以
[81:34] 这样一种
[81:35] 比如说
[81:35] 这个系统研究
[81:37] 或者是关键人员覆盖
[81:39] 这种系统方式往前推进的时候
[81:40] 它自然
[81:41] 自然变化成这样
[81:42] 不是赛道打法还是
[81:44] 投人
[81:45] 我们还是case by case来看亮点
[81:47] 投人肯定是早期
[81:49] 最重要的环节之一吧
[81:51] minus怎么看到的
[81:52] minus我们也是在他
[81:54] 做monica的时候我们就看到了
[81:56] 我们是非常喜欢这个团队
[81:58] 以及当时我们觉得monica
[81:59] 这个产品的想法也非常好
[82:01] 包括他当时给我们讲的
[82:03] 后面的产品的演化
[82:04] 我们觉得也都很有意思
[82:06] 当时并不是minus
[82:07] 但我的意思是说其实当时他的亮点
[82:09] 也是在于团队和当时的产品
[82:12] 所
[82:13] 展示出来的这个团队的这个产品能力
[82:16] 并不是说我这个
[82:17] 在赛道的时候一并覆盖
[82:19] 这可能大家对红衫的误解是吗
[82:22] 我觉得这个多少是有误解的
[82:24] 红衫是赛道覆盖的打法
[82:26] 你的资金比较多然后你就覆盖一个赛道
[82:29] 但实际上我们是
[82:30] 每次都是一个一个
[82:32] 把一个一个项目的亮点看过来
[82:35] 你觉得agent的创业和以前app的创业路就有变化没有
[82:39] 我觉得这一轮一个最大的变化是
[82:41] 我就讲一点吧
[82:42] 我觉得整个agent的
[82:44] 这个创业的变化就是
[82:47] 这一轮产品是天生全球
[82:49] 因为原来呢就是
[82:51] 他不能够做到天生全球
[82:52] 就是你原来做一个app你都涉及到一个最简单的你语言要转换
[82:57] 习惯要转换对吧你得到
[82:59] 当地
[83:00] 有一定的这个
[83:01] 落地呀或者运营
[83:03] 但这次
[83:05] 这次agent本身因为他本身这个人工智能比如说从语言角度讲
[83:09] 从各个角度他就没有什么问题
[83:10] 对他是天然的
[83:12] 非常适合全球化推进的这个
[83:15] 项目
[83:15] 所以我觉得这个对于
[83:17] 中国创业者也好对于华人创业者也好
[83:19] 我觉得这是一个非常大的一个
[83:21] 一个机遇
[83:22] 第一次我们的这个产品
[83:23] 尤其是图个人类的产品
[83:26] 无论是
[83:26] 就图C类吧就是无论是
[83:28] 效率类还是娱乐类
[83:30] 都可以一下子全就不开
[83:32] 我觉得这是非常让人
[83:34] 这个激动的一个
[83:35] 识点吧
[83:36] 你觉得agent的未来会扩展成一个什么样的生态
[83:39] 这个我觉得就跟app一样的吧
[83:41] 就app有
[83:42] 有多么丰富的层次他也会有
[83:44] 多么丰富的层次
[83:45] 这种新的agent或者新的平台会替代今天的平台吗还是说今天的平台会长大
[83:51] 我觉得还是那个
[83:52] 跟原来一样就有一些被替代了
[83:54] 然后有一些改善了
[83:55] 长得更大
[83:56] 对吧就跟
[83:57] PC时代的腾讯到移动时代腾讯
[84:00] 他还是王者
[84:02] 就生态位的强度
[84:03] 对其实这就是每一次
[84:05] 就是原有的名单上可能会下来几位
[84:08] 然后也会上去几位
[84:09] 但是一定会相信他
[84:11] 肯定会有变化
[84:12] 所以这可能是对于早期投资的那个
[84:14] 一个信仰他肯定会有变化
[84:16] 从差池币诞生以后过去这两三年时间你的投资你觉得有某种节奏吗
[84:20] 就是他也反映了整个的
[84:22] 技术的变化
[84:23] 和产品的变化
[84:24] 对我觉得我
[84:26] 反正对我而言肯定是有节奏因为开始
[84:29] 我是系统去扫这个
[84:31] 大模型的机会
[84:32] 甚至当时也扫一个
[84:34] 所谓垂直模型的机会
[84:35] 那肯定是先看这个底层
[84:38] 先看infra
[84:39] infra好了之后
[84:41] 我们觉得这个整个25年可能有点像10年
[84:45] 可能26年是11年
[84:47] 然后有点像这个就应用爆发的机会然后我们也比较早的去
[84:51] 去扫
[84:52] 这些
[84:53] agent的这个机会
[84:53] 就在应用层面看
[84:55] 有什么样的机会
[84:56] 然后这个扫的过程当中我们也注意到
[84:58] 这个硬件在蓬勃的发展
[85:00] 所以我们也高度重视
[85:02] 这个硬件整体的这个
[85:03] 这个变化
[85:04] 对26年有什么预期
[85:06] 20年我觉得就是
[85:08] 25年的一个
[85:09] 一个进一步的一个深化吧
[85:11] 就变成11年
[85:12] 可能更加的繁荣
[85:14] 对我20年会更加的繁荣
[85:17] 现在你的工作状态是什么样的呀
[85:18] 明显比前几年忙吗
[85:20] 应该工作量是接近
[85:22] 现在就等于是
[85:23] 各地跑去发挖掘新的这个项目
[85:26] 我觉得跑得更多了因为
[85:28] 在这个移动混量和PC的时候
[85:30] 很明显我就北京是一个大的中心
[85:32] 那现在看的就相对来说更加分散
[85:35] 尤其深圳作为这个硬件的这个
[85:37] 这个基地的这个地位是
[85:40] 快速的崛起
[85:41] 然后另外一点的就是因为这一波
[85:44] 人工智能的创业
[85:45] 华人参与的比例是很高的
[85:47] 那所以说
[85:48] 还有很多这个海外华人的这个
[85:50] 这个创业
[85:51] 这个可能是在之前
[85:52] 也比较少的
[85:53] 在PC时代
[85:54] 海外华人可能都是回国创业做国内市场
[85:58] 对但现在就变成一个
[85:59] 无论在哪的华人
[86:00] 他都可以做全世界的市场
[86:02] 这是一个很有意思的一个变化
[86:04] 所以
[86:05] 这几个叠加在一起
[86:06] 肯定会比原来
[86:07] 感受上要更忙一些
[86:08] 出差要出得更多
[86:09] 对
[86:10] 出差目的地前五名是哪些地方
[86:13] 那肯定就对
[86:14] 因为我还是
[86:15] 偏这个软件类和消费电子
[86:18] 所以对我来说主要还是
[86:20] 北上深杭州
[86:21] 你觉得接触这不同地区的创业者有什么不一样没有
[86:25] 气质
[86:26] 气质上不一样可能就是跟所得地吧
[86:30] 比如像北京
[86:31] 上海杭州偏软件
[86:33] 深圳是偏硬件
[86:35] 其他的气质我觉得优秀创业者其实还是接
[86:37] 多少是接近的
[86:39] 除非说
[86:40] 会不会
[86:42] 做一些更偏交易的这个创业
[86:43] 现在目前还没进到内部
[86:46] 最近关于AI泡沫的讨论很多你怎么看
[86:49] 其实我一直认为
[86:51] 就讨论泡沫问题这可能
[86:53] 更多是个谈资吧
[86:55] 因为我觉得在历史上每一轮周期里面
[86:57] 他都一开始都是泡沫
[86:59] 都有泡沫
[87:00] 因为有泡沫才
[87:01] 提供了市场充分的
[87:03] 流动性
[87:03] 特别是有泡沫的时候才给予了早期项目的机会对吧
[87:06] 早期项目的
[87:08] 创始人讲述的这个一个宏大的
[87:11] 理想
[87:12] 这么多人才愿意支持
[87:13] 所以我觉得这是正常的泡沫是
[87:16] 是正常的
[87:16] 是完全正常的
[87:18] 大海里没有泡沫是一样的
[87:19] 但最后是要看
[87:20] 他能不能交付
[87:22] 所以这一轮我是觉得反而我觉得他的泡沫
[87:25] 是OK的因为他最早的时候他PMF
[87:27] 就是跑通的
[87:28] 或者他如果很严格的意义上来说随着模型的变化
[87:32] 所以你是不是能跑通还不好说
[87:34] 但是
[87:35] 但是
[87:35] 就说
[87:36] 一开始就能够顺利
[87:38] 打中用户痛点开始收钱
[87:40] 对吧这个肯定是要比一开始就烧钱烧很长时间
[87:43] 这样感觉
[87:44] 这个会更舒服一些
[87:47] 这投资人很舒服一些
[87:48] 我是觉得现在看着
[87:50] 我们很多早期项目的cash flow都是非常好的
[87:53] 所以我就说这个
[87:55] 比之前上来先砸用户心智
[87:58] 是吧
[87:59] 那肯定是我就相比较这轮我觉得
[88:02] 还好
[88:03] 应该是目前来说泡沫还好
[88:05] 当我们都在讨论泡沫的时候
[88:07] 泡沫就不会破
[88:08] 就看怎么定义泡沫
[88:10] 因为最后有真金实银
[88:12] 真的东西出来
[88:13] 那实际上你前面的有一些
[88:15] 潮涨潮落你可能就是相对来说容易接受
[88:17] 最怕的是这个东西是个伪概念
[88:21] 因为历史上
[88:22] 就说其实有很多什么
[88:23] 什么炒玉金箱什么
[88:25] 就这样有很多它本身是伪概念
[88:27] 但是可以明确AI不仅不是伪概念
[88:31] 而是人类历史上一个巨大的一个科技革命
[88:34] 在这里面我就泡沫
[88:35] 目前这个我觉得还是可以接受
[88:37] 这轮科技革命你觉得发展到什么
[88:39] 时间了
[88:40] 什么节点了
[88:41] 其实应用还没有大规模爆发
[88:44] 还没有大规模爆发
[88:45] 还会进一步爆发
[88:47] 因为现在已经
[88:48] 各个主战场已经开始在
[88:50] PK了所以不能叫做爆发的前沿
[88:52] 就爆发的
[88:53] 前端
[88:55] 爆发的前端
[88:56] 焦虑吗
[88:57] 在这样的一个
[88:58] 不焦虑应该是很兴奋
[89:00] 很兴奋
[89:02] 又见证了人类的一个历史
[89:04] 因为现在国内的这个
[89:06] 主要的这个分投资人
[89:08] 如果是在PCA
[89:10] 时代或是在后入场下年你见了三轮
[89:12] 我觉得这是历史上
[89:14] 比较少见的
[89:15] 我觉得这应该对个人来说
[89:17] 就说至少是
[89:18] 怎么说呢是很难得的个人经历
[89:20] 像你这样投资职业生涯在中国有20年
[89:25] 还在一线看项目的
[89:26] 投资人多吗
[89:27] 这个各个基金的这个
[89:30] 合伙人们就我觉得他们都是基本也都没有GP和合伙人
[89:35] 对没有退休人
[89:36] 前几年有一拨人都退休了
[89:38] 这没法接
[89:42] 你见过那么多的创业者有的创业者可能做到了从0到1有的人做到从10到100
[89:48] 有的人做到100到1000你觉得影响他
[89:50] 他们是小城中城还是大城以及室外的
[89:55] 原因是他们自身的特质吗
[89:57] 有什么共性没有
[89:59] 我是觉得
[90:00] 首先说的创业者应该对产品是要敏感
[90:04] 产品还是非常敏感
[90:06] 但是我是觉得一到十的时候可能产品的敏感性
[90:10] 更重要
[90:11] 因为你得需要用
[90:13] 这个
[90:15] 了解各种各样的需求
[90:16] 那么到我就到10以上或者到几十以上他这个没有
[90:20] 定论
[90:21] 我依旧有观点我我觉得作为一个公司领导就跟一个带兵打仗的
[90:26] 将军一样就你最后
[90:28] 你要成为你这个组织
[90:30] 和制度的
[90:31] 人格化的象征
[90:33] 就最后实际上
[90:35] 用一个可能不一定精选的话说只要你扮演那个CEO
[90:38] 不管你自己的
[90:40] 本性是怎么样但你在那个时刻
[90:42] 需要扮演那个CEO
[90:44] 有些公司越大的时候你越需要扮演这样一个人
[90:46] 就跟一个将军在古代
[90:47] 出征对吧你要想
[90:49] 当时没有任何
[90:50] 没有任何先进的这种
[90:53] 信息传递手段他其实在
[90:54] 所在地他那个十万人二十万人里面他就是最高的那个
[90:58] 制度化的那个象征
[91:00] 他维持所有的这个
[91:02] 士气也好这个军纪也好然后这个
[91:05] 作为
[91:06] 一个组织的
[91:07] 一个组织的这个想象力
[91:09] 他的坚信这个组织是
[91:11] 有一个
[91:12] 有一个抽象的生命
[91:14] 你就是那个抽象生命的代表
[91:15] 所以我是觉得
[91:17] 如果说有的时候
[91:19] 怎么说没有这个
[91:20] 做一个很成功的CEO
[91:22] 可能是个成功的产品经理但最后不是一个特别成功的CEO就有可能你这一步
[91:26] 没法完成跨越
[91:27] 因为这一步实际上人是需要天赋的
[91:30] 所以说同时有两种天赋的人
[91:32] 是很难得的
[91:34] 你又有产品的敏感力
[91:35] 你又可以很好的
[91:37] 去扮演这个人工人格化的这个组织和
[91:40] 部队的这个这样一个
[91:42] 一个信心
[91:44] 对我就说哪怕你做不到
[91:46] 你可能都得扮演
[91:48] 做不到都得扮演
[91:50] 因为你不演就
[91:51] 这个在人类简史里面
[91:53] 说过就是很多其实
[91:55] 东西都是想象出来的共同体
[91:58] 我们这十万人在沙漠里行军之所以没崩掉我们前面还要打敌人
[92:02] 是因为我们想象我们在完成一个伟大的事业
[92:04] 我们是一个军队
[92:06] 他是个抽象的生命
[92:07] 但这个东西需要有个落脚的人格的一个代表
[92:10] 而你作为CEO你就是那个人格代表
[92:12] 第二种是什么天赋
[92:14] 第二种是什么天赋
[92:16] 第二种你周围看见好的CEO看见那个那这就是天赋
[92:19] 有很多人他就是
[92:21] 他自己企业的
[92:22] 不仅是产品的一个化身
[92:24] 对他是企业这个组织抽象的
[92:26] 精神的抽象的生命的一种化身
[92:28] 我觉得这点是非常重要的
[92:30] 你是不是研究过MBTI
[92:32] 你觉得MBTI和
[92:34] 你说第二种天赋会有关系吗
[92:36] 对MBTI我就是
[92:38] 是挺有意思的MBTI应该是把人分成16种对吧
[92:42] 我觉得
[92:43] 他的确反映了人的不同态度
[92:46] 比如说
[92:47] N就很容易进行抽象化的
[92:49] 思考
[92:50] 比如你看好的产品经理可能很多都是
[92:52] N
[92:53] 对吧
[92:54] 那如果你能够完整的扮演一个组织的一个灵魂你可以
[92:58] 事物具体把很多事情想的
[93:00] 就很到位
[93:01] 并且计划得当
[93:02] 但是
[93:04] TJ是很好的
[93:05] 所以NTJ可能是某一种
[93:07] 很好的这个
[93:08] 这个组合因为E和I我认为相对来说没有那么重要
[93:12] 只要你有足够的这个
[93:13] 副手帮你这个
[93:15] 对所以我是觉得
[93:17] 嗯
[93:18] NTJ代表
[93:19] 有直觉
[93:20] 然后有计划
[93:22] 有逻辑
[93:23] 对有理性
[93:24] 嗯对
[93:25] 但我觉得
[93:26] 也不一定就比如产品很可能是
[93:28] NF更好
[93:30] 对吧他的感性
[93:31] 感受会更好
[93:32] 有些天才产品经理是INF
[93:35] P
[93:36] 对
[93:38] NF是非常重要
[93:40] 但是呢如果后面是P人的话可能更玄学更浪漫一点
[93:45] 如果是J的话可能更奢侈CEO一点
[93:46] 所以一个天才产品经理
[93:50] 能不能跨越成为CEO其实挺重要的
[93:52] 因为天才产品经理
[93:53] 我也见过很多都是NFP
[93:55] 他能不能没有计划跟T
[93:58] 对他或者被他的CEO补足了
[94:00] 这是一个团队
[94:01] 但是我觉得N还是非常重要
[94:04] 当运营人才S我觉得是重要的
[94:07] 但我对产品经理N和F
[94:09] 是重要的
[94:10] 尤其是N
[94:11] 我一直认为
[94:12] 抽象能力是非常非常重要的事情
[94:15] 见创业者现在会问他
[94:16] NBTI吗
[94:18] 什么我会问他他会问我
[94:20] 你会问他吗
[94:21] 有的时候有的时候会问
[94:22] 我有的时候会问一下
[94:23] 比如你最喜欢的一本书或者
[94:26] 你手机上一共有多少个APP
[94:28] 或者说问一下NBTI
[94:30] 大家可以
[94:31] 聊一聊这个关于人本身的一些话题
[94:33] NBTI会作为投资的标准吗
[94:36] 就不会
[94:39] 有什么见过一次就不会再见的创业者
[94:42] 其实我在这方面
[94:43] 比较open
[94:44] 我不太会给人打一个特别
[94:47] 标签吧
[94:47] 只要我有空
[94:48] 有的时候谁也没空
[94:50] 也不是说就故意去
[94:52] 不见人家
[94:53] 那我最后几个快问快答
[94:55] 一个全球范围内你喜欢的食物
[94:58] 如果只能是一个的话是兰州牛肉面
[95:01] 就我只要没事都会去吃
[95:03] 对我来说这是最
[95:04] by default的食物
[95:06] 但这很奇怪因为
[95:08] 我去过中国大陆的地方但我其实没有去过西北
[95:11] 我没有去过西安更
[95:13] 更新的地方
[95:14] 但是这个食物里就是我最喜欢的
[95:16] 杨志宁说还有一个最喜欢的食物是拉面
[95:20] 那可能接近吧
[95:21] 因为兰州牛肉面可能是最准确的说法
[95:24] 一个全球范围内你喜欢的地点
[95:26] 我最喜欢上海
[95:27] 上海是个线下服务
[95:29] 非常好而且它能跟
[95:32] 所有欧美的这个老城市相比的这个线下的体验
[95:35] 它可以是一个步行的城市
[95:38] 一个少有人知道但必须知道的知识点可以是一个冷知识
[95:42] 但我觉得这个可能不一定是个冷知识但我
[95:45] 这个东西对我来说可能是
[95:46] 一心原理的知识就是幸存者偏差
[95:49] 历史是
[95:50] 胜利者或者是幸存者书写的
[95:52] 不一定是胜利者
[95:52] 胜利者
[95:53] 是幸存者但是幸存者不一定是胜利者
[95:55] 但是他可以
[95:57] 影响了未来的话语权
[95:58] 从这点
[95:59] 出发
[96:00] 特别能理解很多历史参考文本的不可靠
[96:04] 因为所有的文本都是幸存者
[96:07] 写的
[96:08] 所有给你讲述的知识
[96:09] 都是幸存者给你讲述的
[96:11] 而幸存者是个必要条件
[96:13] 就回到刚才看人
[96:14] 人是个必要条件
[96:15] 他是
[96:16] 一定会存在的条件
[96:18] 但是
[96:19] 但是我们很多时候研究
[96:20] 要研究充分条件
[96:22] 我想研究预测性
[96:23] 而必要条件不提供预测性
[96:26] 所以一定要从
[96:27] 一堆必要性
[96:28] 必要条件的文本当中
[96:30] 信息当中
[96:31] 能够找到当年真正他决策真正那个的
[96:34] 依据你要知道真正那个时候比如他有ABCDE这若干个选项每个后面有三个
[96:40] 信息
[96:40] 最后他选择这个错误的
[96:42] 东西后来选择这个错误的
[96:43] 但是可能所有幸存者
[96:46] 会把它
[96:47] 加以戏剧化的描述
[96:48] 尤其是我这所有东西都会准备
[96:50] 因为人类喜欢戏剧化
[96:52] 对所以怎么把它还原到
[96:55] 当时
[96:56] 我觉得这是非常重要还原到真正充分条件的时候
[97:00] 所以这是
[97:01] 你要说有一个
[97:02] 我就这个
[97:03] 对我来说可能
[97:05] 属于你这个定义的冷知识我看什么都是幸存者偏差
[97:09] 你利用这个完成的一次思考是什么呀
[97:11] 包括那个我在投模型公司的时候当时
[97:15] 有很多很多
[97:17] 所以当时我在想到底我要
[97:19] 怎么选
[97:19] 也许四个月之后我就是知道答案了但此时此刻我还不知道
[97:23] 然后怎么能够从那些
[97:25] 但他细节很多的就
[97:27] 不展开但是我就说
[97:29] 我当时的感受就是说原来我读到的历史比如你可能就读了一两个历史其实当时
[97:33] 候选人非常非常多
[97:35] 其实我们读很多历史都是当时的精神情况远超
[97:39] 那里面非常戏剧性的描写
[97:41] 对你还是要还原
[97:42] 所以我就得强调就是
[97:44] 幸存者偏差对应的就是你如何
[97:46] 如何去
[97:47] 还原
[97:48] 就包括
[97:49] Founder跟你说的事情
[97:50] 包括其他东西
[97:51] 其实每个人说是
[97:53] 都是幸存者偏差
[97:55] 那还原到你投模型最后是怎么做决策的
[97:58] 这个当然有很多细节但是我就说可能还是
[98:01] 一个一个看我只是跟你
[98:02] 告诉你当时我那种感受
[98:04] 就是我站在一个
[98:05] 充分性的推演的时候
[98:07] 实际上你找到各种各样的参考很可能都是
[98:10] 必要性的
[98:11] 这个是不能说的部分
[98:13] 对不能说
[98:13] 记得所有读过的书推荐
[98:15] 必读书
[98:17] 我觉得两本书都
[98:18] 影响很大我觉得这两本书
[98:20] 似乎都可以
[98:21] 花一年时间只看这本书
[98:23] 一本书叫美国增长的起落
[98:25] 这个我在很多场合包括在
[98:27] 红杉会上都
[98:28] 推荐过
[98:29] 他实际上描述了
[98:31] 整个美国在互联网时代之前的科技革命
[98:34] 叫美国增长的起落
[98:36] 然后另外一本书呢我觉得甚至可以花两年去看
[98:39] 这本书我非常喜欢
[98:40] 叫做从中国出发的全球史
[98:43] 这本书是那个
[98:44] 我的母乡的
[98:45] 复旦大学
[98:46] 历史系出的就这本书
[98:49] 我觉得一定程度上
[98:50] 我第一次看这本书的时候
[98:52] 既欣喜也遗憾
[98:54] 因为觉得这本书其实当时很多的这个
[98:57] 观点是我一直想表达的
[98:59] 我觉得应该在我未来
[99:01] 文章里面有的
[99:02] 他完全以一种崭新的方式重构了全球史
[99:06] 我觉得这本书非常非常值得看
[99:08] 从中国出发的全球史
[99:10] 这是一本新书吗
[99:12] 我记得是去年中出的吧
[99:14] 美国增长的起落是一个很长的时代
[99:17] 这是一个经典的书
[99:19] 基于你当下认知一个关键重要的
[99:22] 当下的Bat是什么
[99:24] 我当下的Bat就是
[99:26] 现在这个时代
[99:27] AI的时代
[99:28] 就是华人大航海时代的开始
[99:33] 其实它就是
[99:34] 欧美的这些冒险家或者创新家他们在全球开拓的过程
[99:38] 也是
[99:39] 也是可以类比于欧美的这些跨国公司
[99:42] 他们在全球
[99:43] 去
[99:44] 跨国拓展的这样一个过程
[99:46] 其实现在整个的
[99:47] 无论是中国的企业还是华人的创业者
[99:49] 它就站在这样一个历史的
[99:51] 开端上
[99:52] 它已经开始
[99:53] 因为
[99:54] 借着AI的特点
[99:55] 刚才我说过
[99:56] 它是天然全球化
[99:57] 所以我觉得这个是一个核心Bat
[99:59] 就是华人的大航海时代
[100:01] 你可以十年后写一份从中国出发的全球商业史
[100:06] 全球科技史
[100:07] 那可能需要大模型的帮助
[100:09] 我刚才突然想到一个问题
[100:11] 因为刚才你也聊到了人类行为的很多不可预测性
[100:14] 但你觉得在今天
[100:16] 你现在
[100:16] 最看不清楚的几个事情可能是什么
[100:21] 比如有AI的
[100:22] 社交网络应该是什么样
[100:25] 这个我没有
[100:26] 完全看清楚
[100:28] 然后第二就是
[100:30] 我有一观点就是现在我们都是在单边研究AI产品
[100:35] 应该变成什么样
[100:36] 但是就可能有一个问题值得思考就是有了这些AI产品之后
[100:41] 人类会变成什么样
[100:42] 这个可能会影响到未来的社交网络
[100:44] 商业选择
[100:45] 就比如说有了AI之后我们应该有什么样的教育
[100:49] 哪些学科会变得更重要而哪些学科变得没有那么重要
[100:53] 我可以分享一下我认为哪些学科会变得更重要第一
[100:57] 全局性的学科会变得更重要
[101:00] 就是因为
[101:01] 因为你问AI的时候你还得知道
[101:04] 就是
[101:05] 你要问什么
[101:06] 所以学问就是
[101:08] 学习怎么问
[101:10] 那在这种情况下你必须要有一个全局的视野
[101:13] 视野
[101:13] 而那些细节的
[101:14] 知识没有那么重要
[101:15] 你要有全局的视野
[101:17] 所以我开玩笑说有AI之后很可能你得学学目录学
[101:21] 其实目录学是
[101:22] 建立
[101:23] 古典文献的一个最好的一个方式你不用了解但你要知道历史上有什么书
[101:28] 你能到哪去查
[101:29] 所以第一是
[101:30] 全局性的教育会变得很重要
[101:33] 第二只有可能逻辑学变得很重要
[101:35] 因为如果人的自然语言就是coding的一部分的话
[101:39] 那你是不是应该更准确的去
[101:42] 说自然语言
[101:43] 要变得更重要
[101:44] 其实
[101:44] 自然语言
[101:45] 比如尤其
[101:46] 像中文
[101:47] 中文是一个非常
[101:48] 识异的语言
[101:49] 就它准确度可能会变
[101:51] 会比这个拉丁文字要差那你应该如何
[101:54] 更准确的说话
[101:56] 比如说我能想到就这两点
[101:59] 但是如果教育体系变了
[102:01] 消费方式变了其实会反过来影响你的产品变了因为你今天的产品是
[102:06] 是有一个默认前提就是你设计给这些
[102:09] 智能化时代之前的人类的
[102:12] 对
[102:12] 对吧但到底智能化人类会变成什么样
[102:14] 就这我没搞清楚
[102:16] 所以我认为这是这可能是
[102:18] 是巨变就包括我刚才跟你说你会不会相信你聊天的那个AI背后是有自主意识的
[102:23] 而这件事情对你的情感
[102:25] 会有什么变化
[102:27] AI打电话
[102:28] 对就类似的像这些问题
[102:30] 其实我也没有答案
[102:37] 好了今天的节目就是这样
[102:39] 这里是商业访谈录是一档由语言及世界工作室出品的深度访谈节目
[102:45] 你可以到公众号关注我们的工作室获取更多的信息
[102:48] 我们的公众号是
[102:50] 语言及世界
[102:51] Language is world
[102:53] 我们希望和你一起
[102:55] 从这里
[102:56] 探索新的世界
