[00:05] Hello 大家好,我是小骏
[00:07] AI 业界有两个尧舜宇
[00:09] 一个从OpenAI跳槽到了腾讯
[181:38] 现在我觉得Google更多的是说是像这种比较确定性的事
[181:43] 比如像预训练已经是一个比较确定性的方式了
[181:46] 那可能
[181:46] Google就会更像把它做成一个工程项目
[181:50] 然后Google的工程管理能力又很强
[181:52] 所以说他就能慢慢地把它做好
[181:55] 什么叫工程项目
[181:56] 工程项目的意思就是你其实是非常top-down的一个组织
[182:02] 然后很清楚我们下一阶段要做的是什么事情
[182:06] 然后去做这个事情中间需要有哪几个节点被处理掉
[182:11] 然后哪怕是做研究
[182:13] 也是说就是有一个很清晰的框架告诉你
[182:16] 你怎么去验证你的结果是好是坏
[182:20] evaluate你的结果是好是坏
[182:22] 所以这个是Google很强的事情
[182:25] 在过去的任何的一个大的工程项目上
[182:28] 所以说预训练其实我觉得就是现在进入到Google的舒适区里了
[182:34] 然后后训练当然就是有更多的不确定性
[182:37] 那可能后训练现在说还是更bottom-up一点
[182:40] 大家可以更广泛地试
[182:43] 你说print training也是一种RL为什么这么说
[182:46] 就是我觉得就是你很难从纯技术的角度说print training
[182:51] 就预训练和或者说这个监督学习SFT和RL的本质区别是什么
[182:57] 因为预训练和SFT
[182:59] 但是预训练和SFT本质也没啥区别
[183:01] 就是你无非就是把你拿到的那些数据当成你的ground truth
[183:07] 然后你就把那个当成你的expert
[183:10] 把那个当成你的专家输出
[183:11] 然后你朝那个专家输出的分布上靠
[183:15] 强化学习可能就是你把那个当成你的expert 把那个当成你的专家输出 然后你朝那个专家输出的分布上靠
[183:16] 就是更匡广的一个级别
[183:18] 一个级
[183:19] 他就是说我
[183:22] 首先就是这个这个本来输出的东西也不是一个给定的专家
[183:25] 是我自己产生的一些东西
[183:27] 然后我里面有好的结果
[183:29] 有不好的结果
[183:30] 然后好的结果要往上靠
[183:31] 不好的结果要远离他之类的这样的东西
[183:33] 所以说从某种意义上来说
[183:35] print training和SFT是强化学习的一个子集
[183:39] 但是呢
[183:40] 这两件事确实在现在这个时代是有区别的
[183:43] 他我觉得对我来说
[183:44] 他的最大区别在数据上
[183:46] 就是print training的数据更多的还是要distribution够好
[183:52] 就是分布足够的广或者足够符合你想要覆盖出的那些范围
[183:57] 但是数据的质量并不需要非常非常高
[184:01] 但是后续呢就反过来
[184:04] 就是说他分布上来说可能要远窄
[184:07] 但是他在有的那些数据质量上会要求非常高
[184:11] 对
[184:11] 所以我觉得目前来说
[184:13] 对我来说
[184:13] 他俩最本质区别
[184:14] 还是在数据分布上的区别
[184:16] 而不是在算法或者训练范式上的区别
[184:19] 那像不同的lab他是怎么分这个组的呀
[184:22] 预训练后训练
[184:22] 有不同吗
[184:24] 还是都一样
[184:24] SRB和Google比较类似
[184:27] 两个都是就是预训练是预训练一个组
[184:30] 然后后训练是后训练一个组
[184:32] Opac可能比较混沌
[184:36] 最早的时候
[184:39] 一开始的时候
[184:41] 他是分三个组
[184:43] 就是他
[184:44] 他有预训练
[184:45] 然后他还有强化学习
[184:48] 就是Strawberry草莓组
[184:49] 然后他还有一个Post-training组
[184:53] 然后我的
[184:54] 我没在那干过
[184:55] 但我的理解是他的Post-training其实是
[184:58] 就不是他的
[184:58] 他的那个RL组
[185:00] 就是Strawberry和他的Post-training
[185:02] 其实是别的公司的Post-training和产品
[185:05] 哦
[185:05] 然后他可能是以这种不一样的方式给他切了
[185:08] 他把后训练当产品做
[185:10] 就是他的一部分后训练其实是和产品是在做产品
[185:14] 哦
[185:14] 他甚至是名字没改过来呢
[185:16] 也不完全是
[185:19] 因为绝大多数公司的产品其实不太训练模型了
[185:22] 他更多的是把这个需要的需要的
[185:26] 这个特质模型特质告诉训练模型的团队
[185:29] 但是他好像就是他的Post-training
[185:32] 既从某种意义上说自己又是产品
[185:35] 但自己又能训练模型
[185:36] 这是不是他对于产品的理解
[185:38] 就是需要训练模型的人来做产品
[185:41] 对对对
[185:42] 有可能有可能是件好事
[185:43] 对
[185:43] 但是他后来也这个组织了一段时间
[185:45] 组织变化很多次
[185:46] 我现在也不知道他们组织成啥样
[185:49] 你们最近发了几个模型
[185:51] 然后我看到你也都参与其中
[185:54] Gemina 3 DeepThink
[185:55] Gemina 3.1 Pro
[185:58] 我觉得可能
[186:00] 只能说是有幸参与
[186:02] 哈哈哈
[186:03] 对
[186:04] Again就是感觉都是集体工作
[186:07] 为什么现在都变成明星人物
[186:09] 然后每次都被拎出来单独写一下
[186:12] 我不明白
[186:13] 我觉得其实不太好
[186:15] 每次看到之后我都感觉
[186:17] 明天该怎么去办公室见同事呢
[186:21] 会有异样吗在办公室
[186:24] 就还好我觉得同事可能
[186:26] 可能还是人比较好
[186:28] 就是他们可能不是特别看重这些事
[186:31] 但说实话我是觉得
[186:34] 我参与过的任何一个项目
[186:37] 不管是在Google还是在iOS
[186:38] 没有我都会发生
[186:40] 都一样会发生
[186:42] 效果也不会变差
[186:45] 我觉得大家现在每个人都是冲浪的人
[186:49] 本质上是那个浪
[186:51] 而不是你那个冲浪的人
[186:54] 浪是AI吗
[186:55] 对就是AI这个事情本身是这个浪
[186:58] 它会往前走
[186:59] 不管你冲不冲这个浪
[187:00] 这个浪都会拍到岸上
[187:03] 只是说有人可能就冲了这个浪
[187:05] 有人就可能晚了一点
[187:07] 没赶上那个浪尖
[187:09] 你有心的参与了这两个工作的什么
[187:11] 主要可能就是一些
[187:14] 有一些那个
[187:15] 就是算法上设计的小的细节
[187:18] 然后会一块讨论
[187:19] 然后有一些
[187:21] 有一些数据上的东西
[187:24] 但是数据上的东西
[187:24] 我觉得可能对之后的工作会影响更大一些
[187:27] 这几个模型有范式变化吗
[187:30] 我觉得没有哪个
[187:36] 没有哪个变化大到了从
[187:41] 不知道怎么做大尺度的强化学习
[187:45] 到大尺度强化学习那个级别的变化
[187:47] 没有哪个变化大到这个地步
[187:49] 肯定都是会有一些小小的变化
[187:51] 这几个小小的变化你们讲一讲
[187:54] 就这几个新的模型
[187:55] 不能讲
[187:57] 很不幸对不起
[188:01] 最近我感觉模型已经发麻了
[188:06] 国内一堆模型
[188:07] 国外也是很多模型
[188:10] OpenAI你们
[188:11] 国内GLM
[188:14] 字节
[188:15] DeepSeek一直进来
[188:17] 期待还没发
[188:18] Kimi
[188:20] 你能不能给大家
[188:22] 画画重点啊
[188:23] 我觉得
[188:24] 从某种意义上来说
[188:28] 都没那么值得关注
[188:30] 大家在争什么现在
[188:31] 感觉群魔乱斗
[188:33] 我觉得有一些争的事情呢
[188:36] 其实现在看来已经
[188:37] 现在在这个时代
[188:38] 已经没那么重要了
[188:39] 就是因为过去
[188:40] 带来的惯性是
[188:41] 大家会争
[188:41] 各个benchmark的第一名
[188:44] 证明自己
[188:45] 模型的基本能力很强
[188:46] 这个事情呢
[188:48] 其实到现在
[188:49] 已经到了
[188:50] 就是公众关注
[188:51] 那些benchmark
[188:51] 都有点
[188:52] 打满了
[188:54] 就是你想
[188:55] 最早大家关注
[188:56] 这个sweetbench
[188:58] sweetbench
[188:59] 大家都打到80多
[189:00] 幸亏没有人超过83
[189:02] 因为
[189:02] 最近OpenAI
[189:03] 刚放一个pose
[189:04] 说超过83
[189:05] 那个题目
[189:06] 都是不良好定义的
[189:07] 幸亏没人超过
[189:08] 谁超过
[189:09] 谁更尴尬
[189:09] 反正
[189:09] 然后
[189:10] 大家以前
[189:12] reasoning
[189:13] 就是打完Amy
[189:14] 打MO
[189:15] 打完MO
[189:16] 打什么
[189:17] 想不成
[189:18] RKGI
[189:19] 这些
[189:20] 然后RKGI
[189:21] 在Gemini 3之前
[189:23] 大家最高的都
[189:24] 哇
[189:25] 那时候可能
[189:25] 实际这样子吧
[189:26] 然后大家就
[189:27] 哇
[189:27] 登天南
[189:28] 然后
[189:29] Gemini 3
[189:31] 变成30多
[189:32] 然后Cloud
[189:33] 4.5
[189:35] 还是4.6
[189:35] 变成
[189:36] 4.6应该是
[189:36] 变成60多
[189:37] 然后
[189:38] Gemini 3
[189:40] DeepThink
[189:41] 一下打到
[189:41] 80多
[189:43] 所以
[189:43] 这个也打满
[189:45] 所以现在
[189:46] 就是感觉
[189:48] 光靠
[189:49] 打这种公众认知的模型能力
[189:53] 其实已经
[189:54] 没啥太大的意思了
[189:56] 然后
[189:57] 所以从这个脚步上说
[190:01] 我觉得
[190:01] 其实本质上就是
[190:02] 没有什么太多的重变
[190:03] 虽然大家发的很快
[190:06] 发的快也说明
[190:09] 其实这道题
[190:10] 对大家所有人来说
[190:11] 都变简单了
[190:12] 大家都知道know how了
[190:13] 没有什么秘密了已经
[190:14] 对
[190:15] 对
[190:15] 就是还是说了
[190:16] 还是这个
[190:17] 就还是那个
[190:18] 冲浪理论
[190:19] 也还是这个浪在往前走
[190:21] 对
[190:21] 嗯
[190:22] 那大家下一个
[190:25] 可能在寻找的目标是什么
[190:27] 下一个范式级的变化是什么
[190:31] 还会有吗
[190:32] 我觉得我
[190:33] 我刚才自己聊的那两个事
[190:36] 是我觉得
[190:37] ML coding和long horizon
[190:39] 对
[190:39] 然后这两个是我觉得
[190:41] 我觉得
[190:42] 是我觉得是一个
[190:46] 可能没有到的
[190:47] 要范式级变化
[190:48] 但是我觉得是对于Google来说
[190:51] 会很有价值的事情
[190:53] 嗯
[190:53] 因为首先ML coding是因为Google
[190:56] 首先自己是一个AI research大户
[190:59] 然后他自己又是AI research最全站的
[191:01] 就是他不仅有这些训练模型
[191:04] 这些这些部分
[191:05] 他还有设计硬件的部分
[191:07] 从硬件接到模型的部分
[191:10] 这一整套东西
[191:11] 如果能被被加速会或者说被更好的管理
[191:16] 那可能对这个公司来说是很有意义的
[191:17] 对
[191:18] 然后就不说了
[191:19] 所以所有人都知道
[191:20] 就所有人都很都都都都觉得很重要
[191:22] 对
[191:23] 所以说我觉得那个可能是对我来说
[191:25] 不能说是范式级别的
[191:26] 绝对是不到范式级别
[191:27] 但是是一个我觉得是很有价值
[191:29] 需要去在未来几个月之内
[191:32] 能够能够看到曙光的事
[191:36] 然后
[191:37] 嗯
[191:38] 我觉得范式级可能就还是那些非更非确定性的东西
[191:43] 就是什么动漫台生成
[191:45] 那个我觉得可能会有的
[191:46] 嗯
[191:47] 会有一个英雄吧
[191:48] 或者会有一个英雄集体吧
[191:50] 呵呵
[191:51] 然后嗯
[191:52] 对像那种可能会有一些
[191:54] 嗯
[191:55] 还有聊比较多的continue learning
[191:58] 嗯
[191:59] 世界模型呢
[192:00] 我觉得continue learning和这种long horizon
[192:02] 刚刚说了没有本质的区别
[192:04] 嗯
[192:05] 因为呃
[192:06] 就是大家以前觉得这两事差别很大
[192:08] 是因为continue learning会改变模型的一些权重
[192:11] 然后你做这种比如像开放开开开远的
[192:15] 大家做很多这种这种context management
[192:17] 是不会改进变模型权重的
[192:19] 但其实你想这两事没有本质区别
[192:21] 因为context里那些词自己的kv不也是一种权重吗
[192:25] 所以说你觉得这两个方案就是最后谁能谁能更有用
[192:29] 在长久来说根据更有用
[192:31] 我觉得是不清楚的
[192:32] 但是他们本质上都是为了做刚才long horizon
[192:34] 这种这种类型的事情
[192:36] 嗯
[192:37] 然后呃世界模型一万个人有一万个世界模型
[192:43] 啥意思
[192:45] 就是定义不清晰
[192:46] 就是就是首先我不知道什么叫世界模型
[192:48] 嗯
[192:49] 其次就是每个人在说他们做的世界模型的时候
[192:51] 可能也在说不一样的事
[192:52] 嗯
[192:53] 比如说咱们来做的世界模型
[192:54] 可能就和比如说像像飞飞李飞飞他们做的世界模型
[192:55] 就不是一个事
[192:56] 嗯
[192:57] 对
[192:58] 嗯
[192:59] 描述一下区别是
[193:00] 呃
[193:01] 我不是特别了解像外面像李飞飞啊
[193:02] 他们这些lab做的事情到底是怎么样的
[193:03] 但是呃
[193:04] 咱们来的世界模型更多的是一种呃
[193:05] 是一种entertainment
[193:06] 呃
[193:07] 是一种entertainment
[193:08] 呃
[193:09] 是一种entertainment
[193:10] 呃
[193:11] 呃
[193:12] 呃
[193:13] 呃
[193:14] 呃
[193:15] 呃
[193:16] 呃
[193:17] 呃
[193:18] 呃
[193:19] 呃
[193:20] 呃
[193:21] 呃
[193:22] 呃
[193:23] 呃
[193:24] 呃
[193:25] 呃
[193:26] 呃
[193:27] 呃
[193:28] 呃
[193:29] 呃
[193:30] 呃
[193:31] 呃
[193:32] 呃
[193:33] 呃
[193:34] 呃
[193:35] 呃
[193:36] 呃
[193:37] 呃
[193:38] 呃
[193:39] 呃
[193:40] 呃
[193:41] 呃
[193:42] 呃
[193:43] 呃
[193:44] 呃
[193:45] 呃
[193:46] 呃
[193:47] 呃
[193:48] 然后他是暗吞暗的去训练这样的能力
[193:50] 所以说这个可能是一种方案
[193:54] 然后我首先也不知道大家最后想要的到底是什么结果
[193:57] 然后我也不知道大家对自己世界模型的定义到底是什么
[194:02] 所以我觉得更多还是一种探索状态
[194:05] 刚才我们一直没有聊到一个组织是XAI
[194:08] 我们刚才聊了Anthropic 聊了OpenAI 聊了DeepMind
[194:12] XAI呢
[194:14] XAI我是聊不明白
[194:16] 作为店评价来说一下
[194:19] 他们怎么最近这么动荡
[194:21] 我觉得他们一直都挺动荡
[194:23] 但为什么最近这么动荡我也不知道
[194:27] 然后我其实我跟XAI接触的没有那么多
[194:33] 然后我接触的一些人现在也走了
[194:36] 所以我也不知道他们发生了啥
[194:39] 对了
[194:42] 你刚才说Anthropic的时候
[194:44] 你说技术的业好位
[194:46] 能被make that是非常重要的
[194:48] 那在Google这样的业好位是谁啊
[194:50] 这个英雄是谁啊
[194:53] 我觉得英雄可能在不同的阶段是不一样的人
[194:57] 但是英雄的背后都有一个人就是Sergey
[195:00] 就是Google的那个co-founder
[195:03] 就是我觉得最终很多大的决定
[195:10] 可能不是由他来决定怎么做
[195:12] 但是最后拍那个版得他来拍
[195:14] 对
[195:16] 现在也是
[195:17] Diamis呢
[195:21] 我觉得可能更多的在一线出现的是Corey
[195:26] 就是是D-Mind的CTO
[195:28] 然后他现在也是那个Google的SVP
[195:32] Diamis在负责什么
[195:34] 我觉得Diamis可能管了更多那种就是偏science的事情
[195:40] 就比如说那个药物的design
[195:42] Isomorphic lab那些事情对对对
[195:45] 哦
[195:46] Gemini他管的不多
[195:47] 至少从我的视角来说
[195:49] 我看到的更多的是Corey
[195:51] OK
[195:52] 但是有可能就是那公司那个管理层的事
[195:55] 其实有可能很多是我看不到的部分
[195:58] 嗯
[195:58] 那就我就不清楚了
[195:59] 你刚才也提到AI是整个是一个系统嘛
[196:03] 嗯
[196:03] 你对于怎么系统性的做AI有什么认知吗
[196:07] 现在经过了你这两年的工作
[196:10] 有几方面吧
[196:10] 一方面是从从整个系统来说
[196:13] 它需要一种比较科学的态度
[196:15] 就是你要清楚的
[196:17] 像Skin out就是你要清楚的理解自己做了什么样的预设
[196:20] 然后我在做一个改变的时候
[196:23] 其实有哪些因素是它相关联的
[196:25] 哪些因素是不相关联的
[196:27] 对
[196:27] 然后这是从组织情况下来说
[196:29] 从人的情况下来说
[196:31] 其实需要人很reliable
[196:34] 就是需要很很负责任的人
[196:36] 其实
[196:37] 每一个系统就每一个评价框架都是很容易被hack的
[196:42] 因为你总可以做一些事让你的指标看起来很好看
[196:46] 但是一个可能是很容易被hack的
[196:47] 但是一个值得信赖或者踏实的人
[196:50] 他其实是会想自己做的这件事
[196:54] 如果效果好的话
[196:55] 是不是真的比如在大的手段上效果好
[196:58] 是不是我中间漏的那些因素
[197:00] 所以说其实把事做系统听起来是一句话
[197:04] 但真正做起来是很复杂的事
[197:07] 就是有很多细节
[197:08] 有很多阻力会
[197:09] 因为它其实是违背人性的
[197:12] 因为每个人个人的人性可能都是为了让我自己做的东西能够提前的更好
[197:17] 但是对于一个公司或者一个组织来说
[197:19] 最有利的是把整个公司的系统系统性做的非常扎实
[197:23] 非常严谨
[197:24] 这个能不能举点例子
[197:25] 好像有点抽象
[197:27] 对它确实有点抽象
[197:30] 所以这也是你说没有那么多的个人英雄主义的一个表现
[197:35] 就人要变成一个更可信可靠的一个它是一个系统的组件
[197:42] 我可以举一个可能也是比较鬼坏的例子
[197:46] 就是比如说做乔海学习
[197:51] 你可能可以做一个算法
[197:54] 出来效果比别人好
[197:56] 但是可能最更关键问题是你要去问
[198:00] 比如说在真正的大的程度下
[198:02] 我是不是能够保持稳定性是一样好的
[198:06] 然后以及我比别人的东西效果好
[198:09] 是不是因为我用了不一样的data
[198:11] 以及我是不是用了更多的training的flop
[198:14] 是不是用了更多的sampling的flop
[198:15] 然后我具体在真的生产的最后大的跑的production run里面
[198:22] 到底哪个才是我的限制因素
[198:24] 然后我该开训哪个指标
[198:26] 这些可能都是需要联络员自己对于系统怎么运作有一个好的理解
[198:31] 然后以及对公司负责任才能做到
[198:34] 否则就是你很容易做到一件事
[198:37] 你可能比如说你在考虑training的时候是比别人好的
[198:41] 但你考虑training加sampling的时候比别人差了
[198:43] 你总可以显得你只是有
[198:45] 那这就很糟糕
[198:48] 所以这个就是既需要你个人负责任
[198:50] 又需要说组织所建立的这个体系里
[198:53] 能够能尽量的发现这些有益的或者不益的这种这种边界的事情
[199:00] 但是你作为个体的话
[199:01] 你不知道怎么样是对全局最好的呀
[199:04] 其实是需要
[199:06] 我觉得如果一个研究员做不到对全局去考虑的话
[199:11] 他就不是考的研究员
[199:13] 在现在这个时代
[199:15] 就是这个和我觉得这个和你就是在学术界做research是很不一样的事
[199:20] 因为在学术界做research
[199:22] 本质上是一个人吃饱全家不愁的状态
[199:25] 就是我为我的项目负责
[199:27] 对吧
[199:28] 我为我的可宠不尽负责
[199:30] 但是在一个公司里
[199:32] 你其实更多的时候是我得为这个公司负责
[199:35] 对这是两种完全不一样的心态
[199:37] 那你这种自觉性从哪里来的
[199:39] 不知道
[199:43] 我觉得我感觉就是
[199:45] 拉不下脸
[199:47] 拉不下脸是什么
[199:49] 就是你对一个公司负责任是你和这个公司的契约的一部分
[199:53] 其实我觉得没什么道理不这么做
[199:57] 这么做是没有原因的
[199:59] 嗯
[200:01] 所以个人英雄主义会破坏这种整体性
[200:05] 我觉得
[200:07] 如果只是为了个人英雄主义而做事的话
[200:10] 很有可能是会破坏整体性的
[200:12] 当然实际可能你能力很强
[200:14] 然后你真的成了一个英雄
[200:16] 那也是有可能
[200:17] 嗯
[200:19] 因为你也经历了两个组织了
[200:21] 你觉得什么样的组织更能够激发智能
[200:23] 在这个时代
[200:25] 我觉得
[200:27] 其实这是一个很
[200:29] 很
[200:31] 有争议的事
[200:32] 就说
[200:34] 因为刚才也聊了
[200:35] 就是不同组织可能有些比较
[200:37] 比较自上而下
[200:38] 有些比较自下而上
[200:39] 那一个自然问题说
[200:40] 比如说这两种组织哪个更能够激发创新
[200:44] 过去的观点就是自下而上是激发创新的
[200:47] 必要条件
[200:48] 因为就是你得每个人有自由嘛
[200:50] 自有自由才能有创新
[200:52] 但是完全自下而上
[200:53] 你发现其实也不行
[200:54] 原来就乱
[200:55] 那就是Google之前那样子是吗
[200:57] 对
[200:58] 至少在我印象里
[200:59] 就是在我了解到的印象里是这样
[201:01] 就是它就乱
[201:02] 就是大家甚至都不知道我做这事有什么用
[201:04] 那可能也也不好
[201:05] 所以就可能要需要有一个人
[201:08] 或者有一个小的集体
[201:09] 能够把这两件事稍微融合一些
[201:11] 嗯
[201:12] 对
[201:14] 就是为什么我觉得
[201:16] 其实这个一个组织运行的好不好
[201:20] 看起来是组织的问题
[201:21] 但其实归根结底是技术leader的问题
[201:25] 嗯
[201:26] 就是这个技术leader有没有特质能够把这个组织运行的很稳定
[201:30] 因为最好的那个状态往往都是最不稳定的那个状态
[201:35] 就很容易往不好的那个方向塌缩的
[201:38] 对
[201:39] 所以得有一个leader来控制这个事
[201:41] 那你觉得都是技术leader来做这个事情
[201:43] 而不是CEO来做这个事情
[201:45] 嗯
[201:46] 那当然每个公司的CEO可能有不一样的职责
[201:49] 但是得有一个leader
[201:50] 我觉得至少得有一个leader
[201:52] 他能有两个特质
[201:54] 嗯
[201:55] 才能去做这个事
[201:56] 一个特质就是说
[201:58] 他自己有救火的能力
[202:01] 不是说他光嘴上说要做什么要做什么要做什么
[202:05] 而是说有一件事真的遇到困难了
[202:07] 他能自己下场去带人把这个困难解决掉
[202:10] 嗯
[202:11] 当然绝大多数时候可能
[202:12] 一个leader是不会有时间去做这个事
[202:14] 但他至少有这个能力
[202:15] 有第二个重要的特质就是他得
[202:18] 他得能够能够理解别人
[202:21] 就哪怕一件事可能是他不做的事
[202:24] 但他能够理解到为什么别人做那个事重要
[202:27] 能够容得下别人
[202:28] 那可能是另外一个特质
[202:30] 嗯
[202:33] 对
[202:34] 你觉得Google的TPU在哪些方面表现的比GPU更好
[202:37] 劣势是什么
[202:38] 我觉得从传信件的角度来说很难说哪种硬件真的好或者坏
[202:43] 尤其是在这种大规模商用的情况下
[202:45] 因为本质上来说GPU和TPU在使用上来说最大的区别
[202:51] 就跑在硬件的区别来说
[202:52] 使用上来说最大的区别就是GPU它有比较好的开源生态
[202:56] 嗯
[202:57] TPU没有
[202:58] 但这个事其实在大规模商用的时候并不是一个问题
[203:00] 因为比如Google自己用TPU
[203:01] 那自然会花时间去搭这个这个基础设施
[203:05] 而基础设施就是一个你可能比如说你只跑1000张卡
[203:09] 那可能是一个很大的负担
[203:10] 但你跑一个几十万张卡的集群
[203:12] 那搭一个几十万张卡的集群
[203:13] 这个基础设施也不是一个多大的事
[203:15] 然后从实际
[203:17] 所以就是从实际上这种大规模商用来说没有哪个熟悠熟略
[203:22] 但是这两个确实有一些设计理念上的区别
[203:26] 嗯
[203:27] 比如说GPU至少我可能后来这几代GPU我没这么用过
[203:32] 比如像hopper那代GPU
[203:34] H系列GPU
[203:35] 它的设计是说我一个炮子里面可能没有多少张卡
[203:39] 就比如说就八张卡
[203:40] 然后这八张卡之间可以两两互联
[203:42] NVLink非常快
[203:43] 所以这一个炮子几乎就是没有什么communication的bound
[203:47] 但是TPU它可能就反过来
[203:49] 它就是说我抛弃了卡之间两两互联
[203:52] 但是我能尽量的把尽量多的卡放在一个大的这个架子里面
[203:57] 那它就是有这种三维torus的这种设计
[204:01] 所以它就一张卡就只有在三个方向连三个最精灵的
[204:05] 但是它整个集群可以连成一个大torus
[204:07] 然后如果你的compiler或者你的那个sharding的
[204:12] 的逻辑写得足够好的话
[204:15] 你是可以利用这样的东西
[204:17] 其实就于等效来说
[204:19] 你会获得更大的储存空间
[204:22] 然后也会减少很多通信的bound
[204:26] 对
[204:27] 劣势是什么呀
[204:29] 我觉得一个劣势就是它肯定是比起GPU来说
[204:33] 至少在小的scale上来说
[204:36] 比起GPU是更加固定的一种结构吧
[204:41] 就是说它的应用性或者它的通用性可能没有那么强
[204:45] 最近硅谷有很多new lab出现
[204:50] 你怎么看这个趋势
[204:51] 为什么他们都出去从这些模型大厂跳出去成立new lab
[204:56] 我看不太懂
[204:58] 我的感觉是绝大多数new lab都会死
[205:02] 然后我觉得就是可能有一些lab是真的有好的人的
[205:10] 然后像有些lab可能确实也开始在做一些事儿
[205:12] 比如说像Thinking Machine它还是在deliver一些新的东西的
[205:16] 然后但有些new lab就是
[205:19] 请帮我把名字递掉
[205:21] 好
[205:22] 比如说
[205:24] 我就完全不知道他们到底要干嘛
[205:26] 然后这俩人其实已经远离这个专业好久了
[205:30] 我觉得26年国内会非常的看重C端的趋势
[205:34] 谁成为那个super app
[205:36] 你怎么看
[205:37] 你觉得这个好像在硅谷没有人讲这个事儿
[205:40] 对
[205:41] 因为美国enterprise就是这个就是公司
[205:45] 然后或者说效率软件这个市场太大
[205:48] 而且利润也太高
[205:50] 所以说对于美国来说
[205:52] 其实C端之前就只有XGB一家做
[205:55] 其实也没啥油水
[205:56] 没有什么利润
[205:57] 所以说就是现在大家可能重心都会先放在这种效率软件或者enterprise上
[206:03] 所以中美的趋势已经发生差异化了
[206:06] 我觉得不只是AI也就是过去的整个互联网都是都不一样
[206:10] 10年都已经不一样了
[206:11] 就是中国很强的就是C端
[206:13] 就是他能够想出一些非常非常复杂的产品的性质或者结构
[206:19] 然后用一种很你觉得很间接很不自然的方式
[206:23] 把这个利润滚下来
[206:25] 比如说什么叫很间接
[206:27] 就比如说像抖音这种东西
[206:30] 他并不是说我你看视频
[206:32] 我看一个视频收你两毛钱对吧
[206:35] 他说你可以免费看视频
[206:37] 但是我可以偷偷加广告
[206:39] 我可以偷偷做直播
[206:40] 我可以偷偷做电商
[206:42] 但是做效率软件没这个事
[206:45] 做效率软件非常直接
[206:47] 就是我让你帮你写code
[206:50] 我成本一个月150卖你200我乘50
[206:53] 就是非常直接的事
[206:55] 我觉得美国在过去的体现就是在这种很直接的产品上
[207:00] 能够把技术做到极致
[207:02] 但是一直没有哪个产品让我觉得就是复杂到说让你离不开它
[207:09] 你又感觉不到他在挣你的钱
[207:11] 但他实际上挣了你的钱
[207:16] 哎你这么说
[207:17] 我突然觉得麦他就应该抄自己的做
[207:20] 对但我觉得麦他没自己强
[207:22] 因为麦他他也找不到自己的生态位
[207:24] 然后然后美国又没有一个做这件事情的公司
[207:28] 就是豆包这个生态位还没有人找到
[207:30] 那麦他就抄豆包呗
[207:32] 他也不需要那么强的模型能力
[207:36] 对但我觉得还是美国做产品的
[207:38] 本质上做C端产品的人不行
[207:41] 比中国来说差远了
[207:44] 这是过去十年的积累是吗
[207:46] 对
[207:48] 因为过去十年在美国的这个挣反馈都来自于做2B的很多
[207:54] 对或者就是在美国这地方挣钱太容易
[207:57] 挣钱太容易的时候你不会费脑筋去想怎么挣钱
[208:01] 哎不是很多人来都要找你聊聊吗
[208:03] 有什么好玩的人啊
[208:06] 很多国内的人来科技公司来
[208:09] 对我觉得我觉得都挺好玩的
[208:13] 然后确实发现国内的人做产品可能还是想法更复杂一些
[208:19] 更复杂一些
[208:20] 对就是想的更想的这个回路更长一些
[208:24] 跟美国还是风格不太一样
[208:26] 美国是
[208:27] 我觉得美国就刚才说了
[208:28] 我就是做个什么就拿这个卖钱了
[208:31] 对啊就是简单啊就是这个事就是需要这个能力
[208:37] 有了这个能力之后就是这个能力了
[208:39] 就是要比别人便宜我就能挣得比你多
[208:42] 嗯
[208:43] 哪有一点办法也没有
[208:44] 嗯
[208:45] 中国呢
[208:46] 中国感觉都是这种什么一开始不挣钱
[208:50] 但一旦他开始挣钱你就拦不住他
[208:53] 就是他就是他是真的能形成那个B
[208:55] 那个那个自己的那个那个圈的
[208:58] 你就是他真的把那个圈转起来的时候
[208:59] 你再想哇就插不进去了
[209:01] 嗯
[209:02] 那你觉得美国公司现在看得懂自己的跳动没有
[209:07] 我的感觉是没有
[209:08] 还没有
[209:09] 他都这么大了
[209:11] 哦你说就是是不是重视他
[209:13] 那肯定是重视的
[209:14] 就大家肯定都知道自己也是一家被严重低估
[209:17] 从从他的市值上来说是被严重低估的公司
[209:20] 这是我觉得大家很明确的事
[209:22] 然后呃
[209:24] 我觉得也很明确
[209:25] 就是说在在消费者市场这一端
[209:28] 其实我觉得没有哪个美国公司能和自己竞争啊
[209:32] 但是他毕竟是下中国公司
[209:36] 这要从公众的公众意识上来说
[209:39] 他毕竟是下中国公司
[209:40] 嗯
[209:41] 对
[209:42] 所以看懂他了吗
[209:44] 我不觉得大家看懂他
[209:45] 但是你看麦塔其实也在主动的从自己挖人吗
[209:49] 嗯
[209:50] 你在AI行业有什么偶像吗
[209:52] 或者欣赏的人
[209:54] 虽然你在AI行业很短
[209:57] 没没没啥
[209:58] 就是我感觉
[209:59] 我感觉我我我来这行业的时候
[210:04] 个人英雄主义时代已经过去了
[210:06] 所以也没有什么英雄
[210:08] 有时候你甚至觉得旧时代英雄有点蠢啊
[210:12] 对
[210:13] 所以说真的没有什么
[210:15] 你觉得谁比较蠢
[210:17] 这个还是不说了吧
[210:19] no comment
[210:22] 嗯
[210:23] 对
